Sentences,Translation
肉を焼くにおいが流れてきた。,The smell of roasting meat came drifting through the air.
この川にごみを捨てるな。,Don't dump trash in this river.
彼女の結婚式には何を着て行こうか。,What should I wear to her wedding?
彼は温かく迎えられた。,He was warmly welcomed.
この薬で痛みが取れた。,This medicine took away the pain.
パソコンのキーは軽く押します。,Press computer keys lightly.
結果は予想を大きく超えるものだった。,The results far exceeded our expectations.
何のために並んでいるのですか。,What's this line for?
期間を定めて申し込みを受け付ける。,Set a period of time for accepting applications.
彼女は大学で日本の古典芸能を学んだ。,She studied classical Japanese performing arts in college.
彼の説明には頷けないところがある。,There's something about his explanation that I can't nod my head at.
日本では車は左側を通る。,"In Japan, cars drive on the left side of the road."
万事滞りなく運んでいる。,Everything is running smoothly.
登山は多くの危険を伴う。,Climbing a mountain involves many dangers.
そこで道幅が急に広がっている。,That's where the road widens abruptly.
妹の買い物に付き合った。,I went shopping with my sister.
今泣きたい気分です。,I feel like crying now.
新工法は工事を進めるのに役立った。,New construction methods helped move construction forward.
このパソコンはネットつながってますか？,Is this computer connected to the Internet?
国会議員の名前を挙げた。,He mentioned the name of a congressman.
想像力を捉える新鮮でおもしろい作品を見ていると思う。,I think we are looking at a fresh and interesting work that captures the imagination.
私は彼女のすべてを忘れて見詰めるだろう。,I would stare at her forgetting everything.
彼を喜ばせるのは難しい。,It's hard to please him.
両者の意見の衝突は避けられない。,Conflicts of opinion between the two sides are inevitable.
彼女は僕の要求に応じた。,She complied with my request.
これは子供の手が届かない場所に置いてください。,This should be kept out of reach of children.
建築が完成に近付いた。,The building is near completion.
募金は全部で20万円集まった。,"All donations raised totaled 200,000 yen."
あなたがいらっしゃるので私たちはうれしい。,We are happy because you are here.
出張で九州に出掛けている。,I'm out in Kyushu on a business trip.
この部屋からすばらしい夜景を眺めることができる。,This room offers a wonderful night view.
大阪に店を張っている。,He has a store in Osaka.
グラフに含めるオブジェクトのグループを選択できる。,A group of objects can be selected to be included in the graph.
彼が目指すのは社長の座だ。,His goal is to become president.
一目見た時から彼を愛するようになった。,I fell in love with him from the first glance.
大事な物を屋根裏部屋に隠した。,I hid something important in the attic.
この仕事には全神経を集めて取り組んでほしい。,I want you to gather all your attention to this job.
脚を蚊に食われた。,I got bit by a mosquito on the leg.
今皆様方はアルプスの上を飛んでいるところです。,You are now flying over the Alps.
その台風はその地方に多くの雨をもたらした。,That typhoon brought a lot of rain to that region.
彼女の母親は叫び出した。,Her mother started screaming.
泥棒は大慌てで逃げた。,The thief fled in a panic.
固まった金属を鋳型から抜く。,The hardened metal is pulled out of the mold.
卵を割って鍋に落とす。,Crack the eggs and drop them into the pan.
牧畜で安楽に暮らしている。,They live comfortably on pasture.
この辺では 11 月の初めに霜が降りる。,Around here we get frost in early November.
私は一つ果たすべき約束がある。,I have one promise to fulfill.
ここに姓名を記しなさい。,Write your first and last name here.
この投資は９パーセントの利子を生む見込みだ。,The investment is expected to generate 9 percent interest.
総理の指導力が問われている。,The leadership of the prime minister is being questioned.
工事のために正午から水道とガスが止まる。,Water and gas will be shut off at noon for construction.
彼女はその難しい役柄をしっかりつかんでいる。,She has a firm grasp on that difficult role.
帰るとき忘れずに名札をこの箱に返してください。,Please remember to return your nametag to this box when you leave.
その後いかがお過ごしですか。,How are you doing since then?
監視カメラが彼らの行動を最初からずっと追っていた。,Surveillance cameras followed their every move from the beginning.
彼女はお客を扱うのが上手だ。,She is very good at handling customers.
昔の友達に会いに行った。,I went to see an old friend.
この服は私に合わない。,These clothes don't fit me.
ひどい目に遭った。,I had a horrible experience.
昨日東京に来たと彼は言った。,He told me he came to Tokyo yesterday.
その男の子は母親の後を追ってばかりいる。,The little boy just follows his mother all the time.
彼は重要な任務を負っていた。,He was charged with an important duty.
ワインを買って来てください。,Please go get a bottle of wine.
犬を２匹飼っている。,He has two dogs.
その部屋の使用許可を請うた。,They requested permission to use the room.
大きく息を吸う。,Take a deep breath.
海岸に沿ってホテルが並んでいる。,Hotels line the seashore.
結果はわれわれの期待に添わなかった。,The results did not meet our expectations.
彼の意図を問う。,Ask his intentions.
上着のほころびを縫う。,Sew up a tear in a jacket.
赤ちゃんは部屋に這ってきた。,The baby crawled into the room.
花びらが風に舞っていた。,Petals were dancing in the wind.
彼はすでに十分酔っていた。,He was already drunk enough.
戸が開かない。,The door will not open.
机と机の間が空いている。,There is an empty space between the desks.
私は明朝大阪へ行きます。,I will go to Osaka tomorrow morning.
木片が水に浮いている。,A piece of wood is floating on the water.
本を元の棚に置いておきなさい。,Put the book on its original shelf.
雑誌に小説を書く。,Write a novel for a magazine.
美しい風景を心に描く。,Painting beautiful landscapes in your mind
馬が前脚で地面を掻いている。,The horse is scratching the ground with its forelegs.
刃物を欠く。,Chip the blade of a knife.
焼肉のにおいを嗅いで空腹を覚えた。,The smell of barbecued meat made me hungry.
熱心に話を聞く。,Listen intently.
この薬は頭痛によく効く。,This medicine works well for headaches.
自転車を漕ぐ。,Pedal a bike.
チューリップは春に咲く。,Tulips bloom in spring.
丸太を二つに裂く。,Split the log in two.
鉄道を敷く。,Lay a railway.
ご飯を炊く。,cook rice
私の母は毎朝パンを焼く。,My mother bakes bread every morning.
暗くならないうちに目的地に着いた。,We reached our destination before dark.
洋服にインキの染みが付いた。,My dress was stained with ink.
彼は教職に就いた。,He got a teaching job.
カーテンに火が点いた。,The curtains were set on fire.
針で親指を突いてしまった。,I poked my thumb with a needle.
彼にビールを一杯注いであげてください。,Please pour him a glass of beer.
きれい好きは敬神に次ぐ美徳。,A love of cleanliness is a virtue second only to godliness.
医者は彼の折れた足をついだ。,The doctor picked up his broken leg.
彼に家業を継ぐようにときつけた。,I told him to take over the family business.
靴ひもを解く。,Untie the shoelace.
塩を水で溶く。,Dissolve the salt in water.
先生はこの点を詳細に説いた。,The teacher explained the point at length.
じゃまにならないようにわきへどきなさい。,Move to the side so you'll be out of the way.
包丁を砥石で研ぐ。,Sharpen a kitchen knife on a whetstone.
その映画館で観客は皆泣いた。,Everyone in that cinema cried.
ぶどう酒の栓を抜く。,Uncorking the grape wine
洋服を脱いでゆかたを着た。,She undressed and put on a yukata.
普段はジーンズを履いてるね。,You usually wear jeans.
食べたものをみんな吐いてしまった。,I threw up all I had eaten.
ごみを掃いて捨てる。,Sweep the dirt away out.
彼らは木の皮を剥いだ。,They peeled the bark off the trees.
ボートを綱で引く。,Pulling a boat with a rope
彼女はピアノを弾きます。,She plays the piano.
電車に轢かれて死ぬ。,Run over by a train and die.
風が激しく吹いている。,The wind is blowing hard.
手ぬぐいで手をふく。,Wipe one's hands with a towel.
スカーフを首に巻く。,Wrap a scarf around your neck.
とうもろこしの種を畑に蒔いた。,Corn seeds were sown in the field.
私は息子に芝生に水を撒かせた。,I made my son water the lawn.
壁のほうを向いて立つ。,Stand facing the wall.
オレンジを剥いてあげよう。,I'll peel you an orange.
ステーキはよく焼いてください。,Please grill the steak to well done.
学校へ自転車で行きます。,I go to school by bicycle.
湯が沸いている。,The water is boiling.
彼の畑から温泉が湧いた。,Hot springs sprang up from his fields.
荷車を押す。,Push a cart.
その本を彼に貸してもらった。,I borrowed that book from him.
水をかけて火を消す。,Pour water over the fire to extinguish it.
川を越す。,Cross a river.
出費が予算を超している。,Expenses are exceeding the budget.
父は毎朝鉢植えに水を差している。,My father waters his potted plants every morning.
時計の針は10時５分を指していた。,The clock was pointing to 10:05.
指にとげを刺した。,I got a thorn in my finger.
髪にかんざしを挿す。,Put a hairpin in one's hair
車輪には油を注したばかりだ。,I've just oiled the wheels.
木が多すぎると家に光が射さない。,Too many trees do not allow light to shine on the house.
三に二を足すと五になる。,"Add two to three, and you get five."
そろそろ夏服を出す季節だ。,It's about time to get out my summer clothes.
私の考えはまだ形をなしていない。,My idea has yet to take shape.
洗たく物を干す。,hang out the laundry to dry
すばらしい天気は私達の楽しさを増した。,The wonderful weather added to our enjoyment.
ムール貝とハマグリを加え7分間蒸す。,Add mussels and clams and steam for 7 minutes.
コートをお召しください。,Please put on your coat.
爪を噛むのはよしなさい。,Stop biting your nails.
彼女はボールを強く打った。,She hit the ball hard.
今までに銃を撃ったことある？,Have you ever fired a gun before?
いつかは敵を討つぞ。,Someday we will avenge our enemies.
選挙に勝つ。,Win an election.
寺は山の中腹に立っている。,The temple stands halfway up the mountain.
彼がここに移り住んでから３年経った。,It's been three years since he moved here.
昔は田んぼだった所に巨大な工場が建っている。,Huge factories are being built on what used to be rice paddies.
私たちはここを発つところです。,We are about to leave here.
登山隊が消息を絶った。,We lost contact with the climbers.
平手で頬を打たれた。,He slapped me on the cheek.
ちょっとお待ちください。,"Wait a moment, please."
かばんを持ちましょう。,Let's take the bag.
彼が死んでから５年になる。,It's been five years since he died.
ちょうがひらひら飛んでいる。,A bird is fluttering in the air
急にばったが葉から跳んだ。,Suddenly a grasshopper jumped from the leaf.
ただちに医者が呼ばれた。,A doctor was called immediately.
毛糸でセーターを編む。,Knitting a sweater with wool yarn
彼女はいつ赤ちゃんを産むのだろうか。,When will she have a baby?
あなたの犬は噛む？,Does your dog bite?
彼は腕を組んで戸口に立っていた。,"He stood in the doorway, arms crossed."
バケツに水を汲んでくるよ。,I'll go get a bucket of water.
私たちは雪を見ながら酒を酌んだ。,We watched the snow and drank.
今日の料理は随分と手が込んでいるね。,Today's dish is very elaborate.
夕方からは混むことが多いのでご注意下さい。,Please note that it is often crowded in the evening.
彼はここに住んでいるのですか。,Does he live here?
この本はもうお済みですか。,Have you already read this book?
川の水はとても澄んでいた。,The river water was very clear.
トラックに材木が山と積んであった。,The truck was loaded with a pile of lumber.
日本は美しい景色に富んでいる。,Japan is rich in beautiful scenery.
お茶を飲みながら話し合った。,They talked over a cup of tea.
イタリアの地を踏んだことがありますか。,Have you ever been to Italy?
新聞紙をもんで柔らかくする。,Soften the newspaper by wringing it.
雨が止んだらすぐに出かけましょう。,Go out as soon as the rain stops.
彼は精神的に病んでいた。,He was mentally ill.
食べながら読んではいけません。,Do not read while eating.
彼は金と暇がある。,He has money and time.
学校は東京の郊外にある。,The school is located in the suburbs of Tokyo.
この湖には魚がたくさんいる。,There are a lot of fish in this lake.
ほかに何か要りますか。,Do you need anything else?
中国では直接釜で煎る方法をとる。,"In China, roasting is done directly in the kettle."
豆はまだよく炒れていない。,Beans are not yet well roasted.
長野県を流れてきた信濃川はここで海に入る。,"The Shinano River, which flows through Nagano Prefecture, enters the sea here."
何を売っているのですか。,What are you selling?
失うところ多く得るところが少ない。,We have much to lose and little to gain.
彼は新しい仕事を得るために東京へ行った。,He went to Tokyo to get a new job.
彼は足を折ったとき痛みで叫んでいた。,He was screaming in pain when he broke his leg.
おかげで元気にしております。,"Thanks to you, I am doing well."
私の祖母ははたを織るのが好きだ。,My grandmother likes to weave things.
この芝は刈らなければならない。,This lawn must be mowed.
そのケーキはナイフで切ってはいけない。,Do not cut that cake with a knife.
彼は上着を着ている。,He is wearing a jacket.
ここはいつか来たことがある。,I have been here before.
彼はわざと私を蹴った。,He kicked me on purpose.
彼らは一時間前に町を去った。,They left town an hour ago.
どこで会があるか知ってますか。,Do you know where the meeting is?
父は食料品店をしている。,My dad runs a grocery store.
何をなすべきかについて私の意見は彼の意見と異なる。,My opinion on what should be done differs from his.
彼はひげをきれいにそっていた,He was clean shaven.
桜の花が散ってしまった。,Cherry blossoms have fallen.
川で魚が釣れましたか。,Did you catch any fish in the river?
部屋の天井には電灯が吊られていない。,There are no electric lights hanging from the ceiling of the room.
太陽がさんさんと照っている。,The sun is shining brightly.
いま自宅を出るところです。,I'm just leaving home now.
お手に取ってご覧ください。,Please pick up a copy and take a look!
写真を撮ってもらった。,I had my picture taken.
この方法を採ろう。,Let's adopt this method.
あなたが捕った魚の写真見たわよ。,I saw the pictures of the fish you caught.
イタリア人は日に2回しっかりと食事を摂る。,Italians eat two solid meals a day.
呼び鈴が鳴っていますよ。,The doorbell is ringing.
５人の電車賃はいくらになりますか。,How much is the train fare for 5 people?
雨は夜半から雪になった。,Rain turned to snow at midnight.
この木は実がなりますか。,Does this tree bear fruit?
あの娘は母親によく似ている。,That girl looks a lot like her mother.
野菜をとろ火で煮る。,Simmer vegetables over low heat.
テーブルにニスを２度塗る。,Two coats of varnish on the table
疲れたから少し寝たい。,I'm tired and need some sleep.
これはかなり良く練られた計画だったね。,This was a pretty well thought out plan.
広島で新幹線に乗った。,I took the Shinkansen in Hiroshima.
君の名が顧客リストに載っている。,Your name is on the client list.
ポスターを壁にはった。,We put up posters on the walls.
会場の周りに幕を張った。,They put up curtains around the hall.
雨がひどく降っている。,It is raining terribly.
よく振ってからお飲みください。,Shake well before drinking.
会員数が減った。,Membership has declined.
各種の職業を経る。,Go through a variety of occupations.
地面に深い穴を掘った。,I dug a deep hole in the ground.
表札に自分の名前を彫った。,I carved my name on the nameplate.
私は映画を観るのが好きです。,I like to watch movies.
誰だか行って見て来よう。,I'll go and see who it is.
医者に診てもらいなさい。,You'd better consult your doctor.
盆にオレンジを盛る。,Serve oranges on a tray.
雨が降ると必ず屋根から雨水が漏る。,The roof leaks every time it rains.
彼はそばへ寄って来た。,He came up to me.
重さによって値段が違う。,The price depends on the weight.
時計は直しにやってあります。,Clock has been done to fix it.
ボールをぶつけて窓ガラスを割ってしまった。,I hit the ball and broke the window.
雪が地面を覆った。,Snow covered the ground.
湖畔一帯に水仙の花がにおっている。,Daffodil flowers are smelling all around the lakeside.
彼女は酒をやめると誓った。,She vowed to quit drinking.
電話を使ってもよろしいですか。,May I use the telephone?
この２枚のドレスは型が違う。,These two dresses are different in style.
うまくいっていることを願っています。,I hope everything is okay.
この犬は山の遭難者を救うように訓練されている。,This dog is trained to rescue people in distress in the mountains.
今日彼女と会う約束がある。,I have a date with her today.
このサラダはほとんど何にでも合う。,This salad goes with almost anything.
台風でたいへんな被害に遭った。,We suffered great damage because of the typhoon.
あの子はまだものが言えない。,The child cannot talk yet.
私は全速力で彼の後を追った。,I followed him at full speed.
それはとても私の手に負えない。,That's more than I can deal with.
昨日銀座へ買い物に行った。,I went shopping in Ginza yesterday.
牛を飼って生計を立てている。,He makes his living by raising cattle.
彼はわたしに赦しを請うた。,He asked my pardon.
私はたばこは吸いません。,I do not smoke.
鉄道はしばらく川に沿って走っていた。,The railroad ran parallel to the river for some distance.
ご要望に添えない場合もございます。,We may not be able to meet your request.
男は傷害罪に問われた。,The man was charged with assault and battery.
医者は傷口を５針縫った。,The doctor gave him five stitches in the wound.
毛虫が枝を這っている。,Caterpillars crawling on branches.
木の葉が庭でくるくる舞っていた。,Leaves were twirling in the garden.
かなり酔ってたんだよ。,I was pretty drunk.
店は10時に開く。,The store opens at ten.
今は少し席が空いている。,There are some empty seats now.
この高速道路は名古屋に行くのですか。,Does this expressway lead to Nagoya?
湾岸地域の開発計画は宙に浮いたままだ。,Development plans for the Gulf region remain in limbo.
花瓶をテーブルのまん中に置いた。,I put the vase in the middle of the table.
今新しい戯曲を書いている。,I'm writing a new play right now.
富士山の水彩画を描いている。,He is painting Mt. Fuji in watercolors.
かゆい所を掻く。,Scratch an itchy place.
転んで前歯を欠いた。,He fell and chipped his front tooth.
私はこのにおいを嗅ぐと気分が悪くなる。,I get sick when I smell it.
今日は私の言うことをぜひ聞いてもらいます。,I urge you to listen to what I have to say today.
テレビのコマーシャルが効いた。,The TV commercials were effective.
湖でボートを漕いで遊んだ。,We rowed boats on the lake.
桜が咲いてるよ。,Cherry blossoms are blooming.
布をずたずたに裂く。,Tear cloth to shreds.
布団を敷く。,Make a bed.
五目ご飯を炊く。,Cook a Japanese-style pilaf.
私は浜辺で肌を焼いた。,I burned my skin on the beach.
何時にそこに着きましたか。,What time did you get there?
この商品には景品が付いている。,This article comes with a free gift.
彼は大統領によって要職に就いた。,He was given a key position by the president.
浴室の電気がつきません。,The light in the bathroom doesn't work.
くぎが壁を突きぬけた。,The nail went through the wall.
彼女はお客たちにお茶をついだ。,She poured tea for the guests.
会合は次ぎの日曜日に行われる。,The meeting will be held next Sunday.
病院で骨を接いでもらった。,I had my broken bone set at the hospital.
この会社は誰が引き継ぐと思う？,Who do you think's going to take over this company?
包みを解く。,Unwrapping it.
小麦粉と卵を水またはだし汁で溶く。,Dissolve flour and eggs in water or dashi broth soup.
彼は息子の誤りをこんこんと説いた。,He explained earnestly to his son what was wrong with his behavior.
彼は一歩退いた。,He took a step backward.
革でかみそりを研ぐ。,Sharpen a razor with leather.
彼女は身を震わせて泣いた。,She shook herself and wept.
棚の本の中から１冊を抜いた。,I picked out a book from the ones on the shelf.
濡れた服脱ぎなよ。,Take off your wet clothes.
赤い靴を履いた女の子。,A girl wearing red shoes.
車に酔って吐きそうになった。,I got carsick and almost threw up.
落葉を掃いて集める。,Sweep and gather up fallen leaves.
包装紙を剥ぐ。,Tear off the wrapping paper.
カーテンを引いて開ける。,Draw the curtains and open them.
その少女は大変上手にギターを弾く。,The girl plays the guitar very well.
おばあさんが車にひかれた。,An old woman was run over by a car.
笛を吹いたら試合をやめなさい。,Stop the game when I blow the whistle.
ふきんで皿をふく。,Dry dishes with a cloth.
時計のねじを巻く。,Wind a watch.
農民が穀物の種を蒔いた。,The farmers sowed the seeds of grain.
彼はホースを使って庭に水を撒いていました。,He used a hose to water the garden.
窓は庭に向いている。,Windows face the garden.
大根の皮を薄く剥く。,Thinly peel a daikon radish.
パンはオーブンで焼いて作られる。,Bread is made by baking in an oven.
この列車は大阪へ行きますか。,Does this train go to Osaka?
お風呂が沸いた。,The bath is ready.
恐怖心が湧いた。,Fear sprang up in my heart.
戸を押して開ける。,Push the door open.
事務室を貸す。,Lease office space.
2 本線を引いて数字を消す。,Cross out a figure with double lines.
箱根で夏を越した。,I spent the summer in Hakone.
彼女は30を超しているに違いない。,She must be over thirty.
屋根に朝日が差している。,The morning sun is shining on the roof.
だれのことを指して言っているのですか。,Who are you referring to?
森の中でたくさん虫に刺された。,I was bitten by many insects in the forest.
花瓶にばらの花を挿す。,Arrange roses in a vase
私は歴史の小さな事柄に注意を注した。,I focused my attention on a small matter of history.
雲間が開け光が射した。,The clouds opened up and light shone through.
きょうの出費を全部足す。,Add up all of today's expenses
冷蔵庫からビールを出す。,Take beer out of the fridge.
何をなすべきかについて私の意見は彼の意見と異なる。,My opinion on what should be done differs from his.
ストーブで衣類を干す。,Drying clothes on the stove
台風が勢いを増した。,The typhoon gained momentum.
すべて蒸すか茹でる料理方法に変更する。,Change all cooking methods to steaming or boiling.
お風呂をお召しください。,Please take a bath.
そんな無茶はよせ。,Don't be so reckless.
今打ったのは何時か。,What time did it strikes now?
撃たないでください！,Don't shoot!
反逆者を討つ。,Take revenge on a traitor.
5 対 3 のスコアで勝った。,They won by a score of 5 to 3.
彼はどこに立っていますか？,Where is he standing?
知らぬ間に時間が経っていた。,Time passed without me knowing it.
来年新たな博物館が建つ予定です。,A new museum will be built next year.
私は日本を明日の朝発つことにしている。,I am leaving Japan tomorrow morning.
彼はその事件以来筆を絶った。,He has not written since that incident.
そんなに強く打たないで。,Don't hit so hard.
寝ずに夫の帰りを待った。,I didn't sleep and waited for my husband to come home.
そんな大金を持っていると危ない。,It's not safe to have that much money.
のどが渇いて死にそうだ。,I'm dying of thirst.
私の方へボールが飛んで来た。,The ball came flying my way.
走り幅跳びで４メートル跳んだ。,I jumped four meters in the long jump.
だれか君を呼んでいるよ。,Someone's calling you.
彼は現代詩集を編んでいる。,He's compiling a collection of contemporary poems.
魚は一般にたくさんの卵を産む。,Fish generally lay many eggs
私の手を噛んだのはあの犬だった。,It was that dog that bit my hand.
彼は丸太を組んで小屋を作った。,He built a cabin out of logs.
風呂に水を汲んでおいてくれ。,Fill the bathtub with water.
夜どおしシャンペンが酌み交わされた。,Champagne was poured throughout the night.
この時間は道路がとても込んでいるからね。,The roads are very busy at this time of the day.
でもあまり混むことはありません。,But it is not very crowded.
彼女はそこに約５年間住んだ。,She lived there for about five years.
旅行の準備は済みましたか。,Have you made all the arrangements for your trip?
彼女は澄んだ声をしている。,She has a clear voice.
荷車は石炭を積んでいた。,The cart was loaded with coal.
変化に富んだ景色を楽しむ。,Enjoy the varied scenery.
ビールはあまりたくさん飲みません。,I don't drink a lot of beer.
彼はブレーキを踏んだ。,He pressed the brake pedal.
塩できゅうりをもむ。,Mash the cucumber with salt.
雨はもう止みましたか。,Has the rain stopped yet?
彼女は心臓を病んでいる。,She has a heart condition.
その小説を読み終えたところだ。,I just finished reading that novel.
彼には天賦の才能がある。,He has a natural gift.
この世にある限り君を忘れない。,I will remember you as long as I live in this world.
たまたまそこにいました。,I happened to be there.
その仕事には機敏に行動する人が要る。,We need someone agile for that job.
固い殻を剥いて中の種子を煎る。,Peel the hard shell and roast the seeds inside.
納豆に塩と糠をまぶして鉄鍋で炒る。,Sprinkle natto with salt and rice bran and fry in an iron pan.
無用の者入るべからず。,No admittance except on business.
これはいくらで売りますか。,How much do you want to sell this for?
交渉を続けてもこれ以上得るところはなかろう。,There will be no further gains to be made by continuing negotiations.
そのショッピングカートを得ることができますか。,Can I get that shopping cart?
紙を二つに折る。,Fold the paper in two.
またお会いできるのを楽しみにしております。,We look forward to seeing you again.
この布はウールで織ってある,This cloth is woven of wool.
彼女は髪を短く刈ってもらった。,She had her hair cut short.
カッターマシンがサーモンを切っていた。,The cutter machine was cutting salmon.
ねまきを着たまま外へ出てはいけません。,Do not go outside while wearing a nightgown.
博物館には毎日見学者が大勢来る。,Many visitors come to the museum every day.
彼は吠える犬を激しく蹴った。,He kicked the barking dog hard.
彼はその国を去ったらしい。,"He left that country, apparently."
そのことは今朝まで知らなかった。,I did not know about that until this morning.
するならしてみろ。,Do it if you have to.
よい席をとるためになすべきすべては早く出かけることだ。,All you have to do to get a good seat is to leave early.
彼は口ひげをそり落とした。,He shaved off his mustache.
見物人もやがて散って行った。,The spectators soon dispersed.
金に釣られて真相をしゃべった。,"Tempted by the money, he let out the secret."
ハンモックを木の間に吊る。,Hang the hammock between the trees.
降っても照っても明日は出掛ける。,"I'm going out tomorrow, come rain or shine"
その列車は東京駅から出ている。,That train leaves from Tokyo Station.
紙を取ってくださいますか。,"Could you pass me that paper, please?"
胃のレントゲン写真を撮った。,I had my stomach x-rayed.
それに対して柔軟な姿勢を採った。,We adopted a flexible attitude toward it.
小さな魚やカニなどを手で捕ることもできるそうです。,They can also catch small fish and crabs by hand.
私は７時に朝食を摂る。,I take breakfast at 7:00.
雷が遠くで鳴っていた。,Thunder rumbled in the distance.
中学生の時に詩を書くようになった。,I started writing poetry in middle school.
この店も年中無休になった。,This store is now open all year-round too.
今年はトマトがよくなった。,Tomato plants bore well this year.
彼は私のとよく似た計画を提案した。,He proposed a plan very similar to mine.
必ず弱火で煮立たないように煮ること。,Be sure to simmer on a low heat so it doesn't boil.
家にペンキを塗ってもらった。,I got my house painted.
昨夜は何時に寝ましたか。,What time did you go to bed last night?
粘りが出るまで小麦粉を練る。,Knead the flour until it becomes sticky.
あんな豪華客船に乗ってみたい。,I would love to go on a luxury cruise ship like that.
来月号にわが社の広告が載る。,Our ad will appear in next month's issue.
手紙に切手をはりましたか。,Did you put [stick] a stamp on the letter?
綱がぴんと張っている。,The rope is stretched tight.
出勤途中で降られた。,I got rained on on my way to work.
彼女はさよならと手を振った。,She waved goodbye.
灯油の貯えが減ってきた。,Kerosene reserves are dwindling.
京都を経て大阪へ行く。,Go to Osaka by way of Kyoto.
そのまま掘り続けて。,Keep digging.
大理石で像を彫った。,Carved a statue in marble.
子供たちは蝶々をよく観た。,The children watched the butterflies carefully.
景気の回復の兆しが見られない。,No signs of economic recovery.
ちょっとのどを診ましょう。,Let's have a look at your throat.
調味料を盛る事は禁じられている。,It is forbidden to serve condiments.
ボートに水が漏ってきた。,Water leaking into the boat.
もう少し右に寄ってください。,Move a little more to the right.
実験結果による結論。,A conclusion based on experimental results.
やってみたらどうですか。,Why don't you try it?
壁にぶつかって額を割った。,He hit the wall and broke his forehead.
地面を厚く覆っている落ち葉。,Fallen leaves covering the ground thickly
彼女のハンカチから香水がにおった。,I could smell her perfume on her handkerchief.
彼は帰国したら私と結婚すると誓った。,He vowed to marry me upon his return.
どの部屋でも自由に使ってください。,Feel free to use any of the rooms.
品質によって価格が違います。,Prices vary according to the quality.
お手伝いをお願いできますか。,Could I ask you to help me?
我々は貧しい人々を救うため募金を行っている。,We are raising money to help the poor.
本屋で彼にばったり会った。,I bumped into him at a bookstore.
彼の到着と私の出発の日が偶然合った。,His arrival and my departure date coincided.
交通渋滞に遭って遅れた。,We were late because we got caught in a traffic jam.
私が言ったと言わないでくれ。,Don't tell anybody I said so.
ダム建設のために私たちは父祖の地を追われた。,We were driven from the land of our fathers to build a dam.
私は重傷を負った。,I was seriously injured.
あの店で安く花を買った。,I bought flowers cheap at that store.
この魚は小さなみみずで飼えばよい。,You can feed this fish on small earthworms.
恩恵を請うのは私の威厳に関わる。,It is beneath my dignity to beg for favors.
このスポンジはよく水を吸う。,This sponge absorbs water well.
この赤い線に沿って進んでください。,Please follow the red line.
親の期待に添わない子供だった。,The child couldn't live up to his parents' expectations.
経験は問いません。,Experience unnecessary
彼は私にドレスを縫ってくれた。,He sewed me a dress.
かぼちゃの蔓が地面にはっていた。,Pumpkin vines spread over the ground.
風でほこりが舞っていた。,Dust was blowing in the wind.
子供は乗り物に酔いやすい。,Children are prone to motion sickness.
幕は午後７時に開きます。,The curtain rises at 7:00 p.m.
空いている部屋はありませんか。,Do you have a vacant room?
駅は歩いても行けます。,The station is within walking distance.
政府は国民から浮いてしまっている。,The government has lost touch with the people.
車は駐車場に置いてある。,Car is in the parking lot.
彼はうまい文を書く。,He writes good sentences.
サッカー選手は彼が夢に描いている職業だ。,Soccer player is his dream job.
熊手で芝生の落葉を掻く。,Rake the fallen leaves from the lawn with a rake.
礼儀を欠く。,Lack of good manners.
犬は床のハンカチを嗅いだ。,The dog sniffed the handkerchief on the floor.
その記事について一つ君に聞きたいことがある。,One question I have for you about that article.
アスピリンは効かなかった。,Aspirin didn't work.
ボートをこぎに湖に出かけた。,I went out on the lake to paddle my boat.
ダリアが見事に咲いている。,Dahlias are blooming beautifully.
胸を裂かれるような思いだった。,It was like having your heart ripped out of your chest.
ござを敷く。,Spread a mat.
まだ玄米を炊いてる途中です。,I'm still in the middle of cooking brown rice.
ステーキはどのように焼きましょうか。,How shall I cook the steak?
早く席に着きなさい。,Take your seats quickly.
部屋に火災報知器が付いた。,The room was equipped with a fire alarm.
彼は友達の親切な世話でその職に就いた。,He got the job through the kind help of a friend.
この時間に会社に電気がついているのは変だ。,It's strange that the lights are on in the office at this time of night.
彼がその辺りを突いてても何も感じなかったんだ。,I didn't feel anything when he was poking around there.
さあ、中内さん。一杯つぎましょう。,"Come on, Mr. Nakauchi. Let's pour a drink."
彼女はロング氏に次ぐ最高のピアニストです。,She's the next best pianist after Mr. Long.
枝を台木に接いだ。,Branches were grafted to the rootstock.
誰があなたのお父さんの事業を継ぐのですか。,Who is going to take over your father's business?
彼女は彼の額の包帯を解いてやった。,She untied the bandage on his forehead.
わさびはつゆに溶く。,Dissolve wasabi in the dipping sauce.
社長を説いて新方式を採用してもらった。,I persuaded the president to adopt a new system.
彼は一歩も退かなかった。,He held his ground.
米を研ぐ。,Wash the rice.
子供は医者の前で泣きわめいた。,The child cried in front of the doctor.
指に刺さったとげを抜く。,Pulling out a thorn stuck in your finger
シャツを脱いでください。,Please take off your shirt.
彼女はロングブーツを履いている。,She wears long boots.
彼は大げさなせりふを吐いた。,He spewed exaggerated lines.
彼女はいつも床を綺麗に掃いています。,She always sweeps the floor clean.
彼は官位を剥がれた。,He was stripped of his official rank.
収入から支出を引く。,Deduct expenses from revenue.
彼は曲を聞いただけですぐ弾ける。,He had only to hear a tune to be able to play it.
もう少しで轢くところだったのよ。,He almost ran me over.
