Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
できる,,potential form ( suru: dekiru),,静かに勉強できますか？,Can you study quietly?,,,,⚭ suru → dekiru,,,
できる,,potential form ( suru: dekiru),,お手洗いをちょっとお借りできますか,Can I use your restroom for a moment?,,,,⚭ suru → dekiru,,,
できる,,potential form ( suru: dekiru),,わたしはにほんごをはなすことができる,I can speak Japanese.,,,,⚭ suru → dekiru,,,
くれる,,potential form ( kuru: kureru),,明日は来れるかな？,Can you come tomorrow?,,,,⚭ kuru → kureru,,,
おう,,let’s ..  (informal inclusive command),,もう遅いから帰ろう,"It's late already, Let's go home",,,,⚭ Vvol,,,
よう,,let’s ..  (informal inclusive command),,食べよう,Let's eat.,,,,⚭ Vvol,,,
こよう,,let’s ..  (informal inclusive command),,ビーチに来よう,Let's come to the beach,,,,⚭ kuru → koyou,,,
しよう,,let’s ..  (informal inclusive command),,明日試験ですから勉強しようよ,"We have an exam tomorrow, Let's study",,,,⚭ suru → shiyou,,,
おうか,,shall we ..  (informal inclusive query),,1時半に始めようか,Shall we start at 1:30?,,,,⚭ Vvol + ka,,,
ようか,,shall we ..  (informal inclusive query),,明日また来ようか,Shall we come again tomorrow?,,,,⚭ Vvol + ka,,,
おうとおもう,,i think i will,,今日友達の家に行こうと思います,I think I will go my friend's house today,,,,⚭ Vvol + to omou,,,
おうとおもう,,i think i will,,明日また来ようと思っています,I am thinking I will come again tomorrow,,,,⚭ Vvol + to omou,,,
おうとする,,"be about to, try to, attempt to",,ドアを開けようとしたが鍵がかかっていました,"I tried to open the door, but it was locked",,,,⚭ Vvol + to suru,,,
おうとする,,"be about to, try to, attempt to",,お風呂に入ろうとしたら電話がかかってきた,"When I was about to take a bath, the phone rang",,,,⚭ Vvol + to suru,,,
おうとする,,"be about to, try to, attempt to",,会社からまさに出ようとした時雨が降ってきた,"When I was just about to leave the office, it started to rain",,,,⚭ Vvol + to suru,,,
おうとする,,"be about to, try to, attempt to",,電車に乗ろうとしたときにドアが閉まって乗れなかった,"When I tried to get on the train, the door closed and I couldn't get on",,,,⚭ Vvol + to suru,,,
おうとしている,,"be about to, trying to, attempting to (progressive form)",,先生は授業を始めようとしています,The teacher is about to start class,,,,⚭ Vvol + to shite iru,,,
おうとしている,,"be about to, trying to, attempting to (progressive form)",,警察に電話しようとしています,He is about to call the police,,,,⚭ Vvol + to shite iru,,,
てあげる,,do for someone,,地図を書いてあげましょうか,Shall I draw you a map,,,,⚭ Vte + ageru,,,
てやる,,do for someone,,友達に見せてやろうと思います,I think I will show it to my friends,,,,⚭ Vte + yaru,,,
てある,,has been done,,手紙はもう書いてあります,The letter have already been written,,,,⚭ Vte + aru,,,
てある,,has been done,,電気はもう点けてありました,The lights have already been turned on,,,,⚭ Vte + aru,,,
てほしい,,I want someone to do,,お母さんに買って欲しいです,I want my mom to buy it,,,,⚭ Vte + hoshii (desu),,,
てほしい,,I want someone to do,,野菜を食べて欲しかったです,I wanted you to eat your vegetables,,,,⚭ Vte + hoshii (desu),,,
てほしい,,I want someone to do,,見て欲しいものがあります,I want you to see something,,,,⚭ Vte + hoshii (desu),,,
てほしい,,I want someone to do,,部屋が散らかっているから片付けてほしい,The room is cluttered so I want you to clean it up,,,,⚭ Vte + hoshii (desu),,,
ていく,,"do and then go, do before going",,先生と話して行きましょう,Let’s talk with the teacher and go,,,,⚭ Vte + iku,,,
持っていく,,"take and go, take away with you (something)",,この本を持って行きます,I will take this book with me,,,,⚭ motte + iku,,,
連れていく,,"take and go, take away with you (someone)",,映画にいくなのなら妹も連れていきなさい,"If you go to the movies, take your sister with you",,,,⚭ tsurete + iku,,,
ている,,continuous action (progressive form),,父は今新聞を読んでいます,My father is reading the newspaper right now.,,,,⚭ Vte + iru,,,
ている,,continuous state (resultative form),,お店が開いています,The store is open.,,,,⚭ Vte + iru,,,
ている,,habitual (repetitive form),,あの店では新しい野菜を売っています,The store is selling new vegetables.,,,,⚭ Vte + iru,,,
ていただきます,,have someone do,,明日先生に教えていただきます,The doctor will tell us tomorrow.,,,,⚭ Vte + itadakimasu,,,
ていただきます,,have someone do,,今晩電話をしていただけませんか,Could you please call me tonight?,,,,⚭ Vte + itadakimasu,,,
てもらう,,have someone do,,少年は大人の友達にビールを買ってもらいました,The boy asked his adult friend to buy him a beer.,,,,⚭ Vte + morau,,,
てから,,after doing,,食べてから宿題をする予定です,He is going to eat and then do his homework.,,,,⚭ Vte + kara,,,
てください,,please do (polite request),,これを見てくださいますか,Will you look at this?,,,,⚭ Vte + kudasai,,,
てくる,,"do and come back, do/done before  coming",,食べてきました,I've eaten.,,,,⚭ Vte + kuru,,,
持ってくる,,bring,,傘を持ってきませんでした,I didn't bring my umbrella.,,,,⚭ motte + kuru,,,
行ってくる,,be (right) back,,すみません、ちょっと行ってきます,"Excuse me, I have to go.",,,,⚭ itte + kuru,,,
忘れてくる,,forgot to bring,,教科書を忘れてきました,I forgot my textbook.,,,,⚭ wasurete + kuru,,,
てみる,,"do and see, try doing",,美味しいですから食べてみてください,It's delicious. You should try it.,,,,⚭ Vte + miru,,,
てみる,,"do and see, try doing",,怪しい音が聞こえたから部屋に入ってみました,"I heard some suspicious noises, so I went into the room.",,,,⚭ Vte + miru,,,
ても,,even if (i) do,,友達が来ても出かけてはいけません,You shouldn't go out when your friends come.,,,,⚭ Vte + mo,,,
ても,,even if (i) do,,走っても間に合わないと思います,I don't think I can run in time.,,,,⚭ Vte + mo,,,
てもいい,,it’s ok to,,早く帰ってもいいですか,Can I go home early?,,,,⚭ Vte + mo ii (desu),,,
てもいい,,it’s ok to,,少し食べてもいいです,I don't mind if you eat a little.,,,,⚭ Vte + mo ii (desu),,,
てもだいじょうぶ,,even if..it’s ok,,急がなくても大丈夫だよ,There's no need to hurry.,,,,⚭ Vte + mo daijoubu (desu),,,
てもだいじょうぶ,,even if..it’s ok,,試着ても大丈夫ですか,Can I try on a dress?,,,,⚭ Vte + mo daijoubu (desu),,,
てもかまいません,,even if..there is no problem,,質問しても構いませんか,Can I ask you a question?,,,,⚭ Vte + mo kamaimasen,,,
てもかまいません,,even if..there is no problem,,窓を開けても構いませんか,Do you mind if I open the window?,,,,⚭ Vte + mo kamaimasen,,,
てもかまいません,,even if..there is no problem,,随時に退席しても構いません,You may leave at any time.,,,,⚭ Vte + mo kamaimasen,,,
ておく,,"do for a later purpose, do and set aside, leave as is",,明日テストですから勉強しておきましょう,"You have a test tomorrow, so you'd better study.",,,,⚭ Vte + oku,,,
ておく,,"do for a later purpose, do and set aside, leave as is",,窓を開けっ放しにあひておくな,Don't leave the window open.,,,,⚭ Vte + oku,,,
てしまう,,"do completely, irrevocably, irretrievably",,考ええなくて言ってしまいました,I couldn't think of anything else to say.,,,,⚭ Vte + shimau,,,
てはいけません,,"its not ok to, should not do",,ここでタバコを吸ってはいけません,Don't smoke in here.,,,,⚭ Vte + wa ikemasen,,,
てはだめです,,"its not ok to, should not do",,図書館の中で大声で反してはだめです,Don't talk loudly in the library.,,,,⚭ Vte + wa dame desu,,,
た,,informal past ,,少し休んだ,I got some rest.,,,,⚭ Vta,,,
た,,informal past ,,私は日本料理を食べた,I ate Japanese food,,,,⚭ Vta,,,
たあと,,"after doing, after having done",,食べた後出かけました,"After we ate, went out",,,,⚭ Vta + ato,,,
たあと,,"after doing, after having done",,終わった後電話をします,"After I'm done, I'll call you ",,,,⚭ Vta + ato,,,
たばかり,,have just done,,いま食べたばかりです,I just ate,,,,⚭ Vta + bakari (desu),,,
たばかり,,have just done,,鈴木さんがついたばかりだと思います,I think Mr. Suzuki just arrived,,,,⚭ Vta + bakari (desu),,,
たことがある,,"have (ever) done, had been",,ロンドンに行ったことがありますか,Have you ever been to London?,,,,⚭ Vta + koto ga aru,,,
たことがある,,"have (ever) done, had been",,刺身を食べたことがありません,I've never eaten raw fish before,,,,⚭ Vta + koto ga aru,,,
たら,,if (i) do/did ,,お友達が今電話をしたらどうしますか,What would you do if your friend called you right now?,,,,⚭ Vta + ra,,,
たら,,if (i) do/did ,,お金がなくなったら困ります,I would be in trouble if my money ran out,,,,⚭ Vta + ra,,,
たりする,,non-sequential series of verbs,,学校が終わってから手紙を書いたり音楽を聞いたりします,"After school, I write letters and listen to music",,,,⚭ Vta + ri~tari suru,,,
ために,,because (i) did because of,,先生が言ったために信じました,"Because the teacher said, I believed it",,,,⚭ Vta + tame (ni),,,
ために,,because (i) did because of,,手紙を受けたために電話をしました,"Because I received your letter, I called you ",,,,⚭ Vta + tame (ni),,,
ために,,because (i) did because of,,気分が悪いですがよく寝なかったためです,"I don't feel well, but that's because I didn't sleep well",,,,⚭ Vta + tame (ni),,,
たところ,,"just did, have just done, the point of having done",,今食事が終わったところです,I've just finished dinner,,,,⚭ Vta + tokoro (desu),,,
のが好きです,,I like to,,サッカーを見るのが好きです,I like to watch soccer・I like watching soccer,,,,⚭ Vdict + no ga suki desu ,,,
のが嫌いです,,I don’t like to,,自転車に乗るのが嫌いです,I don’t like to ride a bicycle・I don’t like riding a bicycle,,,,⚭ Vdict + no ga kirai desu ,,,
のが得意です,,I am good at (one’s forte),,ピアノを弾くのが得意です,I am good at playing piano,,,,⚭ Vdict + no ga tokui desu ,,,
のが上手です,,I am good at,,ピアノを弾くのが上手です,I am good at playing piano,,,,⚭ Vdict + no ga jouzu,,,
のが苦手です,,I am not good at,,絵を描くのが苦手です,I am not good at drawing a picture,,,,⚭ Vdict + no ga nigate desu,,,
のが下手です,,I am bad at,,絵を描くのが下手です,I am bad at drawing a picture,,,,⚭ Vdict + no ga heta desu,,,
つもり,,I intend to,,パーティーに行くつもりです,I intend to go to the party,,,,⚭ Vdict + tsumori,,,
まえに,,Before doing,,寝る前に本を読みます,I read a book before going to sleep,,,,⚭ Vdict + mae ni ,,,
ましょうか,,"Shall I, Shall we",,荷物を持ちましょうか,Shall I carry your bag,,,,⚭ Vnoun + mashouka ,,,
にいきます,,Go to do,,新宿ウニ映画を見に行きます,I’ll go to Shinjuku to see a movie,,,,⚭ Vnoun + ni ikimasu ,,,
すぎる,,Too much,,昨日ケーキを食べすぎました,I ate too much cake yesterday,,,,⚭ Vnoun + sugiru ,,,
たい,,I want to,,ラーメンが食べたいです,I want to eat ramen,,,,⚭ Vnoun + tai ,,,
てほしい,,I want you to,,ラーメンが食べて欲しいです,I want you to eat ramen,,,,⚭ Vte + hoshii,,,
てください,,Please do,,ゆっくり話してください,Please speak slowly,,,,⚭ Vte + kudasai,,,
てもらえませんか,,Could I have you,,ひらがなで書いてもらえませんか,Could I have you write it in hiragana,,,,⚭ Vte + moraemasen ka,,,
て.. て,,do and do,,渋谷に行ってご飯を食べる,I’ll go to Shibuya and eat some food,,,,⚭ Vte + .. verb,,,
てもいい,,May I,,今日早く帰ってもいいですか,May I leave early today,,,,⚭ Vte + mo ii ,,,
てもいいですか,,Is it ok to,,充電器を借りってもいいですか,May I borrow a charger,,,,⚭ Vte + mo ii desu ka ,,,
ている,,Continuous action,,今日本語を勉強している,I’m studying Japanese now,,,,⚭ Vte + iru ,,,
ている,,Continuous state,,埼玉に住んでいる,I’m living in Saitama,,,,⚭ Vte + iru ,,,
ていた,,I was -ing,,昨日の夜８時ごろお風呂に入っていた,I was taking a bath about 8pm last night,,,,⚭ Vte + ita,,,
ていた,,I used to ,,10年前パリに住んでいた,I used to live in Paris ten years ago,,,,⚭ Vte + ita,,,
ていません,,I haven’t yet,,まだ昼ごはんを食べていません,I haven’t eaten lunch yet,,,,⚭ mada ~ Vte + imasen ,,,
たことがあります,,"I have been to, have done",,富士山位登ったことがあります,I have climbed Mount Fuji,,,,⚭ Vta + koto ga arimasu ,,,
たおほうがいい,,Its better to,,駅まではバス行ったほうがいいですよ,It’s better to go by bus to the station,,,,⚭ Vta + hou ga ii desu ,,,
たりします,,"I do things like -ing, -ing",,映画を見たり、買い物をしたりします,I do things like watching movies and going shopping,,,,⚭ Vtari + .. Vtari shimasu ,,,
たら,,If I Verb,,お金があったら、世界中旅行します,"If I had the money, I would travel around the world",,,,⚭ Vtara ,,,
たら,,When you Verb,,駅に着いたら、電話して下さい,"When you arrive at the station, please give me a call",,,,⚭ Vtara ,,,
ないでください,,Please do not,,時間に遅れないでください,Please don’t be late,,,,⚭ Vnai + de kudasai ,,,
なきゃいけません,,I should / must / have to,,今日は早めに帰らなきゃいけません,I have to leave earlier today,,,,⚭ Vnakya + ikemasen,,,
ないほうがいい,,Better not to,,無理しないほうがいいです,It’s better not to work too hard,,,,⚭ Vnai + hou ga ii desu ,,,
なくてもいい,,You don’t have to,,日本語で書きなくてもいいです,You don’t have to write in Japanese,,,,⚭ Vnakute + mo ii desu,,,
なくてもいい,,It’ok not to,,いいえ、予約しなくてもいいです,"No, It’s ok to not to make a reservation",,,,⚭ Vnakute + mo ii desu,,,
かもしれません,,It might…,,明日は雨が降るかもしれません,I think Tanaka-san is in the office,,,,⚭ Vplain-nonpast + kamoshiremasen ,,,
みたい,,Seems to be…,,この曲は人気があるみたいです,It might rain tomorrow,,,,⚭ Vplain-nonpast + mitai desu ,,,
とおもう,,I think…,,部長はもう帰ったと思います,This song seems to be popular,,,,⚭ Vplain-past + to omou/omoimasu ,,,
かもしれません,,Might have been…,,セールは昨日までだったかもしれません,I think the manager already went home,,,,⚭ Vplain-past + kamoshiremasen ,,,
みたい,,Seems to have been…,,じょんさんは恣意ごとを辞めたみたいです,The sale might have been until yesterday,,,,⚭ Vplain-past + mitai desu,,,
えます,,I can,,ギターが弾けます,I can play the guitar,,,,⚭ Vpot ,,,
ようになる,,To be able to,,まいにちれんしゅうすれば、およげるようになります,"If you practice everyday, you'll eventually be able to swim",,,,⚭ Vpot + you ni naru ,,,
ようになりました,,I became able to,,漢字が読めるようになりました,I became able to read kanji,,,,⚭ Vpot + you ni narimashita,,,
えます,,Can be seen / heard,,ここから富士山が見えます,I can see Mount Fuji from here,,,,⚭ Vpot,,,
はず,,Should Verb (expectation),,部長はまだ会議室にいるはずです,The manager should still be in the meeting room,,,,⚭ Vplain + hazu desu,,,
ので,,Since / Because,,仕事が遺書がしのでレッスンを休みます,I'll miss the lesson because  I’m busy at work,,,,⚭ Vplain + node,,,
かどうかわからない,,I don’t know whether or not to,,JLPT　を受けるかどうかわかりません,I don't know If I’ll take the JLPT or not,,,,⚭ Vplain + kadouka wakaranai,,,
かどうか決めていない,,I haven’t decided whether or not to,,近藤さんの送別会に行くかどうかまだ決めていません,I haven’t  decided if I’ll go to Kondo-san’s farewell party,,,,⚭ Vplain + kadouka kimeteinai  ,,,
かどうか覚えていない,,I don’t remember whether or not,,出かける前に鍵をかけましたかどうか覚えていない,I don't remember  whether or not I locked the door before leaving,,,,⚭ Vplain + kadouka oboeteinai  ,,,
かわからない,,I don't know (what / where / who),,何時に来るか分からない,I don't know what time she will come,,,,⚭ Vplain + ka wakaranai ,,,
か決めていません,,I haven’t decided to (yet) (QW),,いつ帰るかまだ決めていません,I haven’t decided yet when to go back,,,,⚭ Vplain + ka (mada) kimeteimasen,,,
か覚えていません,,I don’t remember (QW),,ここまでどうやって来ましたか覚えていません,I don’t remember how we arrived here,,,,⚭ Vplain + ka oboeteimasen　,,,
てみる,,Try to,,自分で作ってみます,I’ll try to make it myself,,,,⚭ Vte + miru/mimasu ,,,
ておく,,Do in advance,,予約しておきます,I'll make the reservation (in advance),,,,⚭ Vte + oku/okimasu  ,,,
ている,,Has been -ing,,桜が咲いています,The cherry blossoms are booming,,,,⚭ Vte + iru/imasu,,,
てしまいました,,"Ended up, Unfortunately doing, Completely done",,財布を落としてしました,"Unfortunately, I dropped my wallet",,,,⚭ Vte + shimaishita,,,
ちゃった,,"Ended up, Unfortunately doing, Completely done",,食べちゃった,I ate it,,,,⚭ chatta/jatta ,,,
えば,,Conditional,,タクシーに乗れば、間に合います,You can make if if you take a taxi,,,,⚭ Vconditional,,,
えばよかった,,I should / must / have to,,もっと勉強すればよかった,I should have studied harder,,,,⚭ Vconditional + yokatta,,,
えばいいですか,,How / when / what should I ,,どうやって注文すればいいですか,How should I order,,,,⚭ Vconditional + ii desu ka,,,
あげる,,I give…,,私は友達にDVDをあげました,I gave my friend the DVD,,,,⚭ ageru,,,
くれる,,Gives me …,,友達が私にお菓子をくれました,My frend gave me  snacks,,,,⚭ kureru ,,,
もらう,,I receive…,,友達に映画のチケットをもらいました,I got tickets to the movies from my friend,,,,⚭ morau ,,,
てあげる,,I do (to someone),,私は友達に英語教えてあげました,I taught my friend English,,,,⚭ Vte + ageru  ,,,
てくれる,,Someone do (to me),,友達が私に日本語教えてくれました,My friend taught me Japanese,,,,⚭ Vte + kureru ,,,
てもらう,,I have someone do,,友達に宿題を手伝ってもらいました,I had my friend help me with my homework,,,,⚭ Vte + morau ,,,
おうと思っている,,I am thinking of…,,今週は行こうと思っています,I am thinking of going this week,,,,⚭ Vvol + to omotteiru ,,,
おうと思ったら,,When I tried to do …,,予約しようと思ったら、いっぱいでした,"When I tried to make a reservation, it was fully booked",,,,⚭ Vvol + to omottara,,,
おう,,Volitional,,外に行きましょうか・外に行こう,Shall (we) go outside,,,,⚭ Vvol,,,
られる,,Passive,,ポリッジが誰かに食べられた,The porridge was eaten by somebody,,,,⚭ Vneg-stem + reru/rareru → Vpass,,,
させる,,Causative ( Let / Made someone),,先生が学生に宿題をたくさんさせた,Teacher made students do lots of homework,,,,⚭ Vcau,,,
させてあげる,,Causative ( I let someone),,私は田中さんに運転させてあげる,I let Mr. Tanaka to drive,,,,⚭ Vcau + ageru ,,,
させてくれる,,Causative ( Someone let me),,田中さんは私に運転させてくれる,Mr. Tanaka let me drive,,,,⚭ Vcau + kureru ,,,
させてもらう,,Causative ( I have/had someone let me),,私は田中さんに運転させてもらう,I have Mr. Tanaka to let me drive,,,,⚭ Vcau + morau ,,,
させられる,,Causative-Passive,,朝ご飯は食べたくなかったのに、食べさせられた,"Despite not wanting to eat breakfast, I was made to eat it",,,,⚭ Vcau + morau ,,,
とき,,When,,母は本を読むとき、めがねをかけます,My mother wears glasses when she reads.,,,,⚭ Vplain + toki,,,
ながら,,While,,わたしはいつも料理の本を見ながら料理を作ります,I always cook from a cookbook.,,,,⚭ Vnoun-stem + nagara,,,
あいだ,,Throughout the time,,わたしは夏の間、ずっと北海道にいました,I've been in Hokkaido for the whole summer.,,,,⚭ Vru・Vteiru + aida ni,,,
あいだに,,"During, When",,夏休みの間に引っ越ししたいです,I want to move during the summer vacation.,,,,⚭ Vru・Vteiru + aida ni,,,
ところだ,,"About to, In the midst of, Just",,時刻は間もなく３時になるところです,It's almost three o'clock in the morning.,,,,⚭ Vru・Vteiru・Vta・Vteita + tokoro da,,,
おり（に）,,Whenever there is an occasion,,このことは今度お目にかかった折に詳しくお話しいたします,I'll tell you more about this the next time we see each other.,,,,⚭ Vplain + ori (ni),,,
さい（に）,,"When, On the occasion of",,非常の際はエレベーターを使わずに、階段をご利用ください,"In case of emergency, please use the stairs instead of the elevator.",,,,⚭ Vplain + sai (ni),,,
にあたって,,On the occasion of,,研究発表をするにあたってしっかり準備をすることが必要だ,You need to be well prepared to present your research.,,,,⚭ Vru + ni atte,,,
うちに,,Before you know it,,今は上手に話せなくても練習を重ねるうちに上手になります,"You may not be able to speak well now, but you will get better as you practice.",,,,⚭ Vru・Vteiru + uchi ni,,,
さいちゅう（に）,,In the middle of,,彼女はきゅうりを切っている最中だった,She was in the middle of cutting cucumbers.,,,,⚭ Vteiru + saichuu (ni),,,
つつ,,While,,電車に揺られつつ、２時間ほどいい気持ちで眠った,He slept for about two hours with a good feeling while being rocked by the train,,,,⚭ Vnoun-stem + tsutsu,,,
とき,,When,,地震のときは、すぐに火を消しなさい,"During an earthquake, put out the fire immediately.",,,,⚭ Vplain + toki,,,
ながら,,While,,発音のテープを聞きながら、日本語の勉強をした,I studied Japanese while listening to a pronunciation tape.,,,,⚭ Vnoun-stem + nagara,,,
あいだ,,Throughout the time,,両親が旅行をしている間、ぼくが毎日食事を作りました,"While my parents were traveling, I cooked meals for them every day",,,,⚭ Vru・Vteiru + aida,,,
あいだに,,"During, When",,暇な間に本だなをかたづけてしまおう,Cleaning out the bookshelf in my spare time,,,,⚭ Vru・Vteiru + aida ni,,,
ところだ,,"About to, In the midst of, Just",,ご飯を食べているところに電話がかかってきた,I was eating when I got a phone call.,,,,⚭ Vru・Vteiru・Vta・Vteita + tokoro,,,
おり（に）,,Whenever there is an occasion,,このことは今度お目にかかった折に詳しくお話しいたします,I'll tell you more about this the next time we see each other.,,,,⚭ Vplain,,,
さい（に）,,"When, On the occasion of",,国を出る際に、友人、知人からたくさんのお金を借りたのです,"When I left the country, I borrowed a lot of money from friends and acquaintances.",,,,⚭ Vplain,,,
にあたって,,On the occasion of,,研究発表をするにあたって、しっかり準備をすることが必要だ,I need to be well prepared to present my research.,,,,⚭ Vru,,,
うちに,,Before you know it,,ふと外を見ると、気がつかないうちに雨が降り出していた,"I looked outside, and before I knew it, it started to rain.",,,,⚭ Vru・Vteiru・Vnai,,,
さいちゅう（に）,,In the middle of,,今考えごとをしている最中だから、少し静かにしてください,"I'm in the middle of thinking, so please be a little quiet.",,,,⚭ Vteiru,,,
つつ,,While,,山に登りつつ、人は人生についてさまざまなことを考える,"While climbing a mountain, one thinks a lot about life.",,,,⚭ Vns,,,
まえに,,Before,,食事の前に手を洗いましょう,Let's wash our hands before we eat.,,,,⚭ Vru,,,
あとで,,After,,食事の後で、少し散歩しませんか,"After dinner, why don't we take a short walk?",,,,⚭ Vta,,,
て,,Then,,電気を消して、部屋を出ます,Turn off the lights and leave the room.,,,,⚭ Vte,,,
てから,,After,,この仕事をぜんぶやってからビールを飲みます,"After all this work, I'll have a beer.",,,,⚭ Vte,,,
てから,,Since,,わたしが日本に来てから、もう４年たちました,It's been four years since I came to Japan.,,,,⚭ Vte,,,
たばかりだ → Vta.+,,"Just finished, Just did",,今うちに帰ってきたばかりなのでもう見ましたか,"I've just come back home, have you seen it yet?",,,,⚭ Vta,,,
たら → Vta.+,,After,,夏休みになったら、国へ帰ります,I'm going back to my country after the summer vacation.,,,,⚭ Vta,,,
うちに,,While,,独身のうちに、いろいろなことをやってみたいです,I want to do a lot of things while I'm still single.,,,,⚭ Vru・Vnai,,,
にさきだって,,"As a precursor to, Before",,出発に先立って、大きい荷物は全部送っておきました,"Before I left, I sent all my large luggage.",,,,⚭ Vru,,,
たとたん（に）,,"At the very moment, As soon as",,ずっと本を読んでいて急に立ち上がったとたん、めまいがしました,I was reading a book for a long time and suddenly I got up and felt dizzy.,,,,⚭ Vta,,,
とともに,,"At the same time, Together with",,ベルが鳴るとともに、子どもたちはいっせいに運動場へ飛び出した,"When the bell rang, the children ran out into the playground at once.",,,,⚭ Vru,,,
とおもうと,,"No sooner than, Just when",,急に空が暗くなったかと思うと、激しく雨が降り始めた,"Suddenly, the sky darkened and it began to rain heavily.",,,,⚭ Vta,,,
か〜ないかのうちに,,"Just barely when, As soon as",,授業が終わるか終わらないかのうちに彼は教室を出た,He left the classroom before the end of the class.,,,,⚭ Vru・Vnai・Vta,,,
しだい,,"As soon as, the moment that",,スケジュールが決まり次第、すぐ知らせてください,Please let me know as soon as you have a schedule.,,,,⚭ Vnn,,,
てからでないと,,Not until after,,野菜を生で食べるなら、よく洗ってからでないと、農薬が心配だ,"If you are going to eat vegetables raw, you should wash them well before you eat them, otherwise you will be worried about pesticides.",,,,⚭ Vte,,,
てはじめて,,"It is/was not until..that, Only after",,入院してはじめて健康のありがたさがわかりました,It was only after I was hospitalized that I realized how much I appreciate my health.,,,,⚭ Vte,,,
うえで,,After having,,詳しいことはお目にかかった上で、説明いたします,I will explain the details to you when I see you.,,,,⚭ Vta,,,
ていらい,,Ever since,,大学を卒業して以来、田中さんには１度も会っていません,I haven't seen Mr. Tanaka since I graduated from college.,,,,⚭ Vte,,,
てからは,,Ever since,,先月、禁煙してからは、１度もたばこを吸っていません,"Since I quit smoking last month, I haven't had a cigarette.",,,,⚭ Vte,,,
がはやいか,,"No sooner than, As soon as",,小田先生はチャイムが鳴るが早いか、教室に入ってきます,Mr. Oda walked into the classroom as soon as the bell rang.,,,,⚭ Vru,,,
やいなや,,"No sooner than, As soon as, themoment that",,ドアを開けるやいなやその猫は飛び出していった,"As soon as he opened the door, that cat ran out.",,,,⚭ Vru,,,
なり,,As soon as,,子どもは母親の顔を見るなり、ワッと泣き出しました,"As soon as the child saw his mother's face, he started to cry.",,,,⚭ Vru,,,
そばから,,As soon as,,私は聞いたそばから人の名前を忘れてしまう,I forget people's names as soon as I hear them.,,,,⚭ Vru・Vta,,,
てからというもの,,"From the time.., After, Since",,たばこを止めてからというもの、食欲が出て体の調子がとてもいい,"Since I quit smoking, my appetite has improved and I feel much better.",,,,⚭ Vte,,,
まえに,,Before,,寝る前に歯をみがきなさい,Brush your teeth before going to bed.,,,,⚭ Vru,,,
あとで,,After,,この薬はご飯を食べる前に飲みますか、食べた後で飲みますか,Do you take this medicine before or after you eat your meal?,,,,⚭ Vta,,,
て,,Then,,スーパーへ行って、たまごを買った,I went to the supermarket and bought some eggs.,,,,⚭ Vte,,,
てから,,After,,新しい家を買うときは、よく調べてから買いましょう,"When buying a new house, do your research carefully before buying it",,,,⚭ Vte,,,
てから,,Since,,たばこをやめてから、体重が急に増えた,My weight has suddenly increased since I quit smoking cigarettes.,,,,⚭ Vte,,,
たばかりだ,,"Just finished, Just did",,去年日本に来たばかりなので、まだ敬語がじょうずに使えません,"I just came to Japan last year, so I can't use honorific expressions very well yet.",,,,⚭ Vta,,,
たら,,After,,今撮った写真ができたら、わたしにも１枚ください,"If you can take a picture of me, please take one for me.",,,,⚭ Vta,,,
うちに,,While,,暗くならならないうちに家に帰らなければなりません,I have to get home before dark.,,,,⚭ Vru・Vnai,,,
にさきだって,,"As a precursor to, Before",,計画実行に先立って、周りの人たちの許可を求める必要がある,I need to ask for permission from the people around me before implementing my plan.,,,,⚭ Vru,,,
たとたん（に）,,"At the very moment, As soon as",,出かけようと思って家を出たとたんに、雨が降ってきた,"As soon as I left the house to go out, it started to rain.",,,,⚭ Vta,,,
とともに,,"At the same time, Together with",,佐藤さんはわたしの親友であるとともに、人生の大先輩でもある,"Mr. Sato is not only my best friend, but also my senior in life.",,,,⚭ Vru + totomoni,,,
とおもうと,,"No sooner than, Just when",,あの子はやっと勉強を始めたかと思ったら、もういねむりをしている,"I thought she had finally started her studies, but she was already snoozing.",,,,⚭ Vta + omou to,,,
か〜ないかのうちに,,"Just barely when, As soon as",,娘が出かけるか出かけないかのうちに雨が降り出した,It started raining before she could go out.,,,,⚭ Vru・Vnai・Vta,,,
しだい,,"As soon as, the moment that",,向こうから連絡があり次第、出発しましょう,Let's leave as soon as we hear from the other side.,,,,⚭ Vnoun-stem + shidai,,,
てからでないと,,Not until after,,田中さんは出張中だから、来週からでないと出社しません,"Mr. Tanaka is on a business trip, so he won't be coming to work until next week.",,,,⚭ Vte + kara denaito,,,
てはじめて,,"It is/was not until..that, Only after",,大きな仕事は十分な準備があってはじめて成功するのだ,A big job can only be successful if there is enough preparation.,,,,⚭ Vte + hajimete,,,
うえで,,After having,,どの大学を受験するか、両親との相談の上で、決めます,"I'll decide which university to apply for, after consulting with my parents.",,,,⚭ Vta + uede,,,
ていらい,,Ever since,,来日以来、父の友人のお宅にホームステイしています,"Since coming to Japan, I have been staying with a friend of my father's.",,,,⚭ Vte + irai,,,
てからは,,Ever since,,２年前に社会人になってからは、ひまな時間はほとんどありません,"Since I joined the workforce two years ago, I have very little free time",,,,⚭ Vte kara wa,,,
がはやいか,,"No sooner than, As soon as",,ひろ子は自転車に乗るが早いか、どんどん行ってしまった,"Hiroko got on her bike, but she was too fast for it.",,,,⚭ Vru + ga hayaika,,,
