Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
あげる,ageru,give,trans.,あなたは時には妹さんにおこづかいをあげますか,Do you sometimes give your sister money?,,,,,,,
くれる,kureru,give (the giver is not the speaker),trans.,書くものを貸してくれませんか。,Could you loan me something to write with?,,,,,,,
返す,kaesu,"give back, return (something to someone)",trans.,必ず明日その本を返しなさい。,Don’t fail to return the book tomorrow.,,,,,,,
思い切る,omoikiru,"give up all thoughts of,  to abandon",trans.intrans.,彼女の事が思い切れない。,I can’t forget her.,,,,,,,
睨む,niramu,"glare at, keep an eye on",trans.,彼はにくらしげに彼女をにらんだ。,He stared at her with hatred.,,,,,,,
齧る,kajiru,"gnaw, nibble",trans.,犬は肉を骨からかじりとった。,The dog bit meat off the bone.,,,,,,,
行く,iku,go,intrans.,幼なじみが春から大阪の大学に行くらしい。,Apparently an old friend of mine is going to a university in Osaka in Spring.,,,,,,,
進む,susumu,"go forward, advance",intrans.,エイズウイルスの拡散は恐るべき速さで進んでいる。,The speed of the spread of AIDS is horrifyingly fast.,,,,,,,
狂う,kuruu,"go mad, be out of order",intrans.,私の時計は狂っている。, My watch is broken.,,,,,,,
出る,deru,go out,intrans.,月も出ていない闇夜だった。,"It was a dark night, with no moon.",,,,,,,
出かける,dekakeru,"go out, leave home",intrans.,旅に出かけたい気がする。,I feel like going on a trip.,,,,,,,
回る,mawaru,go round,intrans.,葉が空中でぐるぐる回っていた。,Leaves were whirling in the air.,,,,,,,
上がる,agaru,"go up, rise",,幕があがった。,The curtain rose,,,,,,,
握る,nigiru,grasp,,彼女はロープをしっかりと握った。,She took a strong hold on the rope. ,,,,,,,
迎える,mukaeru,"greet, meet, welcome",,友人を迎えに駅まで行ってきたところだ。,I’ve been to the station to meet a friend.,,,,,,,
生える,haeru,grow,,植物が生える。,Plants grow.,,,,,,,
暮れる,kureru,grow dark (sunset),,冬の日は速く暮れる。,"In the winter, days are shorter.",,,,,,,
歳取る,toshitoru,grow old,,みんな死んでいくな。俺も歳取るはずだ。,Everyone dies. I’ll grow old to,,,,,,,
静まる,shizumaru,grow quiet,,嵐は静まった。,The storm has died down.,,,,,,,
茂る,shigeru,grow thick,,こんもりと茂った木々の葉を通して日光が差し込んだ。,The sunshine penetrated the thick leaves of the trees.,,,,,,,
育つ,sodatsu,"grow up, be raised",,彼女は金持ちの家庭に育った。,She was brought up in a rich family.,,,,,,,
愚痴る,guchiru,"grumble, complain",,彼は酒を飲むと愚痴り始める。,He starts complaining when he drinks.,,,,,,,
渡す,watasu,hand over,,かれに財布を渡して。,Just give him the wallet.,,,,,,,
有る,aru,have,,緑色のはありますか。,Do you have any in green?,,,,,,,
持つ,motsu,"have, hold, own",,胃がもたれます。,My stomach feels heavy.,,,,,,,
聞く,kiku,hear,,聞いてるの。,Do you hear me?,,,,,,,
助ける,tasukeru,help,,助けてください。,I need help.,,,,,,,
助ける,tasukeru,help,,ワインは消化を助ける。,Wine helps digest food.,,,,,,,
手伝う,tetsudau,help,,彼女は彼を手伝った。,She helped him.,,,,,,,
隠れる,kakureru,hide (oneself),,トムはテーブルの下に隠れた。,Tom hid under the table.,,,,,,,
隠す,kakusu,hide (something),,ベッドの下に隠さないでよ。,Don’t hide under the bed.,,,,,,,
仄めかす,honomekasu,hint,,彼女は我々と行きたいのだとほのめかした。,She implied that she would like to come with us.,,,,,,,
雇う,yatou,"hire, employ",,あなたは彼を雇うことができる。,You can employ him.,,,,,,,
抱える,kakaeru,"hold (in your arms), have",,トムは大きな問題を抱えている。,Tom has a big problem.,,,,,,,
急ぐ,いそぐ,"to hurry, rush",trans.intrans.,急いで。,Step on it!,,,,,,,
痛める,いためる,"to hurt, injure, cause pain, harm",trans.,ひじを痛めました。,I hurt my elbow.,,,,,,,
想像する,そうぞうする,"to imagine, guess",suru,月の上にいると想像しなさい。,Imagine yourself to be on the moon.,,,,,,,
増える,ふえる,"to increase, multiply",intrans.,体重が増えています。,I’m gaining weight.,,,,,,,
示す,しめす,"to indicate, point out, demonstrate, show",trans.,雪は冬の到来を示す。,Snow indicates the coming of winter.,,,,,,,
苦しめる,くるしめる,"to inflict pain, torment, hurt",trans.,あなたは虚言で私は苦しめる。,Your lies pain me.,,,,,,,
誘う,さそう,"to invite, ask, tempt, lure",trans.,彼女は中に入るよう誘った。,She invited him in.,,,,,,,
やじる,やじる,"to jeer at, catcall, heckle",trans.,彼らは彼の提案をやじった。,They hooted at his suggestion.,,,,,,,
冗談を言う,じょうだんをいう,to joke,trans.,彼はそれについて冗談を言った。,He made a joke about it.,,,,,,,
飛ぶ,とぶ,"to jump, fly, soar",intrans.,鳥は飛ぶ。,Birds fly.,,,,,,,
飼う,かう,"to keep a pet, raise, rear",trans.,彼女は猫を飼っている。その猫は白い。,She has a cat. The cat is white,,,,,,,
蹴る,keru,kick,,彼は私の横っ腹を蹴った。,He kicked my side.,,,,,,,
殺す,korosu,kill,,喫煙は人を殺す。,Smoking kills.,,,,,,,
キスする,kisusuru,kiss,,彼は彼女にきづかれないようにさっとキスした。,He stole a kiss from her.,,,,,,,
知る,shiru,know,,知らない。,I don’t know.,,,,,,,
着陸する,chakuriku suru,land,,その飛行機は十時に飛行場に着陸します。,The plane will land at the airport at ten o’clock.,,,,,,,
笑う,warau,laugh,,妹は心ゆくまで笑った。,My sister laughed to her heart’s content.,,,,,,,
伏せる,fuseru,lay face down,,床に伏せろ。,Get down on the floor!,,,,,,,
連れる,tsureru,lead,,友達を連れてきなさい。,Bring along your friend.,,,,,,,
漏らす,morasu,"leak, disclose",,彼女はその秘密を友達にもらした。,She babbled out the secret to her friend.,,,,,,,
漏れる,moreru,"leak, escape",,ニュースがもれた。,The news leaked out.,,,,,,,
傾く,katamuku,"lean towards, tilt",,この家は傾いている。,This house is leaning to one side.,,,,,,,
学ぶ,manabu,learn,,学びます。,I will learn.,,,,,,,
習う,narau,learn,,チェコ語を習っている。,I’m learning Czech.,,,,,,,
残す,nokosu,"leave behind, save",,犯人は足跡を残していた。,The criminal left footprints.,,,,,,,
残る,nokoru,"left over, remain",,傷あとが残りますか。,Will I have a scar?,,,,,,,
貸す,kasu,lend,,金を貸す。,I lend money.,,,,,,,
舐める,nameru,lick,,猫は足の先をなめていた,The cat was licking its paws.,,,,,,,
うそを言う,uso wo iu,lie,,うそを言うな,Don’t you lie!,,,,,,,
限る,kagiru,limit,,ただしかっこいい男に限る,However that’s only for handsome men.,,,,,,,
並べる,naraberu,"line up, list, arrange in order",,我々は大きさの順に並べた,We arranged the books according to size.,,,,,,,
暮らす,kurasu,live,,裕福に暮らす,Live in affluence.,,,,,,,
住む,sumu,"live, reside",,現在は舞子に住んでいません,I don’t live in Maigo now.,,,,,,,
見る,miru,look,,私を見て,Look at me.,,,,,,,
見做す,minasu,"look upon, consider",,彼女は彼を間抜けな人間とみなした,She regarded him as stupid,,,,,,,
負ける,makeru,lose,,負けるな,Don’t give in.,,,,,,,
痩せる,yaseru,lose weight,,少しやせました,I’ve lost a little weight.,,,,,,,
落とす,otosu,"lose, drop",,鉛筆を落としましたよ,You dropped your pencil.,,,,,,,
失う,ushinau,"lose, part with",,失うものは何もない,I won’t lose anything.,,,,,,,
無くす,nakusu,"lose, remove",,時計をなくしました,I lost the watch.,,,,,,,
愛する,aisuru,love,,愛してます,I love you.,,,,,,,
可愛がる,kawaigaru,"love, be affectionate, tender",,母親は往々にして子供をかわいがり過ぎる,Mothers often pamper their children.,,,,,,,
下げる,sageru,"lower, hang",,手を下げろ,Put your hand down.,,,,,,,
作る,tsukuru,make,,バターはクリームで作る,Butter is made with cream.,,,,,,,
イチャイチャする,ichaicha suru,make out,,街中でイチャイチャするカップル見たら腹立ちませんか？,Doesn’t it irritate you to see couples making out around town?,,,,,,,
間違える,machigaeru,make a mistake,,間違えちゃった,I made a mistake.,,,,,,,
稼ぐ,kasegu,make money,,彼はおおいに稼ぐ,He earns a great deal.,,,,,,,
騒ぐ,sawagu,make noise,,そんなに騒ぐな,Don’t make so much noise.,,,,,,,
拵える,koshiraeru,"make,  to manufacture",,長いわずらいで彼は借金をこさえた,His long sickness ran him into debt.,,,,,,,
結婚する,kekkon suru,marry,,彼女と結婚したい,I want to marry her.,,,,,,,
合う,au,"match, fit",,目と目が合った,Their eyes met.,,,,,,,
熟す,jukusu,"mature, ripen",,りんごが熟している,The apples are ripe.,,,,,,,
計る,はかる,"to measure, plan, plot",trans.,体温を計る。,Take one’s temperature.,,,,,,,
会う,あう,to meet,intrans.,来月会いしましょう。,I’ll see you next month.,,,,,,,
溶ける,とける,"to melt, dissolve, come untied",intrans.,砂糖は水に溶ける。,Sugar dissolves in water.,,,,,,,
どじる,dojiru,mess up,,あう～、あたしったらまたドジっちゃいました,"Ahh, silly me, I’ve messed up again.",,,,,,,
外す,hazusu,miss,,的を外してしまった,I’ve missed my aim.,,,,,,,
混ぜる,mazeru,mix,,牛乳と卵を混ぜなさい,Blend milk and eggs together.,,,,,,,
動く,ugoku,move,,地面が動いた,The ground rocked.,,,,,,,
動かす,ugokasu,"move, operate",,信仰は山をも動かす,Faith can move mountains.,,,,,,,
とちる,tochiru,mess up one’s lines,,この新人のアナウンサーさっきからとちってばかりいる,This new announcer keeps stumbling.,,,,,,,
かける,kakeru,multiply,,さんかけるさんはきゅう,Three times three is nine,,,,,,,
要る,iru,need,,昼食はいらない,I don’t want lunch.,,,,,,,
知らせる,shiraseru,notify,,後で知らせるよ,I’ll let you know later.,,,,,,,
起こる,okoru,"occur, happen",,いつ起こったの？,When did this occur?,,,,,,,
開ける,akeru,open,,目を開けてください,"Open your eyes, please.",,,,,,,
開く,hiraku,"open, hold (an event, party etc)",,本を開くな,Don’t open your book.,,,,,,,
注文する,chuumonsuru,order (items at restaurant),,じゃあ注文します,"OK, I’ll order it.",,,,,,,
漲る,minagiru,overflow,,町は活気でみなぎっていた,The town was humming with activity.,,,,,,,
見逃す,minogasu,"overlook, let pass",,見逃すことはありませんよ,You can’t miss it.,,,,,,,
倒す,taosu,"overthrow, knock down",,トムは彼を殴り倒した,Tom knocked him down.,,,,,,,
塗る,nuru,paint,,壁を塗っている人は私のお父さんだ,The man painting the wall is my father.,,,,,,,
慌てる,awateru,"panic, be flustered",,彼らは非常にあわてていた,They were very confused.,,,,,,,
文字る,mojiru,"parody, twist",,その取っ手を右にねじると箱は開きます,Twist that knob to the right and the box will open.,,,,,,,
別れる,wakareru,"part, separate from, be divided, divorced",,トムはガールフレンドと別れた,Tom broke up with his girlfriend.,,,,,,,
過ぎる,yogiru,"pass by, drop in",,恐ろしい考えが私の心をよぎった,A fearful thought entered my mind.,,,,,,,
過ぎる,sugiru,"pass, exceed",,しかし回収時間が早すぎるため、ゴミの日に出すことが難しいです。,Moreover it’s difficult to get rubbish out for garbage day because the collection time is too early.,,,,,,,
払う,harau,pay,,私が払います,I’ll pay.,,,,,,,
滅びる,horobiru,perish,,肉体は滅びるが霊魂は不滅である,"A man’s body dies, but his soul is immortal.",,,,,,,
口説く,kudoku,"persuade, make advances (to a woman)",,それ、わたしを口説いてるの？,Are you making a pass at me?,,,,,,,
せびる,sebiru,pester for,,私にお金をせびらないでくれ,Don’t pester me for money.,,,,,,,
写す,utsusu,"photograph, copy, reflect",,彼は友達のノートを写すのに忙しかった,He was busy copying his friend’s notebook.,,,,,,,
拾う,hirou,"pick up, find",,彼らは木の実を拾い集めている,They are gathering nuts.,,,,,,,
穿る,hojiru,"pick, dig out",,鼻をほじるな,Don’t pick your nose.,,,,,,,
積もる,tsumoru,"pile up, accumulate",,雪は２メートル積もった,Snow fell two meters deep.,,,,,,,
重ねる,kasaneru,"pile up, repeat",,彼は悪事を重ねた,He committed one crime after another.,,,,,,,
抓る,tsuneru,pinch,,彼女は私の腕をきつくつねった,She pinched my arm sharply.,,,,,,,
計画する,keikaku suru,plan,,鈴木氏はいろいろと説得して息子の留学計画をやめさせた,Mr Suzuki persuaded his son to drop his plan to study abroad.,,,,,,,
企てる,kuwadateru,"plan, scheme",,投資家グループは企業買収を企てています,An investors’ group is attempting a leveraged buy-out of the firm.,,,,,,,
植える,ueru,plant,,彼女は庭でバラを植えている,She’s in the garden planting roses.,,,,,,,
遊ぶ,asobu,play,,遊ぶよりはまず仕事,Business before pleasure.,,,,,,,
弾く,hiku,play (string instrument),,妹の方が私よりも上手にピアノを弾けます,My sister can play the piano better than I can.,,,,,,,
もて遊ぶ,moteasobu,play with feelings,,彼女の愛情をもて遊ぶな,Don’t toy with her affections.,,,,,,,
企む,takuramu,"plot, scheme",,彼は何か企んでいるように思える,I think he is planning something.,,,,,,,
毟る,mushiru,"pluck, pick, tear",,ぐはっ！？俺の貴重な頭髪を、むしるな！,O-oi!? Don’t rip off my precious hair,,,,,,,
刺す,sasu,"point out, sting, stab",,蚊が刺した,A mosquito just bit me.,,,,,,,
磨く,migaku,polish,,彼女の車はぴかぴかに磨いてある,Her car has a nice polish.,,,,,,,
のばす,nobasu,"postpone, extend",,彼女は滞在を５日間延ばした,She extended her stay by five days.,,,,,,,
褒める,homeru,praise,,みんないつもトニーをほめる,Everyone always speaks well of Tony.,,,,,,,
祈る,inoru,"pray, wish for",,みんなで祈ろう,Let’s all pray together.,,,,,,,
さきのばしにする,saki no boshi ni suru,procrastinate,,仕事が多いので旅行はのでさきのばしにしている,I have so much work to do that I’m procrastinating.,,,,,,,
産む,umu,"produce, give birth, lay eggs",,鳥は卵を産む,Birds lay eggs.,,,,,,,
儲ける,mokeru,"profit, make money",,彼はかなりの金をもうけた,He has earned a lot of money.,,,,,,,
守る,mamoru,protect,,彼らは祖国を守った,They defended their country.,,,,,,,
証明する,shoumei suru,prove,,この事実は彼の無罪を証明している,These facts prove that he is innocent.,,,,,,,
引く,ひく,to pull,trans.intrans.,潮の全てはひく。,All of the tides will turn.,,,,,,,
殴る,なぐる,"to punch, hit, strike",trans.,彼は彼女を殴った。,He slapped her.,,,,,,,
押す,おす,"to push, press",trans.,押しボタンを押して下さい。,"Push the button, please.",,,,,,,
置く,おく,"to put, place",trans.,ここに置いていいですか。,May I put it here?,,,,,,,
入れる,いれる,"to put in, let in",trans.,中に入れてよ。,Let me in.,,,,,,,
のせる,のせる,"to put on top off, put on board",trans.,マトと玉ねぎをのせてください。,I’ll have tomato and onion.,,,,,,,
履く,はく,"to put on, wear on feet or legs",trans.,靴を履いて。,Put on your shoes.,,,,,,,
届く,とどく,"to reach, arrive",intrans.,郵便が届いた。,The mail has arrived.,,,,,,,
及ぶ,oyobu,"reach, extend to",,彼女は母親にはとても及ばない,She is not anything like her mother.,,,,,,,
読む,yomu,read,,本を読んでいるところです,I am reading a book.,,,,,,,
詰る,najiru,rebuke,,彼らはお互いにすぐなじんだ,They soon became quite accustomed to each other.,,,,,,,
受け取る,uketoru,"receive, accept",,報酬を受け取るのを彼のプライドが許さなかった,He was too proud to accept any reward.,,,,,,,
もらう,morau,"receive, get",,うん。前の先生に紹介してもらって、転院したの,Yes. She got an introduction from her previous doctor and transferred to another hospital.,,,,,,,
認める,mitomeru,recognize,,我々は彼の才能を認めている,We appreciate his talent.,,,,,,,
減らす,herasu,"reduce, decrease",,彼女は自分の経費を減らそうとしている,She tried to lower her expenses.,,,,,,,
断わる,kotowaru,"refuse, decline",,彼女は彼の求婚を断った,She turned down his proposal.,,,,,,,
惜しむ,oshimu,"regret, be reluctant",,彼の死は惜しんでも余りあるものだ,We cannot grieve over his death too deeply.,,,,,,,
思い出す,omoidasu,remember,,ああ思い出したぞ,Now I remember.,,,,,,,
覚える,oboeru,"remember, learn",,覚えていない,I don’t remember.,,,,,,,
外す,hazusu,"remove, unfasten",,それから彼はメガネをはずした,He took off his glasses after that.,,,,,,,
直す,naosu,"repair, cure",,誤りを直せ,Correct errors.,,,,,,,
繰り返す,kurikaesu,repeat,,歴史は繰り返す,History repeats itself.,,,,,,,
頼む,tanomu,"request, order, ask favour",,頼むよー,I’m begging you.,,,,,,,
求める,motomeru,"request, seek, buy, ask",,誰でも幸福を求める,Everyone seeks happiness.,,,,,,,
救う,sukuu,"rescue, save",,彼女は自分の子供達が溺れるのを、救った,She saved her children from drowning.,,,,,,,
似る,niru,resemble,,メアリーは父親似だ,Mary takes after her father.,,,,,,,
尊敬する,sonkei suru,respect,,僕は彼のような奴を尊敬したくない,I don’t want to respect a man like him.,,,,,,,
休む,yasumu,rest,,休みたいですか,Do you want to rest?,,,,,,,
抑える,osaeru,"restrain, control",,彼は怒りを抑えた,He forbore his anger.,,,,,,,
帰る,kaeru,return,,家に帰る,I’m going home.,,,,,,,
戻る,modoru,"return, go back",,すぐに戻ります,I’ll return immediately.,,,,,,,
戻す,modosu,"return, put back, vomit",,それを私に戻して下さい,Bring it back to me.,,,,,,,
復習する,fukushuu suru,review,,第５課を復習しましょう,Let’s review Lesson 5.,,,,,,,
嘲る,azakeru,ridicule,,彼は私の努力をあざけった,He mocked my efforts.,,,,,,,
実る,minoru,"ripen, bear fruit",,彼の努力が実った,His efforts bore fruit.,,,,,,,
走る,hashiru,run,,列車が橋の上を走っているのを見てごらん,Look at the train going over the bridge.,,,,,,,
逃げる,nigeru,"run away, escape",,逃げるな,Don’t you go away.,,,,,,,
蓄える,takuwaeru,"save money, put aside, store",,彼は富を蓄えた,He has accumulated wealth.,,,,,,,
ためる,tameru,"save, store, accumulate",,原住民は雨水をためて飲料水にしている,The natives collect and store rain-water to drink.,,,,,,,
言う,iu,say,,「あばたもえくぼ」って言うからね,They say love is blind,,,,,,,
叱る,shikaru,"scold, tell off",,父は私が時間を守らないと言って叱った,My father scolded me for not being punctual.,,,,,,,
泣き叫ぶ,nakisakebu,scream,,怪我をしないうちから泣き叫ぶな,Don’t scream before you get injured.,,,,,,,
探す,sagasu,search,,何を探しているの？,What are you looking for?,,,,,,,
探す,sagasu,search for,,コートを探してます,I’m looking for a coat.,,,,,,,
見る,miru,see,,我々を見てにたりと笑った,He grinned broadly at us.,,,,,,,
売る,uru,sell,,母は自分の大切なものをすべて売ってしまった,My mother has sold everything that is dear to her,,,,,,,
送る,okuru,"send, see off",,駅まで車で送ってくれませんか,Could you give me a lift to the train station?,,,,,,,
気付く,kizuku,"sense, realize, notice",,彼は私がいることに気づいた,He noticed my presence.,,,,,,,
離れる,hanareru,"separate from, leave",,なぜ頭から離れない,Why do I even care?,,,,,,,
照る,teru,shine,,降ろうが照ろうが、私は行く,"I will go, rain or shine",,,,,,,
光る,hikaru,"shine, glitter",,凍結した道路が日光を浴びてまばゆく光った,The icy road sparkled in the sunlight.,,,,,,,
輝く,kagayaku,"shine, sparkle",,夜は太陽が輝かない,The sun doesn’t shine at night.,,,,,,,
撃つ,utsu,shoot,,動くな撃つぞ,"Don’t move, or I’ll shoot you.",,,,,,,
見せる,miseru,show,,料金表を見せて下さい,"Show me a list of your rates, please.",,,,,,,
閉める,shimeru,shut,,忘れずに安全ベルトを閉めなさい,Don’t forget to fasten your safety belts.,,,,,,,
歌う,utau,sing,,彼はうまく歌うことが出来ない,He cannot sing well.,,,,,,,
観光する,kankou suru,sightsee,,今日は休んで明日観光します,"We’ll rest today, but sightsee tomorrow.",,,,,,,
座る,suwaru,sit,,すべての人が座るのに十分な席がある,We have enough seats for everyone.,,,,,,,
腰掛ける,koshikakeru,sit in (western style),,彼女は腰掛けて足を組んだ,She sat down and crossed her legs.,,,,,,,
サボる,saboru,skip school/class,,彼らはいつも学校をサボっています,They skip school all the time.,,,,,,,
寝る,neru,"sleep, go to bed",,寝るのが好き,I like sleeping.,,,,,,,
平手打ちする,hirateuchi suru,slap,,その子はお行儀悪くして母親に平手打ちされた,That kid got a slap from his mother for being rude.,,,,,,,
滑る,suberu,slip,,彼は氷の上ですべった,He slipped on the ice.,,,,,,,
壊す,kowasu,smash,,誰がこれを壊したのですか？,Who broke this?,,,,,,,
吸う,suu,smoke,,私はタバコを吸う,I smoke cigarettes.,,,,,,,
くしゃみする,kushumi suru,sneeze,,うちの犬がくしゃみするのは見たことあるけど、猫は一度もないな,I’ve seen my dog sneeze but never my cat,,,,,,,
解く,toku,"solve, untie",,この問題は解くのが難しい,This problem is difficult to solve.,,,,,,,
こぼす,kobosu,spill,,私は床に卵をこぼした,I spilled egg on the floor.,,,,,,,
こぼれる,koboreru,"spill, overflow",,ミルクが煮えこぼれた,The milk boiled over.,,,,,,,
敷く,shiku,"spread out, lay",,床にカーペットを敷いた,They laid the carpet on the floor.,,,,,,,
広まる,hiromaru,"spread, become popular",,ニュースはすぐに広まった,The news quickly spread.,,,,,,,
広める,hiromeru,"spread, make popular",,旅行は人の視野を広める,Travel broadens one’s horizons.,,,,,,,
見張る,miharu,"stand guard, keep lookout",,彼を見張れ,Keep watch on him.,,,,,,,
構える,kamaeru,stand prepared,,気長に構える必要があります,You have to be patient.,,,,,,,
立つ,tatsu,stand up,,立ちなさい,Stand up!,,,,,,,
始める,hajimeru,start,,では始めましょう,Then let us begin.,,,,,,,
盗む,nusumu,steal,,盗むのは悪いことだ,It is bad to steal.,,,,,,,
踏む,fumu,step on,,彼は電車の中で、態と私の足を踏みました,He trod on my foot on purpose in the train.,,,,,,,
張る,haru,"stick, put something on",,封筒にもう１枚切手をはりなさい,Stick another stamp on the envelope.,,,,,,,
止まる,tomaru,stop,,ここで止まるな,Don’t stop here.,,,,,,,
黙る,damaru,stop talking,,黙ってろ。さもないと命はないぞ,"Hold your tongue, or you’ll be killed.",,,,,,,
止める,yameru,"stop, give up, resign",,喋るのをやめろ,Stop talking.,,,,,,,
固める,katameru,strengthen,,守りを固めろ！来るぞ！,Tighten the defences! They’re coming!,,,,,,,
強める,tsuyomeru,strengthen,,このビタミンは病気に対する抵抗力を強めます,This vitamin boosts your immune system from diseases.,,,,,,,
励む,hagemu,"strive, make every effort",,彼は勉強に励んでいる,He is diligent in his study.,,,,,,,
詰める,tsumeru,stuff into/pack/fill,,バスの中ほどへ詰めて下さい,"Move into the bus, please!",,,,,,,
登録する,touroku,subscribe,,新しいメルマガに登録しました,I subscribed to a new email magazine.,,,,,,,
差し引く,sashihiku,subtract/minus,,はちひくいちはななです,Eight minus one is seven.,,,,,,,
成功する,seikou suru,succeed,,彼は必ず成功する,He is sure to succeed,,,,,,,
苦しむ,kurushimu,suffer,,胃痛に苦しむ,I suffer from a stomach ache.,,,,,,,
言い出す,iidasu,"suggest, start talking",,これはだれかの言い出したことかい,Was this somebody else’s idea?,,,,,,,
適う,kanau,"suit, come true",,夢は叶った,Dreams came true.,,,,,,,
支える,sasaeru,support,,彼女は彼が貧しいときも彼を支えるすばらしい配偶者だった,She was an excellent spouse who stood by him through poverty.,,,,,,,
囲む,kakomu,"surround, enclose",,彼女の家は白い垣根で囲まれている,Her house is surrounded by a white fence.,,,,,,,
泳ぐ,oyogu,swim,,彼は泳げる,He can swim.,,,,,,,
取る,toru,take,,メモを取りなさい,You should take notes.,,,,,,,
掛かる,kakaru,take (length of time),,何分かかりますか,How long is the ride?,,,,,,,
浴びる,abiru,take a shower,,さっとシャワーを浴びた,She grabbed a shower.,,,,,,,
引き受ける,hikiukeru,take charge of,,がそれを引き受けます,I’ll see to it.,,,,,,,
脱ぐ,nugu,"take off, remove (shoes, clothes)",,コートを脱ぎなさい,Take off your coat.,,,,,,,
離陸する,ririku suru,take off (plane),,午後十時に離陸する,take off at 10 PM,,,,,,,
関わる,kakawaru,"take part in, affect",,私は関わっていない,I am not getting involved.,,,,,,,
話す,hanasu,talk,,ジャックは英語を話す,Jack speaks English.,,,,,,,
言い換える,iikaesu,"talk back, retort",,それを他の言葉に言い換えなさい,Say it in another way.,,,,,,,
教える,oshieru,"teach, show",,教える事は学ぶ事である,Teaching is learning.,,,,,,,
破る,yaburu,"tear, break, defeat",,彼は決して約束やぶらない,He never breaks his promise.,,,,,,,
冷やかす,hiyakasu,"tease, make fun of",,人前で彼を冷やかすなんて君は意地悪だ,It is mean of you to ridicule him in public.,,,,,,,
戒める,imashimeru,"tell off, caution",,彼は息子の怠惰さを戒めた,He admonished his son for being lazy.,,,,,,,
試す,tamesu,"test, try, taste",,このソース試してみて,Try this sauce,,,,,,,
感謝する,kansha suru,thank,,心から感謝します,I really appreciate it.,,,,,,,
考える,kangaeru,think,,考えてください,Please think it over.,,,,,,,
思う,omou,think,,そう思います,I agree.,,,,,,,
思いつく,omoitsuku,Think of / come into your mind,,良いアイデアが思いついた,A good idea came to mind.,,,,,,,
投げる,nageru,throw,,ボールを投げてください,Please throw the ball.,,,,,,,
捨てる,suteru,throw away,,こにゴミを捨てるべからず,Don’t throw trash here.,,,,,,,
結ぶ,musubu,"tie, knot, make a contract",,靴の紐を結びなさい,Tie your shoelaces.,,,,,,,
上回る,uwamawaru,"top, exceed",,もちろん利潤は生産費を上回るべきです,Benefits of course should exceed the costs.,,,,,,,
虐める,ijimeru,"torment, bully",,彼は以前友達をいじめていた,He used to bully his friends.,,,,,,,
いびる,ibiru,"torment, roast",,私をいびらないで,"Don’t pick on me, please.",,,,,,,
触れる,fureru,touch,,手を触れるな,Don’t touch.,,,,,,,
触る,sawaru,touch or feel (physically),,それに触るな,Don’t touch it.,,,,,,,
乗り換える,norikaeru,transit,,乗り換えるのですか,Do I have to change trains?,,,,,,,
旅行する,りょこうする,to travel,suru,私はよく旅行します,I often travel.,,,,,,,
騙す,だます,"to trick, deceive, cheat, coax",trans.,私を騙さないで下さい,Don’t deceive me.,,,,,,,
挑戦する,ちょうせんする,"to challenge, try, attempt",suru,スカイダイビングに挑戦したいのです,I’d like to try skydiving.,,,,,,,
曲がる,まがる,"to turn, bend, curve, twist, warp",intrans.,左へ曲がりなさい,Turn to the left.,,,,,,,
消す,けす,"to turn off, erase, delete, extinguish, put out, cross out",trans.,電気を消すな。,Don’t turn off the light.,,,,,,,
点ける,つける,"to turn on, light up, switch on",trans.,ラジオをつけなさい。,Turn on the radio.,,,,,,,
捩る,ねじる,"to twist, distort, screw",trans.,その取っ手を右にねじると箱は開きます。,Twist that handle to the right and the box opens.,,,,,,,
分かる,わかる,to understand,intrans.,君の理屈はちっとも分からない。,I don't understand your logic at all.,,,,,,,
組む,くむ,"to unite, put together, cross, link, wrestle",trans.,彼はベンチに座って足を組んだ。,He sat on the bench and crossed his legs.,,,,,,,
解く,ほどく,"to untie, unfasten",trans.,その問題を解くのは難しい。,The problem is difficult to solve.,,,,,,,
使う,つかう,"to use, operate",trans.,私がそれを使います。,I use it.,,,,,,,
消える,きえる,"to vanish, go out, be extinguished, disappear",intrans.,頭痛が消えた。,My headache has gone away.,,,,,,,
ゲロをはく,ゲロをはく,"to vomit, throw up",trans.,私は大変気分が悪い。ゲロをはきたいです。,I feel very sick. I want to throw up.,,,,,,,
待つ,まつ,to wait,trans.intrans.,ちょっと待って。,Wait a moment.,,,,,,,
起こす,おこす,"to wake somebody up, raise, set up, cause, bring about, create",trans.,彼女は彼を起こした。,She woke him up.,,,,,,,
歩く,あるく,to walk,intrans.,歩きましょうか。,Shall we walk?,,,,,,,
欲しがる,ほしがる,"to want, desire, appear to want to have something, seem to want",trans.,赤ん坊は母乳を欲しがる。,A baby craves its mother’s milk.,,,,,,,
洗う,あらう,to wash,trans.,足を洗いなさい。,Wash your feet.,,,,,,,
暖まる,あたたまる,"to warm up, heat up",intrans.,この部屋はすぐに暖まる。,This room will soon heat up.,,,,,,,
見る,みる,to watch,trans.,私はテレビを見る。,I watch television.,,,,,,,
眺める,ながめる,"to watch, view, gaze at",trans.,星をながめるのは興味深い。,It is interesting to watch stars.,,,,,,,
着る,きる,to wear,trans.,コートを着なさい。,Put on your coat.,,,,,,,
被る,かぶる,"to wear in your head, put on",trans.,彼女は帽子をかぶった。,She put on her hat.,,,,,,,
勝つ,かつ,to win,intrans.,どっちが勝ってるの？,Who’s winning?,,,,,,,
