Words,Meaning,Sentences,Translation,Level
車椅子,"wheelchair, folding push-chair",車椅子の女性、スーパーに立てこもる。,Woman in a wheelchair holes up in supermarket.,3
松葉杖,"crutch, crutches",彼は足の骨を折った時、３ヶ月間松葉杖を使わなければならなかった。,"When he broke his leg, he had to use crutches for 3 months.",3
痛み止め,painkiller,痛み止めの注射をします。,I'll give you a painkilling injection.,3
下剤,laxative,下剤として定期的に使用することはお勧めしません。,Regular use as a laxative is not recommended.,3
薬草,medicinal herb,温かいヨーロッパの味を大和の薬草で再現。,The warm European taste is recreated with medicinal herbs from Yamato.,3
目的,"purpose, goal, aim, objective, intention",彼は留学という目的を達成した。,He achieved his purpose of studying abroad.,3
性的,"gender, sexual",彼女は科学における性的偏見について書いた。,She wrote on gender bias in science.,3
知的,intellectual,チェスはとても知的なゲームです。,Chess is a highly intellectual game.,3
本格的,"genuine, real, full-scale, full-blown, all-out, full-fledged, professional",本格的な休暇は３年ぶりだ。,It's three years since I had a real vacation.,3
積極的,"positive, assertive, active, proactive, aggressive",彼は積極的なセールスマンの典型だ。,He's the very model of an aggressive salesman.,3
経済的,"economic, economical, financial",日本は経済的に強力な国家になった。,Japan has economically become a powerful nation.,3
社会的,"social, societal, societary",社会的な習慣は国によって大いに異なる。,Social customs vary greatly from country to country.,3
政治的,political,その国は経済的にも政治的にも孤立している。,The country is isolated economically and politically.,3
合理的,"rational, reasonable, logical",もっと合理的な消費者になるように努めなさい。,Try to be a more rational consumer.,3
法的,legal,日本では、法的には２０歳で成人になる。,"In Japan, people become legally of age at twenty.",3
自発的,"spontaneous, voluntary",彼女は自発的に皿洗いをした。,She did the dishes of her own accord.,3
国際的,international,京都は景色が美しい点で国際的にも有名です。,Kyoto is internationally famous for its scenic beauty.,3
具体的,"concrete, definite, specific, material, substantial",十分に議論したあとで具体的な計画が進展した。,A concrete plan evolved after much discussion.,3
効果的,"effective, successful",商業テレビは広告の効果的な手段である。,Commercial television is an effective medium for advertising.,3
自動的,automatic,ドアは外に出ると自動的に閉まります。,The door will lock automatically when you go out.,3
技術的,"technical, practical",これらの作業は技術的に不可能である。,These operations are technically impossible.,3
先天的,"inborn, innate, inherent, congenital, hereditary",彼女は先天的な無口です。,She is reserved by nature.,3
消極的,"negative, passive, half-hearted, unmotivated",彼は消極的な性格だ。,He has a passive character.,3
歴史的,"historic, historical, traditional",彼は歴史的な航海に出た。,He set out on his historic voyage.,3
個人的,"personal, individual, private",私は個人的な理由でそれを断った。,I refused it for private reasons.,3
一人,"one person, being alone, by oneself",この応募の中から一人を選ばなくてはなりません。,We must select one from among these applicants.,3
一般,"general, universal, ordinary, average, common, the same, no different, (just) as if",子供は一般には菓子が好きだ。,"In general, children are fond of candy.",3
一つ,"one, for one thing",鉄鋼の特性の一つは硬いことだ。,One of the qualities of steel is hardness.,3
一時,"one o'clock, once, at one time, formerly, before, for a time, for a while, one time, once",彼は一時はロンドンに滞在していた。,He stayed in London for a time.,3
一本,"one long cylindrical thing, one film, TV show, etc., one version, one point",彼は夕食の時に一本のビールを飲む。,He drinks a bottle of beer at dinner.,3
一方,"one (esp. of two), the other, one way, the other way, one direction, on the one hand, on the other hand",この部屋は寝室でもう一方は事務所です。,"This room is my bedroom, and the other one is my office.",3
一番,"number one, first, first place, best, most",神戸は私が一番好きな街です。,Kobe is the city which I like best.,3
一生,"whole life, a lifetime, all through life, one existence",彼女は物理学の研究に一生を捧げた。,She gave her entire life to the study of physics.,3
一言,"single word, a few words, brief comment",彼は私に親切に一言助言してくれた。,He showed kindness by giving me a piece of advice.,3
同一,"identical, same, one and the same, equal",同一現象が観察された。,The same phenomenon has been observed.,3
一目,"glance, look, glimpse, complete view, bird's-eye view",彼は一目で彼女を大好きになってしまった。,He fell in love with her at first sight.,3
一定,"fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized",彼は高速道路で一定のスピードを維持した。,He maintained a steady speed on the highway.,3
一杯,"amount necessary to fill a container (e.g. cupful, spoonful, etc.), drink , full, a lot, much",会社の帰りに、ちょっと一杯やってかないか。,Want to grab a drink on the way home?,3
一口,"gulp, sip, draft, draught, mouthful, morsel, bite, one word, in short, one share, one contribution",一口食べてもいいですか。,Can I have a bite?,3
一切,"all, everything, the whole, lock, stock, and barrel, absolutely not (with negative), without exception, entirely not",彼の秘書が機密情報は一切漏らしてないと明言した。,His secretary flatly denied leaking any confidential information.,3
一切,"all, everything, the whole, lock, stock, and barrel, absolutely not (with negative), without exception, entirely not",彼は一切の論議に耳を貸さなかった。,He was deaf to all arguments.,3
一緒,"together, at the same time, same, identical",彼らは時々一緒に映画を見に行く。,They go to the movies together once in a while.,3
一段,"more, much more, still more, all the more",花嫁姿の彼女は一段と美しかった。,She was all the more beautiful dressed in her wedding costume.,3
推進する,"propulsion, drive",推進機関の種類及び馬力数。,Type and horsepower of propulsion engine,3
推定する,"presumption, assumption, estimation",彼女は３０歳過ぎだと推定する。,I guess that she is over thirty.,3
推薦する,"recommendation, referral, endorsement",先生は私たちにこの辞書を推薦してくれた。,The teacher recommended this dictionary to us.,3
推理する,"reasoning, inference, deduction",あなたは推理が当たった。,You guessed right.,3
推測する,"guess, conjecture",答えがわからなければ、推測してみなさい。,"If you don't know the answers, guess.",3
推移する,"transition, change, progress, development, shift",企業倒産は先月も高水準に推移した。,Corporate bankruptcies continued at a high level last month.,3
推論する,"inference, deduction, induction, reasoning",彼との会話から彼が仕事に満足していないと私は推論した。,I inferred from our conversation that he was unhappy with his job.,3
類推する,"analogy, analogical reasoning, analogical inference",この仮定的な類推の目的は何ですか？,What is the purpose of this hypothetical analogy?,3
感謝,"thanks, gratitude",彼にはいくら感謝してもしきれない気持ちだ。,I cannot thank him enough.,3
話しかける,"to address (someone), to accost a person, to talk (to someone)",私は思い切って彼女に話しかけることができない。,I dare not speak to her.,3
意志,"will, volition, intention, intent, determination",個人の意志は尊重しなければならない。,We must respect the will of the individual.,3
あちこち,"here and there, all around, everywhere, throughout, all over",アヒル達は池のあちこちを泳いでいた。,Ducks were swimming about on the pond.,3
不可能,impossible,回復はほとんど不可能だった。,Recovery was almost impossible.,3
出来事,"incident, affair, happening, event",それは異常な展開を見せた出来事でした。,It was an event that proved extraordinary.,3
到着,arrival,品物が到着しましたらご連絡いたします。,I will notify you of the arrival of the goods.,3
台所,"kitchen, financial situation",台所をきれいに掃くのを忘れないように。,Don't forget to sweep the kitchen clean.,3
親しい,"close (e.g. friend), familiar, friendly, intimate",夏休みの間に私は多くの村人と親しくなった。,"During the summer vacation, I made friends with many villagers.",3
普段,"usual, normal, everyday, habitual, ordinary, usually, normally, generally, habitually, always",私は普段金曜日に市場に買い物に行きます。,I usually go to market on Friday.,3
総意,"consensus, collective will, collective opinion",総意とは何ですか？,What is the consensus?,3
予想,"expectation, anticipation, prediction, forecast, conjecture",予想は、寸分違わぬくらい当った。,His expectations hit the mark exactly.,3
教会,"church, congregation",教会は森と湖に囲まれている。,The church is surrounded by woods and lakes.,3
傷つく,"to be wounded, to get injured, to get hurt feelings, to get damaged",傷ついた鳥が地面に落ちた。,The injured bird fell to the ground.,3
誠に,"indeed, really, absolutely, truly, actually, very, quite",ご親切誠にありがとうございます。,Thank you for your kindness.,3
止まる,"to stop (moving), to come to a stop",台風の間電気が止まった。,The electricity failed during the typhoon.,3
撫でる,"to stroke, to caress, to brush gently, to pat, to rub, to comb (hair), to smooth down",そよ風が彼女の顔をなでた。,The breeze kissed her face.,3
要求,"demand, firm request, requisition, requirement, desire",彼らの要求に屈してはいけません。,Don't give way to their request.,3
顔色,"complexion, one's colour, one's color, countenance, expression, one's face",彼は今日はうんと顔色がよい。,He looks a good deal better today.,3
恥ずかしい,"embarrassing, embarrassed, ashamed, humiliated, shy",彼女は恥ずかしさで顔を赤らめた。,She blushed with shame.,3
バス,bus,市内までいくバス乗り場は、どこですか。,Where's the bus for the city?,3
印象,impression,私の印象ではそれは非常によい。,My general impression is that it is very good.,3
ありがたい,"grateful, thankful, welcome, appreciated, evoking gratitude",どんなインプットでもいただければありがたいです。,Any input would be appreciated!,3
たいてい,"mostly, ordinarily, usually, generally",私はたいてい朝食に果物を食べる。,I mostly have fruit for breakfast.,3
年齢,"age, years",彼は年齢相応に振る舞う。,He acts his age.,3
教室,"classroom, department, laboratory",ほとんど全ての生徒が教室の中にいた。,Almost all of the pupils were in the classroom.,3
グラス,glass (drinking vessel),シャンパンがグラスの中で泡立った。,The champagne bubbled in the glass.,3
予定,"plans, arrangement, schedule, program, programme, expectation, estimate",来週の月曜日に成田を出発する予定です。,We are leaving Narita next Monday.,3
悪魔,"devil, demon, fiend",彼女は悪魔に取り付かれている。,She is possessed by a devil.,3
いかに,"how, in what way, however much, however, whatever, how much",これは彼女がいかに誠実であるかを良く示している。,This serves to show how honest she is.,3
寄せる,"to come near, to let someone approach, to bring near, to bring together, to collect, to gather",いすをもっと火の近くに寄せなさい。,Draw your chair closer to the fire.,3
穏やか,"calm, gentle, quiet",寒い冬の後、春は穏やかな天候をもたらす。,Spring brings mild weather after the cold winter.,3
民,"people, citizens, subjects, folk",その部族の民はその川沿いに住み着いた。,Members of that tribe settled along the river.,3
五月,"fifth month of the lunar calendar, May",３月の風と４月の雨が５月の花をもたらす。,March winds and April showers bring forth May flowers.,3
雛,"young bird, chick",母鳥が雛に虫を持ってきた。,The mother bird brought worms for her young ones.,3
渦,"whirlpool, swirl, eddy, vortex, maelstrom",これははく離渦によるものです。,This is due to the separation vortex.,3
視野,"field of vision, view, one's outlook (e.g. on life), one's horizons",よい映画は人の視野を広げる。,Good movies broaden your horizons.,3
コース,"course, route, trail, course (of study), program, lane, corse of action",これはパリへの最短コースです。,It's the shortest route to Paris.,3
粉,"flour, meal, powder, dust",パンは粉と水とイーストから作られる。,"Bread is made from flour, water and yeast.",3
主任,"person in charge, senior staff, manager, chief, head",主任は部下を意のままに支配している。,The boss controls his men at will.,3
幸運,"good luck, fortune",勝ち抜いていけるよう幸運を祈るよ。,Best of luck in your tournament.,3
仕える,"to serve, to work for, to attend",コックは家族に長年仕えた。,The cook served the family for many years.,3
閃く,"to flash, to flicker, to glitter, to sparkle, to gleam",素晴らしい考えがひらめいた。,A wonderful idea just ran through my mind.,3
手渡す,"to hand over, to surrender",そのテーブルの上の新聞を手渡してもらえませんか。,Could you hand me the newspaper on the table?,3
行き成り,"abruptly, suddenly, all of a sudden",彼がいきなり目の前に出てきたの。,He suddenly appeared in front of me.,3
急に,"swiftly, rapidly, quickly, immediately",大雨で川の水が急に増えた。,The river swelled rapidly because of the heavy rain.,3
突然,"abrupt, sudden, unexpected",その建物は突然崩れ落ちた。,The building fell down suddenly.,3
確り,"tightly, firmly, securely, strongly",腐らないようにしっかりと蓋を締めなさい。,Tighten the lid so that it doesn't go bad.,3
きちんと,"tightly, firmly, securely, strongly",彼は部屋をきちんと整理した。,He set things in order in his room.,3
ちゃんと,"diligently, seriously, reliably, steadily, properly, exactly",ちゃんと座ってろ。,Sit tight.,3
ぴったり,"tightly, closely​, exactly, precisely, suddenly, perfectly, ideally",彼はその仕事にぴったりだ。,He's perfect for the job.,3
至らない,"imperfect, incompetent, inadequate, careless",あいつには至らないとこもあるけど俺は好きだ。,I like him even though he has his faults.,3
至る,"to arrive at (e.g. a decision), to reach (a stage), to attain, to lead to (a place), to get to",もう決断に至りましたか。,Have you come to a decision yet?,3
到る,"to arrive at (e.g. a decision), to reach (a stage), to attain, to lead to (a place), to get to",ついに彼らは決定するに到った。,"Finally, they came to a decision.",3
至って,"very much, exceedingly, extremely",私は至って健康で風邪ひとつひきません。,I am quite healthy and have had no cold.,3
必ず,"always, without exception, necessarily, certainly, without fail, positively, invariably",必ず私の家に立ち寄りなさい。,Be sure to drop in at my house.,3
きっと,"surely, undoubtedly, almost certainly, most likely",彼はきっと今度の試験に合格するだろう。,I'm sure he'll pass the coming exam.,3
是非,"certainly, without fail, by all means (strong conviction to certainly do something)",ぜひ京都へ行くべきだよ。,You should visit Kyoto.,3
確かに,"surely, certainly",確かに彼は利口な少年だ。,"He is a clever boy, to be sure.",3
絶対に,"absolutely, unconditionally, never (with neg. verb)",君の考えは絶対に不可能だ。,Your idea is absolutely impossible.,3
向け,intended for-oriented towards-aimed at,初心者向けのコースがありますか。,Do you have a course for beginners?,3
向き,"direction, orientation, aspect, exposure",女優は後ろ向きに舞台から落ちた。,The actress fell backward over the stage.,3
舞台,"stage (theatre, theater), scene or setting (e.g. of novel, play, etc.)",物語の筋はある島を舞台に展開する。,The action of the story takes place on an island.,3
多少,"more or less, somewhat, a little, a few, some, amount, quantity",彼には多少経済学の知識がある。,He has a knowledge of economics.,3
貴族,"noble, aristocrat, peer",彼は純粋の貴族だ。,He's a genuine aristocrat.,3
となると,"where ... is concerned, when it comes to ..., if it comes to ..., as far as ... is concerned",政治の事となると私には全然わからない。,"When it comes to politics, I know nothing.",3
悲しむ,"to be sad, to mourn for, to regret",何をそんなに悲しんでいるの。,What makes you so sad?,3
安い,"cheap, inexpensive, calm, peaceful, quiet",もっと安い廉価版はないのですか。,Haven't you got a cheaper edition?,3
派,"clique, group, coterie, (political) faction, wing, party, school",私はネコ派です。,I am a cat person.,3
派,"clique, group, coterie, (political) faction, wing, party, school",彼はいわゆる行動派だ。,He is what is called a man of action.,3
可能,"possible, potential, practicable, feasible",事態はまだ改善可能だ。,The situation is still capable of improvement.,3
帽子,"hat, cap",この帽子は１０００円なら安い。,This hat is cheap at 1000 yen.,3
目の前,"before one's eyes, in front of one, under one's nose, immediate, imminent, around the corner",私の目の前にある景色はとても美しかった。,The scene before me was very beautiful.,3
嫌う,"to hate, to dislike, to loathe",彼のやり方はとても嫌われていた。,His way of doing things was much disliked.,3
記録,"record, minutes, document, record (e.g. in sports), results, score",先ごろあなたの人事記録に誤りを発見しました。,We recently discovered an error in your personnel record.,3
記録する,"to record, to document, to set a record (e.g. in sports), to show a result, to reach a value",実験はすべてフィルムに記録された。,The whole experiment was recorded on film.,3
だめ,"no good, not serving its purpose, useless, broken",彼の言うことなんて信用したらだめだよ。,You can not believe a word he says.,3
気に入る,"to like, to be pleased with, to be delighted with, to take a liking to, to suit one's fancy",この部屋はとても気に入っている。,I am quite comfortable in this room.,3
慣れる,"to get used to, to grow accustomed to, to become familiar with, to become skilled in, to become experienced at",君はすぐに当地での生活に慣れるでしょう。,You will soon get accustomed to living here.,3
間もなく,"soon, before long, in a short time",まもなく富士山が見えてきた。,By and by Mt. Fuji came into sight.,3
崩れる,"to collapse, to crumble, to break down, to get out of shape, to lose one's shape, to become disorganized",壁が地震で崩れた。,The wall gave way in the earthquake.,3
捲る,"to turn up, to roll up (e.g. sleeves), to do over and over again, to do relentlessly",学生は一晩中さわぎまくった。,Students bustled about all the night.,3
だから,"so, therefore (cause/reason-sudden/unexpected  action/conduct)",妻は外食が好きで、だから食事を作る必要がないのです。,My wife likes to eat out and so she doesn't have to cook.,3
それで,"and, thereupon, because of that (cause/reason-fact/truth/reality happened/happening)",雨がひどく降ってきた、それで私たちは屋内で遊んだ。,"It was raining hard, so we played indoors.",3
そこで,"so, accordingly, now, then, thereupon, therefore (problem/situation-solution/resolution)",彼は上京し、そこで彼女と結婚した。,"He came up to Tokyo, and there married her.",3
すると,"thereupon, hereupon (event/incident/affair-event/incident/affair happens just right after)",緑のボタンを押して下さい、すると明かりがつきます。,"Push the green button, and the light goes on.",3
振る,"to wave, to shake, to swing, to sprinkle, to throw, to cast, to allocate (work), to turn down",彼女は手を振って彼らのテーブルを示した。,She waved her hand to indicate their table.,3
解決,"settlement, solution, resolution",どう解決するのか教えてください。,Please let me know how you are going to solve it.,3
万事解決,"everything turning out fine, the whole thing being settled",あなたの決断のおかげで万事解決した。,Your decision has resolved the whole problem.,3
決断,"decision, determination",もう決断に至りましたか。,Have you come to a decision yet?,3
賑わう,"to be crowded with people, to be bustling with, to prosper; to flourish",海水浴場は海水浴客で賑わっていた。,The beach was crowded with swimmers.,3
賑やか,"bustling, busy, crowded, lively, prosperous, thriving",彼の店は町の賑やかな区域にある。,His store is located in a busy part of town.,3
区域,"limits, boundary, domain, zone, sphere, territory, area",ここは立入禁止区域です。,This is a restricted area.,3
地域,"area, region",この地域は雨が続くでしょう。,This area will continue to be rainy.,3
込む,"to be crowded, to be packed, to be congested, to be thronged (with)​, to go into",電車が込んでいる。,The train is crowded.,3
混む,"to be crowded, to be packed, to be congested, to be thronged (with)​",列車はとても混んでいたので上野まで立ちとおした。,"The train was very crowded, so I just stood there until Ueno.",3
混み合う,"to be crowded, to be packed, to be jammed",彼の店はいつも客で混み合っている。,His store is always crowded with customers.,3
立て込む,"to be crowded (with), to be packed, to be piled up (of work), to be busy (with)",この地域は今や立て込んできた。,The area is built up now.,3
確率,"probability, likelihood, chances",キャンセル待ちで乗れる確率はどれくらいですか。,What is the probability of getting on the waiting list?,3
率直,"frank, candid, straightforward, openhearted, direct, outspoken",社員たちは会議で率直な意見を交わした。,The staff exchanged frank opinions in the meeting.,3
効率,efficiency,このコンピューターは強力で効率がよく使いやすい。,"This computer is powerful, efficient, and easy to use.",3
軽率,"rash, thoughtless, careless, hasty, imprudent",軽率な行動はするな。,Don't behave lightly.,3
能率,"efficiency, moment",そうすれば能率が上がりますよ。,That makes for efficiency.,3
比率,"ratio, proportion, percentage",先進国の中では日本が高齢者の人口比率が高い。,"Among developed countries, Japan has the highest percentage of elderly population.",3
利率,interest rate,利率は少しずつ上昇するだろう。,Gradually the interest rate will increase.,3
年率,annual rate (of interest),年率に換算すると、この四半期の増加は４％の成長になる。,"When annualized, the quarterly gain represents a 4% growth.",3
率先,taking the initiative,彼は率先して計画を実行した。,He took the initiative in carrying out the plan.,3
率いる,"to lead, to spearhead, to command",指揮官は軍を率いて敵地に入った。,The commanding officer led his army into enemy territory.,3
税率,"tariff, tax rate",給与が増えるに比例して、所得税率もあがっていく。,The income tax rate increases in proportion as your salary rises.,3
伸び率,"growth rate, coefficient of extension",産業の伸び率には驚きだ。,I'm amazed by the rate at which industries grow.,3
打率,batting average,彼は打率が高い。,He has a high batting average.,3
効率的,efficient,勉強は効率的にしなくてはいけない。,You should study in an efficient manner.,3
性格,"character, personality, disposition, nature",私はいつも不思議な性格の方が好きだった。,I always liked strange personalities.,3
正確,"accurate, correct, precise, exact",彼の観察は正確だ。,He is accurate in his observation.,3
積雪,"fallen snow, snow cover",冬季積雪期は拝観不可。,Not open to the public during the winter snow season.,3
積雪量,"amount of snowfall, snow accumulation",黒菱の積雪量は約2cm。,The amount of snow at Kurohishi is about 2cm.,3
大量,"large quantity, massive",その機械は大量の電気を発生させる。,The machine generates a lot of electricity.,3
重量,weight,申し訳ありませんが、重量超過料をお支払いください。,"I'm sorry, you have to pay for the extra weight.",3
測量,"measurement, surveying",英国の測量法では４クオートは１ガロンだ。,"In the imperial measurement system, four quarts equals one gallon.",3
分量,"amount, quantity",その作り方の分量は六人分です。,The recipe serves six people.,3
少量,"small quantity, small amount",この水は少量のアルコールを含んでいる。,This water contains a little alcohol.,4
多量,"large quantity, large amount",機械は多量の電気を使用する。,Machinery uses a lot of electricity.,4
数量,"quantity, volume, amount",輸出予定数量及びその仕向地。,Planned export volumes and their destinations,4
計量,"measuring, weighing, metric, distance function",計量する前にすりきりしなさい。,Level off the sugar when measuring out.,4
容量,"capacity, volume",タンクの容量は５０ガロンだ。,The tank has a capacity of fifty-gallons.,4
降水量,"amount of precipitation, precipitation",今夏の降水量は普通でなかった。,This summer we had an unusual amount of rain.,4
力量,"ability, capacity, capability, talent, physical strength",彼には社長になれるような力量はない。,He doesn't have the capacity to be president.,4
音量,sound volume,その騒音の音量を下げるか消すかしなさい。,Either turn down that noise or turn it off.,4
減量,"weight reduction, loss in quantity, reduction of quantity",これはあなたの減量に役立つ良い運動です。,This is a good exercise to help you lose weight.,4
得る,"to be able to, can, to get, to acquire, to obtain, to procure",ほとんど得るところがなかった。,I got next to nothing.,4
得る,"to be able to, can, to get, to acquire, to obtain, to procure",言葉の意味は文脈によって変わりうる。,The meaning of words can change according to their context.,4
胃,stomach,私は胃に激しい痛みを覚えた。,I felt a sharp pain in the stomach.,4
やつ,"fellow, guy, chap, thing, object, he, she, him, her",彼は生まれつき親切なやつだ。,He is by nature a kind fellow.,4
そうだ,"that is so, that is right, it looks to me, that's my impression",彼女は高校生でしたか。はいそうです。,"""Was she a high school student?"" ""Yes, she was.""",4
そうだ,"people say that, it is said that, I hear that",あの翻訳は原文に忠実だそうだ。,The weather forecast says it will be cooler tomorrow.,4
とも,"certainly, of course, to be sure, surely",よく覚えているともその日のことは。,Well do I remember the day.,4
とも,"certainly, of course, to be sure, surely",何が起ころうとも、私はあなたに味方するということを覚えていて下さい。,"Whatever happens, please remember I'll stand by you.",4
大きな,"big, large, great",大きな型の冷蔵庫がほしい。,I want to buy a large sized refrigerator.,4
長い,long,彼は私に長い手紙をくれた。,He wrote me a long letter.,4
白い,white,白いドレスはありますか。,Do you have a dress in white?,4
全く,"really, truly, entirely, completely, wholly, perfectly, indeed",僕はその結論にまったく不満はありません。,I have nothing to complain of the conclusion.,4
語,"language, word",妹は英仏語を使いこなす。,My sister has a good command of both English and French.,4
風,"wind, breeze, draught, draft",風がまだ強く吹きます。,The wind still blows hard.,4
仕事,"work, job, business, occupation, employment, vocation, task",仕事を成し遂げましたか。,Did you accomplish the task?,4
あり,ant,蟻の行列のような難民,An ant-like stream of refugees.,4
ナイフ,knife,このナイフは刃が鋭く、よく切れる。,This knife has a fine edge and cuts well.,4
どうか,"please, somehow or other, one way or another",どうかしばらく私を一人にさせて。,Please don't interrupt me for a while.,4
添う,"to meet, to satisfy, to comply with, to live up, to accompany",残念ながら、御要望には添いかねます。,"I am sorry, but I cannot meet your requirement.",4
苦労,"trouble, hardship, difficulty, labour, worry, concern",バスの停留所を見つけるのに大いに苦労した。,We had much difficulty in finding the bus stop.,4
苦労,"trouble, hardship, difficulty, labour, worry, concern",全ての研修生はつらい仕事の苦労を分かち合っている。,All the trainees share the burden of toil.,4
狂う,"to go mad, to lose one's mind, to go crazy",君がくれた時計は狂っているよ。,The watch you gave me doesn't keep time.,4
急変,"sudden turn, sudden change",彼の病状が急変するとは誰も思っていなかった。,Nobody expected that his condition would take a sudden turn.,4
配属,"assignment, attachment",営業マンだって、リストラ予備軍に配属されないように必死な訳です。,Even salespeople are desperate to avoid being assigned to the reserve army for restructuring.,4
成し遂げる,"to accomplish, to finish, to fulfill",彼はその計画を成し遂げた。,He carried out the plan.,4
直接,"direct, immediate, personal, firsthand",私はその情報を直接手に入れた。,I got the information at first hand.,4
直接,"direct, immediate, personal, firsthand",それは物資を直接交換する制度である。,It is a system of direct exchange of goods.,4
直接,"direct, immediate, personal, firsthand",彼はあなたに直接連絡すると思います。,He will be contacting you directly.,4
正直,"honest, frank, candid, straightforward, honestly, frankly",私の知っている限りでは、彼は正直な男だ。,"So far as I know, he is an honest man.",4
正直,"honest, frank, candid, straightforward, honestly, frankly",正直言って君は間違っている。,"Frankly speaking, you are in the wrong.",4
垂直,"vertical, perpendicular",彼は紙のうえに垂直な線を何本か引いた。,He drew some vertical lines on the paper.,4
直ちに,"at once, immediately, directly, in person, automatically",彼らはその計画を直ちに実行に移すべきだと提案した。,They suggested that we should put the plan into practice right now.,4
直ちに,"at once, immediately, directly, in person, automatically",我々は、この計画が直ちに実行されるように強く要求する。,We insist that this project be carried out immediately.,4
直ちに,"at once, immediately, directly, in person, automatically",君は直ちに医者に行く必要がある。,It is necessary for you to see a doctor at once.,4
率直,"frank, candid, straightforward, openhearted, direct, outspoken",率直に話しても大丈夫です。,You can afford to speak frankly.,4
湾,"bay, gulf, inlet",私たちの家からは下に湾が見える。,We overlook the bay from our house.,4
我々,we,我々は列車に乗り遅れないよう早く出発した。,We started early so as not to miss the train.,4
悪口,"slander, bad-mouthing, abuse, insult, speaking ill (of)",人前で彼の悪口を言うな。,Don't speak ill of him in public.,4
割る,"to divide, to cut, to halve, to separate, to split, to rip, to break",彼は私を困らせるためにわざと花瓶を割った。,He broke the vase on purpose to bother me.,4
笑い,"laugh, laughter",皮肉な笑いを浮かべて彼は私を見つめた。,He stared at me with a satirical smile.,4
話題,"opic, subject",君の提言が会合の席で話題にのぼったよ。,Your suggestion came up at the meeting.,4
綿,cotton plant,我々は綿の代わりにピーナッツを植えた。,We planted peanuts instead of cotton.,4
わずか,"only, merely, (a) little, small quantity",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.,4
わざと,on purpose,彼はわざと足を踏んだのです。,He stepped on my foot on purpose.,4
分ける,"to divide (into), to split (into), to part, to separate, to divide",このケーキを君たち三人で分けなさい。,Divide this cake among you three.,4
脇,"armpit, under one's arm, side, flank, beside, close to, near",彼女は白い本を脇に抱えていた。,She had a white book under her arm.,4
わがまま,"selfish, egoist, self-indulgent, wilful, willful",彼女は彼のわがままを許さなかった。,She didn't tolerate his selfishness.,4
別れ,"parting, separation, farewell, (lateral) branch, fork, offshoot",私は客に別れのあいさつを述べた。,I bade farewell to the guests.,4
ワイン,wine,白ワインは魚料理にはつきものだ。,White wine is the usual companion of fish.,4
輪,"ring, circle, loop",大きな輪を描こうよ。,Let's make a big circle.,4
論文,"thesis, essay, treatise, paper, article",彼の論文は小説のように読める。,His paper reads like a novel.,4
論争,"dispute, controversy",ここで何かやろうとすると必ず論争がある。,Nothing is ever done here without dispute.,4
論じる,"to discuss, to talk about, to deal with (a topic), to srgue",この問題は多くの経済学者によって論じられてきた。,This issue has been debated by many economists.,4
駐車禁止区域,no-parking zone,駐車禁止区域に車を止めてはいけません。,You must not park your car in a no parking zone.,4
駐車禁止,"no parking, parking prohibited",この道路は車は駐車禁止になっています。,This road is closed to cars.,4
裏返す,"to turn inside out, to turn the other way, to turn (something) over",彼は肌着を裏返しに着た。,He put on his undershirt inside out.,4
済ます,"to finish, to get it over with, to conclude, to settle, to get along",電話で済まそうと思いました。,I thought I could settle it by phone.,4
澄ます,"to clear, to make clear, to be unruffled, to be unconcerned, to look demure",あの社長秘書はいつも澄ましている。,That president's secretary is always so clear.,4
続ける,"to continue, to keep up, to keep on",続けて行ってみようと思います。,I'm going to keep trying.,4
稼ぐ,"to earn (income), to make (money), to score (points, victory), to gain (time), to play (for time)",熟練した機械工はかなりの賃金を稼ぐ。,A skilled mechanic earns decent wages.,4
熟練した,"experienced, skilled, proficient",彼は熟練した登山家だ。,He is an adept climber.,4
登山家,"mountain climber, mountaineer",登山家達は暗くなる前に頂上に着いた。,The mountain climbers reached the summit before dark.,4
熟練,"skill, dexterity, proficiency",彼は熟練のピアニストだ。,He is a proficient pianist.,4
稼働,"operation (of machine), operating, running, working",工場はフル稼動している。,The factory is running at full capacity.,4
稼ぎ,earnings,彼のわずかな稼ぎで暮らしていくのは困難だった。,It was difficult to live on his meager earnings.,4
わずか,"only, merely, (a) little, small quantity",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.,4
追加料金,"additional fees, charges",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.,4
配達,delivery,ここでお買い上げの品は無料で配達します。,Articles bought here will be delivered free of charge.,4
無料,"free (of charge), gratuitous",登録用紙は無料で入手できます。,I am able to obtain a registration form for free.,4
登録,"registration, accession, register, entry, record",会員の名前をいつ登録したのか。,When did they register the names of the members?,4
入手,"acquisition, obtaining, coming to hand",私は彼から直接その情報を入手した。,I got the information from him directly.,4
直接,"direct, immediate, personal, firsthand",私は彼から直接にその情報を得た。,I got the information from him directly.,4
得る,"to get, to earn, to acquire, to procure, to gain, to secure, to attain, to obtain",知恵は経験なしには得られない。,Wisdom cannot come without experience.,4
無しには,without,彼の助け無しには、やっていけない。,I cannot manage without his support.,4
