Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
何だろう 構ってほしいじゃないけど,It's not that I want you to care about me.,,,,,,,,,,,,,,,,,,,,,,
寂しいってことを 分かってほしいんじゃ ないかなって思うし,I think you just want people to understand that you're lonely.,,,,,,,,,,,,,,,,,,,,,,
ワタルさんって たぶん すごい周りに気を遣って,"Wataru, you're probably very considerate of those around you.",,,,,,,,,,,,,,,,,,,,,,
こう 一人でも 輪から外れてたら 一緒に行こうよみたいに 言うタイプでしょ たぶん,"If even one person is out of the loop, you're the type to say, ""Let's go together.",,,,,,,,,,,,,,,,,,,,,,
うん うん ええ そうします,"Yes, yes, I will.",,,,,,,,,,,,,,,,,,,,,,
そう 何か… 私 すごい いいなって 感覚的に思ってるんだけど,"Yeah, I like that... from a sensory point of view.",,,,,,,,,,,,,,,,,,,,,,
すごい似てるなっていう 勝手にね 勝手に思ったのは すごい似てるなっていう…,"I just thought, on my own, that we're very similar.",,,,,,,,,,,,,,,,,,,,,,
 似てるなっていうのは その…, I mean...,,,,,,,,,,,,,,,,,,,,,,
今 言ったこと 全部 自分の話だから,I'm talking about myself.,,,,,,,,,,,,,,,,,,,,,,
分かんない ちょ… 男性は分からないけど たぶん 女子は みんな めっちゃ考えてるよ,"I don't know about men, but I'm sure all the girls think about it a lot.",,,,,,,,,,,,,,,,,,,,,,
いやいや 俺らも考えてるから 真剣に向き合ってるから,"No, no, we think about it too. We take it seriously.",,,,,,,,,,,,,,,,,,,,,,
おい ナメんな メンズをナメんじゃねえ,"Hey, don't fuck with us! Don't fuck with men!",,,,,,,,,,,,,,,,,,,,,,
おい コラ ごめん ごめん…,"Hey, sorry, sorry...",,,,,,,,,,,,,,,,,,,,,,
ねえ 私が… メンズたちも真剣,"I'm sorry, I'm sorry...",,,,,,,,,,,,,,,,,,,,,,
だから 向き合いまくって 俺 逆に 何かすごい自分が,"So, I'm taking it all seriously...",,,,,,,,,,,,,,,,,,,,,,
すごい大事にしてることは 何だっけみたいな…,I'm on a journey of self-discovery...,,,,,,,,,,,,,,,,,,,,,,
自分探しの旅に出てるみたいな 気持ちになってるんだけど,I feel like I'm on a journey of self-discovery.,,,,,,,,,,,,,,,,,,,,,,
私 もう そのフェーズは 終わったかな,I think I'm done with that phase.,,,,,,,,,,,,,,,,,,,,,,
あっ 終わった？ 迷える子羊になってるじゃん,"Oh, you're done? You're just a lost lamb.",,,,,,,,,,,,,,,,,,,,,,
置いてかないでくれないかな,Please don't leave me.,,,,,,,,,,,,,,,,,,,,,,
でも また話したい 普通にホントに もし ワタルさんが 話したかったらでいいけど,"But I'd like to talk to you again, usually, if you want.",,,,,,,,,,,,,,,,,,,,,,
そんな 謙虚だね,You're so modest.,,,,,,,,,,,,,,,,,,,,,,
何か 私だけ 盛り上がってる感 すごいあったわ マジで,I felt like I was the only one who was excited.,,,,,,,,,,,,,,,,,,,,,,
それ お酒 飲んだからじゃなくて？,That's not because you were drinking?,,,,,,,,,,,,,,,,,,,,,,
２人とも 飲んでたんだけど 全然,"We were both drinking, but not at all.",,,,,,,,,,,,,,,,,,,,,,
ああ そう 相手は冷静な感じだった？,"Oh, right, so he seemed cool with you?",,,,,,,,,,,,,,,,,,,,,,
慣れてるからなのかな？ 何か…,Is it because he's used to it? He said...,,,,,,,,,,,,,,,,,,,,,,
私 すごいいいと思ってるって めっちゃ言ってあげたのに 何か そうでも… 何か そういう感じでもなかったから,"I told her how much I liked her, but she didn't seem... like that.",,,,,,,,,,,,,,,,,,,,,,
なんで でも いいって思うんだろう？ 正直 言って,I don't know why she thought it was okay. Tell me honestly.,,,,,,,,,,,,,,,,,,,,,,
それがさあ ヤバい 乱される…,"That's... Oh, man, I'm disturbed...",,,,,,,,,,,,,,,,,,,,,,
その理由がないほうが ステキだと思う,I think it's cool that you don't have that reason.,,,,,,,,,,,,,,,,,,,,,,
頭で考えてることになるじゃん 分かるってことは,It means you're thinking with your head.,,,,,,,,,,,,,,,,,,,,,,
心が動いたから 心が動いたから 以上でよくない？,I'm just thinking from my heart.,,,,,,,,,,,,,,,,,,,,,,
カッコいいなナナ先輩 なりたいと思ったから 以上でいいし,"I thought, ""That's cool, Nana, I want to be a senior."" That's all.",,,,,,,,,,,,,,,,,,,,,,
もっと話したいって 思ったことの連続に,I want to talk to you more about it.,,,,,,,,,,,,,,,,,,,,,,
夫婦とか 毎日一緒にいる 結婚生活があればいいから… ミドリちゃん,"I just want to talk more about being a couple, being together every day, being married, Midori...",,,,,,,,,,,,,,,,,,,,,,
早く知りたい 向こうが誰が 一番いいと思ってるのか,I can't wait to know who they think is best for me.,,,,,,,,,,,,,,,,,,,,,,
あれで もし 私のことホントに 気になってるんだと したら,If he's really interested in me...,,,,,,,,,,,,,,,,,,,,,,
マジで ちょっと ホントに あの… 38年間どうやって,I'd really like to know... how you've been living for the past 38 years.,,,,,,,,,,,,,,,,,,,,,,
生きてきたんですかって 感じ ホントに ホントに,"I really, really wonder how you've been living for 38 years.",,,,,,,,,,,,,,,,,,,,,,
ねっ 思わない？ ちょっと みんな…,"Don't you think? Hey, guys...",,,,,,,,,,,,,,,,,,,,,,
ただいま,I'm home.,,,,,,,,,,,,,,,,,,,,,,
おつきあいしてる中で これ 私のコンセプトが 好きなのかなって,"In the course of our relationship, I've often wondered if you like my concept.",,,,,,,,,,,,,,,,,,,,,,
思ったことが 多々あるんですよ,I've often wondered if you like my concept.,,,,,,,,,,,,,,,,,,,,,,
そう 何か この やってる内容とか,"Yes, something about what you do.",,,,,,,,,,,,,,,,,,,,,,
持ってるものとか,What I have.,,,,,,,,,,,,,,,,,,,,,,
外見とかも そうで 何か その…,Like the way you look.,,,,,,,,,,,,,,,,,,,,,,
持ってて安全な バッグじゃないけど,It's not a bag that's safe to carry.,,,,,,,,,,,,,,,,,,,,,,
そうじゃなくところで つながれるところで,"It's not, but it's something that I can connect with.",,,,,,,,,,,,,,,,,,,,,,
「ラブ･イズ･ ブラインド」を通して 出会えたら 何か それは,"If we could meet through Love is Blind, that would be...",,,,,,,,,,,,,,,,,,,,,,
かけがえのない 関係かもと思って…,I just thought maybe it's something that's irreplaceable.,,,,,,,,,,,,,,,,,,,,,,
結婚相手がここに いたらと思って⸺ 応募しました,I applied because I was hoping to find someone here to marry.,,,,,,,,,,,,,,,,,,,,,,
あっ そうなんだよね  何か聞きたいことないの？  話さないとね,"Oh, I see... Is there anything you want to ask me?  We have to talk.",,,,,,,,,,,,,,,,,,,,,,
じゃあ そうだね これからを どう描いてるんだろう？,"Well, I guess... how do you envision the future?",,,,,,,,,,,,,,,,,,,,,,
あの俺 離婚歴があるんだよね,I'm divorced.,,,,,,,,,,,,,,,,,,,,,,
あっ そうなんだ そう,"Oh, that's right.",,,,,,,,,,,,,,,,,,,,,,
あの… 一回 結婚したことがあって えっと… もう３年前ぐらいに 離婚してるんだけど,"Well, I was married once, um... divorced about three years ago.",,,,,,,,,,,,,,,,,,,,,,
実は 結婚生活やったことはある 俺は,"Actually, I was married before.",,,,,,,,,,,,,,,,,,,,,,
で その人とは別に 短かったわけじゃなくて 長かったんだけど,"And it wasn't short, it was long.",,,,,,,,,,,,,,,,,,,,,,
今はもう まったく あの 連絡も取ってないし まったく 関係もないんだけれども,"I don't keep in touch with him anymore, and we don't have a relationship at all.",,,,,,,,,,,,,,,,,,,,,,
まっ そういう観点から 結婚… 恋してる時と,"Well, from that point of view, marriage... when I was in love... and in this long bridge of married life...",,,,,,,,,,,,,,,,,,,,,,
結婚生活の この長い橋の中で,I can maintain the same kind of feelings all the way through this long bridge of marriage.,,,,,,,,,,,,,,,,,,,,,,
同じような気持ちを ずーっと維持できるって,To be able to maintain the same feelings all the time...,,,,,,,,,,,,,,,,,,,,,,
あの 努力じゃなくて ちょっと肩の力を抜く？,"Not an effort, but a little bit of a relaxation?",,,,,,,,,,,,,,,,,,,,,,
関係をどう作るかみたいなことを すごい大事にしてんのさ,I really value how to build a relationship.,,,,,,,,,,,,,,,,,,,,,,
ちなみに 私ね 結婚歴とかはね あの 何だろうな 全然 気にならない人なの,"By the way, I don't care about your marital history.",,,,,,,,,,,,,,,,,,,,,,
私は 旦那さんになったから,Now that I'm a husband...,,,,,,,,,,,,,,,,,,,,,,
嫁みたいな感じって 一般的よりかは,"I mean, I'm more of a wife kind of guy than most.",,,,,,,,,,,,,,,,,,,,,,
何か 女でいたいって 思うの ずっと,I've always wanted to be a woman.,,,,,,,,,,,,,,,,,,,,,,
だから 女性らしくいたいし,That's why I want to be a woman.,,,,,,,,,,,,,,,,,,,,,,
らしさが 人ぞれぞれかもしんないけど,I know that's different for everyone.,,,,,,,,,,,,,,,,,,,,,,
だから 何か そういうような 夫婦感を育めるのは 大事だなって思う,So I think it's important to nurture that kind of marital feeling.,,,,,,,,,,,,,,,,,,,,,,
子供がいるからとかじゃなくて,Not because we have children.,,,,,,,,,,,,,,,,,,,,,,
うんうんうん そうそう それはある 自分自身としては そう,"Yes, yes, that's true. For me personally, yes.",,,,,,,,,,,,,,,,,,,,,,
すごいね プリなんか 考えを巡らせてるからさ,"Wow, Prei, I've been thinking about it.",,,,,,,,,,,,,,,,,,,,,,
すごい それだけでも すげえ参考になる,"Wow, that alone is really helpful.",,,,,,,,,,,,,,,,,,,,,,
教室みたいじゃん,It's like a class.,,,,,,,,,,,,,,,,,,,,,,
プリアさん 気に入りましたね,"Pria, you like it.",,,,,,,,,,,,,,,,,,,,,,
自分の感じてきた人生と まあ 今 彼女が感じてる 人生っていうのは 共通する部分が あるんじゃないかなと思いました,I thought that the life I've led and the life she's leading have something in common.,,,,,,,,,,,,,,,,,,,,,,
盛り上がってしまいましたね あの話は,"That story got really exciting, didn't it?",,,,,,,,,,,,,,,,,,,,,,
ワタルさんは 話のテンポとかもよかったし,"Wataru, you had a good pace.",,,,,,,,,,,,,,,,,,,,,,
落ち着いて 大人だなっていう 雰囲気を察しとったのと あと英語ができたからかな？,"I could sense that you were calm and mature, and also because you can speak English.",,,,,,,,,,,,,,,,,,,,,,
でも 怖いのは 表情とか 普通 見えるじゃないですか,But what's scary is that you can usually see facial expressions.,,,,,,,,,,,,,,,,,,,,,,
あっ この人に 刺さってないなとか,"Like, ""Oh, this person doesn't have a hook.",,,,,,,,,,,,,,,,,,,,,,
これ まったくないから 自分がいいと思った人に,I don't have that at all.,,,,,,,,,,,,,,,,,,,,,,
いいと 思われてなかったらという…,I'm afraid that if the person I thought was good for me didn't think so...,,,,,,,,,,,,,,,,,,,,,,
もともと自己肯定感 あんまないんですので 自信がないから,I don't have much self-esteem to begin with.,,,,,,,,,,,,,,,,,,,,,,
それが一番の恐怖って 思っちゃった,That's my biggest fear.,,,,,,,,,,,,,,,,,,,,,,
おかえり,Welcome back.,,,,,,,,,,,,,,,,,,,,,,
楽しかった ワタルさん,"It was fun, Wataru.",,,,,,,,,,,,,,,,,,,,,,
今日は深い話した,We had a deep talk today.,,,,,,,,,,,,,,,,,,,,,,
もう 誰とも被らない人を 好きになればよかった,I should've fallen for someone who's not like anyone else.,,,,,,,,,,,,,,,,,,,,,,
いや こんなしんどいと 思わなかった ホントに,"No, I didn't think it would be this hard. I really didn't.",,,,,,,,,,,,,,,,,,,,,,
こんなに人のことを考える 日々になると 思ってなかったです,I really didn't think that my days would be spent thinking about other people like this.,,,,,,,,,,,,,,,,,,,,,,
すごいつらい もう それが でも,It's so hard.,,,,,,,,,,,,,,,,,,,,,,
あの子も すごいいいと 思ってるんだろうなって思うと,"But when I think about the fact that she probably thinks it's really nice, too...",,,,,,,,,,,,,,,,,,,,,,
もう何か 戦いたくないから どうぞって 思っちゃうんですよね 私,"I don't want to fight anymore, so I think, ""Go ahead.",,,,,,,,,,,,,,,,,,,,,,
君を思い浮かべて, Thinking of you...,,,,,,,,,,,,,,,,,,,,,,
興奮して眠れないよ,"I'm so excited, I can't sleep.",,,,,,,,,,,,,,,,,,,,,,
壁の向こうに はっきりと,I can feel your breath.,,,,,,,,,,,,,,,,,,,,,,
君の吐息を感じるんだ,I can feel your breath.,,,,,,,,,,,,,,,,,,,,,,
俺 もう…,I can't...,,,,,,,,,,,,,,,,,,,,,,
あれなんやけど,I don't know what it is.,,,,,,,,,,,,,,,,,,,,,,
何なんやろ？ ん？,What is it? What is it?,,,,,,,,,,,,,,,,,,,,,,
ちょっと もう…,"Oh, my God...",,,,,,,,,,,,,,,,,,,,,,
ちょっと もう？ えっ 何？,Already? What?,,,,,,,,,,,,,,,,,,,,,,
好き,I love it.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ うれしい,It makes me so happy.,,,,,,,,,,,,,,,,,,,,,,
何かね うん,I guess...,,,,,,,,,,,,,,,,,,,,,,
周りの人を みんな 何か幸せにしたいなっていう… したいなって思うのね,I want to do something to make everyone around me happy.,,,,,,,,,,,,,,,,,,,,,,
それは自分の手の 届く範囲だけだと思うけど,I think that's only within my reach.,,,,,,,,,,,,,,,,,,,,,,
でも そうしたいって 心からホントに思うし,"But I really, really want to do that.",,,,,,,,,,,,,,,,,,,,,,
お父さんが,When my father was diagnosed with fulminant hepatitis.,,,,,,,,,,,,,,,,,,,,,,
劇症肝炎になった 時に,When he had fulminant hepatitis...,,,,,,,,,,,,,,,,,,,,,,
あの 東日本大震災の １日前だったのね,It was one day before the Great East Japan Earthquake.,,,,,,,,,,,,,,,,,,,,,,
ロビー… 何か待合室で,In the lobby... in the waiting room.,,,,,,,,,,,,,,,,,,,,,,
日本地図の周りに ピカピカ めっちゃ点滅してて,"There was a map of Japan, and it was flashing all over the place.",,,,,,,,,,,,,,,,,,,,,,
東日本大震災です 日本中が危ないですっていう,The Great East Japan Earthquake. Japan is in danger.,,,,,,,,,,,,,,,,,,,,,,
ニュースがやってたけど,It was on the news.,,,,,,,,,,,,,,,,,,,,,,
何も感じなくて…,I didn't feel anything.,,,,,,,,,,,,,,,,,,,,,,
お父さんだけ助かってくれたら いいって思ったから…,I just wanted my dad to live.,,,,,,,,,,,,,,,,,,,,,,
ああ 何か 俺って たぶん… 世の中をよくしようとか,I think I'm just trying to make the world a better place.,,,,,,,,,,,,,,,,,,,,,,
誰かのために 何かできるようになりたいなとか,I wanted to be able to do something for someone.,,,,,,,,,,,,,,,,,,,,,,
何か そういう カッコつけたこと言ってたけど,"I was saying something cool like that, but...",,,,,,,,,,,,,,,,,,,,,,
誰よりも家族だけが 大事だなと思って,But family is more important than anyone else.,,,,,,,,,,,,,,,,,,,,,,
俺にとって一番 大事なのは 世界が終わっても,What's most important to me is that even if the world ends.,,,,,,,,,,,,,,,,,,,,,,
その人だけ 生きててほしいって思う…,"Even if the world ends, I want that person to live.",,,,,,,,,,,,,,,,,,,,,,
大事な家族だから,Because they're my family.,,,,,,,,,,,,,,,,,,,,,,
そう思える,That's what I want.,,,,,,,,,,,,,,,,,,,,,,
相手にしたい,I want to be with her.,,,,,,,,,,,,,,,,,,,,,,
ナナコちゃんを,I want Nanako.,,,,,,,,,,,,,,,,,,,,,,
うれしい めちゃくちゃ… めちゃくちゃ大事にする,"I'm so happy, I'm so happy, I'm so happy, I'm so happy, I'm so happy...",,,,,,,,,,,,,,,,,,,,,,
それぐらい… それに負けないぐらい,I think I can do that... as well as that.,,,,,,,,,,,,,,,,,,,,,,
できると思う,I think I can do it.,,,,,,,,,,,,,,,,,,,,,,
自信ある,I'm confident. Translated with www.DeepL.com/Translator (free version),,,,,,,,,,,,,,,,,,,,,,
うん,Yeah.,,,,,,,,,,,,,,,,,,,,,,
始まる時って いつもワクワクして 終わる時って 悲しいじゃないすか,It's always exciting when it starts and sad when it ends.,,,,,,,,,,,,,,,,,,,,,,
だから 産まれた時は 周りが いっぱい笑って,That's why people around you laugh a lot when you're born.,,,,,,,,,,,,,,,,,,,,,,
死ぬ時って周りが いっぱい泣くじゃないですか,"When you die, people around you cry a lot.",,,,,,,,,,,,,,,,,,,,,,
で 必ず来るその終わりを 誰と迎えたいかなとか,So...who do you want to celebrate the end of your life with?,,,,,,,,,,,,,,,,,,,,,,
始まりは 誰とでもいいんですけど,It doesn't matter who I start with.,,,,,,,,,,,,,,,,,,,,,,
終わりがナナコさんじゃなきゃ 嫌だなって思ったんで,But I don't like it if it doesn't end with Nanako.,,,,,,,,,,,,,,,,,,,,,,
カッコよくない？,Isn't that cool?,,,,,,,,,,,,,,,,,,,,,,
もしかして,Is that cool?,,,,,,,,,,,,,,,,,,,,,,
頑張るぞ おおっ,I'll do my best.,,,,,,,,,,,,,,,,,,,,,,
え… ちょっと待って…,Wait a minute...,,,,,,,,,,,,,,,,,,,,,,
いらっしゃい え… すごい,Welcome.,,,,,,,,,,,,,,,,,,,,,,
めっちゃうれしい ヤバい,I'm so happy!,,,,,,,,,,,,,,,,,,,,,,
ちょっと じゃあ 月の前に 来てもらっていいっすか,May I ask you to come in front of the moon?,,,,,,,,,,,,,,,,,,,,,,
立った？ はい,"Standing up? Yes, I'm here.",,,,,,,,,,,,,,,,,,,,,,
いる？ うん そこに… いるよ,"Are you there? Yes, I'm there.",,,,,,,,,,,,,,,,,,,,,,
ええ… ,"Oh, my God... ",,,,,,,,,,,,,,,,,,,,,,
手汗がすごい,My hands are sweating.,,,,,,,,,,,,,,,,,,,,,,
結婚してください よろしくお願いします,Will you marry me? Please?,,,,,,,,,,,,,,,,,,,,,,
はい お願いします,"Yes, please.",,,,,,,,,,,,,,,,,,,,,,
私も オダッチを大事にするし,"I care about Odatchi, too.",,,,,,,,,,,,,,,,,,,,,,
家族も… 大事にしたいと思うし,And I want to take good care of my family.,,,,,,,,,,,,,,,,,,,,,,
幸せにしたいなって思います,I want to make them happy.,,,,,,,,,,,,,,,,,,,,,,
やりました！,We did it!,,,,,,,,,,,,,,,,,,,,,,
みんな ありがとう！,"Thank you, guys!",,,,,,,,,,,,,,,,,,,,,,
やったよ！,I did it!,,,,,,,,,,,,,,,,,,,,,,
今まで 年下だから嫌だって 勝手に思ってたとこも あったけど,"There was a part of me that thought I didn't like him because he was younger than me, but...",,,,,,,,,,,,,,,,,,,,,,
何か そうじゃないんだなって 思ったし,But now I feel like it's not that way.,,,,,,,,,,,,,,,,,,,,,,
投げかけてくれる言葉とかが,And the words you said to me...,,,,,,,,,,,,,,,,,,,,,,
何だろ？ 私にとって 嫌味が一つもなくてというか,I don't know. There wasn't a single sarcasm in what he said to me.,,,,,,,,,,,,,,,,,,,,,,
でも しっかり 聞いてほしいことを 聞き出してくれたりとか 聞いてくれる,"But he listens to what I want to hear, and he listens to me.",,,,,,,,,,,,,,,,,,,,,,
何か この人になら ついていけるのかなとかって…,I felt like... I could follow him.,,,,,,,,,,,,,,,,,,,,,,
思えたのかなって,I thought I could follow him.,,,,,,,,,,,,,,,,,,,,,,
さあ エア日本 ええ ただいまですね,"Air Japan, yes, I'm home.",,,,,,,,,,,,,,,,,,,,,,
幸せの滑走路を加速中で,We're accelerating on the runway of happiness.,,,,,,,,,,,,,,,,,,,,,,
今 離陸いたしました ありがとうございます！,We're taking off now. Thank you!,,,,,,,,,,,,,,,,,,,,,,
えっ ちょっと待って ちょっと待って こんな感じなん？,"Wait, wait, wait! Is it like this?",,,,,,,,,,,,,,,,,,,,,,
ありがとう！,Thank you!,,,,,,,,,,,,,,,,,,,,,,
やりました,I did it!,,,,,,,,,,,,,,,,,,,,,,
はあ… 幸せ,I'm so happy!,,,,,,,,,,,,,,,,,,,,,,
ただ もう これが１つ 問題があるんですよ 対面に,But there's one more problem...,,,,,,,,,,,,,,,,,,,,,,
わあっと出て行って…,I'm going out with a bang...,,,,,,,,,,,,,,,,,,,,,,
いやいやいや 無理 無理 無理 ぐわあってくるし,"No, no, no, no, no, no, no, no, no, no, no, I can't. I can't. I can't.",,,,,,,,,,,,,,,,,,,,,,
無理みたいな,"It's like, I can't do it.",,,,,,,,,,,,,,,,,,,,,,
めちゃくちゃ そこが不安ですね 一番,That's what worries me the most.,,,,,,,,,,,,,,,,,,,,,,
今 いるのが当たり前になってる,I'm taking it for granted that I'm here now.,,,,,,,,,,,,,,,,,,,,,,
これすごい 逃げられてると思って,I feel like I'm running away from this.,,,,,,,,,,,,,,,,,,,,,,
家族を作るっていう イメージが まだ私の中では湧いてない,I still don't have the image of starting a family.,,,,,,,,,,,,,,,,,,,,,,
どこで間違えてんだろうな,I don't know where I'm going wrong.,,,,,,,,,,,,,,,,,,,,,,
そもそもこの企画に 乗り気じゃないし,I'm not sure I'm ready for this project.,,,,,,,,,,,,,,,,,,,,,,
でも 俺の気持ちは ちゃんとあるから ちゃんと手を伸ばして 待ってるよっていう,"But my feelings are there, and I'm waiting for you to reach out to them.",,,,,,,,,,,,,,,,,,,,,,
分かんないんだよね これだったら１人でいたほうが いいじゃんってなる,"I don't get it. If this is the case, it's better to be alone.",,,,,,,,,,,,,,,,,,,,,,
嫌いです こういうのは好きじゃないし,I don't like it. I don't like this kind of thing.,,,,,,,,,,,,,,,,,,,,,,
プロポーズと現在,The proposal and now...,,,,,,,,,,,,,,,,,,,,,,
私は どんどん どんどん かけ離れていってる,I'm getting further and further apart.,,,,,,,,,,,,,,,,,,,,,,
お互いぶつかるじゃない ぶつかってなくない？,We're on a collision course. We're not on a collision course.,,,,,,,,,,,,,,,,,,,,,,
昨日までは 続けたくないって思ってた,"Until yesterday, I didn't want to continue.",,,,,,,,,,,,,,,,,,,,,,
男の人として すごい好きみたいなのが 降りてないっていうだけ,I just haven't gotten over how much I like you as a man.,,,,,,,,,,,,,,,,,,,,,,
俺は だから ずっとブレてないから 俺は ずっと好きだからさ,I'm not going down. I'm in love with you.,,,,,,,,,,,,,,,,,,,,,,
俺が知りたいのは 条件ではなくて 気持ちなんだよ,"I don't want to know about conditions, I want to know about feelings.",,,,,,,,,,,,,,,,,,,,,,
信じたい,I want to believe.,,,,,,,,,,,,,,,,,,,,,,
10年後も20年後も 同じように横で笑ってくれたら,If you're still smiling at me 10 or 20 years from now.,,,,,,,,,,,,,,,,,,,,,,
