Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
当然 10辛が最強の相手,CLIENT SPICE LEVEL Spice level ten are our strongest opponents.,わかりました お尋ねします,I understand. I'll ask again.,空手が嫌いになるのも無理はないか,That explains why he hated karate.,（亮介）いいなぁ （健太）おはようございます,-Good morning. -Sarukawa.,はい,Okay.,,,,,,,,,,,,,,
体中が燃えるような強敵だ,They will set you ablaze.,うちと ほかのスーパーとの 違いは？,What makes us different from the other stores?,ちょ ちょっと なんでそれ知ってるんですか,Wait! Hold on. How do you know about that?,猿川 どうだった,-Good morning. -Sarukawa. How was it?,唐辛子とハラペーニョによって,The chili and jalapeno opened up a new world,,,,,,,,,,,,,,
はあ…,I see…,こだわりの品質 そして そこから生まれた信用です,You're particular about the quality and the trust you gained from such commitment.,ホウレンソウは 社会人の基本っすからね,Communication is a fundamental part of society.,その顔は まさか,Judging by the look on your face…,かつお節と青のりだけじゃ 見られへんかった世界が見えた,I couldn't see with just bonito flakes and laver.,,,,,,,,,,,,,,
信濃屋酒店… １辛？,Shinanoya Liquor Store… That was only spice level one?,あの お惣菜のコロッケ 食べさせていただきました,I tried your croquette.,でも そもそも悪いのは 君の彼女でしょ？,Your girlfriend is the one who is at fault.,（健太）もう バッチリです （３人）おおし,Well… It was a success!,確かにコレ 常識 覆されました,This really upturned my preconceptions.,,,,,,,,,,,,,,
10辛って 一体…,Then how bad is spice level ten?,胡椒の効いた味付けは もちろんですが,"It's seasoned well with pepper,",二股かけてたんだし,She was cheating on you.,次のデートで告白します 室長 ありがとうございました,"I will confess my feelings to her next time. Thank you, Manager.",（店主）ありがとねー,Thanks!,,,,,,,,,,,,,,
ラスボス感 ハンパないっすよね,It's like fighting against the final boss.,じゃがいも ひき肉などの具材,and I can tell you pay particular attention to,相手の男から見たら 浮気相手は 猿川のほうだしな,The other guy probably thought you stole her from him.,（谷岡）告白？ （健太）え？,-Confess? -What?,（健太）仕上がった,I feel complete.,,,,,,,,,,,,,,
イエイ！,Yup!,あ それと揚げる油の質に至るまで こだわりを持たれていますよね,"the quality of the potatoes, ground meat, and even the oil it's fried in. Right?",言わないでくださいよ 考えないようにしてたんですから,Please stop that. I was trying not to think about that.,そっちのことか,That's what you're talking about?,アカリさんの 言うたとおりでした,"You were right, Ms. Akari.",,,,,,,,,,,,,,
だが ゲキカラドウを極めれば 勝てないことはない,But you can win by mastering the way of the hot and spicy.,それらは 長年付き合いのある 農家さんや,I don't think that would be possible,あ いい思い出だって たくさんあるんですよ,I have lots of good memories too.,あのね 君と彼女の 関係なんてどうでもいいの,"Listen, we don't care about you and your girlfriend.",自分の常識 一回疑ってみるべきでした,I should've doubted my preconceived ideas.,,,,,,,,,,,,,,
ゲキカラドウ？,The way of the hot and spicy?,取引先との信頼関係がなければ おそらく成り立ちません,without maintaining a relationship of mutual trust with farmers and other suppliers.,猿川君 学んだはずだ,"Sarukawa, you should've learned by now",（健太）え？ 知りたいのは経費の件,We want to know about our expenses.,それじゃあ 私こっちだから ごちそうさま,I'll be heading home now. -Thank you for the meal. -Thank you very much.,,,,,,,,,,,,,,
,,あなたは先代社長の遺伝子を 見事に受け継がれ,You have inherited these values from the previous owner,激辛から目を背けてはいけないと,that you can't escape extreme spice.,あ あかん 完全に忘れてた,Oh no. I completely forgot.,ありがとうございました,-Thank you for the meal. -Thank you very much.,,,,,,,,,,,,,,
,,安くても良いものをお客様に 届けようと努力なさっています,in order to provide the customers with good quality at a low price.,人生は激辛の連続だ しっかり味わい 己の糧にするんだ,Life is a series of extremely spicy situations. Don't run away from it and make the best use of it.,もう最悪,This is horrible.,じゃあ,Bye.,,,,,,,,,,,,,,
,,そのこだわり抜かれた品質で,Your commitment towards quality,過去の思い出くらい 甘くしたって いいじゃないですかぁ,Why can't I at least sugarcoat my past?,あ でも 安心してください,But please don't worry.,こんにちは,Hello.,,,,,,,,,,,,,,
,,お客様との信頼関係も 築かれているんですよね,has gained immense trust from your customers., 毎度毎度 上限いっぱいまで 経費を使っているようですが いったい 何に使っているのですか？,Why are you maxing out your expenses? What are you using it on?,僕が頼めば きっと認めてくれるはずです,I'm sure she'll accept it once I ask her.,ですから お酒の営業は… 今日は お酒じゃありません,"-Like I said, I will not accept alcohol-- -Today is not about alcohol.",,,,,,,,,,,,,,
,,安くても品質が悪ければ お客様にはいらしていただけません,"Even if it's cheap, customers won't come back if the quality is bad.",全部でいくら だと思ってるんですか？,How much do you think it costs?,だって 僕と彼女の仲ですから,Because we're in that kind of a relationship now.,こちらのロンロンの新商品デト茶は,DETOX TEA This detox tea is a new product by Lonron.,,,,,,,,,,,,,,
,,私たちがこだわってきたのは,We have committed ourselves,まさか自腹とか 言わないでくださいよ,Don't tell me it's out of pocket!,やあ,-Hey. -Hello.,脂肪分解酵素を活性化させる ケルセチン,It has quercetin which helps to break down fat.,,,,,,,,,,,,,,
,,安さというこのスーパーの ブランドを守りながら,to provide quality products while maintaining, 経理部の高宮です,I'm Takamiya from accounting.,（まり子）お疲れさまです （健太）ちょっといい？,-Hey. -Hello. Can I talk to you for a second?,二日酔いに効くオルニチンが 入っておりまして,It also has ornithine to assist with hangovers.,,,,,,,,,,,,,,
,,いかに確かなものを届けられるか,our reputation as a budget-friendly supermarket.,惚れたな 単純…,He fell for her. -So easy.,ちょっと 席外します,I'll step out quickly.,普段お茶割りを多く召し上がられる キャストの皆さんには,It's the ideal product for employees who split their alcoholic drinks with tea.,,,,,,,,,,,,,,
,,じゃがいもひとつ ひき肉１グラム,"No matter how hard things get, we have to maintain",君に頼みがあって,I have a request.,ごめんね 急に ちょっと話あってさ,I'm sorry to call you out. I had to tell you something.,ピッタリな商品です,who split their alcoholic drinks with tea.,,,,,,,,,,,,,,
,,いくら厳しい時も品質を 守らなければならない,the quality of every single potato and every gram of ground meat.,経費の上限を 増やしてもらえるよう 彼女を説得してほしい,Persuade her to increase the terms of our expenses.,いえ 私もちゃんとお伝えして おきたいことがあったので,There was something I wanted to tell you as well.,どうぞ,Please try some.,,,,,,,,,,,,,,
,,商売の本質は売る人間の質だ,The true quality of a store reflects the quality of the seller.,不思議な 一体感を感じる,I feel a strange sense of unity.,え？,What?,（ハルナ） あれ 猿ちゃん どうしたの？,"Hey there. Saru, what are you doing here?",,,,,,,,,,,,,,
,,そう父に教え込まれてきました,That's what my father taught me.,この魅力 クセになる,This charm is addicting.,（まり子） それで 猿川さんのお話は？,"Mr. Sarukawa, what was it that you wanted to tell me?",こんにちは,"Saru, what are you doing here?",,,,,,,,,,,,,,
,,気づいていただき ありがとうございました,Thank you for noticing that.,仕上がりました え え？,I think I got it. -What?,あ いい いい いい もう俺の話なんか もうどうでもいいことだから,"Oh, forget about me. It wasn't anything important.",あ ぜひともみなさんも 試してみてください,"Hello. Everyone, please try this drink.",,,,,,,,,,,,,,
,,お話 伺わせていただきます,I'd like to hear about what you have to offer.,,,あ あの それより伝えたいことって？,What was it that you wanted to tell me?,どうぞ どうぞどうぞ 新商品なんです,"Hello. Everyone, please try this drink. Let me try it. It's our new product.",,,,,,,,,,,,,,
,,そうか 契約が取れたか,You were able to get that contract? -Yes.,,,経費の件ですが,It's about your expenses.,おいしい へえ デトックス効果もね,-It's delicious. -I see. It has detoxifying features.,,,,,,,,,,,,,,
,,はい 室長が教えてくださった 紅ちゃん,You were able to get that contract? -Yes. It's all thanks to you recommending Akachan and this croquette.,,,期限を過ぎた申請は 今後は一切 受け付けません,We will no longer accept applications that are past the deadline.,はい 今よりも かなり コストを抑えられるはずです,That's right. It will be cost-effective for you as well.,,,,,,,,,,,,,,
,,それと このコロッケのおかげです,It's all thanks to you recommending Akachan and this croquette.,,,次回からきっちり 期限を守っていただきます,Please submit it on time from now on.,ご検討いただけないでしょうか,Will you consider it?,,,,,,,,,,,,,,
,,美味しいもんね なかやのコロッケ,Nakaya's croquettes are delicious.,,,え？,What?,うん いいんじゃん これで,Let's go with this.,,,,,,,,,,,,,,
,,はい 見たら どうしても食べたくなって…,"Once I saw it, I couldn't resist.",,,私は甘すぎました,I was too naïve.,（ミユキ）いつものお茶より こっちのほうがいい,I like this better than our usual tea.,,,,,,,,,,,,,,
,,でも安心してください ちゃんと買ってますよ,Don't worry. We also got what you asked for.,,,これからは 厳しく 仕事していくつもりですので,"I plan to be strict from now on,",（サクラ） アカリばっかりじゃなくてさ⸺,"You always listen to Akari,",,,,,,,,,,,,,,
,,話が見えないんだけど どういうこと？,I don't understand what's going on.,,,覚悟してくださいね,so please be prepared.,たまには 私たちの意見も聞いてよ,but you should take our opinions into consideration too.,,,,,,,,,,,,,,
,,何事も本質が大事だと 教わったんです,I was taught the importance of essence in all things.,,,ど どうしたの急に… あ 部長に何か言われた？,What happened all of a sudden? Did your manager say something?,そうしないと みんな辞めるから,"Otherwise, we'll all quit.",,,,,,,,,,,,,,
,,そして その本質を 見極めることがゲキカラドウ,And identifying that essence is the way of the hot and spicy.,,,いえ 自分の気持ちに 気づいたんです,No. I came to realize my own feelings.,わかりました 検討してみましょう,I understand. I will consider it.,,,,,,,,,,,,,,
,,それで このコロッケ 食べていいの？ はい 店長が お土産にってくれたんですよ,Can I eat these croquettes? -Yes. The owner gave it to us.,,,ヤム･ウンセンを食べて なんだか 前田部長みたいだなって,"When I ate the yum woon sen, it reminded me of Manager Maeda.",ありがとうございます,Thank you.,,,,,,,,,,,,,,
,,どうぞ いただきまーす,Enjoy. -Thank you.,,,え…,What?,なるほど それで 酒から切り替えたのか,I see. That's why you switched gears from alcohol?,,,,,,,,,,,,,,
,,大河内さんもコロッケ…,Ms. Okochi would you like…,,,不思議ですね,-This is so strange. -What?,はい さすがパイセン やりますね,-Yes. -Wow. You did such a great job.,,,,,,,,,,,,,,
,,あ もしかして コロッケも 食べないんでしたっけ？,Ms. Okochi would you like… Or do you not eat croquettes?,,,いや 辛いのに 甘くって 酸っぱくって,"It's spicy, but it's also sour and sweet.",いや キャバクラなら お酒だと思い込んでた自分を,But Ms. Akari helped me to change my preconceptions,,,,,,,,,,,,,,
,,同期なんだから 敬語とか やめない？,"We're colleagues, so let's stop the formalities.",,,いろんな味がする,There are so many flavors to it.,気づかせてくれたのは アカリさんだからさ,about alcohol and hostess bars.,,,,,,,,,,,,,,
,,そのほうが勝負のしがいが あるでしょ,It makes the challenge more worthwhile.,,,美味しい,It's delicious.,でも なんで そんな遠回しなことしたんだろ ん？,But I wonder why she beat around the bush like that?,,,,,,,,,,,,,,
,,そうですね あ いや そうだね,I understand… I mean… okay.,,,私 好きになっちゃいました,I fell in love.,いや 直接お茶にすればって 言ってくれればいいじゃん？,Why couldn't she be straightforward and suggest you offer tea?,,,,,,,,,,,,,,
,,コロッケ 気持ちだけもらっとく,"I won't eat the croquette, but thanks for offering.",,,ヤム･ウンセン,Yum woon sen.,あぁ 確かに,"Yes, now that you mention it.",,,,,,,,,,,,,,
,,はい,Okay.,,,ヤム･ウンセンは 辛いから美味しいんです,Yum woon sen is delicious because it's fiery and spicy.,そう言われてみれば そうっすね,That's true.,,,,,,,,,,,,,,
,,激辛道,"The way of the hot and spicy""?",,,ん？,What?,まったく 男って生き物は 女心がわかんないわね,Oh jeez. The male species will never understand a woman's psyche.,,,,,,,,,,,,,,
,,この道はね 探求の道でもある,This road is also a quest.,,,仕上がりました,I think I got it.,え？,What?,,,,,,,,,,,,,,
,,私たちは何処から来て 何処へ行くのか,"Where did we come from, and where are we headed?",,,猿川さん 前田部長のことを 冷たい人だって言いましたけど,"You said that Manager Maeda is cold,",ええっ そんなことある？,What? -Is that possible? -What's possible?,,,,,,,,,,,,,,
,,私たちは何者か 誰も知らない,Nobody knows who we truly are.,,,本当はそんなことないんです,but he's not like that at all.,（山崎）そんなことある？ （亮介）そんなこと？,-Is that possible? -What's possible?,,,,,,,,,,,,,,
,,だがね 答えを見つけることが 重要なんじゃない,But finding the answer is not what's important.,,,あの残業した翌朝…,The morning after I worked overtime…,（山崎） いやいや そんなことあった？ （亮介）どういうことですか？ （山崎）いやいやいやいや…,-Is that a possibility? -What?,,,,,,,,,,,,,,
,,答えを得ようと努力することが 大切なんだ,The importance is in making the effort to find those answers.,,,疲れた顔してるぞ,You look tired.,そういえば室長 18万の領収書なんですけど,"Manager, as for the 180,000-yen receipt--",,,,,,,,,,,,,,
,,その道が激しく辛くともね,No matter how arduous and difficult that road may be.,,,あ… すみません,I'm sorry.,あぁ あれならすんなり落ちたよ,"Oh, it was accepted.",,,,,,,,,,,,,,
,,激しく辛い道,Arduous and difficult road?,,,もう あんなことはやめろ ほかの部にも知られ⸺,Don't help out like that. What if other departments,え？,What?,,,,,,,,,,,,,,
,,ああ 辛い…,Yes… -It sure is difficult. -What happened?,,,少しぐらい期日を過ぎても 大丈夫だと思われたらどうなる？,start to think that it's okay to go beyond the deadline?,お前は 追い込まれたほうが 力を発揮すると思ってな,I thought you'd exert more power under pressure.,,,,,,,,,,,,,,
,,どうしたんすか？,It sure is difficult. -What happened?,,,おまえの負担が増えるだけだ 体壊しちまうぞ,It'll become a burden for you. It'll tire you out.,えー やめてくださいよ そういうの,Stop doing that to me.,,,,,,,,,,,,,,
,,出会いと別れが同時にね,Meeting and parting happened at the same time.,,,でも ま あの短時間で よく処理した お疲れさま,But you did well in that short amount of time. Good job.,猿川くん 一皮ならぬ １辛(ひとカラ)むけたな ふふふふ,"Sarukawa, you ripened and matured through this experience.",,,,,,,,,,,,,,
,,まさに ゲキカラドウ,This is truly the way of the hot and spicy.,,,すごく辛口な人ですけど 時々 甘くって酸っぱくって,"He can be fiery, but sometimes he's sweet and tangy.",お昼行ってきます,I'm off to lunch.,,,,,,,,,,,,,,
,,気持ちだ！,Put your feelings into it!,,,この気持ちに気づけたのは 猿川さんのおかげです,"Thanks to you, I was able to realize my true feelings.",（秋山）何食おうかな （山崎）行こう あとで話聞こう,I'll go too. We have things to talk about.,,,,,,,,,,,,,,
,,辛口空手道場と 激辛マーボー豆腐,Fiery Karate Dojo and Super Spicy Mapo Tofu.,,,また誘ってくださいね,Please invite me out again.,それにしても 最近 向かうところ敵なしだね,"Lately, you've been invincible.",,,,,,,,,,,,,,
,,空手だけは… 何やってんだ,Karate is… -What are you doing with her?,,,あ それで 猿川さんのお話は？,"Mr. Sarukawa, what was it that you wanted to say?",はぁ あ ありがとうございます,Thank you.,,,,,,,,,,,,,,
,,抜け駆けはさせないわよ,I won't let you beat me to it.,,,あ うん いい いい くだらないことだからさ,You can forget it. It's nothing important.,このまま一気に 10辛まで駆け上がりますよ,I'll continue until I reach spice level ten.,,,,,,,,,,,,,,
,,どんなに恐ろしくても,"No matter how daunting it seems,",,,そうですか？ じゃあ戻りますね,Is that so? Okay. Then I'll be heading back inside.,あはは 頼もしい 期待してるよ,I'll continue until I reach spice level ten. -How reliable. I'm counting on you. -Thanks.,,,,,,,,,,,,,,
,,ちゃんと味わえば その良さがわかる,"No matter how daunting it seems, I can find the appeal if I take time to search for it. So I challenged myself.",,,早く戻らないと また部長に怒られちゃう,"If I don't head back soon, my manager will get mad at me.",はい じゃあ 僕もお昼行ってきます,-How reliable. I'm counting on you. -Thanks. I'll head off to lunch.,,,,,,,,,,,,,,
,,だから ちゃんと味わって みようって思ったんです,I can find the appeal if I take time to search for it. So I challenged myself.,,,じゃあ 失礼します,Bye.,そうだと いいがな,I hope you're right.,,,,,,,,,,,,,,
,,,,,,辛(から)い 辛(から)すぎる,It's too spicy and painful.,～♪,THIS DRAMA IS A FICTION,,,,,,,,,,,,,,
,,,,,,また誘ってください て もう完全に脈ありっすね,"""Please invite me out again."" You definitely have a chance with her.",“辛口銭湯と激辛メキシコ料理”,Episode six. Fiery Bathhouse and Super Spicy Mexican Food.,,,,,,,,,,,,,,
,,,,,,なんでここに？,-Why are you here? -I was told to check up on you.,次は別腹編 行ってみるか,It's time for something different.,,,,,,,,,,,,,,
,,,,,,様子みてこいって みんな パイセンの恋を応援してるんすよ,-Why are you here? -I was told to check up on you. Everyone is rooting for your relationship to succeed.,（友麻） 問題はきょうの銭湯,The problem lies at the bathhouse.,,,,,,,,,,,,,,
,,,,,,イエイ イエイ イエイ！,Everyone is rooting for your relationship to succeed.,（友麻）番台に室長の 不倫相手がいたんです,Manager's mistress was at the front desk.,,,,,,,,,,,,,,
,,,,,,絶対 ウソ…,That's definitely a lie.,（健太） メキシコ料理って 初めて食べます,It's my first time trying Mexican food.,,,,,,,,,,,,,,
,,,,,,（友麻）はぁ なにそれ,Are you serious?,（健太）とんでもない,This is no joke.,,,,,,,,,,,,,,
,,,,,,経費の上限アップは不可能だな,I guess we can't add more terms to our expenses.,（谷岡）大丈夫か （健太）はい,-Are you okay? -Yes.,,,,,,,,,,,,,,
,,,,,,ていうか この先 さらに厳しくなりそう,"In fact, it's probably going to become even more strict from now on.",,,,,,,,,,,,,,,,
,,,,,,ヤム･ウンセンさえ 食べなければ,If only we didn't eat the yum woon sen.,,,,,,,,,,,,,,,,
,,,,,,全部 室長のせいですよ,"It's all your fault, Manager.",,,,,,,,,,,,,,,,
,,,,,,激辛から何を学ぶのか それは人それぞれだ,What you learn from extreme spices is up to each individual.,,,,,,,,,,,,,,,,
,,,,,,そもそも人も激辛と同じで 単純な味に魅力は感じない,"But similar to extreme spices, humans do not find appeal in bland flavor.",,,,,,,,,,,,,,,,
,,,,,,時に辛く 時に甘く 時に酸っぱい,"Sometimes spicy, sometimes sweet, and sometimes sour.",,,,,,,,,,,,,,,,
,,,,,,そんな複雑な男にこそ 人は惹かれるものだ,People are attracted to complex men like that.,,,,,,,,,,,,,,,,
,,,,,,俺が単純すぎるってことですか？,Are you saying that I'm too simple?,,,,,,,,,,,,,,,,
,,,,,,そうでしょ 間違いなく,Of course. Without a doubt.,,,,,,,,,,,,,,,,
,,,,,,えぇ…,No way.,,,,,,,,,,,,,,,,
,,,,,,そんなパイセンが大好きっすよ イエイ,That's what I love about you.,,,,,,,,,,,,,,,,
,,,,,,思えば 恋は ヤム･ウンセンとよく似ている,"Come to think of it, love is similar to yum woon sen.",,,,,,,,,,,,,,,,
,,,,,,いっけん 色鮮やかで美しいが 一口食べれば,"At first glance, it looks colorful and pretty, but when you take a bite,",,,,,,,,,,,,,,,,
,,,,,,甘く酸っぱく そして辛い,"it's sweet, sour, and spicy.",,,,,,,,,,,,,,,,
,,,,,,だからこそ クセになる,That's why it's addictive.,,,,,,,,,,,,,,,,
,,,,,,さっ 仕事仕事,Let's get back to work.,,,,,,,,,,,,,,,,
,,,,,,深ーい 深いっすね パイセン,How deep. Don't you agree?,,,,,,,,,,,,,,,,
,,,,,,～♪,THIS DRAMA IS A FICTION,,,,,,,,,,,,,,,,
,,,,,,（ナレーション）第５話 “辛口キャバクラと 激辛お好み焼き”,Episode 5. Fiery Hostess Bar and Super Spicy Okonomiyaki.,,,,,,,,,,,,,,,,
,,,,,,（秋山） 限られた時間の中で どうやって 相手を落とすか,You have to win them over within a limited amount of time.,,,,,,,,,,,,,,,,
,,,,,,営業とキャバクラは 共通してるんだ,There are similarities between sales and hostess bars.,,,,,,,,,,,,,,,,
,,,,,,あの店 ロンロンの商品が 一個もなかった,That place didn't have a single Lonron product.,,,,,,,,,,,,,,,,
,,,,,,絶対に落とせ 死に物狂いでやれよ,Get it. As if your life depends on it.,,,,,,,,,,,,,,,,
,,,,,,（健太） ナンバーワンの人って,AN AFTER-HOUR ENCOUNTER WITH MIRACULOUS SUPER SPICY DISHES I thought number one hostesses go to expensive places.,,,,,,,,,,,,,,,,
,,,,,,もっと高級な店ばかり 行ってるのかと思ってました,I thought number one hostesses go to expensive places.,,,,,,,,,,,,,,,,
,,,,,,ちょちょちょ 何してるんすか？,Wait. What are you doing?,,,,,,,,,,,,,,,,
,,,,,,（健太）ん？ 何やこれ…,What is this? Subtitle translation by: Lili Morita,,,,,,,,,,,,,,,,
