Words,Meaning,Sentences,Translation
手渡す,"to hand over, to surrender",そのテーブルの上の新聞を手渡してもらえませんか。,Could you hand me the newspaper on the table?
行き成り,"abruptly, suddenly, all of a sudden, without warning (jump over/onto)",彼がいきなり目の前に出てきたの。,He suddenly appeared in front of me.
急に,"swiftly, rapidly, quickly, immediately, hastily, hurriedly, suddenly, abruptly, unexpectedly, sharply, steeply (happens earlier)",大雨で川の水が急に増えた。,The river swelled rapidly because of the heavy rain.
突然,"abrupt, sudden, unexpected (happens unpredictably in an instant)",その建物は突然崩れ落ちた。,The building fell down suddenly.
確り,"tightly (holding on), firmly, securely, strongly (built), solidly, sturdily, steadily (with strength, solid, firm)",腐らないようにしっかりと蓋を締めなさい。,Tighten the lid so that it doesn't go bad.
確り,"tightly (holding on), firmly, securely, strongly (built), solidly, sturdily, steadily (with strength, solid, firm)",彼女はロープをしっかりと握った。,She took a strong hold on the rope.
確り,"tightly (holding on), firmly, securely, strongly (built), solidly, sturdily, steadily (with strength, solid, firm)",彼は落ちないように、しっかり勉強している。,He is studying hard for fear he should fail.
確り,"tightly (holding on), firmly, securely, strongly (built), solidly, sturdily, steadily (with strength, solid, firm)",ごちそうをしっかり召し上がれ。,Please eat up your dinner.
確り,"tightly (holding on), firmly, securely, strongly (built), solidly, sturdily, steadily (with strength, solid, firm)",私は彼女をしっかり抱きしめた。,I hugged her tightly.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",彼は部屋をきちんと整理した。,He set things in order in his room.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",自分の部屋はきちんと片づけておきなさい。,Keep your room neat and tidy.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",約束はきちんと果たすべきだ。,You should carry out your promises.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",食事療法にきちんと従うように。,It's important to follow a strict diet.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",きちんと授業に出席すること。,Students should attend classes regularly.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",きちんと考えてから話し始めなくてはいけません。,You should think before you begin to speak.
きちんと,"properly, accurately, exactly, precisely, regularly, neatly, tidily, orderly (with in method/order/process)",私の話を最後まできちんと聞いてください。,"Hear me out, please."
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",ちゃんと座ってろ。,Sit tight.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",彼はちゃんと私が言いつけておいたとおりにやった。,He did exactly as I had told him.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",長続きしないってこともちゃんと分かってた。,But he knew it couldn't last.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",うちの赤ん坊はまだちゃんとしゃべれない。,Our baby is not yet articulate.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",ポンプはちゃんと動かなかった。,The pump didn't work properly.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",ちゃんと意識しないで気付いていたのでしょう。,I expect you realised that without being conscious of it.
ちゃんと,"diligently, seriously, earnestly, reliably, steadily, legitimately, perfectly, properly, exactly (correct form, sufficient result)",この道具はちゃんと使えばとても役に立つ。,"If it is used properly, this tool will be a great help."
ぴったり,"tightly, closely​, exactly, precisely, suddenly, perfectly, ideally",彼はその仕事にぴったりだ。,He's perfect for the job.
ぴったり,"tightly, closely​, exactly, precisely, suddenly, perfectly, ideally",彼女のスカートはぴったり合っている。,Her skirt fit perfectly.
ぴったり,"tightly, closely​, exactly, precisely, suddenly, perfectly, ideally",このドレスは私にぴったりです。,This dress is perfect for me.
ぴったり,"tightly, closely​, exactly, precisely, suddenly, perfectly, ideally",その言葉がそれを説明するにはぴったりだね。,That's the perfect word to describe it.
至らない,"imperfect, incompetent, inadequate, careless",あいつには至らないとこもあるけど俺は好きだ。,I like him even though he has his faults.
至る,"to arrive at (e.g. a decision), to reach (a stage), to attain, to lead to (a place), to get to",もう決断に至りましたか。,Have you come to a decision yet?
到る,"to arrive at (e.g. a decision), to reach (a stage), to attain, to lead to (a place), to get to",ついに彼らは決定するに到った。,"Finally, they came to a decision."
至って,"very much, exceedingly, extremely",私は至って健康で風邪ひとつひきません。,I am quite healthy and have had no cold.
必ず,"always, without exception, necessarily, certainly, without fail, positively, invariably",必ず私の家に立ち寄りなさい。,Be sure to drop in at my house.
きっと,"surely, undoubtedly, almost certainly, most likely",彼はきっと今度の試験に合格するだろう。,I'm sure he'll pass the coming exam.
是非,"certainly, without fail, by all means (strong conviction to certainly do something)",ぜひ京都へ行くべきだよ。,You should visit Kyoto.
確かに,"surely, certainly",確かに彼は利口な少年だ。,"He is a clever boy, to be sure."
絶対に,"absolutely, unconditionally, never (with neg. verb)",君の考えは絶対に不可能だ。,Your idea is absolutely impossible.
向け,"intended for ..., oriented towards ..., aimed at ...",初心者向けのコースがありますか。,Do you have a course for beginners?
向き,"direction, orientation, aspect, exposure",女優は後ろ向きに舞台から落ちた。,The actress fell backward over the stage.
向き,"direction, orientation, aspect, exposure",逆さまに向きを変えてください。,Please turn over.
向き,"suited to, suitable for, designed for",その映画は子供向きだ。,This movie is suitable for children.
舞台,"stage (theatre, theater), scene or setting (e.g. of novel, play, etc.)",物語の筋はある島を舞台に展開する。,The action of the story takes place on an island.
多少,"more or less, somewhat, a little, a few, some, amount, quantity",彼には多少経済学の知識がある。,He has a knowledge of economics.
貴族,"noble, aristocrat, peer",彼は純粋の貴族だ。,He's a genuine aristocrat.
となると,"where ... is concerned, when it comes to ..., if it comes to ..., as far as ... is concerned",政治の事となると私には全然わからない。,"When it comes to politics, I know nothing."
悲しむ,"to be sad, to mourn for, to regret",何をそんなに悲しんでいるの。,What makes you so sad?
安い,"cheap, inexpensive, calm, peaceful, quiet",もっと安い廉価版はないのですか。,Haven't you got a cheaper edition?
派,"clique, group, coterie, (political) faction, wing, party, school",私はネコ派です。,I am a cat person.
派,"clique, group, coterie, (political) faction, wing, party, school",彼はいわゆる行動派だ。,He is what is called a man of action.
可能,"possible, potential, practicable, feasible",事態はまだ改善可能だ。,The situation is still capable of improvement.
帽子,"hat, cap",この帽子は１０００円なら安い。,This hat is cheap at 1000 yen.
目の前,"before one's eyes, in front of one, under one's nose, immediate, imminent, around the corner",私の目の前にある景色はとても美しかった。,The scene before me was very beautiful.
嫌う,"to hate, to dislike, to loathe",彼のやり方はとても嫌われていた。,His way of doing things was much disliked.
記録,"record, minutes, document, record (e.g. in sports), results, score",先ごろあなたの人事記録に誤りを発見しました。,We recently discovered an error in your personnel record.
記録する,"to record, to document, to set a record (e.g. in sports), to show a result, to reach a value",実験はすべてフィルムに記録された。,The whole experiment was recorded on film.
だめ,"no good, not serving its purpose, useless, broken",彼の言うことなんて信用したらだめだよ。,You can not believe a word he says.
気に入る,"to like, to be pleased with, to be delighted with, to take a liking to, to suit one's fancy",この部屋はとても気に入っている。,I am quite comfortable in this room.
気に入る,"to like, to be pleased with, to be delighted with, to take a liking to, to suit one's fancy",君の考えが気に入って、採用した。,I liked your idea and adopted it.
慣れる,"to get used to, to grow accustomed to, to become familiar with, to become skilled in, to become experienced at",君はすぐに当地での生活に慣れるでしょう。,You will soon get accustomed to living here.
慣れる,"to get used to, to grow accustomed to, to become familiar with, to become skilled in, to become experienced at",私は都会の騒音に慣れていない。,I'm not accustomed to the city noises.
間もなく,"soon, before long, in a short time",まもなく富士山が見えてきた。,By and by Mt. Fuji came into sight.
崩れる,"to collapse, to crumble, to break down, to get out of shape, to lose one's shape, to become disorganized",壁が地震で崩れた。,The wall gave way in the earthquake.
捲る,"to turn up, to roll up (e.g. sleeves), to do over and over again, to do relentlessly",学生は一晩中さわぎまくった。,Students bustled about all the night.
だから,"so, therefore (cause/reason-sudden/unexpected  action/conduct)",妻は外食が好きで、だから食事を作る必要がないのです。,My wife likes to eat out and so she doesn't have to cook.
それで,"and, thereupon, because of that (cause/reason-fact/truth/reality happened/happening)",雨がひどく降ってきた、それで私たちは屋内で遊んだ。,"It was raining hard, so we played indoors."
そこで,"so, accordingly, now, then, thereupon, therefore (problem/situation-solution/resolution)",彼は上京し、そこで彼女と結婚した。,"He came up to Tokyo, and there married her."
すると,"thereupon, hereupon (event/incident/affair-event/incident/affair happens just right after)",緑のボタンを押して下さい、すると明かりがつきます。,"Push the green button, and the light goes on."
振る,"to wave, to shake, to swing, to sprinkle, to throw, to cast, to allocate (work), to turn down",彼女は手を振って彼らのテーブルを示した。,She waved her hand to indicate their table.
解決,"settlement, solution, resolution",どう解決するのか教えてください。,Please let me know how you are going to solve it.
万事解決,"everything turning out fine, the whole thing being settled",あなたの決断のおかげで万事解決した。,Your decision has resolved the whole problem.
決断,"decision, determination",もう決断に至りましたか。,Have you come to a decision yet?
賑わう,"to be crowded with people, to be bustling with, to prosper; to flourish",海水浴場は海水浴客で賑わっていた。,The beach was crowded with swimmers.
賑やか,"bustling, busy, crowded, lively, prosperous, thriving",彼の店は町の賑やかな区域にある。,His store is located in a busy part of town.
区域,"limits, boundary, domain, zone, sphere, territory, area",ここは立入禁止区域です。,This is a restricted area.
地域,"area, region",この地域は雨が続くでしょう。,This area will continue to be rainy.
込む,"to be crowded, to be packed, to be congested, to be thronged (with)​, to go into",電車が込んでいる。,The train is crowded.
混む,"to be crowded, to be packed, to be congested, to be thronged (with)​",列車はとても混んでいたので上野まで立ちとおした。,"The train was very crowded, so I just stood there until Ueno."
混み合う,"to be crowded, to be packed, to be jammed",彼の店はいつも客で混み合っている。,His store is always crowded with customers.
立て込む,"to be crowded (with), to be packed, to be piled up (of work), to be busy (with)",この地域は今や立て込んできた。,The area is built up now.
確率,"probability, likelihood, chances",キャンセル待ちで乗れる確率はどれくらいですか。,What is the probability of getting on the waiting list?
率直,"frank, candid, straightforward, openhearted, direct, outspoken",社員たちは会議で率直な意見を交わした。,The staff exchanged frank opinions in the meeting.
効率,efficiency,このコンピューターは強力で効率がよく使いやすい。,"This computer is powerful, efficient, and easy to use."
軽率,"rash, thoughtless, careless, hasty, imprudent",軽率な行動はするな。,Don't behave lightly.
能率,"efficiency, moment",そうすれば能率が上がりますよ。,That makes for efficiency.
比率,"ratio, proportion, percentage",先進国の中では日本が高齢者の人口比率が高い。,"Among developed countries, Japan has the highest percentage of elderly population."
利率,interest rate,利率は少しずつ上昇するだろう。,Gradually the interest rate will increase.
年率,annual rate (of interest),年率に換算すると、この四半期の増加は４％の成長になる。,"When annualized, the quarterly gain represents a 4% growth."
率先,taking the initiative,彼は率先して計画を実行した。,He took the initiative in carrying out the plan.
率いる,"to lead, to spearhead (a group), to command (troops)",指揮官は軍を率いて敵地に入った。,The commanding officer led his army into enemy territory.
税率,"tariff, tax rate",給与が増えるに比例して、所得税率もあがっていく。,The income tax rate increases in proportion as your salary rises.
伸び率,"growth rate, coefficient of extension",産業の伸び率には驚きだ。,I'm amazed by the rate at which industries grow.
打率,batting average,彼は打率が高い。,He has a high batting average.
効率的,efficient,勉強は効率的にしなくてはいけない。,You should study in an efficient manner.
性格,"character (of a person), personality, disposition, nature",私はいつも不思議な性格の方が好きだった。,I always liked strange personalities.
正確,"accurate, correct, precise, exact",彼の観察は正確だ。,He is accurate in his observation.
積雪,"fallen snow, snow cover",冬季積雪期は拝観不可。,Not open to the public during the winter snow season.
積雪量,"amount of snowfall, snow accumulation",黒菱の積雪量は約2cm。,The amount of snow at Kurohishi is about 2cm.
大量,"large quantity, massive (quantity), mass (e.g. mass production, mass transit, mass destruction)",その機械は大量の電気を発生させる。,The machine generates a lot of electricity.
重量,weight,申し訳ありませんが、重量超過料をお支払いください。,"I'm sorry, you have to pay for the extra weight."
測量,"measurement, surveying",英国の測量法では４クオートは１ガロンだ。,"In the imperial measurement system, four quarts equals one gallon."
分量,"amount, quantity",その作り方の分量は六人分です。,The recipe serves six people.
少量,"small quantity, small amount",この水は少量のアルコールを含んでいる。,This water contains a little alcohol.
多量,"large quantity, large amount",機械は多量の電気を使用する。,Machinery uses a lot of electricity.
数量,"quantity, volume, amount",輸出予定数量及びその仕向地。,Planned export volumes and their destinations
計量,"measuring, weighing, metric, distance function",計量する前にすりきりしなさい。,Level off the sugar when measuring out.
容量,"capacity, volume",タンクの容量は５０ガロンだ。,The tank has a capacity of fifty-gallons.
降水量,"amount of precipitation, precipitation",今夏の降水量は普通でなかった。,This summer we had an unusual amount of rain.
力量,"ability, capacity, capability, talent, physical strength",彼には社長になれるような力量はない。,He doesn't have the capacity to be president.
音量,volume (sound),その騒音の音量を下げるか消すかしなさい。,Either turn down that noise or turn it off.
減量,"loss in weight (esp. body weight), weight reduction, loss in quantity, reduction of quantity",これはあなたの減量に役立つ良い運動です。,This is a good exercise to help you lose weight.
得る,"to be able to, can, to get, to acquire, to obtain, to procure",ほとんど得るところがなかった。,I got next to nothing.
得る,"to be able to, can, to get, to acquire, to obtain, to procure",言葉の意味は文脈によって変わりうる。,The meaning of words can change according to their context.
胃,stomach,私は胃に激しい痛みを覚えた。,I felt a sharp pain in the stomach.
やつ,"fellow, guy, chap, thing, object, he, she, him, her",彼は生まれつき親切なやつだ。,He is by nature a kind fellow.
そうだ,"that is so, that is right, it looks to me, that's my impression",彼女は高校生でしたか。はいそうです。,"""Was she a high school student?"" ""Yes, she was."""
そうだ,"people say that, it is said that, I hear that",あの翻訳は原文に忠実だそうだ。,The weather forecast says it will be cooler tomorrow.
とも,"certainly, of course, to be sure, surely, even if, no matter, without even, without so much as",よく覚えているともその日のことは。,Well do I remember the day.
とも,"certainly, of course, to be sure, surely, even if, no matter, without even, without so much as",何が起ころうとも、私はあなたに味方するということを覚えていて下さい。,"Whatever happens, please remember I'll stand by you."
大きな,"big, large, great",大きな型の冷蔵庫がほしい。,I want to buy a large sized refrigerator.
長い,long,彼は私に長い手紙をくれた。,He wrote me a long letter.
白い,white,白いドレスはありますか。,Do you have a dress in white?
全く,"really, truly, entirely, completely, wholly, perfectly, indeed",僕はその結論にまったく不満はありません。,I have nothing to complain of the conclusion.
語,"language, word",妹は英仏語を使いこなす。,My sister has a good command of both English and French.
風,"wind, breeze, draught, draft",風がまだ強く吹きます。,The wind still blows hard.
仕事,"work, job, business, occupation, employment, vocation, task",仕事を成し遂げましたか。,Did you accomplish the task?
あり,ant,蟻の行列のような難民,An ant-like stream of refugees.
ナイフ,knife,このナイフは刃が鋭く、よく切れる。,This knife has a fine edge and cuts well.
どうか,"please, somehow or other, one way or another",どうかしばらく私を一人にさせて。,Please don't interrupt me for a while.
添う,"to meet, to satisfy, to comply with, to live up, to accompany, to go with",残念ながら、御要望には添いかねます。,"I am sorry, but I cannot meet your requirement."
苦労,"trouble, hardship, difficulty, labour, labor, toil, pains, anxiety, worry, concern, cares",バスの停留所を見つけるのに大いに苦労した。,We had much difficulty in finding the bus stop.
苦労,"trouble, hardship, difficulty, labour, labor, toil, pains, anxiety, worry, concern, cares",全ての研修生はつらい仕事の苦労を分かち合っている。,All the trainees share the burden of toil.
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",君がくれた時計は狂っているよ。,The watch you gave me doesn't keep time.
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",彼女は怒りで気も狂うほどだった。,She was mad with anger.
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",あなたは狂ってる。,You are crazy.
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",彼はテニスに狂ってる。,He is mad about tennis.
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",そんなことを言うなんて気でも狂ったのか。,Have you lost your sense to say so?
狂う,"to go mad, to lose one's mind, to go crazy, to go insane, to get out of order, to go amiss, to go wrong",ピアノは調子が狂っていて、ひどい音色だった。,The piano was out of tune; it sounded very bad.
急変,"sudden turn, sudden change",彼の病状が急変するとは誰も思っていなかった。,Nobody expected that his condition would take a sudden turn.
配属,"assignment (of a person to somewhere), attachment (of a person to another unit, organization, etc.)",営業マンだって、リストラ予備軍に配属されないように必死な訳です。,Even salespeople are desperate to avoid being assigned to the reserve army for restructuring.
成し遂げる,"to accomplish, to finish, to fulfill",彼はその計画を成し遂げた。,He carried out the plan.
直接,"direct, immediate, personal, firsthand",私はその情報を直接手に入れた。,I got the information at first hand.
直接,"direct, immediate, personal, firsthand",それは物資を直接交換する制度である。,It is a system of direct exchange of goods.
直接,"direct, immediate, personal, firsthand",彼はあなたに直接連絡すると思います。,He will be contacting you directly.
正直,"honest, frank, candid, straightforward, honestly, frankly",私の知っている限りでは、彼は正直な男だ。,"So far as I know, he is an honest man."
正直,"honest, frank, candid, straightforward, honestly, frankly",正直言って君は間違っている。,"Frankly speaking, you are in the wrong."
正直,"honest, frank, candid, straightforward, honestly, frankly",正直どいつもこいつもパッとしない。,"Frankly, no one really stands out."
垂直,"vertical, perpendicular",彼は紙のうえに垂直な線を何本か引いた。,He drew some vertical lines on the paper.
垂直,"vertical, perpendicular",その崖はほとんど垂直です。,The cliff is almost vertical.
直ちに,"at once, immediately, directly, in person, automatically",彼らはその計画を直ちに実行に移すべきだと提案した。,They suggested that we should put the plan into practice right now.
直ちに,"at once, immediately, directly, in person, automatically",我々は、この計画が直ちに実行されるように強く要求する。,We insist that this project be carried out immediately.
直ちに,"at once, immediately, directly, in person, automatically",君は直ちに医者に行く必要がある。,It is necessary for you to see a doctor at once.
率直,"frank, candid, straightforward, openhearted, direct, outspoken",率直に話しても大丈夫です。,You can afford to speak frankly.
率直,"frank, candid, straightforward, openhearted, direct, outspoken",社員たちは会議で率直な意見を交わした。,The staff exchanged frank opinions in the meeting.
率直,"frank, candid, straightforward, openhearted, direct, outspoken",彼は率直に私の欠点を指摘した。,He frankly pointed out my faults.
率直,"frank, candid, straightforward, openhearted, direct, outspoken",彼女は彼の率直な言葉に屈辱をおぼえた。,She was mortified by his frank remark.
率直,"frank, candid, straightforward, openhearted, direct, outspoken",本件についての率直なご意見をお聞かせください。,Could you share your honest opinion on this issue?
湾,"bay, gulf, inlet",私たちの家からは下に湾が見える。,We overlook the bay from our house.
我々,we,我々は列車に乗り遅れないよう早く出発した。,We started early so as not to miss the train.
悪口,"slander, bad-mouthing, abuse, insult, speaking ill (of)",人前で彼の悪口を言うな。,Don't speak ill of him in public.
割る,"to divide, to cut, to halve, to separate, to split, to rip, to break",彼は私を困らせるためにわざと花瓶を割った。,He broke the vase on purpose to bother me.
笑い,"laugh, laughter",皮肉な笑いを浮かべて彼は私を見つめた。,He stared at me with a satirical smile.
話題,"opic, subject",君の提言が会合の席で話題にのぼったよ。,Your suggestion came up at the meeting.
綿,cotton plant,我々は綿の代わりにピーナッツを植えた。,We planted peanuts instead of cotton.
わずか,"only, merely, (a) little, small quantity",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.
わざと,on purpose,彼はわざと足を踏んだのです。,He stepped on my foot on purpose.
分ける,"to divide (into), to split (into), to part, to separate, to divide",このケーキを君たち三人で分けなさい。,Divide this cake among you three.
脇,"armpit, under one's arm, side, flank, beside, close to, near",彼女は白い本を脇に抱えていた。,She had a white book under her arm.
わがまま,"selfish, egoist, self-indulgent, wilful, willful",彼女は彼のわがままを許さなかった。,She didn't tolerate his selfishness.
別れ,"parting, separation, farewell, (lateral) branch, fork, offshoot",私は客に別れのあいさつを述べた。,I bade farewell to the guests.
ワイン,wine,白ワインは魚料理にはつきものだ。,White wine is the usual companion of fish.
輪,"ring, circle, loop",大きな輪を描こうよ。,Let's make a big circle.
論文,"thesis, essay, treatise, paper, article",彼の論文は小説のように読める。,His paper reads like a novel.
論争,"dispute, controversy",ここで何かやろうとすると必ず論争がある。,Nothing is ever done here without dispute.
論じる,"to discuss, to talk about, to deal with (a topic), to srgue",この問題は多くの経済学者によって論じられてきた。,This issue has been debated by many economists.
駐車禁止区域,no-parking zone,駐車禁止区域に車を止めてはいけません。,You must not park your car in a no parking zone.
駐車禁止,"no parking, parking prohibited",この道路は車は駐車禁止になっています。,This road is closed to cars.
裏返す,"to turn inside out, to turn the other way, to turn (something) over",彼は肌着を裏返しに着た。,He put on his undershirt inside out.
裏返す,"to turn inside out, to turn the other way, to turn (something) over",袋を裏返しにしなさい。,Turn your bag inside out.
済ます,"to finish, to get it over with, to conclude, to settle, to get along",電話で済まそうと思いました。,I thought I could settle it by phone.
澄ます,"to clear, to make clear, to be unruffled, to be unconcerned, to look demure",あの社長秘書はいつも澄ましている。,That president's secretary is always so clear.
続ける,"to continue, to keep up, to keep on",続けて行ってみようと思います。,I'm going to keep trying.
稼ぐ,"to earn (income), to make (money), to score (points, victory), to gain (time), to play (for time)",熟練した機械工はかなりの賃金を稼ぐ。,A skilled mechanic earns decent wages.
熟練した,"experienced, skilled, proficient",彼は熟練した登山家だ。,He is an adept climber.
登山家,"mountain climber, mountaineer",登山家達は暗くなる前に頂上に着いた。,The mountain climbers reached the summit before dark.
熟練,"skill, dexterity, proficiency",彼は熟練のピアニストだ。,He is a proficient pianist.
稼働,"operation (of machine), operating, running, working",工場はフル稼動している。,The factory is running at full capacity.
稼ぎ,earnings,彼のわずかな稼ぎで暮らしていくのは困難だった。,It was difficult to live on his meager earnings.
わずか,"only, merely, (a) little, small quantity",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.
追加料金,"additional fees, charges",わずかな追加料金で配達サービスが利用できます。,You can use the delivery service for a small additional charge.
配達,delivery,ここでお買い上げの品は無料で配達します。,Articles bought here will be delivered free of charge.
無料,"free (of charge), gratuitous",登録用紙は無料で入手できます。,I am able to obtain a registration form for free.
登録,"registration, accession, register, entry, record",会員の名前をいつ登録したのか。,When did they register the names of the members?
入手,"acquisition, obtaining, coming to hand",私は彼から直接その情報を入手した。,I got the information from him directly.
直接,"direct, immediate, personal, firsthand",私は彼から直接にその情報を得た。,I got the information from him directly.
得る,"to get, to earn, to acquire, to procure, to gain, to secure, to attain, to obtain",知恵は経験なしには得られない。,Wisdom cannot come without experience.
無しには,without,彼の助け無しには、やっていけない。,I cannot manage without his support.
知恵,"wisdom, wit, sagacity, sense, intelligence",経験を積むにつれて更に知恵が身につく。,You get more wisdom as you have more experiences.
に連れて,"as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)",売り上げが増えるにつれて収益も上がる。,"In proportion as the sales increase, the profit will rise."
売り上げ,"amount sold, sales, proceeds, takings, turnover",売り上げを伸ばそうと焦らなくてもいい。,Don't worry about making lots of sales.
収益,"earnings, proceeds, returns, revenue",投資の収益は高いだろう。,The return on the investment will be high.
投資,investment,大投資かは株を買い占めた。,The big investor bought up the stocks.
買い占める,to buy up,大投資かは株を買い占めた。,The big investor bought up the stocks.
身につく,"to master (e.g. a skill), to become accustomed to (e.g. a lifestyle), to acquire (e.g. a habit)",私たちの行動の圧倒的な部分は学んで身についたものだ。,An overwhelming part of our behavior is learned.
圧倒的,overwhelming,彼らは圧倒的に優勢な敵と戦っていた。,They were attacking against overwhelming odds.
優勢,"superiority, superior power, predominance, preponderance",その考えは今日なお優勢である。,The idea still prevails.
劣勢,"inferiority (e.g. numerical), inferior position, disadvantage, unfavorable ",あのダークホースは予備選挙の前は、劣勢でした。,The dark horse candidate was losing in the polls before the primary.
稼業,"trade, business, occupation, profession, job",俺の稼業はとても複雑でねぇ,My job is very complicated.
稼働率,"operating ratio, rate of operation, availability factor",最大および最小トリップ稼働率ターゲットと一致,Matches maximum and minimum trip utilization targets
生活,"living, life (one's daily existence), livelihood",私は規則正しい生活をしている。,I have an orderly lifestyle.
規則正しい,"regular, well-regulated, systematic, orderly",その都市は美しく規則正しく設計されている。,The city is laid out with beautiful regularity.
設計,"plan, design, layout",街路はよく設計されている。,The streets are laid out quite well.
街路,"road, street, avenue",北海道の街路はとても広い。,The streets of Hokkaido are very wide.
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",私はきっちり３時間待った。,I have waited a full three hours.
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",彼女は入ってからきっちりドアを閉めた。,She closed the door tightly behind her.
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",彼女は物事きっちりしている。,She is doing things precisely.
本気,"seriousness, earnestness, truth, sanctity",彼は本気になって勉強を始めた。,He got serious and started studying.
賭ける,"to wager, to bet, to risk, to stake",トランプで賭けてはいけない。,You must not gamble at cards.
床,"floor, stage",彼女は、目を閉じて床に座った。,"She sat on the floor, her eyes closed."
元,"origin, source, base, basis, cause, ingredient",私はその噂の元は知りません。,I don't know the origin of the rumor.
底,"bottom, sole",底まではとても距離があるように思える。,It seems a long way to the bottom.
老いる,"to age, to grow old",彼は自分が老いていくのを感じた。,He felt himself growing old.
職,"job, work, employment, occupation, duties, trade, skill",彼女はその職に特別に抜擢された。,She was especially selected for the post.
父,father,父は入院中のおじを見舞いにいった。,Father visited my uncle in hospital.
日本,Japan,日本では、月給です。,"In Japan, we are paid by the month."
らしい,"seeming, appearing, -ish, like a, typical of",彼は偉大な運動選手だったらしい。,It seems that he was a great athlete.
熱,"heat, fever, temperature, poassion",私は今朝から少し熱がある。,I have had a slight fever since this morning.
枚,counter for flat objects,ボストンまでの２等の切符を２枚ください。,"Two second-class tickets to Boston, please."
シャツ,shirt,我々のチームは赤シャツを着ていた。,Our team were wearing red shirts.
多様,"diverse, varied",彼の才能は大変素晴らしくそして多様である。,His abilities were very great and various.
的,"-like, typical",それは感動的な光景だった。,It was a moving sight.
強いる,"to force, to compel, to coerce, to press, to impose",彼らは我々に服従を強いた。,They enforced obedience upon us.
ところで,"by the way, incidentally",ところでこの件は注意する必要がある。,"This case requires watching, by the way."
後,behind-rear,彼は私に後に残れと命じた。,He bade me stay behind.
後,after-later,雨天の後には晴天が来る。,After rain comes fair weather.
力,force-strength-capability,新しいチームには優勝する力がある。,The new team has the capability to win.
新,new,彼女は彼に新工場を案内して見せてくれた。,She gave him a tour of the new factory for me.
付ける,attach-join-add-append,荷物にこの荷札を付けてください。,Attach this label to your package.
本当に,really-truly,今夜のご馳走は本当においしかったです。,The dinner was so delicious.
何も,nothing,彼に彼女について何も言わない方がいい。,You may as well tell him nothing about her.
子供,child,子供はいろいろな影響を受けやすい。,Children are open to various influences.
向かう,face-go towards-head towards,いぬ達は月に向かって遠吠えしていた。,The dogs were howling at the moon.
向かう,face-go towards-head towards,海に向かって叫びたい。,I want to face towards the ocean and scream.
向かう,face-go towards-head towards,電車は駅に向かっていた。,The train headed for the station.
向ける,turn towards-point,彼女は私に背中を向けた。,She turned her back to me.
向ける,turn towards-point,彼はカメラを私に向けた。,He turned his camera on me.
向ける,turn towards-point,彼は東京に向けて出発した。,He set out for Tokyo.
開く,to open,机の引き出しが開いている。,The desk drawer is open.
はず,should happen (expectation),その汽車は１０時までに大阪に着くはずだ。,The train should reach Osaka by ten.
母,mother,母は忙しそうに料理をしていた。,The mother seemed busy cooking.
ために,"for, for the sake of, because of",交換のために返却したいと思います。,I would like to return it to you for replacement.
すると,"thereupon, hereupon",私はちょうど出かけようとしていた、すると雨が降りだした。,"I was just going out, when it began to rain."
どうして,"why, in what way, how",どうしてそんな危険を犯すのですか。,Why do you take such a risk?
どうして,"why, in what way, how",どうして君は何も話さないのか。,How come you say nothing?
