Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
〝保安官〞 いると知らなくて,"Dad, I didn't know they were gonna be here.",,,,,,,,,,,,,,,,,,,,,,
自分を信用してる,I trust that I can handle myself.,,,,,,,,,,,,,,,,,,,,,,
関わるな 12時には帰れ,I don't want you talking to her. I want you home by 12:00.,,,,,,,,,,,,,,,,,,,,,,
１時で 12時半だ,-1:00. -12:30.,,,,,,,,,,,,,,,,,,,,,,
じゃあ…,"Well,",,,,,,,,,,,,,,,,,,,,,,
安全な旅を祈るわ,good luck and safe travels.,,,,,,,,,,,,,,,,,,,,,,
最後もハグなし？ まったく,Still not a hugger. Got it.,,,,,,,,,,,,,,,,,,,,,,
パンダの群れごと 持ち帰る勢いだな,"Jeez, you get any better at this, you'll be taking home a whole pack.",,,,,,,,,,,,,,,,,,,,,,
パンダは群れない 孤独を好む,Pandas don't travel in packs. They prefer solitude.,,,,,,,,,,,,,,,,,,,,,,
言いたいことは分かった,All right. Subtle hint taken.,,,,,,,,,,,,,,,,,,,,,,
人を待ってるの,You should know I'm waiting for someone.,,,,,,,,,,,,,,,,,,,,,,
その幸運な男か女は誰？,"Oh yeah, who's the lucky guy… or girl?",,,,,,,,,,,,,,,,,,,,,,
関係ある？,What does it matter to you?,,,,,,,,,,,,,,,,,,,,,,
邪魔してごめん,Didn't mean to interrupt.,,,,,,,,,,,,,,,,,,,,,,
別に,You're not.,,,,,,,,,,,,,,,,,,,,,,
門限を設けられた 急がないと時間がない,This is gonna be trickier than I thought. Dad hit me with a curfew. We need to go if I'm gonna make it back in time.,,,,,,,,,,,,,,,,,,,,,,
まずはアレから逃げる,I've got some dead weight I need to lose first.,,,,,,,,,,,,,,,,,,,,,,
花火が始まったら駐車場裏に,Meet me behind the parking lot when the fireworks start.,,,,,,,,,,,,,,,,,,,,,,
あっちに孤独な女がいる,"You see that sad, lonely woman over there?",,,,,,,,,,,,,,,,,,,,,,
パンダが必要なのは彼女よ,She needs this pathetic validation more than I do.,,,,,,,,,,,,,,,,,,,,,,
渡してきて,Would you mind distracting her?,,,,,,,,,,,,,,,,,,,,,,
愛してるよ,I love you. I love you.,,,,,,,,,,,,,,,,,,,,,,
行く前に これを受け取って,"Hey, before you leave, I wanted you to have this.",,,,,,,,,,,,,,,,,,,,,,
君の父親の 学生時代の捜査資料だ,It's your dad's police file from when he was at Nevermore.,,,,,,,,,,,,,,,,,,,,,,
父さんが警戒する原因だよ,I think it's the reason my dad hates him.,,,,,,,,,,,,,,,,,,,,,,
大丈夫？,You okay?,,,,,,,,,,,,,,,,,,,,,,
人と関わるのに不慣れで,I'm not used to people engaging with me.,,,,,,,,,,,,,,,,,,,,,,
普通は避けられる,Most see me coming and cross the street.,,,,,,,,,,,,,,,,,,,,,,
君は怖くない ただ…,You're not scary. You're just kinda…,,,,,,,,,,,,,,,,,,,,,,
変だ,kooky.,,,,,,,,,,,,,,,,,,,,,,
奇妙と言って,I prefer spooky. Oh.,,,,,,,,,,,,,,,,,,,,,,
電車は１時間後よ 急いで,Now my train leaves in an hour. We're burning moonlight.,,,,,,,,,,,,,,,,,,,,,,
分かったよ,"Uh, right, right.",,,,,,,,,,,,,,,,,,,,,,
こっちだ 人混みで撒(ま)こう,"Come on, Wednesday. Wednesday! We can lose them in the crowd.",,,,,,,,,,,,,,,,,,,,,,
ウェンズデー 急がないと,"Wednesday, we need to go. Wednesday, come on.",,,,,,,,,,,,,,,,,,,,,,
ローワン！,"Wednesday! -Rowan, come back!",,,,,,,,,,,,,,,,,,,,,,
ローワン 待って,"Rowan, wait!",,,,,,,,,,,,,,,,,,,,,,
なぜ追ってくるんだ？,What do you want? Why are you following me?,,,,,,,,,,,,,,,,,,,,,,
あなたに危険が迫ってる,"I don't have time to explain, but you're in danger.",,,,,,,,,,,,,,,,,,,,,,
その反対だよ,I think you've got it backwards.,,,,,,,,,,,,,,,,,,,,,,
君が危ない 何なの？,You're the one who's in danger. -What are you doing?,,,,,,,,,,,,,,,,,,,,,,
みんなを守るため 君を殺す,Saving everyone from you. [grunts] I have to kill you.,,,,,,,,,,,,,,,,,,,,,,
あなたが像を落とした？,"The gargoyle, that was you?",,,,,,,,,,,,,,,,,,,,,,
ああ,Yeah.,,,,,,,,,,,,,,,,,,,,,,
“意外な犯人”ね,It's always the quiet ones.,,,,,,,,,,,,,,,,,,,,,,
その子は君だろ？,Girl in the picture. That's you.,,,,,,,,,,,,,,,,,,,,,,
絵が殺す動機？,You want to kill me because of some picture?,,,,,,,,,,,,,,,,,,,,,,
25年前に あの学園で 母が描いた絵だ,My mother drew that picture 25 years ago when she was a student at Nevermore.,,,,,,,,,,,,,,,,,,,,,,
母は予言者だった,She was a powerful Seer.,,,,,,,,,,,,,,,,,,,,,,
死に際に聞いた ローワン 下ろして,"Told me about it before she died. -Rowan, put me down.",,,,,,,,,,,,,,,,,,,,,,
あの少女を止めるのが 僕の使命と言われた,"No! My mother said it was my destiny to stop this girl if she ever came to Nevermore,",,,,,,,,,,,,,,,,,,,,,,
あの子は学園の全てを 破壊する,because she will destroy the school and everyone in it.,,,,,,,,,,,,,,,,,,,,,,
ローワン,Rowan.,,,,,,,,,,,,,,,,,,,,,,
ローワン,Rowan.,,,,,,,,,,,,,,,,,,,,,,
私の可愛い黒雲よ,"Hello, my little black cloud.",,,,,,,,,,,,,,,,,,,,,,
最初の週はどうだった？,"So tell us darling, how was your first week?",,,,,,,,,,,,,,,,,,,,,,
振り返ろう,Let's see.,,,,,,,,,,,,,,,,,,,,,,
２度 死にかけて,"I narrowly avoided death twice,",,,,,,,,,,,,,,,,,,,,,,
父が殺人犯の可能性を知る,"discovered that my father may be a murderer,",,,,,,,,,,,,,,,,,,,,,,
私は学園を破壊するかも,"learned that I could potentially destroy the school,",,,,,,,,,,,,,,,,,,,,,,
殺人モンスターに 命を救われた,and was mysteriously saved by a homicidal monster.,,,,,,,,,,,,,,,,,,,,,,
悔しいけどママの言うとおり,"As much as it pains me to admit, you were right, Mother.",,,,,,,,,,,,,,,,,,,,,,
ここが好きになりそう,I think I'm going to love it here.,,,,,,,,,,,,,,,,,,,,,,
今シーズンの展開は…,This season on Wednesday…,,,,,,,,,,,,,,,,,,,,,,
物語は暗転へ向かう,This story's about to take a dark turn.,,,,,,,,,,,,,,,,,,,,,,
幸い…,"Luckily,",,,,,,,,,,,,,,,,,,,,,,
暗転は好きだ,I'm not afraid of the dark.,,,,,,,,,,,,,,,,,,,,,,
誰も信じないけど 確かに怪物を見た,"There's a monster out there, but everyone believes I made it all up.",,,,,,,,,,,,,,,,,,,,,,
私が正気だと証明しないと,I need to find something that can prove I haven't lost my mind.,,,,,,,,,,,,,,,,,,,,,,
森の怪物に夢中だね,You're really obsessed with this monster-in-the-woods thing.,,,,,,,,,,,,,,,,,,,,,,
馬とアイドルに 夢中なほうがいい？,Would you rather I develop an obsession with horses and boy bands?,,,,,,,,,,,,,,,,,,,,,,
最近は どう？,"So, tell us everything.",,,,,,,,,,,,,,,,,,,,,,
何かに追われ 付きまとわれ,"Since you've abandoned me, I've been hunted, haunted,",,,,,,,,,,,,,,,,,,,,,,
殺されかけた,and the target of an attempted murder.,,,,,,,,,,,,,,,,,,,,,,
なんて最高の学園なんだ,"Ah, Nevermore, I love you so!",,,,,,,,,,,,,,,,,,,,,,
なぜ全ての問題の 中心にいるの？,How do you manage to end up at the center of every terrible thing that happens here?,,,,,,,,,,,,,,,,,,,,,,
強運だから,Incredible luck.,,,,,,,,,,,,,,,,,,,,,,
あの学園に通えば 当然 親の秘密を知る,You insisted I go to this school. Did you really think I wouldn't find out your secret?,,,,,,,,,,,,,,,,,,,,,,
全容は知らない,You don't know the full story.,,,,,,,,,,,,,,,,,,,,,,
模様替えは勧めたけど,"When I suggested giving your side of the room a makeover,",,,,,,,,,,,,,,,,,,,,,,
殺人鬼のコルクボードは 想定外,I did not have Ted Bundy's Pinterest in mind. Ew.,,,,,,,,,,,,,,,,,,,,,,
必ず 解き明かす,This ends now.,,,,,,,,,,,,,,,,,,,,,,
私が大声で叫んだら,"If you hear me screaming bloody murder,",,,,,,,,,,,,,,,,,,,,,,
楽しんでるから ほっといて,there's a good chance I'm just enjoying myself.,,,,,,,,,,,,,,,,,,,,,,
全話公開中,Watch all episodes now.,,,,,,,,,,,,,,,,,,,,,,
