Sentences,Translation
その庭園は日本式に設定されている。,The garden is set up in the Japanese style.
ご自由にリンクを設定して下さい。,Please feel free to set up a link.
設定料金に労務費用は含みません。,The price does not include the cost of labor.
交渉の場を設定せねばならない。,We'll have to set up a negotiating table.
初期設定のまま使ってるの？,Are you using the default settings?
明日は雨かしら。,Will it rain tomorrow?
雪になるのかしら？,Will it snow?
針金は電気を伝える。,The wire conveys electricity.
この蓋、きつすぎて開けれないんだけど。,"I can't open this lid, it's too tight."
このふたは固くて取れないよ。,This lid is too tight to get off.
私は彼の名前の読み方がわからない。,I don't know how to read his name.
食器を洗おう。,Let's wash the dishes.
食器を台所に運んでね。,Take the dishes to the kitchen.
彼は大通りに店を構えている。,He has a store on the main street.
彼はジャマイカに新居を構えた。,He has a new house in Jamaica.
茶摘みの季節になった。,It's tea picking season.
イチゴの季節です。,It is strawberry season.
春は楽しい季節だ。,Spring is the season of fun.
寒い季節がやってくるよ。,The cold season is coming.
お前正気か？,Are you insane?
お前が悪いよ。,It's your fault.
おまえの勝ちだ。,You win.
お前は狂っている。,You're insane.
きちんと座りなさい。,Sit up properly.
すべてきちんと整っている。,Everything is in order.
彼は部屋をきちんと整理した。,He's tidied up the room.
モーターがきちんと動かない。,The motor doesn't work properly.
きちんと授業に出席すること。,Attend class properly.
食事療法にきちんと従うように。,Follow the diet properly.
ちょっときついです。,They're a little tight.
この靴はきつすぎる。,These shoes are too tight.
このジャケットはきつい。,This jacket is too tight.
彼はこっそりささやいた。,He whispered secretly.
彼はこっそりと裏口へ移動した。,He moved stealthily to the back door.
いつもこんなに無口なの？,Why is he always so quiet?
なんでこんなに眠いんだろう。,I wonder why I'm so sleepy.
こんなに嬉しいことはないよ。,I've never been so happy.
さっさとやりなさい。,Get on with it.
さっさと準備しなさい。,Get ready.
さっさと宿題をしなさい。,Get your homework done.
ほら、さっさと答えなよ。,"Come on, answer the questions."
冷水浴で彼はさっぱりした。,The cold water bath refreshed him.
一風呂浴びてさっぱりした。,I took a bath and felt refreshed.
ドイツ語がさっぱり分からない。,I don't understand a word of German.
あなたをさっぱり理解できない。,I don't understand you at all.
人生ずっと勉強。,I've been studying all my life.
彼はずっと忙しい。,He's always busy.
ずっと考えてたの。,I've been thinking.
娘は母にそっくりです。,My daughter looks just like her mother.
その絵は本物そっくりだ。,That painting looks so real.
時間はたっぷりある。,There is plenty of time.
どうせやるなら上手にやれ。,"If you're going to do it, do it well."
どうせ行くんでしょ。,You're going anyway.
時がどんどんたってゆく。,The time was ticking away.
風がどんどん強くなった。,The wind was getting stronger and stronger.
彼は眼鏡を外した。,He took off his glasses.
マスクを外さないで。,Don't take off your mask.
気に入った？,Do you like it?
気に入ってる？,Do you like it?
たいした奴だ。,He's a great guy.
彼女はたいした美人だ。,She's a real beauty.
それはたいした功績だ。,That's a big deal.
大した違いはありません。,It doesn't make much difference.
私は海を見下ろした。,I looked down at the ocean.
私は自分の本に有名な言葉を引用した。,I quoted a famous speech in my book.
新聞はその演説から数箇所引用していた。,The newspaper quoted several passages from the speech.
非難されるべきは君だ。,It is you who should be blamed.
僕の行動は非難を招いた。,My actions were reprehensible.
湖は直径３マイルある。,The lake is three miles in diameter.
池の直径はどのくらいですか。,What is the diameter of the pond?
その池は直径１００メートルある。,The pond is a hundred meters in diameter.
彼女は最後まで耐えた。,She held out until the end.
それは見るに耐えない。,It's unbearable to watch.
彼女はよく悲しみに耐えた。,She endured the grief well.
どうにか泳げます。,Somehow I can swim.
どうにか乗り越えるよ。,I'll get over it somehow.
彼はどうにか難局をのがれた。,He somehow managed to get out of the predicament.
彼はどうにか逃げる事が出来た。,Somehow he managed to escape.
彼女はあっさりと答えた。,She answered easily.
彼はその問題をあっさり解いた。,He solved the problem easily.
彼はどうやら正しいようだ。,He was apparently right.
どうやら明日は雨のようだ。,It looks like it's going to rain tomorrow.
どうやら晴れるようですね。,It looks like it's going to be sunny.
どうやら誤解があるようだ。,There seems to be a misunderstanding.
どうやら道に迷ったようだ。,We seem to have lost our way.
天気はどうやら回復しそうだ。,It looks like the weather is going to improve.
年々公害が悪化する。,Every year the pollution gets worse.
事態はますます悪化した。,Things have gotten worse.
悪化したのですか。,Has it gotten worse?
自然環境の悪化を阻止しましょう。,Let's stop the deterioration of the natural environment.
橋が圧力で落ちた。,The bridge fell down under pressure.
彼は圧力に屈した。,He succumbed to the pressure.
私の意図は十分あなたに伝わった。,My intentions have been well communicated to you.
彼は病院の管理運営に責任がある。,He is responsible for the administration and management of the hospital.
学校を運営する費用が上昇し続けた。,The cost of running the school kept rising.
その工場は大規模で運営されている。,The factory is run on a large scale.
彼は事業を大規模に営んでいる。,He runs his business on a large scale.
川に沿って歩いた。,We walked along the river.
船は岬に沿って回った。,The boat went around the cape.
私は通りにそって歩いた。,I walked along the street.
その通りは川に沿っている。,The street follows the river.
船は四国の海岸にそって進んだ。,The boat went along the coast of Shikoku.
私たちの家は道路に沿って立っている。,Our house stood along the road.
崖っぷちに沿って狭い道が通っている。,A narrow street runs along the edge of the cliff.
この通りに沿って行けば駅に着きます。,"If you follow this street, you will reach the station."
重要な役を演じる。,Play an important role.
黄金のベッドで眠る金持ち。,A rich man sleeping in a golden bed.
蟹は甲殻類だよ。,The crab is a crustacean.
この汽車は世界の果て行きの終列車です。,This train is the last train to the end of the world.
河川は豪雨で氾濫しました。,The river was flooded by heavy rains.
河川の盆地には普通肥沃な農地がある。,There is usually fertile farmland in the river basin.
保護回路を飛ばしてしまおう。,Let's skip the protection circuit.
彼女の思考回路がまったく理解できない。,I don't understand her thought process at all.
男の人の思考回路って分かんない。,I don't know what a man's thought process is.
私はあなたに仕事を確保できる。,I can secure you a job.
ニュートンは引力の法則を確立した。,Newton established the law of gravitation.
私たちは週休二日制確立を目指している。,We're trying to establish a two-day workweek.
さつまいも掘りをしましょう。,Let's dig sweet potatoes.
サツマイモを掘ろうよ。,Let's dig sweet potatoes.
変化したウイルスは感染しやすい。,The altered virus is easy to transmit.
感染の徴候は見られない。,I don't see any signs of infection.
朝食用のパンはぎりぎり足りる。,There is just barely enough bread for breakfast.
費用はギリギリまで切り詰められた。,The expenses were cut down to the barest minimum.
彼は終電にぎりぎり間にあった。,He was just in time to catch the last train.
時間はあっという間に過ぎた。,The time flew by.
彼はあっという間に寝入ってしまった。,He fell asleep in no time at all.
ぎゅっと抱きしめて。,I hugged her tightly.
彼女をぎゅっと抱きしめた。,I hugged her tightly.
赤ん坊には善悪が認識出来ない。,Babies can't recognize right and wrong.
世界は彼を認識していなかった。,The world did not recognize him.
美の認識は倫理の検査となり得る。,The perception of beauty can be a test of ethics.
私は大切な仕事を任された。,I was given an important job.
第一の難関はどうにか突破した。,I managed to get past the first obstacle.
もう一回挑戦してみたいです。,I would like to try again.
私は一か八か彼の挑戦を受けてみた。,I took a chance and accepted his challenge.
私はこの挑戦をとても楽しんでいる。,I'm really enjoying this challenge.
スカイダイビングに挑戦したことある？,Have you ever tried skydiving?
僕らは一度もそれに挑戦したことがない。,We've never tried it.
ウィンドサーフィンに挑戦したことある？,Have you ever tried windsurfing?
君は挑戦したら出来ると僕は確信してる。,I'm sure you can if you try.
事故の原因はまだ捜索中だ。,We're still searching for the cause of the accident.
私たちは散開して森の中を捜索した。,We've spread out and searched the woods.
この湖はこの箇所が一番深い。,This part of the lake is the deepest.
私はスキー中に２箇所も骨折した。,I broke my arm in two places while skiing.
先生はもう一度重要な箇所を要約した。,The teacher summarized the important points again.
新聞はその演説から数箇所引用していた。,The newspaper quoted several passages from the speech.
強風のため電線が数箇所で切断された。,High winds had knocked down power lines in several places.
これはその分析を始めるのに良い箇所だ。,This is a good place to start the analysis.
いまさら遅いよ。,It's too late now.
彼女は服をさっと着た。,She put on her clothes quickly.
さっとシャワーを浴びた。,She took a quick shower.
彼女の表情がさっと変わった。,Her expression changed quickly.
頭上の雲がさっと流れていった。,The clouds above my head quickly drifted away.
猛烈な暑さだ。,The heat was fierce.
彼らは、猛烈にいがみあっている。,They are bickering furiously.
赤ちゃんは猛烈に泣き始めた。,The baby began to cry furiously.
彼女はひとりでやるのが望ましい。,She preferred to do it alone.
結果は望ましいものではなかった。,The result was not desirable.
それは望ましい結果とは言えない。,It is not a desirable outcome.
人口は変動しないでいる。,The population remains unchanged.
金の価格は日ごとに変動する。,The price of gold fluctuates from day to day.
工場の閉鎖が決まった。,The factory has been closed.
その鉱山は閉鎖している。,The mine is closed.
工場は十年前に閉鎖された。,The factory was closed ten years ago.
空港は霧のために閉鎖された。,The airport has been closed due to fog.
その博物館は今は閉鎖している。,The museum is closed now.
その通りは十時を過ぎると閉鎖していた。,The street was closed after ten o'clock.
君は木の下へ避難した。,You took shelter under a tree.
彼は雨を避ける避難場所を捜した。,He sought shelter from the rain.
権力には責任が伴う。,With power comes responsibility.
豪雨は雷を伴った。,The heavy rain was accompanied by thunder.
暴風雨には雷が伴った。,The storm was accompanied by lightning.
その手術には大変な痛みが伴う。,The surgery involves a lot of pain.
四月から新学期が始まる。,A new semester starts in April.
新学期が始まっちゃった。,The new semester has started.
まもなく新学期が始まります。,The new semester will start soon.
彼は任務にあたっている。,He is on a mission.
彼は任務にあたっている。,He is on a mission.
そよ風が彼女の顔をなでた。,A gentle breeze brushed her face.
あの夜、彼女の肌を優しく撫でていた。,It had gently caressed her skin that night.
明日の夜とかどう？,How about tomorrow night?
ドライブとかどう？,How about a drive?
明日の夜9時とかどう？,How about tomorrow night at nine o'clock?
何か趣味とかありますか。,Do you have any hobbies?
何とかなるよね？,"We can work something out, right?"
すごく寒いよね？,"It's very cold, right?"
そこで何起こしたの？,What happened there?
そこで誰に会ったのですか。,Who did you meet there?
練習が完ぺきにする。,Practice makes perfect.
君の英語は完璧だ。,Your English is perfect.
彼は全ての点で完璧だ。,He is perfect in every way.
姉は頭の回転がいい。,My sister has a good head on her shoulders.
惑星は太陽の周囲を回転する。,The planets revolve around the sun.
訳文を原文と比較しなさい。,Compare the translation with the original.
彼はその模造品を本物と比較した。,He compared the imitation with the real thing.
彼はロープを引っ張った。,He pulled on the rope.
彼は私の襟首を引っ張った。,He tugged at my collar.
彼は私のシャツを引っ張った。,He tugged at my shirt.
袖を引っ張らないでください。,Don't pull on the sleeves.
それに掴まって。引っ張るぞ。,Hold on to it. I'll pull it.
この生地は引っ張るとすぐ伸びる。,This fabric stretches easily when pulled.
真実は一つです。,There is only one truth.
この辺りの家賃の相場はいくらですか。,How much is the rent in this area?
彼女は出席を拒否した。,She refused to attend.
チャンピオンがタイトルを防衛した。,The champion defended his title.
明日はどうやら雨らしいよ。,"It's supposed to rain tomorrow, apparently."
彼の趣味は切手収集です。,His hobby is stamp collecting.
政治は国民主体であるべきです。,Politics should be people-oriented.
彼は新聞記者を経て作家になりました。,He worked as a newspaper reporter before becoming a writer.
今日は流通の仕組みを勉強しましょう。,Let's study the distribution system today.
その制度は廃止されました。,That system has been abolished.
試合の代表メンバーが確定した。,The members of the national team for the match were finalized.
つまらない試合に飽きてきた。,I'm getting tired of boring games.
彼は良い笑いのセンスをしている。,He has a good sense of humor.
彼は勇敢な兵士でした。,He was a brave soldier.
彼は慎重な選手だ。,He is a careful player.
慎重に選びなさい。,Choose carefully.
彼は行動が慎重だ。,He is careful in his actions.
彼は言葉を慎重に選んだ。,He chose his words carefully.
彼は慎重に義務を遂行した。,He carried out his duty carefully.
彼は勤勉な学生です。,He is a diligent student.
一般に日本人は勤勉だ。,Japanese people in general are diligent.
彼の生活はのんきだ。,His life is carefree.
生まれつき実にのんきな男だ。,He is really a carefree man by nature.
時々ね、感情的になっちゃうの。,"Sometimes, I get emotional."
たまに感情的になることがあります。,Sometimes I get emotional.
科学者が感情的になるのはよくない。,It's not good for scientists to be emotional.
彼らは感情的な苦痛と絶望を経験した。,They have experienced emotional pain and despair.
この町は活気がない。,This town is not lively.
通りは活気に溢れている。,The streets are full of life.
彼は活気のある人です。,He is a lively person.
東京は活気にあふれている。,Tokyo is full of vitality.
商売はまったく活気がない。,Business is not lively at all.
若者はたいてい活気に満ちている。,Young people are usually full of life.
彼はテニスに熱心だ。,He is enthusiastic about tennis.
君は商売熱心だね。,You are a business enthusiast.
彼は熱心にそれをやった。,He did it enthusiastically.
彼女はとても勉強熱心です。,She is very studious.
彼は熱心に日本語を勉強した。,He studied Japanese diligently.
野球って何が面白いの？,What's so interesting about baseball?
この坂の勾配が大きい。,The slope of this hill is huge.
この建物は非常に大きい。,This building is very large.
彼は約束に誠実である。,He is faithful to his word.
彼はとても誠実な人だ。,He is a very sincere person.
彼はとても誠実な人だ。,He is a very sincere person.
彼の優柔不断さにイライラした。,I was annoyed by his indecision.
彼女はとても利口だ。,She's very clever.
犬は利口な動物である。,Dogs are clever animals.
彼は私ほど利口ではない。,He is not as clever as I am.
彼女の利口なのには舌を巻く。,I'm amazed at how clever she is.
トムは内向的だと思う。,I think Tom is an introvert.
彼は非常に親切だ。,He's very kind.
彼は親切な少年だ。,He's a kind boy.
彼は尻が重い。,He's a heavy ass.
トムって気分屋だよね。,"Tom is moody, isn't he?"
彼女は無邪気なふりをした。,She pretended to be innocent.
子供のころ無邪気だった。,I was innocent as a child.
彼女は無邪気に装った。,She pretended to be innocent.
私はこのわんぱくな少年は手に負えない。,I can't handle this rambunctious boy.
彼は少年のころとてもわんぱくだった。,He was very naughty as a boy.
彼は根が優しい。,He is kind-hearted.
その娘は心が優しい。,The girl has a kind heart.
彼は大変忍耐強かった。,He was very patient.
彼はとても忍耐強いから頼りになる。,He is very patient and I can count on him.
彼女は私に丁寧に頭を下げた。,She bowed politely to me.
彼は丁寧に求人の依頼を断った。,He politely declined the job offer.
彼らは私の丁寧さと友情を誤解した。,They misunderstood my politeness and friendship.
丁寧な物腰は日本人に特徴的だ。,A polite manner is characteristic of the Japanese.
静かにして下さい。,Please be quiet.
部屋は静かだった。,The room was quiet.
金沢は静かな町です。,Kanazawa is a quiet town.
嵐のあとは静かだった。,It was quiet after the storm.
彼は頼もしい男だ。,He's a dependable guy.
超ロマンティックだわ！,You're super romantic!
男子より女子の方がロマンチックよ。,Girls are more romantic than boys.
私って自己中だな。,I'm so self-centered.
彼は真面目な性格だ。,He's a serious guy.
真面目におやり。,Take it seriously.
真面目では有りません。,He's not serious.
彼女は真面目な学生です。,She's a serious student.
めっちゃ恥ずかしい。,I'm so embarrassed.
恥ずかしくないのですか。,Aren't you embarrassed?
彼は恥ずかしくて顔を赤らめた。,He blushed with embarrassment.
一生で一番恥ずかしいことです。,It's the most embarrassing thing I've ever done in my life.
彼女のほほは恥ずかしさで火照った。,Her cheeks flamed with embarrassment.
彼は時々たわいもない空想にふける。,He sometimes indulged in idle fantasies.
彼は兄ほど賢くない。,He is not as smart as his brother.
君は賢い選択をした。,You have made a wise choice.
賢い子供なら出来る。,Smart kids can do that.
犬って猫より賢いの？,Is a dog smarter than a cat?
彼女は本当に賢いよね？,"She's really smart, isn't she?"
これをポンドに替えて下さい。,Can you exchange this for pounds?
政府は外交政策の転換を余儀なくされた。,The government was forced to change its foreign policy.
気分転換に散歩しよう。,Let's take a walk for a change.
気分転換に休憩しよう。,Let's take a break for a change.
気分転換に外食しましょう。,Let's eat out for a change.
今夜は気分転換に外で食事をしませんか。,Why don't we eat out tonight for a change?
彼は何でもお金に換算してしまう。,He converts everything into money.
この品は３日以内ならお取り替えします。,I can replace this item within three days.
古いタイヤを新しいのと取り替えて。,Please replace the old tire with a new one.
この品物を取り替えてもらえますか。,Can you please replace this item?
もっと大きいのと取り替えてください。,Please replace it with a larger one.
若々しい社長。,A youthful CEO.
若い男性の店員。,A young male shop assistant.
 活発な若い女の子。,A sprightly young girl.
これは若者向きの車です。,This is a car for young people. 
我々は土地を若返らせた。,We rejuvenated the land.
私はその当時まだ若かった。,I was still young at that time.
子犬じゃないけど、まだ若いんだ。,"He's not a puppy, but he's still young. "
この作家は、若い女性の共感を得る。,This writer strikes a chord with young women. 
 良薬は口に苦し。,A good medicine tastes bitter. 
肉体的な苦しみ。,Physical suffering.
苦しみを共有する。,Share the suffering.
苦しんで前進した。,I suffered and moved on.
心は苦しみに満ちていた。,His heart was filled with pain.
相互依存。,Mutual dependence.
依願たいしょくする。,Retire voluntarily.
 有袋類の動物。,Marsupial animals. 
水を入れる皮袋。,A leather bag to hold water.
自分の手袋が見当たらない。,I can't find my gloves. 
倉庫に足袋はなん足ありますか。,How many pairs of tabi are left in the warehouse?
最近の若者。,Young people these days.
犬を飼ってもいい？,Can I have a dog?
これ食べてもいい？,Can I eat this?
理由聞いてもいい？,Can I ask why?
電話借りてもいい？,Can I borrow your phone?
これ使ってもいい？,Can I use this?
彼女は怒りっぽい。,She's angry.
彼って怒りっぽいのよね。,He's so angry.
彼って怒りっぽいのよね。,"He's angry, isn't he?"
すきっ腹になると人は怒りっぽくなる。,People become angry when they are hungry.
つまらない章は飛ばせ。,Skip the boring chapters.
家にいるのはつまらない。,Staying at home is boring.
つまらない試合に飽きてきた。,I'm tired of boring games.
彼はつまらないことですぐ怒る。,He gets angry easily over trivial things.
彼は勇敢にもそこへ行った。,He bravely went there.
彼女は勇敢に頭を上げていた。,She bravely raised her head.
彼らは全然勇敢ではなかった。,They were not brave at all.
本は慎重に選びなさい。,Choose your books carefully.
彼の運転は大変慎重だ。,His driving is very careful.
彼女の考えはほんとに独創的だ。,Her ideas are really original.
彼のデザインは大変独創的だ。,His designs are very original.
彼は勤勉な学生です。,He is a diligent student.
勤勉は成功への道だ。,Hard work is the path to success.
ゆったりと旅をしてみたいなあ。,I would love to travel in a relaxed manner.
落ち着くからいいよね。,It's nice because it calms me down.
彼女は幾分疲れを感じていた。,She was feeling kind of tired.
僕は幾分緊張している。,I am nervous in a sense.
彼は朝は幾分不機嫌だ。,He is a bit of grouch in the morning.
この問題は私にとっては幾分難しい。,This problem is difficult for me to some degree.
このケーキは幾分レモンの味がした。,There was some taste of lemon in the cake.
いよいよ彼女の番になった。,It was her turn at last.
市は月曜ごとに立つ。,The market is held every Monday.
３時間毎に休憩をします。,I take a break every three hours.
バスは１５分ごとにでます。,The bus leaves every fifteen minutes.
冷たい風が冬ごとに激しく吹く。,Cold winds blow hard every winter.
電車は３０分ごとに走っている。,The train runs every thirty minutes.
以上ですか？,Is that all?
診察は以上です。,That's it for your medical exam.
１万円以上します。,It will cost more than ten thousand yen.
必要以上の水がある。,There is more water than is needed.
私は18歳以上です。,I'm over eighteen.
僕はこれ以上歩けないよ。,I can't walk any further.
必要以上のお金がかかる。,There is more money than is needed.
収入以上の生活をするな。,Do not live above your income.
私は二時間以上も待った。,I waited more than two hours.
彼は３０以下のはずはない。,He can't be under thirty.
それは千円以下では買えません。,"You can't buy it under 1,000 yen."
それ以下のものは受け取れない。,I cannot take less.
-18℃以下で保存してください。,Please store it at -18C or lower.
寒暖計はしばしば零度以下になる。,Thermometers often go below zero.
２時間以内に戻ります。,I'll be back within two hours.
３日以内に返事します。,I will answer within three days.
５０語以内で書きなさい。,Write in less than 50 words.
１週間以内に電話します。,I'll call you within a week.
だいたい2週間以内です。,It's within about two weeks.
1週間以内にお届けします。,We are able to deliver within a week.
職員以外入室禁止。,Admittance to staff members only.
水以外何も見えない。,Nothing is to be seen but water.
そうする以外にない。,We have no choice but to do so.
用事以外は入場お断り。,No admittance except on business.
日曜日以外は毎日働く。,I work every day except Sunday.
関係者以外立ち入り禁止。,Authorized personnel only.
彼はこの前の日曜日以来病気だ。,He has been sick since last Sunday.
あの時以来彼に会っていない。,I have not seen him since.
彼は先月以来病気だそうです。,I hear he has been ill since last month.
お別れして以来２年たちました。,Two years have passed since we parted.
当地に来て以来６回引っ越しをした。,I moved house six times since she came here.
彼が国を離れて以来彼からの便りはない。,He hasn't been heard from since he left the country.
以後こんなことはいたしません。,I'll never do this again.
それ以後彼女に会っていません。,I haven't seen her since then.
７時以降なら、時間があるわよ。,I'll have time after seven o'clock.
多くの先進国が財政危機に直面している。,Many developed countries are faced with financial crises.
彼は環境に順応した。,He adapted himself to circumstances.
我々は環境に影響される。,We are influenced by our environment.
子供を育てるには良い環境です。,It's a good place to raise children.
彼はすぐに新しい環境になれた。,He soon got used to the new surroundings.
喫煙は健康に影響する。,Smoking affects our health.
月の影響で潮の干満が起こる。,Tides are caused by the influence of the moon.
その事件は彼の将来に影響した。,The event affected his future.
通りの騒音で仕事に影響が出た。,The noise from the street affected our work.
社会に対する科学の影響は大きい。,The impact of science on society is great.
彼は悪天候をついて来た。,He came in spite of bad weather.
この悪天候にはうんざりだ。,I'm fed up with this wet weather.
悪天候で飛行機が遅れた。,The plane was delayed on account of bad weather.
彼は事故を悪天候のせいにした。,He attributed the accident to the bad weather.
遅れたのは悪天候のせいである。,The bad weather is responsible for the delay.
悪天候のおかげで試合は中止だ。,"Thanks to the bad weather, the game was canceled."
悪天候のため飛行機は延着した。,"Due to bad weather, the plane was late."
マスタードは少なめにお願いします。,Easy on the mustard.
