W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
武器,weapon,役所,government office,物語る,talk about things,発行,Issue,大学生,College student,埋まる,Fill up
生意気,Cheeky,修繕,Repair,施行,enforcement,着替える,change clothes,戦,War,映画,movie
出現,Appearance,回収,Collection,活気,vigor,教え,Teaching,大小,big and small,十,10
去年,last year,痛い,Ouch,秒,second,原油,crude oil,遠い,Far,うんと,a lot
見舞う,visit,危険,Danger,惜しい,regrettable,載せる,put on,菓子,candy,挨拶,Greetings
用事,errands,若干,Some,本当,TRUE,品物,goods,寂しい,lonely,破れる,break
防衛,defense,友人,Friends,花嫁,bride,便宜,convenience,対等,Equality,悩ます,annoy
団地,Apartment block,参加,Participation,仕上がる,Finished,引き分け,Draw,予防,Prevention,許す,forgive
車輪,wheel,暑い,Hot,演奏,Play,死刑,death penalty,ハンカチ,Handkerchief,タイプ,Type
会費,membership fee,くれぐれも,Please be careful,憎む,hate,下旬,end of month,のんびり,Relaxation,すっきり,Clearly
振興,promotion,革,leather,末期,End of life,これ,this,科学,Science,解除,Release
鳴らす,sound,回り,turn,根,Root,襲撃,Attack,納める,Contain,海洋,Ocean
実績,Achievements,不当,Unreasonable,生きる,Live,県,Prefecture,香り,Scent,課,Division
助言,advice,うるさい,noisy,地下鉄,Subway,出産,Birth,分散,Dispersion,嵐,Storm
新婚,New marriage,同様,Similar,収益,Profit,領収,receipt,嫌,Unpleasant,家庭,Home
料,fee,脇,side,駆ける,run,高める,increase,普通,Normal,泊まる,Overnight
額,Amount,礼,Rei,入賞,prize winning,部門,Department,遅刻,Late,湿度,Humidity
青年,Youth,到達,Reach,決算,Settlement,知的,Intellectual,父,Father,蓋,Lid
閉める,Close,地方,Region,不運,Bad luck,持参,Carrying,荒い,Rough,収支,Income and Expenditure
育てる,Grow,受付,Reception,衝撃,Impact,体力,physical strength,少女,Girl,料理,Cooking
選考,Selection,腰,waist,各々,each,終始,From beginning to end,針,Needle,区分,Classification
中絶,Abortion,拘束,Restraint,本格,Full-scale,階級,Class,羨ましい,Envy,記録,Record
派手,Flamboyant,一生懸命,Hard work,飾る,Decorate,人形,Puppet,咳,Cough,毎,Every
温室,Greenhouse,組み合わせる,Combine,吐く,Vomit,神話,Mythology,貯蓄,Savings,決意,Determination
折,fold,郡,County,傷,scratch,事業,Business,終点,Endpoint,見慣れる,Get used to seeing
趣,taste,初旬,Early,留学,Study abroad,停電,Power outage,企業,Enterprise,岸,shore
通常,normal,残高,Balance,仲良し,Close friends,物価,Prices,商人,Merchant,留守番,stay
赤い,red,大木,Large tree,小説,Novel,溶かす,Dissolve,逮捕,Arrest,苦しい,painful
編集,Editing,話し合い,Discussion,先着,First arrival,虫,Insects,入場,Admission,欲しい,want
感動,Impressive,欠陥,Defects,対抗,Opposition,がっかり,gutted,赤ん坊,Baby,不良,inadequacy
優しい,Gentle,意外,Unexpected,パン,Bread,原,Hara,単に,Simply,問う,ask
器用,Dexterous ,予期,Anticipation,受ける,Accept,探検,Exploration,我慢,patience,女王,queen
思い込む,be convinced that,不利,disadvantage,突破,Breakthrough,こんな,This,見下ろす,overlooking,新しい,New
あれ,that,透明,transparency,討議,discussion,信じる,Believe,資格,Qualification,拡張,Expansion
賞,Prize,事態,situation,過程,Process,田植え,Planting rice,改良,improvement,扶養,support
目標,Target,原因,Cause,無念,disappointment,産,production,教材,teaching materials,背後,back
落ち込む,Depression,近い,near,行く,Going,どうも,Thanks,縮小,reduce,空く,vacant
脱出,Escape,確かめる,make sure,門,gate,巻く,roll,手前,in front of,土曜日,Saturday
程度,Degree,砕く,break,衛星,satellite,言論,Discourse,勤める,work,下宿,Lodging
衣服,Clothing,待望,wait for,省略,Omission,今週,this week,下着,underwear,側,side
治安,security,独り言,talking to oneself,愛情,affection,議論,Discussion,水田,water field,ぼやく,grumble
水分,water,得る,get,要請,request,小学校,Elementary,付,attached,三つ,Three
総会,General Meeting,親戚,Relative,派遣,dispatch,中継,Relay,視察,inspection,分離,Separation
祝日,Holidays,泣く,cry,徐々に,Gradual,革命,Revolution,乾燥,Drying,照明,Lighting
風土,climate,現す,show,構造,Structure,展開,Expand,声明,Statement,応募,Application
小学生,Elementary school,避ける,avoid,ほぼ,Almost,拍手,applause,破産,Bankruptcy,開会,Opening
会見,press conference,人,People,反抗,Rebellion,為,do,布,Cloth,引用,Citation
僕,Me,消す,Extinguish,負債,Liabilities,御覧,see,分かる,Understand,一昨年,the year before last
地域,area,日曜,Sunday,適度,Moderate,ふと,I,流行る,prevalent,尊い,Honorable
しょっちゅう,Always,日曜日,Sunday,多分,Maybe,誠,sincerity,訂正,correction,違い,Difference
右,right,それ,It,どちら,Which,記号,Symbol,先月,last month,解説,Explanation
急ぐ,Hurry,内緒,Don't tell anyone,意向,Intention,強行,strong action,小屋,hut,住宅,Housing
刺身,sashimi,主人公,Protagonist,禁煙,Quit smoking,簡単,Easy,積もる,accumulate,公団,Public Corporation
上京,Tokyo,期限,Due date,キロ,Kilo,ホテル,Hotel,相対,relative,第,First
各,each,故,past,迷惑,Annoyance,隅,corner,命じる,Order,持続,Sustained
底,Bottom,浅い,shallow,少し,A little,待遇,treatment,陽気,cheerful,街角,Street Corner
年中,All year,見つかる,Found,望み,Hope,決まる,Decide,結ぶ,unite,メートル,Meters
物語,Story,最後,Last,好む,like,弾,Bullet,色,color,床屋,Barbershop
体育,Physical education,帰す,return,浴衣,Bathrobe,言語,Language,恨む,blame,中間,Middle
肯定,Positive,絶えず,constantly,保護,Protection,社会,Society,申し上げる,say,きちんと,Exactly
国境,Border,違う,different,通り過ぎる,Passing by,先生,Teacher,趣旨,purpose,採点,Scoring
今回,This time,行動,Action,あんなに,Like that,原型,Prototype,贈り物,gift,課税,Taxation
中学,Middle school,カレンダー,Calendar,打撃,Blow,節,Section,皮膚,skin,御飯,rice
殺す,Kill,採算,Counting,案外,Surprisingly,判事,Judge,単調,monotony,無くす,lose
共存,coexistence,区切り,Delimitation,重視,Emphasis,叫ぶ,Shout,方策,method,強烈,Intensity
流行る,to be prevalent,乱れる,to be disheveled,不可解,baffling,寛大,"tolerant, lenient",緩やか,"loose, slack",汚らわしい,filthy
醜悪,"ugly, hideous",嫌らしい,unpleasant,大胆,"bold, daring",図々しい,shameless,生意気,"cheeky, audacious",野太い,audacious
往なす,to parry,横行,walking sideways,不吉,"ominous, sinister",不気味,"weird, ominous",不思議,"wonderful, strange",物凄い,"terrific, staggering"
発酵,fermentation,進化,evolution,栄える,to prosper,繁栄,thriving,茂る,to be rampant,根付く,to take root
持ち上げる,lift up,体験,experience,とても,very,文字,characters,野郎,wild,命令,command
介,care,拾う,pick up,ほんとう,really,蘭,orchid,女王,queen,近づく,approach
言,say,悲しい,sad,叔父,uncle,無意識,unconscious,もしか,if only,包む,envelop
おそらく,probably,どうしても,i don't know,向う,face,群,group,なんとか,somehow,さえる,even
思考,thought,半分,half,振り向く,turn around,雲,clouds,経つ,go through,に対して,against
肩,shoulder,一度,once,書,write,平和,peace,無い,no,入れる,enter
雛,chicks,羽,feather,ある,there is,年間,year,熊,bear,渡る,go across
必ず,must,買う,buy,異,abnormality,場,place,刑事,criminal,彼ら,they
疲れる,exhausted,料理,cooking,座敷,sitting room,浮かぶ,float,吸う,inhale,回す,turn
為,no,恐る,fear,逆,reverse,つかむ,grab,さっさと,quickly,示す,show
弓,bow,倒す,down,どうか,how,つける,make,それでも,still,作品,work
薄い,thin,這う,crawl,存在,existence,うかがう,hear,きっと,surely,腿,thigh
幻,illusion,とりあえず,anyway,大切,important,表現,expression,注意,attention,つくる,make
似合う,suit,待つ,wait,ひと,people,さい,come on,下,down,弾,bullet
専門,specialty,気に入る,be pleased with,訓練,training,切れる,cut,貴族,noble,終わる,end
どうぞ,go ahead,館,building,破壊,destruction,畳,tatami,耐える,endure,といった,and so on
人形,dolls,団,group,だから,so,きちんと,tight,伝える,communicate,余裕,margin
殴る,hit,同じ,same,意志,will,類,kind,集まる,gather,以来,since
揺,shake,わかる,understand,陛下,your majesty,生徒,student,小,small,次々,next
矢,arrow,きる,cut,届く,reach,ひねる,twist,もる,get,そもそも,in the first place
すくめる,shrug off,界,area,台所,kitchen,一弥,more than once,とまる,stop,シル,sill
取り戻す,take back,風,wind,あちこち,here and there,姫,princess,無駄,useless,空中,in the air
我が,our,道路,road,冷たい,cold,はく,white,戦う,fight,素,element
港,port,ぶる,swing,たぶん,maybe,艇,boat,ちゃ,isn't it?,第,first
技,technique,見やる,look,死体,corpse,戻す,return,ゆっくり,slowly,ひどい,terrible.
たしかに,much,市,city,生まれる,be born,正直,honest,叫ぶ,shout,とたん,as soon as
樹,tree,笑み,smile,仕事,work,話題,topic,こういう,like this,そっくり,there
魔法,magic,くらい,dark,聖,holy,娘,daughter,狼,wolf,しゅう,week
いったん,once,前方,forward,空,empty,以外,other than,大きい,large,日本人,japanese
行ける,go,影響,impact,君,you,岸本,kishimoto,生きる,live,草,grass
様,appearance,過去,past,立,stand up,あける,open,見沢,look,全然,totally
里,village,放る,let go,警備,security,少し,little,係,relation,麒麟,giraffe
造,building,いち,first,見当,look,空間,space,食事,eat,引く,pull
呼びかける,call out,旅人,traveler,らん,orchid,むかう,face each other,鍵,keys,気分,mood
下さる,go down,手伝う,help,船,ship,たち,just,映る,reflection,っけ,to make
下す,go down,楽しい,fun,お茶,tea,皆,everyone,抜く,pull out,震,tremor
建物,building,主人,master,男性,male,ささやく,whisper,つき,come to an end,過ぎる,pass
電車,train,まとも,exactly,いつ,when,とおり,as expected,現われる,appear,自転車,bicycle
たてる,stand up,あまりに,too much,りょう,both,呑む,swallow,続く,continue,子,child
事情,circumstances,がたい,type,両手,both hands,ちがい,different,させる,let them.,槍,spear
個人,individual,感じ,feel,実行,actually,明日,tomorrow,新,new,素直,plain
上げる,go up,どおり,somehow,野々山,nodayama,面,face,村,village,取り出す,retrieving
はじめ,beginning,協力,cooperation,おりる,get out,筋,line,機能,function,秀麗,hideyuki
しめる,hold still,腕,arm,科学,science,やっぱり,as is expected,袋,bag,銃,gun
念,mind,しかも,moreover,そういえば,speaking of which,端,end,儀式,ritual,軽い,light
味,taste,指,finger,王宮,royal palace,見送る,see off,死,death,李,lee
派手,flashy,許す,allow,残り,remains,最初,first,主張,main,黙る,silence
まで,until,液,liquid,にくい,hard,考え,think,手紙,letter,警戒,vigilance
岩,rock,いっしょ,together,像,image,土,soil,失敗,failure,内部,inside
股間,groin,すき,too much,怪我,injury,監督,supervision,ふく,double,昼,noon
キス,kiss,員,member,全く,all,昨日,yesterday,表情,expression,傭兵,mercenary
もつ,more,闇,darkness,せつ,section,怒り,anger,状態,condition,村人,villager
社会,society,がん,cancer,だいたい,generally,残る,remains,お話,story,決める,decide
汚い,dirty,園,garden,はじめる,start,さん,three,本,main,幸せ,happy
被害,damage,全身,all,着,put on,涙,tears,少ない,little,流れ,flow
他,others,謎,mysteries,女子,girl,週間,week,兄さん,brother,終る,end
跡,footprints,全員,all,もちろん,of course,不審,disquiet,言う,say,当然,naturally
者,person,向ける,face,敦,atsushi,安心,safe,昨夜,last night,見上げる,look up
並べる,line up,分ける,divide,たった,only,つめ,fill,述べる,state,わたくし,me
神経,nerves,マスター,master,当てる,you're right.,小さな,small,物語,story,次第に,next
暮らす,live,わずか,slight,ふと,two,用,use,なにしろ,what?,屋根,roof
以前,before,慎重,cautious,ついに,finally,弱い,weak,つづける,to continue,彼等,them
あなた,you,船長,captain,商人,merchant,丘,hill,赤い,red,なに,what
構う,prepare,ける,reject,覚える,remember,大変,great,鬼,demon,命じる,to command
いま,now,覚悟,prepare for,宮,palace,複雑,complex,どうやら,somehow,是,this
授業,teaching,急,hurry,通じる,pass through,カウンター,counter,組む,team,鏡,mirror
掴む,grasp,癖,habit,人影,human figure,普段,normal,いよいよ,finally,内側,inside
本当,really,おかしい,funny,胸,chest,世,world,える,get,教授,professor
黄,yellow,宝,treasure,実に,actually,精霊,spirit,到着,arrival,きょう,today
帽子,hat,訴える,appeal,捜す,look for,さっき,earlier,運ぶ,carry,付ける,follow
権,authority,かえる,counter,音楽,music,抵抗,resist,もし,if,輝く,shine
行なう,act,だけ,only,点,spot,よる,according to,司令,command,親,parent
刺す,sting,ふる,swing,会議,meeting,みる,see,伝説,legend,廻る,go around
さす,whisper,一種,one kind,筈,should,それでは,that's it,隠る,hide,くださる,give me
当たり前,right on,理由,reason,かなり,quite,あたり,hit,付く,follow,この世,this world
真ん中,middle,婦人,lady,どんどん,more and more,隠れる,hide,抑える,keep in check,小声,small voice
知る,know,リス,squirrel,特に,especially,広田,a large field,セイ,say,回復,rotate
遅い,slow,始める,begin,閉める,close,惑星,planet,進める,advance,同時に,same time
訊く,asking,他人,others,破る,tear down,獣,beast,いつも,always,青,blue
火,fire,かわいい,cute,種,type,鳴る,chirp,静か,quiet,どれほど,how much
ひとみ,one eye,システム,system,そろそろ,it's about time,まったく,at all,夢,dream,章,chapter
遊ぶ,play,俺,i,語,word,シャトル,shuttle,中身,inside,尾,tail
長,long,くれる,come,連続,continuous,地面,ground,深い,deep,晶,crystal
ピンク,pink,だく,many,ちょうど,just a little,浅い,shallow,兵器,weapons,行く,go
解る,to understand,戦争,war,ベルト,belt,いくら,how much,駆ける,run,前,before
本部,headquarters,途中,on the way,驚,surprise,月,month,参加,join,剣,sword
場所,place,今夜,tonight,畑,field,巻く,roll,作る,make,勝つ,victory
おかしな,funny,朝比奈,asahina,ので,"beccuase, since",炎,flame,客,guest,成功,success
ものの,things,にぎる,grasping,向かう,face,のぼる,to go up,先輩,senior,まさか,no way
運,carry,かわる,change,に関する,concerning,都市,city,する,do,訳,translation
鎧,armor,願う,hope,低い,low,口,mouth,責任,responsibility,過ごす,spend
暇,busy,テーブル,table,誘う,invite,ところで,by the way,差し出す,hold out,犠牲,sacrifice
立ちあがる,stand up,古代,ancient,葉子,leaf,苦痛,pain,暑い,hot,恋,love
太陽,sun,ますます,more and more,由,由,左手,left hand,帯,belt,お母さん,mother
意外,unexpected,帰り,return,列,row,部長,director,こん,this,態度,attitude
部屋,room,弟,brother,嵐,storm,高校,high school,たちまち,at once,コート,coat
それで,that's it,払う,pay,離れる,let go,行う,do,病気,sick,たく,home
はし,bridge,きつい,tight,生活,life,気配,presence,具合,condition,切る,cut
準備,preparation,かける,put on (or wear),安全,safety,した,down,方法,method,呻く,moan
臭,smell,よう,finally,こうして,like this,後悔,regret,なんて,such as,兵,soldiers
かも,camera,組,combine,天井,ceiling,三郎,three,趣味,interests,こんなに,like this
張る,pull,退屈,boredom,命,order,軌道,track,かまう,take part in,真実,truth
しばらく,for a while,着く,put on,全,all,了解,copy that,移動,move,わけ,i
すむ,all,意見,opinion,多く,many,申し訳,sorry,相違,difference,連中,in line
反応,reaction,ずる,slip,混乱,confusion,猫,cat,接触,contact,膝,knee
貰う,receive,改,revise,荷物,baggage,方,direction,車,car,どうにも,(not) in any way
戦士,warriors,雨,rain,ポケット,pocket,何とか,somehow,感じる,feel,パン,pan
だんだん,gradually,みえる,see,うける,get,感覚,sensation,登る,climb,ありがとう,thank you
大佐,colonel.,何人,who?,すわる,sit,整備,maintenance,後方,behind,或,or
無視,ignore,そっと,that way,両方,both,姉妹,sister,支配,govern,進む,advance
選ぶ,choose,一同,one and the same,厳しい,severe,まとめる,final,断る,refuse,渡す,pass
あいつ,that guy,心持,feeling,説,explain,山,mountain,うい,various,宗,religion
事,incident,強い,strong,驚き,surprise,指先,fingertip,警官,policemen,欲しい,want
作家,writer,ひざ,knee,乗せる,ride,横,side,唯一,only,マンション,mansion
すら,smooth,東京,tokyo,スクリーン,screen,我慢,patience,ほら,see?,倒れる,fall
とうとう,at last,消える,disappear,未来,future,玉,jade,旗,flag,世話,care
責める,blame,布,cloth,ふたたび,twice,発生,occurrence,ゆる,slow,忘れる,forget
スイッチ,switch,途端,on the way,野,field,事故,accident,怪,suspicious,ちゃんと,properly
作戦,strategy,ながら,in spite of,姿勢,posture,いくつ,how many,内,inside,女の子,girl
によって,"due to, by means",体,body,また,also,ほぼ,almost,非常,very,鉄,iron
話,talk,起こる,happen,浴びる,bathe,センチ,centimeter,水,water,慣れる,get used to
なぐ,inevitably,開ける,open,送る,send away,時,time,茶,tea,この,this
差す,hold out,そこ,there,戦,fight,使う,use,勉強,study,伸,stretch
管理,management,回,turn,ことば,word,文化,culture,落下,fall,結構,good
早い,early,並,line,機,opportunity,操作,operate,砂,sand,頃,time
世間,world,段,step,少なくとも,at least,くぐる,go around,寺,temple,舌,tongue
魔力,magical power,苦,suffering,計算,calculate,地下,underground,春,spring,喋る,talk
希望,hope,限る,limit,ずいぶん,amount,本来,really,向く,face,興味,interest
ごめん,sorry,どうして,why,艦隊,fleet,白,white.,箱,box,夢中,in a dream
飛行,fly,音,sound,上空,up in the air,小さい,small,母さん,mother,尚,more
脱出,escape,隅,corner,席,seat,東,east,スカート,skirt,観察,observe
ない,not,上る,go up,きみ,you,浮く,float,染まる,dye,パイロット,pilot
つぶ,to connect,伏せる,cover,たくさん,many,下げ,down,一気に,all at once,州,province
ドア,door,勿論,sure,濃い,thick,片手,one hand,沙,sa,今,now
寄せる,come to,止まる,stop,気持,feeling,武器,weapon,女性,woman,広がる,spread out
迄,until,遠く,far,たまらない,unbearable,重要,important,種類,type,つもり,weight
ズボン,pants,幼い,young,済む,clean,分,minute,トイレ,toilet,喧嘩,quarrel
永遠,eternity,耳,ear,思う,think,貴様,you,らしい,looks like,悪,bad
伸びる,stretch,知識,knowledge,景,view,最大,largest,エネルギー,energy,僕,me
価値,value,次第,next,さき,the last,含む,include,字,character,たつ,just
心臓,heart,主義,principle,むしろ,rather,芝居,play,内容,contents,艦長,captain
近い,near,はる,spring,否定,negation,テレビ,television,助かる,help,元気,cheerful
机,desk,移す,transfer,守る,protect,迷う,be confused,地方,region,着る,put on
ほほ,almost,金,gold,もん,goods,老,old man,相,as,大地,earth
飛ぶ,fly,布団,cloth,天,heaven,突き出す,poke out,浅羽,shallow feather,真面目,serious
とぶ,fly,嬉しい,happy,飛び込む,jump in,根,root,間,soon,戦場,battlefield
気の毒,feel sorry,時期,time of day,夫人,husband and wife,響く,echo,今日,today,三つ,three
翼,wing,閉じる,close,だいじょうぶ,all right,可,acceptable,食う,eat,一緒,together
効果,effect,飛び出す,fly out,揉む,rub,ちまう,let's go!,悪い,bad,あく,open
いつか,when,脇,armpits,件,the matter,すこし,little by little,ちゃう,isn't it?,間違う,mistake
追いかける,chase,告げる,tell,個,individual,漂う,drifting,無数,nothing,それだけ,that's it
しっかり,firmly,宇宙,universe,床,floor,やら,i'll do it.,指示,instructions,出会う,meet
ひび,one,夕方,evening,与える,give,まゆ,eyebrows,だれ,who,希,desire
はっきり,clear,仲,friends,陽子,proton,下る,go down,いえる,i can say,左右,left and right
もう一度,again,奥,wife,寂しい,lonely,みな,everyone,騒ぎ,commotion,手首,wrist
機関,engine,糸,thread,そうね,"yeah, right",頼る,rely on,男の子,boy,昇る,rise
くる,come,間違い,mistake,やすい,easy,ばか,idiot,薬,medicine,語る,talk about
縛る,bind,はいる,enter,利用,use,国,country,自身,self,友,friend
発見,find,そく,right there,いくつか,how many,あたる,hit,映画,movie,午後,afternoon
期待,expectation,不可能,impossible,護衛,guard,子供,child,風呂,wind and bath,全体,all
うわさ,rumor,嫌,dislike,亀,turtle,覗く,look through,機会,opportunity,どころ,where
駄目,no,秒,second,女房,woman's wife,喉,throat,っぽい,like,輪,ring
達す,reach,一行,one line,直接,direct,泣く,crying,とこ,where,話す,talk about
化,transform,ただ,only,いっそう,all together,かな,metal,状,condition,島,island
あらゆる,every,御,go,今朝,this morning,大,big,浮かべる,float,結局,eventually
なぜ,why,結婚,marriage,震える,tremble,考える,thinking,教える,teach,小説,small novel
様子,appearance,むく,face,時計,clock,渡,pass,なる,become,ブリッジ,bridge
はねる,splash,クラス,class,恐怖,fear,わるい,bad,入り口,entrance,有名,famous
児,child,立派,stand,それにしても,but still,うるさい,noisy,降りる,descend,旦那,man
分る,divide,縁,edge,正,right,煙,smoke,芸術,art,古い,old
似る,resemble,生き物,living thing,知れる,to know,大学,university,口調,tone of voice,絶対,absolute
通路,passage,政府,government,玄関,entrance,作業,work,裸,naked,カメラ,camera
祈る,pray,ごめんなさい,i'm sorry,なんだか,i don't know,骨,bone,術,art,うれしい,happy
工場,factory,光景,photoscape,しゅん,spring,かね,cup,動き,move,関係,relationship
ここ,here,いつの間にか,before you know it,返る,return,とる,take,拳,fist,いちばん,the most
風景,landscape,硬い,hard,人生,life,日,japan,舐める,lick,江戸,edo
どこ,where,公園,park,カード,cards,貼る,put up,かつて,once,ため,no good
こう,like this,周り,around,上下,up and down,刀,sword,乗り出す,ride out,ひらく,open
短い,short,裕生,wealth,解,solve,吹く,blow,路,path,片,one
使える,use,学,learning,感心,feeling,意味,meaning,変化,change,握る,grip
微笑む,smile,下がる,down,言える,say,魚,fish,ばかり,only,血,blood
おいで,come on,ばく,horsehair,冬,winter,艶,gloss,意識,consciousness,開く,open
受ける,accept,犯す,perpetrate,すぐ,right away,はぐ,idiot,銀,silver,まだ,still
つぶやく,murmur,コックピット,cockpit,おいしい,delicious,ほんとに,really,もらえる,obtain,桐,paulownia
白い,white,挟む,pinch,さすが,allow,族,tribe,ページ,page,流す,flow
見開く,look through,半,half,青年,blue,思い,thought,動かす,move,会う,meet
まさに,exactly,もどる,origin,水準,water level,模様,pattern,来る,coming,広場,square
変る,change,ふつう,usually,ばら,rose,あつい,hot,いくらか,how much?,初めて,first time.
承知,understanding,丸,round,状況,situation,艦,ship,花,flower,性,character
なれる,to be,たとえ,for example,大声,loud,びっくり,surprise,以上,above,回転,rotate
扉,door,末,end,あっち,there,自分,self,時代,time,身分,body
爆発,explosion,痛い,pain,行為,action,反射,reflection,南,south,人類,humanity
回る,turn,気味,feeling,みせる,show,実,real,藤,wisteria,北,north
重い,heavy,瞬間,moment,認識,acknowledge,皮肉,irony,足,foot,有る,have
より,than,佐,sa,気持ち,feeling,でも,even,ぜん,previous,角,corner
眼,eye,大河,big river,地球,earth,受け入れる,accept,微笑,smile,シャツ,shirt
母,mother,圭一,keiichi,名前,name,透明,transparent,もらう,obtain,撮る,shoot
革,leather,殺す,kill,不明,uncertainty,次に,next,臭い,smell,やがて,eventually
崩れる,collapse,ひる,day,すい,water,足音,footsteps,労働,labor,室内,room
だめ,no good,中心,center,沈む,sink,いう,say,大事,big,枕,pillow
一方,on the other hand,ショック,shock,沙耶,saya,しま,still,瞳子,pupil,代わり,instead of
休む,rest,代,substitute,刃,blade,思わず,do not think,ほしい,i want,予定,schedule
あそこ,there,返す,return,歩く,walk,あわてる,it's a rush,たしか,a lot,遠い,far
もう少し,a little more,冷静,chill,座る,sit,勢い,momentum,歌,song,休み,rest
湧く,spring up,のばす,stretch,噛む,bite,公,public,けれども,but,焦る,hurry
穴,hole,あんなに,that,笑顔,smile,けど,but,満ちる,fill,合わせる,align.
問う,question,動物,animal,息,breath,主,main,姉さん,sister,教師,teacher
答える,answer,髪,hair,やむ,stop,数,number,二度と,never again,警察,police
全て,all,スパーク,spark,煙草,tobacco,まし,no way,手足,hands and feet,固い,solid
博士,doctor,ぶつかる,collide,直す,immediately,強力,strong,腰,hips,いろんな,various
そば,after,写真,photo,もの,things,一撃,a blow,作,make,投げる,throw
合図,signal,額,forehead,努力,effort,呼ぶ,call,苦労,hardship,みんな,everyone
球,sphere,じゃあ,"okay, then",どういう,what kind of,しゃべる,talk,多分,maybe,たまう,beads
上がる,go up,程度,degree,撫でる,stroke,真っ赤,bright red,斗,fun,装置,equipment
会社,company,ためらう,hesitate,凄い,great,すごい,great,脳,brain,物体,object
名,name,広い,wide,辺,around,えん,engines,香,incense,燃える,burning
背,back,驚く,surprise,こい,this,楽しむ,enjoy,ともかく,both,それほど,so much
実験,experiment,なんと,what,掛ける,hang,経験,experience,度,degree,こちら,here
同,same,事態,circumstances,無言,silence,直後,immediately after,では,in,陽,yang
信用,trust,あまり,too much,行,act,止める,stop,立てる,stand up,そうして,like that
笑,laughter,柔らかい,soft,従う,follow,歴史,history,放つ,release,こっち,this way
活動,activity,とにかく,anyway,書く,write,予想,forecast,海,sea,邪魔,hinder
重ねる,heavy,男爵,baron,とか,and,描く,draw,姉,sister,夏,summer
いれる,come in,すぎる,be too much,やう,and,周囲,around,苦笑,painful laughter,比べる,compare
表,expression,頭上,on the head,保つ,maintain,機体,airframe,味方,ally,心,mind
更,further,手前,before,気付く,notice,にとって,regarding,余,who,かれる,be broken
任せる,leave to,真似,imitation,けれど,but,お客,sir,顔,face,自信,self-confidence
各,each,林,forest,土地,land,聞こえる,hear,苦しい,painful,旅,traveler
原因,cause,傍点,beside,晩,evening,不思議,wonders,病院,hospital,濡れる,wet
街道,street,最後,last,やってくる,he's coming,まくる,come around,応じる,respond,義母,mother-in-law
構える,composition,現,appear,さけ,sake,消す,extinguish,廊下,hallway,駅,station
響,sound,別れる,separate,然,nothing,伸子,stretch,認める,acknowledge,逃げる,run away
外,outside,自体,self,士,officer,現在,present,眺める,look,あてる,hit
どんな,how much,右手,right hand,あせる,be hungry,大丈夫,it's all right,幸い,happy,起こす,wake up
地図,map,声,voice,及ぶ,extend,なんか,i don't know,用意,preparation,けが,injury
押す,push,スー,su,食べる,eat,表面,surface,事実,facts,ふむ,happen
それぞれ,each,自殺,suicide,ほんの,really,参る,come,文学,literature,貴方,you
仕方,how to do,魅,charm,聴く,hear,かた,katakana,そっち,there,立場,stand
間もなく,soon,将軍,general,もはや,no longer,校舎,school building,そのもの,that thing,母親,mother
感,feeling,才人,talent,階,stairs,疑う,doubt,思い出す,remember,はず,start
距離,distance,両親,parents,かわす,change,めん,megumi,見つめる,look at,言葉,words
奪う,take,これから,from now on,込む,into,続ける,continue,終える,end,視界,vision
突っ込む,plunge into,舞台,stage,何者,who,ずっと,all the way,諸,various,かなめ,kettle
越える,exceed,刺激,stimulation,レベル,level,蓋,lid,入る,enter,とめる,stop
展開,expansion,小屋,hut,椅子,chair,幽霊,ghost,波,wave,溢れる,overflow
若,youth,別に,separate.,地,ground,よい,good,折れる,break,正面,front
当時,at that time,電気,electricity,珍しい,rare,靴,shoes,明,ming,引っ張る,pull
街,street,高度,high altitude,院,house,殺人,murder,がち,type,得意,gain
離,let go,見下ろす,look down,実は,actually,踊る,dance,こむ,contain,難しい,difficult
いかに,how much,良い,good,じっと,steady,最,the most,塊,mass,入,entrance
無事,no matter,における,on,微妙,subtle,図,figure,接近,approach,もう,again
さあ,come on,緊張,tension,増す,increase,会話,conversation,それら,those,杯,cup
確認,confirm,頼,request,去年,last year,せる,let,黒い,black,まつ,go up
相当,considerable,生える,live,傍,side,何とも,somehow,あんまり,too much,士官,officer
灯,light,鞄,bag,わざと,on purpose,信じる,trust,網,net,新聞,newspaper
ぼんやり,vaguely,屋,house,一時,one time,約,promise,みちる,see,救う,save
しかる,test,学生,student,霊,spirit,赤,red,のみ,drink,かかる,over
集団,group,甘い,sweet,残念,sorry,なるほど,i see,居間,living room,どうも,thank you
世の中,the world,背後,back,細い,thin,一層,one layer,ずつ,little by little,必要,need
寝る,sleep,まっすぐ,straight ahead,日本,japan,灰色,gray,殿,lord,のに,to
座,sit,上昇,up,人々,people,慌てる,panic,膣,vagina,見つける,find
電話,telephone,匹,animal,うつむく,look down,いいえ,no,証拠,evidence,匂い,smell
運命,destiny,興奮,excitement,結論,conclusion,落ちる,falling,伝わる,convey,時間,time
宙,space,正しい,right,背中,back,的,target,源,source,瞳,pupil
そうそう,that's right,製,made,秋,autumn,屋敷,house,民,people,恥ずかしい,embarrassed
隠す,hide,志摩子,shimako,支える,support,でる,is,抱える,hold,迎える,welcome
操縦,maneuver,マン,man,歩,walk,たび,times,いける,how much?,品,item
