W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
身近,みぢか,"near oneself, close to one",投書,とうしょ,"contribution, letter",休む,やすむ,"take a day off, take a break",騒がしい,さわがしい,noisy
身の回り,みのまわり,"one's person, one's appearance",参考,さんこう,"reference, consultation",今日,きょう,today,騒音,そうおん,noise
身なり,みなり,"dress, one's appearance",お参り,おまいり,visiting a shrine or temple,木曜日,もくようび,Thursday,騒々しい,そうぞうしい,"noisy, rowdy"
身振り,みぶり,"gesture, gesticulation",加わる,くわわる,join in,つける,つける,switch on,駐車,ちゅうしゃ,parking
縮まる,ちぢまる,"be shortened, be contracted",デモ,デモ,demonstration,駅,えき,railway station,馬,うま,horse
独占,どくせん,"exclusive possession, monopoly",去る,さる,"go away, leave",歩く,あるく,"walk, go on foot",犬,いぬ,dog
証拠,しょうこ,"proof, evidence",追い掛ける,おいかける,"chase, run after",近く,ちかく,"near, close to",鳴らす,ならす,"ring, sound"
照明,しょうめい,"illumination, lighting",追加,ついか,addition,もっと,もっと,more,伝統,でんとう,"tradition, convention"
新婚,しんこん,newlywed,比較,ひかく,comparison,近い,ちかい,"near, soon",伝わる,つたわる,"be transmitted, be handed down"
産婦人科,さんふじんか,obstetrics and gynecology,判子,はんこ,"seal, stamp",近く,ちかく,"vicinity, nearby",手伝い,てつだい,"help, assistant"
分担,ぶんたん,"assigning tasks, sharing burden",評判,ひょうばん,"fame, reputation",全部,ぜんぶ,"all, wholly",伝染,でんせん,"contagion, infection"
仲人,なこうど,"go-between, matchmaker",感じ,かんじ,"feeling, impression",国,くに,country,教授,きょうじゅ,professor
不在,ふざい,absence,感情,かんじょう,"feeling, emotion",漢字,かんじ,"character, kanji",教師,きょうし,"teacher, instructor"
交互,こうご,"by turns, alternatively",感動,かんどう,"emotion, impression",赤い,あかい,red,講師,こうし,"speaker, lecturer"
策,さく,"scheme, policy",実感,じっかん,"true sense, realization",どちら,どちら,which,技師,ぎし,"engineer, technician"
問う,とう,"ask, question",思想,しそう,"thought, conception",まずい,まずい,"bad-tasting, bad",医師,いし,"doctor, physician"
マーク,マーク,logo,感想,かんそう,"thought, impression",作る,つくる,"make, create",講演,こうえん,lecture
恋する,こいする,"love, fall in love with",空想,くうそう,"fantasy, daydreams",使う,つかう,use,休講,きゅうこう,cancellation of lecture
引きずる,ひきずる,"drag along, trail",理想,りそう,ideal,消す,けす,"switch off, turn off",司会,しかい,"master of ceremonies, host"
恋愛,れんあい,love,生ずる,しょうずる,"arise, occur",閉まる,しまる,"be shut, be closed",形容詞,けいようし,adjective
統合,とうごう,"integration, combination",想像,そうぞう,imagination,前,まえ,"front, before",動詞,どうし,verb
密か,ひそか,"secret, private",象,ぞう,elephant,店,みせ,"shop, store",名詞,めいし,noun
天才,てんさい,genius,製品,せいひん,manufactured goods,部屋,へや,room,副詞,ふくし,adverb
恥,はじ,"shame, disgrace",モーター,モーター,"motor, engine",夏,なつ,summer,代名詞,だいめいし,pronoun
弁論,べんろん,"discussion, oral proceedings",傷,きず,"wound, scar",暑い,あつい,"hot, warm (temperature of the air)",訓,くん,Japanese reading of kanji
保護,ほご,"protection, safeguard",交換,こうかん,"exchange, bartering",熱い,あつい,"hot (things, touch)",訓練,くんれん,"training, drill"
弁護,べんご,defense,シーツ,シーツ,sheet,冬,ふゆ,winter,許す,ゆるす,"permit, license, forgive"
運用,うんよう,"operation, management",交替,こうたい,"alternation, shift",入る,はいる,enter,許可,きょか,"permission, approval"
同士,どうし,"fellow, to each other",部品,ぶひん,"parts, accessories",寒い,さむい,cold (temperature of the air),免許,めんきょ,"license, permit"
バッジ,バッジ,badge,水着,みずぎ,bathing suit,春,はる,spring,免税,めんぜい,tax exemption
看護,かんご,nursing,災難,さいなん,"calamity, misfortune",暖かい,あたたかい,warm,微妙,びみょう,"subtle, delicate"
記述,きじゅつ,description,被せる,かぶせる,cover,テーブル,テーブル,table,特徴,とくちょう,"distinctive feature, characteristic"
訴え,うったえ,"lawsuit, appeal",被害,ひがい,"damage, harm",古い,ふるい,old,特殊,とくしゅ,"special, unique"
大水,おおみず,"flood, inundation",所々,ところどころ,"here and there, at places",悪い,わるい,bad,古典,こてん,classics
未知,みち,unknown,くだらない,くだらない,"worthless, trifling",そう,そう,"in such manner, that way",典型,てんけい,"type, model"
物体,ぶったい,"object, physical body",救う,すくう,"save, relieve",どう,どう,"how, what",催促,さいそく,"demand, urging"
著しい,いちじるしい,"remarkable, conspicuous",救助,きゅうじょ,"rescue, relief",高い,たかい,"high, tall",催し,もよおし,"event, function"
著書,ちょしょ,"literary work, book",助かる,たすかる,"be helped, be rescued",午後,ごご,"afternoon, p.m.",展開,てんかい,"unfolding, development"
権力,けんりょく,"power, authority",援助,えんじょ,"aid, assistance",重い,おもい,heavy,発展,はってん,"expansion, prosperity"
言論,げんろん,"speech, discussion",派手,はで,"showy, flashy",九日,ここのか,"nine days, 9th of the month",博物館,はくぶつかん,museum
棄権,きけん,"dropping out, renouncing rights",小遣い,こづかい,"pocket money, spending money",待つ,まつ,"wait, wait for",博士,はかせ,"expert, doctor"
侵す,おかす,"invade, violate",センター,センター,center,二日,ふつか,"two days, 2nd of the month",美人,びじん,beautiful woman
行為,こうい,"act, conduct",特定,とくてい,"specific, particular",持つ,もつ,"have, possess",固い,かたい,"stiff, tight"
添える,そえる,"add to, attach to",犯人,はんにん,"criminal, offender",朝,あさ,morning,固まる,かたまる,"harden, solidify"
部門,ぶもん,"division, department",ピストル,ピストル,pistol,先生,せんせい,teacher,集団,しゅうだん,"group, mass"
野党,やとう,opposition party,犯罪,はんざい,"offense, crime",電車,でんしゃ,train,団体,だんたい,"group, corporation"
財政,ざいせい,"public finance, financial affairs",罪,つみ,"crime, sin",四,し,four,団地,だんち,"housing estate, housing complex"
文化財,ぶんかざい,cultural assets,強盗,ごうとう,robbery,遠い,とおい,"far, distant",悲しむ,かなしむ,"feel sad, lament"
利息,りそく,interest,盗難,とうなん,"robbery, burglary",名前,なまえ,name,悲劇,ひげき,"tragedy, tragic drama"
預金,よきん,"deposit, bank account",奪う,うばう,"rob, take by force",大学,だいがく,"university, college",劇,げき,"drama, play"
株式,かぶしき,stock,自殺,じさつ,suicide,勉強,べんきょう,study,劇場,げきじょう,theater
説得,せっとく,persuasion,捕まる,つかまる,"be caught, be arrested",強い,つよい,strong,演劇,えんげき,"drama, play"
所得,しょとく,"income, earnings",勝ち,かち,"win, victory",引く,ひく,"draw, pull",演説,えんぜつ,"speech, address"
支持,しじ,"support, maintenance",戦う,たたかう,"wage war, fight",質問,しつもん,question,銅,どう,copper
意欲,いよく,"volition, motivation",戦い,たたかい,"war, match",難しい,むずかしい,difficult,仮名,かな,"kana, Japanese syllabary"
燃料,ねんりょう,fuel,大戦,たいせん,world war,取る,とる,"take, get",送り仮名,おくりがな,kana suffix
日焼け,ひやけ,suntan,政党,せいとう,political party,二,に,two,仮定,かてい,"assumption, supposition"
夕焼け,ゆうやけ,sunset glow,争う,あらそう,"compete, fight",八,はち,eight,振り仮名,ふりがな,reading aid in kana characters
幹部,かんぶ,executive,競技,きょうぎ,"match, sporting event",時計,とけい,"clock, watch",仮名遣い,かなづかい,"kana orthography, use of kana"
幹,みき,tree trunk,混雑,こんざつ,"confusion, disorder",八つ,やっつ,eight (things),装置,そうち,"equipment, device"
業績,ぎょうせき,"achievement, performance",混ぜる,まぜる,"blend, mix by stirring",千,せん,thousand,服装,ふくそう,"clothes, garments"
素早い,すばやい,"nimble, quick",リズム,リズム,rhythm,四日,よっか,"four days, 4th of the month",衣服,いふく,"clothes, dress"
効き目,ききめ,"effect, efficacy",統一,とういつ,"unity, coordination",買う,かう,buy,衣食住,いしょくじゅう,clothing and food and housing
対応,たいおう,"correspondence, equivalence",統計,とうけい,statistics,十,じゅう,ten,重視,じゅうし,"importance, value"
高原,こうげん,"plateau, highland",捜す,さがす,"look for, search for",要る,いる,"need, require",無視,むし,"ignoring, disregarding"
分散,ぶんさん,dispersion,小数,しょうすう,decimal,忘れる,わすれる,"forget, leave behind",解放,かいほう,"release, setting free"
植民地,しょくみんち,"colony, settlement",残らず,のこらず,"entirely, without exception",乗る,のる,"ride, take",開放,かいほう,opening
根拠,こんきょ,"grounds, basis",索引,さくいん,index,着る,きる,"wear, put on",放る,ほうる,"fling, hurl"
根本,こんぽん,"basis, root",人工,じんこう,artificial,そこ,そこ,there,放す,はなす,"release, free"
傷付く,きずつく,"get injured, be hurt",飛び込む,とびこむ,dive into,次,つぎ,next,編む,あむ,knit
正常,せいじょう,"normality, normalcy",物事,ものごと,"things, everything",出る,でる,"go out, leave",編集,へんしゅう,"editing, compilation"
及ぶ,およぶ,"reach to, come up to",がっかり,がっかり,feel disappointed,早い,はやい,early,再び,ふたたび,"again, a second time"
取り扱う,とりあつかう,"handle, deal in",落第,らくだい,failing an exam,遅い,おそい,"slow, late",再来月,さらいげつ,the month after next
肺,はい,"lung, lungs",まあまあ,まあまあ,now now,学校,がっこう,school,再来週,さらいしゅう,the week after next
平たい,ひらたい,"flat, level",日中,にっちゅう,during the day,一,いち,one,活躍,かつやく,"activity, action"
出血,しゅっけつ,"bleeding, hemorrhage",水面,すいめん,surface of the water,始まる,はじまる,begin,描く,えがく,"depict, describe"
液,えき,"liquid, fluid",交流,こうりゅう,"interaction, contact",去年,きょねん,last year,撮影,さつえい,"photographing, shoot"
形成,けいせい,formation,一流,いちりゅう,"top-ranked, world-class",切る,きる,cut,監督,かんとく,"supervisor, film director"
健全,けんぜん,"healthy, sound",流れ,ながれ,"flow, stream",三日,みっか,"three days, 3rd of the month",清潔,せいけつ,"cleanliness, neatness"
ブーム,ブーム,boom,中間,ちゅうかん,"middle, between",見る,みる,"see, look at",不潔,ふけつ,"dirty, filthy"
体験,たいけん,experience,流行,りゅうこう,"fashion, trend",飲み物,のみもの,"beverage, drink",清書,せいしょ,clean copy
治療,ちりょう,medical treatment,崩す,くずす,"destroy, break",後,あと,after,症状,しょうじょう,symptom
中毒,ちゅうどく,poisoning,クリーム,クリーム,cream,見せる,みせる,show,気の毒,きのどく,"pitiable, regrettable"
アップ,アップ,close-up,洗面,せんめん,washing one's face,色,いろ,color,消毒,しょうどく,"disinfection, sterilization"
レントゲン,レントゲン,X-rays,原料,げんりょう,raw material,道,みち,"road, street",毒,どく,"poison, harm"
油絵,あぶらえ,oil painting,混ざる,まざる,"be mixed, be stirred",左,ひだり,left,医療,いりょう,"medical service, healthcare"
再生,さいせい,playback,地平線,ちへいせん,horizon,今年,ことし,this year,診察,しんさつ,medical examination
再会,さいかい,reunion,夕日,ゆうひ,setting sun,五,ご,five,診る,みる,examine
追放,ついほう,"banishment, deportation",確実,かくじつ,"certain, secure",行く,いく,go,診断,しんだん,diagnosis
中継,ちゅうけい,"relay, broadcasting",永遠,えいえん,eternity,図書館,としょかん,library,健康,けんこう,healthy
放射能,ほうしゃのう,radioactivity,永久,えいきゅう,"permanence, eternity",安い,やすい,"inexpensive, cheap",健康,けんこう,health
視点,してん,viewpoint,浮く,うく,float,服,ふく,clothes,保健,ほけん,"health, health care"
近視,きんし,"nearsightedness, shortsightedness",感覚,かんかく,"sense, sensation",開ける,あける,"open, unlock",分析,ぶんせき,analysis
他方,たほう,other side,世間,せけん,"world, the public",お父さん,おとうさん,father,折る,おる,"break off, fold, bend"
ジャズ,ジャズ,jazz,冷ます,さます,"cool, let cool",父,ちち,(speaker's)father,骨折,こっせつ,"fracture, broken bone"
衣類,いるい,"clothes, garments",冷凍,れいとう,"freezing, cold storage",話す,はなす,"speak, tell",滑る,すべる,"slide, slip, flunk an examination"
衣料,いりょう,"clothing, garments",車庫,しゃこ,"car shed, garage",母,はは,(speaker's)mother,骨,ほね,"bone, frame, spirit"
整える,ととのえる,"arrange, adjust",快晴,かいせい,fair and clear weather,働く,はたらく,work,背,せ,"height, stature"
公演,こうえん,public performance,適用,てきよう,application,姉,あね,older sister,内容,ないよう,contents
出演,しゅつえん,"appearance on stage, performance",適する,てきする,"suit, be suitable",お姉さん,おねえさん,older sister,容易,ようい,"easy, simple"
喜劇,きげき,comedy,湿度,しつど,humidity,上手,じょうず,"good, skilled",容器,ようき,"receptacle, container"
まして,まして,much more,湿気,しっけ,"moisture, dampness",妹,いもうと,younger sister,溶ける,とける,"be dissolved, be melted"
固める,かためる,"harden, strengthen",汚染,おせん,"pollution, contamination",お兄さん,おにいさん,older brother,溶かす,とかす,"dissolve, melt"
インテリ,インテリ,intelligent,頬,ほお,cheek,車,くるま,"car, automobile",血液,けつえき,blood
対比,たいひ,"contrast, comparison",比較的,ひかくてき,"comparatively, relatively",九つ,ここのつ,nine (things),液体,えきたい,"liquid, fluid"
定義,ていぎ,definition,風景,ふうけい,"scenery, landscape",六つ,むっつ,six (things),皿,さら,"plate, counter for plates or helpings"
主催,しゅさい,"sponsorship, promotion",影,かげ,"shadow, shade",女,おんな,"woman, girl",胃,い,stomach
促す,うながす,"hasten, urge",記事,きじ,"article, story",新しい,あたらしい,new,腰,こし,"hip, lower back"
殊に,ことに,"especially, exceptionally",国境,こっきょう,national border,今,いま,now,腹,はら,belly
ダウン,ダウン,"down, malfunction",境,さかい,"boundary, border",もう,もう,"already, yet",胸,むね,chest
微か,かすか,"faint, dim",観察,かんさつ,"observation, supervision",学生,がくせい,student,高級,こうきゅう,"high rank, high class"
助詞,じょし,"particle, postposition",観光,かんこう,sightseeing,よく,よく,often,級,きゅう,"grade, class"
上司,じょうし,boss,日光,にっこう,"sunshine, sunlight",聞く,きく,"hear, ask",上級,じょうきゅう,"higher grade, advanced class"
ぺこぺこ,ぺこぺこ,"bow, kowtow",測る,はかる,"measure, gauge",若い,わかい,young,初級,しょきゅう,"beginner class, elementary level"
購入,こうにゅう,purchase,体重,たいじゅう,body weight,住む,すむ,"live, reside",扱う,あつかう,"handle, deal with"
歯科,しか,dentistry,水平線,すいへいせん,horizon,立つ,たつ,"stand, rise",普及,ふきゅう,"diffusion, spread"
雑談,ざつだん,"chat, idle talk",発電,はつでん,generation of electricity,広い,ひろい,"wide, big",吸収,きゅうしゅう,"absorption, merger"
短縮,たんしゅく,"shortening, contraction",陽気,ようき,"cheerful, bright",走る,はしる,run,呼吸,こきゅう,"breathing, respiration"
登録,とうろく,registration,観測,かんそく,observation,売る,うる,sell,呼び出す,よびだす,"call, page"
保守,ほしゅ,"conservation, maintenance",無数,むすう,"countless, innumerable",教える,おしえる,"teach, tell",言葉遣い,ことばづかい,"wording, language"
伝説,でんせつ,"legend, folk tale",衛星,えいせい,"satellite, moon",書く,かく,write,黒板,こくばん,blackboard
伝言,でんごん,verbal message,球,きゅう,"globe, ball",足,あし,"leg, foot",板,いた,"board, plank"
固有,こゆう,"peculiar to, characteristic",電球,でんきゅう,light bulb,短い,みじかい,"short, brief",看板,かんばん,"signboard, sign"
悲鳴,ひめい,"shriek, scream",現れる,あらわれる,"appear, emerge",いつも,いつも,always,屋根,やね,roof
高まる,たかまる,"rise, increase",たちまち,たちまち,"in a moment, instantly",読む,よむ,read,根,ね,"root, source"
くすぐったい,くすぐったい,ticklish,失う,うしなう,"lose, miss",いつ,いつ,when,植物,しょくぶつ,"plant, vegetation"
騒動,そうどう,"disturbance, confusion",混乱,こんらん,"disorder, confusion",速い,はやい,fast,植木,うえき,"garden plant, shrub"
脳,のう,brain,脱線,だっせん,derailment,耳,みみ,"ear, hearing",田植え,たうえ,rice planting
起源,きげん,"origin, beginning",人生,じんせい,"human life, life",上げる,あげる,"raise, improve",散る,ちる,"scatter, fall"
民族,みんぞく,"race, people",窓口,まどぐち,window,楽しい,たのしい,"fun, enjoyable",散らかる,ちらかる,"lie scattered about, be in disorder"
興奮,こうふん,"excitement, agitation",神様,かみさま,"god, the divine",三,さん,three,散らかす,ちらかす,"scatter, disarrange"
遅れ,おくれ,"delay, being late",外部,がいぶ,"outside, outer",来る,くる,come,解散,かいさん,"breakup, dissolution"
過労,かろう,overwork,安定,あんてい,"stability, composure",目,め,eye,桜,さくら,"cherry tree, cherry blossom"
倒産,とうさん,insolvency,精神,せいしん,"mind, spirit",六,ろく,six,家庭,かてい,"home, family"
疲労,ひろう,fatigue,現実,げんじつ,"actuality, reality",秋,あき,"autumn, fall",校庭,こうてい,"schoolyard, campus"
傾ける,かたむける,"lean, cock (one's head)",貴重,きちょう,"precious, valuable",結婚,けっこん,marriage,岸,きし,"shore, bank"
緩やか,ゆるやか,"slack, loose",金庫,きんこ,"strong box, safe",自転車,じてんしゃ,bicycle,岩,いわ,"rock, crag"
チェンジ,チェンジ,"change, exchange",跡,あと,"trace, track",自分,じぶん,"self, oneself",石炭,せきたん,coal
空間,くうかん,"space, room",足跡,あしあと,"footprint, footmark",火曜日,かようび,Tuesday,素晴らしい,すばらしい,"splendid, excellent"
徐行,じょこう,slow speed,近寄る,ちかよる,"go near, approach",違う,ちがう,"differ, be wrong",酸素,さんそ,oxygen
血管,けっかん,blood vessel,高価,こうか,high-priced,答える,こたえる,"answer, reply",素直,すなお,"honest, straightforward"
柔軟,じゅうなん,"pliable, flexible",宝石,ほうせき,"gem, jewel",なる,なる,become,水素,すいそ,hydrogen
傷める,いためる,"damage, spoil",モダン,モダン,modern,白い,しろい,"white, blank",新幹線,しんかんせん,"Shinkansen, Bullet Train"
緊急,きんきゅう,"urgent, pressing",年月,ねんげつ,"years, time",出す,だす,take out,乾杯,かんぱい,a toast
十字路,じゅうじろ,crossroads,建築,けんちく,"construction, architecture",仕事,しごと,"work, job",乾かす,かわかす,dry
滑らか,なめらか,"smooth, glassy",基準,きじゅん,"standard, criterion",今月,こんげつ,this month,乾燥,かんそう,"drying up, desiccation"
避難,ひなん,"refuge, shelter",構う,かまう,"mind, care for",少し,すこし,"a bit, a little while",燃える,もえる,"burn, undergo combustion"
軍事,ぐんじ,military affairs,位,くらい,"rank, dignity",飲む,のむ,drink,燃やす,もやす,burn
墜落,ついらく,"fall, crash",収入,しゅうにゅう,"income, earnings",大人,おとな,adult,損,そん,"loss, damage"
兵器,へいき,"arms, weapon",単位,たんい,"unit, credit",水,みず,water,損害,そんがい,"damage, harm"
結核,けっかく,tuberculosis,地位,ちい,"position, status",遊ぶ,あそぶ,play,得意,とくい,"one's forte, pride, customer"
弾む,はずむ,"spring back, bounce",重点,じゅうてん,"important point, emphasis",飛行機,ひこうき,airplane,得る,える,"obtain, gain"
美術,びじゅつ,"art, fine arts",本部,ほんぶ,"head office, headquarters",頭,あたま,head,納得,なっとく,"acceptance, persuasion"
怒り,いかり,"anger, rage",間,ま,"interval, duration of time, chamber",痛い,いたい,painful,納める,おさめる,pay a tax or fee
管,かん,"pipe, tube",離れる,はなれる,"separate, leave",お手洗い,おてあらい,"toilet, bathroom",承認,しょうにん,"approval, recognition"
兵士,へいし,soldier,離す,はなす,"separate, detach",冷たい,つめたい,"cold (things, touch)",終了,しゅうりょう,"end, expiry"
爆弾,ばくだん,bomb,停電,ていでん,"power cut, power failure",汚い,きたない,dirty,完了,かんりょう,completion
説く,とく,"explain, preach",不通,ふつう,interruption of service,太い,ふとい,"thick, fat",間隔,かんかく,"interval, space"
暴力,ぼうりょく,"violence, force",回り・周り,まわり・まわり,"vicinity, whereabouts",九,きゅう,nine,金融,きんゆう,finance
改良,かいりょう,"improvement, reform",辺り,あたり,"vicinity, around",弟,おとうと,younger brother,預かる,あずかる,"receive on deposit, take charge of"
争い,あらそい,"conflict, battle",書物,しょもつ,"book, volume",大きい,おおきい,big,預ける,あずける,"deposit, entrust"
肉体,にくたい,"body, flesh",範囲,はんい,"range, scope",同じ,おなじ,"same, identical",貯金,ちょきん,"savings, deposit"
滅びる,ほろびる,"go to ruin, fall",境界,きょうかい,"boundary, border",どこ,どこ,where,財産,ざいさん,"fortune, asset"
設置,せっち,establishment,横断,おうだん,"crossing, traversing",置く,おく,"put, leave",与える,あたえる,give
核,かく,"core, atomic nucleus",左右,さゆう,right and left,あそこ,あそこ,over there,賞,しょう,"prize, award"
防衛,ぼうえい,"defense, protection",断水,だんすい,water stoppage,辺,へん,"vicinity, part",賞品,しょうひん,"prize, trophy"
防火,ぼうか,"fire prevention, fireproof",油断,ゆだん,"inattention, carelessness",黄色い,きいろい,yellow,贈る,おくる,"offer, give"
天災,てんさい,natural disaster,断定,だんてい,"decision, conclusion",する,する,"do, make",権利,けんり,"right, privilege"
妨害,ぼうがい,"hindrance, obstruction",欧米,おうべい,Europe and America,やる,やる,do,著す,あらわす,"write, compose"
到底,とうてい,"after all, in the long run",今日,こんにち,"today, these days",来年,らいねん,next year,著者,ちょしゃ,"author, writer"
抗議,こうぎ,"protest, remonstrance",大陸,たいりく,continent,易しい,やさしい,"easy, simple",謎,なぞ,"puzzle, mystery"
デザイン,デザイン,design,間も無く,まもなく,"soon, in a short time",留学生,りゅうがくせい,student studying abroad,疑う,うたがう,"doubt, be suspicious"
権威,けんい,"authority, power",陸,りく,"land, shore",起きる,おきる,"get up, get out of bed",疑問,ぎもん,"question, doubt"
情勢,じょうせい,"state of things, situation",消極的,しょうきょくてき,"negative, passive",起きる,おきる,occur,地域,ちいき,"region, area"
態勢,たいせい,"state, preparedness",南極,なんきょく,South Pole,寝る,ねる,"sleep, go to sleep",区域,くいき,zone
死,し,death,北極,ほっきょく,North Pole,座る,すわる,"sit, sit down",迷惑,めいわく,"trouble, annoyance"
顔付き,かおつき,"face, expression",しゃがむ,しゃがむ,squat down,本,ほん,"book, volume",迷う,まよう,"be perplexed, hesitate, get lost"
拒否,きょひ,"denial, rejection",女房,にょうぼう,wife,細い,ほそい,"thin, slender, narrow",迷信,めいしん,superstition
紳士,しんし,gentleman,貨物,かもつ,"freight, cargo",時々,ときどき,sometimes,迷子,まいご,"lost child, lost person"
繁栄,はんえい,"prosperity, thriving",石油,せきゆ,"petroleum, oil",締める,しめる,"tighten, fasten",訴える,うったえる,sue
耐える,たえる,"withstand, endure",輸送,ゆそう,"transport, ship",甘い,あまい,sweet,裁判,さいばん,"trial, judgment"
孤独,こどく,"solitary, lonely",薬指,くすりゆび,"third finger, ring finger",辛い,からい,"spicy, salty",述べる,のべる,"state orally, expound, mention"
枠,わく,"frame, limits",はめる,はめる,"put on, wear",人,ひと,person,否定,ひてい,"denial, negation"
振動,しんどう,vibration,景気,けいき,economic climate,知る,しる,know,肯定,こうてい,affirmation
固定,こてい,"fixing, stability",回復,かいふく,"recovery, rehabilitation",二十日,はつか,"20 days, 20th of the month",患者,かんじゃ,patient
事柄,ことがら,"matter, affair",体操,たいそう,"gymnastics, physical exercise",五日,いつか,"five days, 5th of the month",看病,かんびょう,"nursing, nursing care"
人柄,ひとがら,"character, personality",渋滞,じゅうたい,"delay, traffic jam",どうして,どうして,why,弁当,べんとう,"box lunch, picnic lunch"
欠く,かく,lack,長期,ちょうき,long period,兄,あに,older brother,喜び,よろこび,"joy, happiness"
誠実,せいじつ,"sincerity, honesty",滞在,たいざい,stay,小さい,ちいさい,small,笑顔,えがお,"smiling face, smile"
盛り上がる,もりあがる,"become lively, get fired up",帯,おび,"belt, sash",言葉,ことば,"word, language",笑い,わらい,laughter
鈍感,どんかん,thick-headedness,温帯,おんたい,temperate zone,おいしい,おいしい,tasty,涙,なみだ,tear
印鑑,いんかん,personal seal,地帯,ちたい,"zone, area",呼ぶ,よぶ,"call, name",慎重,しんちょう,"prudence, discretion"
入浴,にゅうよく,bathing,熱帯,ねったい,tropics,低い,ひくい,"low, short",夢中,むちゅう,be absorbed
沿う,そう,"lie along, follow along",操作,そうさ,"operation, manipulation",覚える,おぼえる,"memorize, learn",純粋,じゅんすい,"pure, unmixed"
浜,はま,"beach, seashore",形式,けいしき,"form, model",片仮名,かたかな,katakana,単純,たんじゅん,"simple, uncomplicated"
慣らす,ならす,accustom,資源,しげん,resources,平仮名,ひらがな,hiragana,祝日,しゅくじつ,"holiday, festival day"
冷淡,れいたん,"cool, indifferent",決まり,きまり,"settlement, rule",食べ物,たべもの,food,祝う,いわう,"celebrate, congratulate"
ポット,ポット,"pot, thermos",エチケット,エチケット,etiquette,言う,いう,"say, tell",祝い,いわい,"celebration, congratulation"
漏れる,もれる,"leak, be disclosed",務め,つとめ,"duty, task",授業,じゅぎょう,"class, lesson",延長,えんちょう,"extension, prolongation"
漏らす,もらす,"give away, let leak",留守番,るすばん,"caretaking, caretaker",お母さん,おかあさん,mother,延期,えんき,"postponement, deferment"
溝,みぞ,"ditch, groove",職場,しょくば,"place of work, office",飛ぶ,とぶ,fly,延びる,のびる,"extend, be postponed"
危機,きき,"crisis, emergency",帰宅,きたく,return home,歌う,うたう,sing,延ばす,のばす,"extend, postpone"
叫び,さけび,"shout, cry",夕立,ゆうだち,sudden evening shower,死ぬ,しぬ,die,誕生,たんじょう,birth
嘆く,なげく,"sigh, grieve",宛名,あてな,"name of recipient, addressee",大好き,だいすき,love,恋人,こいびと,"lover, sweetheart"
音,ね,"sound, note",直ちに,ただちに,"at once, immediately",子供,こども,"child, kid",恋,こい,"love, romance"
忠告,ちゅうこく,"advice, admonishment",戻す,もどす,"return, give back",狭い,せまい,"narrow, restricted",失恋,しつれん,broken heart
天,てん,"sky, Heaven",払い戻す,はらいもどす,"pay back, reimburse",嫌い,きらい,dislike,愛する,あいする,"love, care for"
問屋,とんや,"wholesale store, wholesaler",現象,げんしょう,phenomenon,七日,なのか,"seven days, 7th of the month",愛,あい,love
漏る,もる,"leak, be leaky",消化,しょうか,"digestion, consumption",長い,ながい,long,愛情,あいじょう,"love, affection"
一帯,いったい,"area, vicinity",不運,ふうん,"misfortune, bad luck",鼻,はな,nose,国籍,こくせき,"nationality, citizenship"
暦,こよみ,"calendar, almanac",直後,ちょくご,immediately after,四つ,よっつ,four (things),年齢,ねんれい,"age, years"
尾,お,tail,しわ,しわ,wrinkle,みんな,みんな,"all, everybody",誰,だれ,"who, whom"
乱れる,みだれる,"be disordered, be disturbed",静まる,しずまる,"become quiet, calm down",紙,かみ,paper,誰か,だれか,someone
染める,そめる,"dye, color",冷静,れいせい,"cool, calm",下,した,"under, below",我々,われわれ,we
耳鼻科,じびか,"otorhinology, ENT",休暇,きゅうか,"holiday, vacation",入れる,いれる,put in,お互い,おたがい,each other
生臭い,なまぐさい,smelling of fish,問答,もんどう,"questions and answers, argument",曇る,くもる,become cloudy,相互,そうご,"mutual, reciprocal"
ベスト,ベスト,best,共通,きょうつう,commonality,体,からだ,"body, health",互い,たがい,each other
同居,どうきょ,living together,読書,どくしょ,reading a book,大丈夫,だいじょうぶ,"alright, OK",奥,おく,"inner part, the back, inner chamber"
履歴,りれき,"history, personal history",教わる,おそわる,"be taught, learn",病気,びょうき,illness,夫妻,ふさい,"husband and wife, Mr. and Mrs."
戸籍,こせき,family register,両側,りょうがわ,both sides,百,ひゃく,hundred,夫婦,ふうふ,"husband and wife, married couple"
成年,せいねん,"majority, adult",通路,つうろ,"passage, alley",五つ,いつつ,five (things),主婦,しゅふ,housewife
扉,とびら,door,裏口,うらぐち,"back door, kitchen door",顔,かお,face,婦人,ふじん,"woman, lady"
鮮やか,あざやか,vivid,夜間,やかん,"night, nighttime",軽い,かるい,"light, light weight",夫,おっと,husband
群集,ぐんしゅう,crowd,項目,こうもく,"item, clause",茶色,ちゃいろ,light brown,工夫,くふう,"contrivance, scheme"
脂肪,しぼう,"fat, grease",印象,いんしょう,impression,欲しい,ほしい,"want, desire",夫人,ふじん,"wife, married lady"
領域,りょういき,"territory, domain",出版,しゅっぱん,"publishing, publication",万,まん,ten thousand,照る,てる,"shine, be fine"
腸,ちょう,"intestines, entrails",注,ちゅう,"annotation, explanatory note",なる,なる,become,照らす,てらす,"illuminate, shine on"
肝心,かんじん,"vital, essential",神経,しんけい,"sensitivity, nerves",スポーツ,スポーツ,sport,招く,まねく,"invite, beckon, engage"
