P1,T1,P2,T2,P3,T3
この本は間違いだらけだ。,This book is full of mistakes.,どこにお住まいですか。,Where do you live?,その通りは十時を過ぎると閉鎖していた。,The street was closed after ten o'clock.
この制度は欠陥だらけだ。,This system is full of flaws.,もうお長いのですか。,Have you been here long?,君は木の下へ避難した。,You took shelter under a tree.
うわぁ、観光客だらけ。,"Wow, it's full of tourists.",それは渋谷に近い所です。,It's near Shibuya.,彼は雨を避ける避難場所を捜した。,He sought shelter from the rain.
それは矛盾だらけだ。,It's full of contradictions.,二三日です。,It's been a few days.,権力には責任が伴う。,With power comes responsibility.
部屋はゴミだらけだ。,The room is full of garbage.,明日立ちます。,I'm standing up tomorrow.,豪雨は雷を伴った。,The heavy rain was accompanied by thunder.
買い物ついでにでもお寄りください。,Please stop by while you shop.,二週間後に立つつもりです。,I'm going to stand in two weeks.,暴風雨には雷が伴った。,The storm was accompanied by lightning.
君が飲むついでに、僕の分も入れてくれないかな。,"While you're drinking, why don't you fill me up.",どこにお泊りですか。,Where are you staying?,理論には実践が伴わなければならない。,Theory must be accompanied by practice.
そんな物あったっけ？,Did we have any of those?,ホテルに。,In a hotel.,その手術には大変な痛みが伴う。,The surgery involves a lot of pain.
次の時間は何だっけ？,What's the next time?,友達の所に。,At a friend's place.,四月から新学期が始まる。,A new semester starts in April.
どこに置いたっけ？,Where did I put it?,親戚の所に。,At a relative's place.,新学期が始まっちゃった。,The new semester has started.
何を考えていたんだっけ。,What was I thinking about?,一人で来られましたか。,Are you here alone?,まもなく新学期が始まります。,The new semester will start soon.
これどうやるんだっけ？,How am I going to do this?,ご家族とここに来ましたか。,Did you come here with your family?,彼は任務にあたっている。,He is on a mission.
何の話をしていたっけ？,What were we talking about?,夫と来ました。,I came with my husband.,彼は任務にあたっている。,He is on a mission.
あの人、何て名前だったっけ？,What was that guy's name again?,妻と来ました。,I came with my wife.,そよ風が彼女の顔をなでた。,A gentle breeze brushed her face.
パリに行きたくてたまりません。,I'm dying to go to Paris.,家族と来ました。,I came with my family.,あの夜、彼女の肌を優しく撫でていた。,It had gently caressed her skin that night.
私は外国へ行きたくてたまらない。,I am dying to go to a foreign country.,友達と来ました。,I came with friends.,明日の夜とかどう？,How about tomorrow night?
冷えたビールがあればたまらないね。,I can't wait to have a cold beer.,結婚していますか。,Are you married?,ドライブとかどう？,How about a drive?
彼は彼女に会いたくてたまらなかった。,He couldn't wait to see her.,恋人はいますか。,Do you have a girlfriend?,明日の夜9時とかどう？,How about tomorrow night at nine o'clock?
彼らは昼食が待ちどおしくてたまらない。,They couldn't wait to have lunch.,関係ないでしょ!,I don't care!,何か趣味とかありますか。,Do you have any hobbies?
登山家は清水が欲しくてたまらなかった。,The mountaineer was desperate for fresh water.,関係ないだろ!,It doesn't matter!,何とかなるよね？,"We can work something out, right?"
私は冷たい飲み物がほしくてたまりません。,I'm dying for a cold drink.,結婚しています,I'm married.,泳げるんだよね？,"You can swim, can't you?"
彼は天才だと言っても過言ではない。,It is no exaggeration to say that he is a genius.,独身です。,I am single.,すごく寒いよね？,"It's very cold, right?"
彼の作品を知っているといってもほんの少しです。,I know only a few of his works.,恋人と住んでいます。,I live with my girlfriend.,車で来たんだよね？,"You drove here, didn't you?"
宿屋といってもまるで丸太小屋のようだ。,The inn looks like a log cabin.,離婚ていま す。,I'm divorced.,そこで何起こしたの？,What happened there?
彼女は歌手といってもお粗末なものだ。,"She's a singer, but a lousy one.",お子さんは?,Do you have any children?,そこで誰に会ったのですか。,Who did you meet there?
客間に通された。,I was ushered into the drawing room.,お孫さんは?,Do you have any grandchildren?,練習が完ぺきにする。,Practice makes perfect.
銅はよく電気を通す。,Copper is a good conductor of electricity.,失礼ですが 、おいくつで すか 。,"Excuse me, but how old are you?",君の英語は完璧だ。,Your English is perfect.
床下にパイプを通す。,The pipes run under the floor.,女の子はいくつですか。,How old is the girl?,彼は全ての点で完璧だ。,He is perfect in every way.
私は彼を部屋に通した。,I ushered him into the room.,男の子はいくつですか。,How old are your boys?,姉は頭の回転がいい。,My sister has a good head on her shoulders.
どうぞ通してください。,Please let him in.,お仕事は何ですか。,What do you do for a living?,惑星は太陽の周囲を回転する。,The planets revolve around the sun.
冬中暖房無しで通した。,I let him in without heat all winter.,会社で働いています。,I work in a company.,訳文を原文と比較しなさい。,Compare the translation with the original.
この上着は雨を通さない。,This jacket is impervious to rain.,学生です。,I am a student.,彼はその模造品を本物と比較した。,He compared the imitation with the real thing.
この布地は水を通さない。,This fabric is impervious to water.,無職です。,I am unemployed.,彼はロープを引っ張った。,He pulled on the rope.
彼らはジャングルに道を通した。,They made their way through the jungle.,退職しました。,I am retired.,彼は私の襟首を引っ張った。,He tugged at my collar.
済みません。通してくれますか。,I'm sorry. Can you let me through?,障害者です。,I am disabled.,彼は私のシャツを引っ張った。,He tugged at my shirt.
彼女を通しなさい、すぐ会うから。,"Let her through, I'll see you soon.",主婦です。,I am a housewife.,袖を引っ張らないでください。,Don't pull on the sleeves.
彼女は闇にまぎれて逃げとおせた。,She was able to escape under the cover of darkness.,お仕事は面白いですか,Do you enjoy your work?,それに掴まって。引っ張るぞ。,Hold on to it. I'll pull it.
道を開けて子どもを通してください。,Please open the way and let the child through.,たいがいは。,Mostly.,この生地は引っ張るとすぐ伸びる。,This fabric stretches easily when pulled.
この点に関しては意見が異なっている。,We have a difference of opinion on this point.,まあまあですが、休みの方が面白いですよね 。,"It's okay, but the vacations are more interesting.",彼はすごく知的な人です。,He is a very intelligent man.
このことに関してまた君に電話するよ。,I'll call you back about this.,ぜんぜん話せません。,I can't talk at all.,真実は一つです。,There is only one truth.
彼女の才能に関しては疑問の余地が無い。,There is no question about her talent.,少しだけ話せます。,I can speak only a little.,この辺りの家賃の相場はいくらですか。,How much is the rent in this area?
私に関して言えば、肉よりも魚が好きだ。,"As for me, I prefer fish to meat.",英語は話せますか。,Do you speak English?,彼女は出席を拒否した。,She refused to attend.
私に関して言えば、土曜日が都合がよい。,"As for me, Saturdays are more convenient.",日本語が話せますか。,Can you speak Japanese?,チャンピオンがタイトルを防衛した。,The champion defended his title.
家賃に関して私は彼と折り合いがついた。,I've come to an agreement with him about the rent.,英語が話せますか。,Do you speak English?,明日はどうやら雨らしいよ。,"It's supposed to rain tomorrow, apparently."
その報告は販売に関しては思わしくない。,The report does not look good for sales.,何とおっしゃいましたか。,What did you say?,彼の趣味は切手収集です。,His hobby is stamp collecting.
スケジュールに関しては、後でお知らせします。,"As for the schedule, I'll let you know later.",分かりました。,I understand.,図書館には各種の雑誌がそろっています。,The library has a wide variety of magazines.
以前に比べれば、ここでの生活は随分楽になりました。,"Compared to the past, life here is a lot easier.",もう一度言って下さい。,Please say it again.,問題の根本を見直しましょう。,Let's review the root of the problem.
ロンドンは東京に比べて小さい。,London is small compared to Tokyo.,ゆっくり話して下さいませんか,Could you please speak slowly?,政治は国民主体であるべきです。,Politics should be people-oriented.
彼は私の助言に従って行動した。,He acted according to my advice.,それはどういう意味ですか。,What do you mean by that?,彼は新聞記者を経て作家になりました。,He worked as a newspaper reporter before becoming a writer.
動物は本能に従って行動する。,Animals act according to their instincts.,その言葉はどういう意味ですか。,What does that word mean?,今日は流通の仕組みを勉強しましょう。,Let's study the distribution system today.
君は能力にしたがって上達する。,You will improve according to your ability.,この本の中でそれを指さして下さい ませんか。,Can you point to it in this book?,その国の政府は各国に支援を要請した。,The government of that country requested assistance from other countries.
私たちは時間割に従って勉強する。,We will study according to the timetable.,それを書いて下さいませんか。,Can you write it down?,その制度は廃止されました。,That system has been abolished.
君は指示に従ってさえいればいいのです。,All you have to do is follow the instructions.,それは...という意味ですか。,Does it mean...? What does it mean?,試合の代表メンバーが確定した。,The members of the national team for the match were finalized.
君は自分の主義に従って行動すべきである。,You should act according to your own principles.,ちょっと待って下さい 、捜してみます。,"Wait a minute, I'll look for it.",学生時代を懐かしく振り返ったんだ。,I looked back on my school days fondly.
君は規則に従って行動しなければならない。,You have to act according to the rules.,言葉が見つかりません。,I can't find the word.,私は今月いっぱいで退職します。,I'm retiring at the end of this month.
君の命令にしたがって私はボートを売ろう。,I'll sell my boat according to your order.,それは日本語でどう言いますか。,How do you say it in Japanese?,その殺人事件は白昼に起こったんだ。,The murder happened in broad daylight.
我々はいつも法律に従って行動するべきだ。,We should always act according to the law.,それはどう発音しますか。,How do you pronounce it?,もはや彼の助けは必要じゃないの。,I no longer need his help.
私の設計にしたがって、作ってもらいました。,I had it built according to my design.,すみませんが、助けて下さい。,"I'm sorry, but I need your help.",彼女は語学力を仕事に生かしているね。,"She puts her language skills to work, doesn't she?"
私たちは彼女の指示に従って作業を完了した。,We completed the work according to her instructions.,どうしました か。,What's the matter?,僕たちは頑張って決勝まで進んだよ。,We worked hard and made it to the finals.
解答はすべて指示に従って書かねばならない。,All solutions must be written according to the instructions.,何かご用でしょうか。,What can I do for you?,彼は年の割には行動的だ。,He's very active for his age.
何をやるにしても、彼は上手にこなす。,"No matter what he does, he does it well.",急ぎますので、すみません。,"I'm sorry, I'm in a hurry.",何事にも積極的な態度を取るようにしなさい。,Try to have a positive attitude about everything.
どこへ行くにしても私は道に迷う。,"Wherever I go, I get lost.",ご一緒させていただいてもよろしい ですか。,May I join you?,彼の次の制作は非常に意欲的なミュージカルだった。,His next production was a very ambitious musical.
どんな本を読むにしても、注意深く読みなさい。,"No matter what book you read, read it carefully.",写真をとってくださいますか,Can you take a picture for me?,彼女は怒りっぽい。,She is very angry.
どんなに一生懸命にしてもそれはできないだろう。,"No matter how hard you try, you will not be able to do it.",このボタンを押して下さい。,Please press this button.,昨夜彼は怒りっぽかったな。,"He was very angry last night, wasn't he?"
私は女性に関しては弱い。,I'm weak when it comes to women.,ほっといてよ!,Please leave me alone!,つまらない試合に飽きてきた。,I'm getting tired of boring games.
それに関して、私は君に賛成だ。,I'm with you on that.,ほっといてくれよ!,Please leave me alone!,彼は良い笑いのセンスをしている。,He has a good sense of humor.
その件に関して特に疑問はない。,I have no doubts about that.,あっちいってよ!,Go away!,彼は勇敢な兵士でした。,He was a brave soldier.
価格に関して話し合いたいのですが。,I would like to discuss the price.,あっちいけよ!,Get away from me!,とても落ち着いた気分でいることができた。,I was in a very calm mood.
スタイルに関してはこの車が一番だ。,This car is the best when it comes to style.,行かないと叫ぶわよ!,Go away or I'll scream!,彼は慎重な選手だ。,He is a careful player.
敵に対して寛大だ。,He is generous to his enemies.,行かないと叫ぶよ!,I'll scream if you don't go!,慎重に選びなさい。,Choose carefully.
彼は友人に対して寛大だ。,He is generous to his friends.,今日は暑いですね。,It's hot today.,彼は行動が慎重だ。,He is careful in his actions.
彼女は動物に対して優しい。,She is kind to animals.,今日は寒いですね。,It's cold today.,彼は言葉を慎重に選んだ。,He chose his words carefully.
彼は誰に対しても腰が低い。,He is low to everyone.,いい天気ですね。,It's a beautiful day.,彼は慎重に義務を遂行した。,He carried out his duty carefully.
彼女に対して疑いを持ちだした。,I began to have doubts about her.,すごい風ですね。,It's windy.,彼は勤勉な学生です。,He is a diligent student.
協力者に対しては賞金が出ます。,There is a reward for cooperation.,すごい雨ですね。,It's raining hard.,一般に日本人は勤勉だ。,Japanese people in general are diligent.
彼は批評に対してたいへん敏感だ。,He is very sensitive to criticism.,雪が凄いですね。,It's snowing hard.,彼の生活はのんきだ。,His life is carefree.
彼は私の質問に対してうなずいた。,He nodded in response to my question.,深い霧ですね。,It's a deep fog.,生まれつき実にのんきな男だ。,He is really a carefree man by nature.
彼はその事故に対して責任がある。,He is responsible for the accident.,この天気はもう長いんですか。,Has this weather been here long?,時々ね、感情的になっちゃうの。,"Sometimes, I get emotional."
間違ったに違いない。,He must have made a mistake.,この辺はいつも暑いんですか。,Is it always hot around here?,たまに感情的になることがあります。,Sometimes I get emotional.
病気だったに違いない。,He must have been sick.,この辺はいつも寒いんですか。,Is it always cold around here?,科学者が感情的になるのはよくない。,It's not good for scientists to be emotional.
それは本当に違いない。,It must be true.,この辺はいつも雨が少ないんですか。,Is it always raining little around here?,彼らは感情的な苦痛と絶望を経験した。,They have experienced emotional pain and despair.
彼らは幸せにちがいない。,They must have been happy.,この辺はいつも雨が多いですか。,Does it always rain a lot around here?,この町は活気がない。,This town is not lively.
彼らは誤ったに違いない。,They must have been wrong.,趣味は?,What are your hobbies?,通りは活気に溢れている。,The streets are full of life.
彼はそれを見たに違いない。,He must have seen it.,編みものが好きです。,I like to knit.,彼は活気のある人です。,He is a lively person.
彼は家が恋しいに違いない。,He must be missing home.,読書が好きです。,I like to read.,東京は活気にあふれている。,Tokyo is full of vitality.
冗談を言ってるに違いない。,He must be joking.,写真をとるのが好きです。,I like to take pictures.,商売はまったく活気がない。,Business is not lively at all.
彼女は美しかったに違いない。,She must have been beautiful.,音楽が好きです。,I like music.,若者はたいてい活気に満ちている。,Young people are usually full of life.
政治について討論しよう。,Let's discuss politics.,ギターを弾くのが好きです。,I like to play the guitar.,彼はテニスに熱心だ。,He is enthusiastic about tennis.
彼の髪型について一言した。,I made a comment about his hairstyle.,ピ アノを弾くのが好きです。,I like to play the pianos.,君は商売熱心だね。,You are a business enthusiast.
ゲームについてのご感想は？,What do you think of the game?,映画を見に行くのが好きです。,I like to go to the movies.,彼は熱心にそれをやった。,He did it enthusiastically.
日本についてどう思いますか。,What do you think about Japan?,旅行するのが好きです。,I like to travel.,彼女はとても勉強熱心です。,She is very studious.
この牛肉は１ポンドにつき４ドルです。,This beef costs four dollars per pound.,スポーツが好きです。,I like sports.,彼は熱心に日本語を勉強した。,He studied Japanese diligently.
我々はその品物を１ダースにつき３ドルで買った。,We bought that item for $3 per dozen.,つりに行くのが好きです。,I like to go fishing.,トムって外向的だよね。,"Tom is an extrovert, isn't he?"
私は一時間につき十ドルもらっています。,I am paid ten dollars per hour.,散歩するのが好きです。,I like to go for a walk.,野球って何が面白いの？,What's so interesting about baseball?
１ページにつき、３枚ずつコピーして下さい。,Please make three copies of each page.,もう今晩の予定は何か決めたの。,Have you decided what you are going to do tonight?,これが一番面白いです。,This is the most interesting thing.
彼女は１日につき３０ドル稼ぐ。,She makes thirty dollars per day.,もう今日の計画はたてましたか。,Have you made any plans for today?,この坂の勾配が大きい。,The slope of this hill is huge.
午後を通してずっと雨が降っていた。,It had been raining all afternoon.,もう今晩の計画はたてましたか。,Have you made plans for this evening yet?,この建物は非常に大きい。,This building is very large.
山を通してトンネルを通した。,Tunnels were built through the mountains.,一緒に出かけませんか。,Would you like to go out with me?,彼は約束に誠実である。,He is faithful to his word.
それらは１年を通してずっと飾られている。,They are decorated throughout the year.,一緒にダンスに行きませんか。,Would you like to go dancing with me?,彼が誠実だとは思わない。,I don't think he's sincere.
貨幣は銀行制度を通じて流通する。,Money circulates through the banking system.,一緒に食べませんか。,Would you like to eat with me?,彼はとても誠実な人だ。,He is a very sincere person.
彼女とは友人を通じて知り合った。,I met her through a friend.,一緒に海岸に行きませんか。,Would you like to go to the beach with me?,彼はとても誠実な人だ。,He is a very sincere person.
全ての場合を通じて、恋愛は忍耐である。,"In all cases, love is patience.",一緒に町へ行きませんか。,Would you like to go to town with me?,彼の優柔不断さにイライラした。,I was annoyed by his indecision.
この山は一年を通じて雪に覆われている。,This mountain is covered with snow all year round.,一緒に友達の所に行きませんか。,Would you like to go to a friend's place with me?,彼女はとても利口だ。,She's very clever.
彼は経験がないわりによくやる。,He does well despite his lack of experience.,踊りません。,I don't dance.,犬は利口な動物である。,Dogs are clever animals.
彼は若いわりにはとてもいい仕事をした。,He did a very good job for one so young.,バーに座りましょうか?,Shall we sit at the bar?,彼は私ほど利口ではない。,He is not as clever as I am.
彼は年齢の割に老けて見える。,He looks old for his age.,何か飲みましょうか。,Let's have a drink.,彼女の利口なのには舌を巻く。,I'm amazed at how clever she is.
この布は値段の割に品質が良い。,This cloth is of good quality for the price.,散歩に行きましょうか。,Let's go for a walk.,トムは内向的だと思う。,I think Tom is an introvert.
僕は負けるわけにはいかない！,I can't afford to lose!,ドライブ に 行 きましょうか。,Let's go for a drive.,内向的な奴でいることの自由はずっと愛してきた。,I've always loved the freedom of being an introvert.
本当に捨てるわけにはいかないよ。,I really can't throw it away.,いい考え。,Good idea.,彼は非常に親切だ。,He's very kind.
本当に捨てるわけにはいかないよ。,I really can't throw it away.,いいえ 、けっこうです。,"No, thank you.",彼は親切な少年だ。,He's a kind boy.
もうこれ以上延ばすわけにはいかない。,I can't extend it any longer.,多分今度。,Maybe next time.,彼は尻が重い。,He's a heavy ass.
何事も思い通りにするわけにはいかない。,You can't do everything as you wish.,興味がないわ。,I'm not interested.,トムって気分屋だよね。,"Tom is moody, isn't he?"
そんな話を聞くと笑わないわけにはいかない。,I can't help but laugh when I hear that.,興味がないよ。,I'm not interested.,少女は無邪気に笑った。,The girl laughed innocently.
誰でも車が持てるわけではない。,Not everyone can afford a car.,時間がないわ。,I don't have time.,彼女は無邪気なふりをした。,She pretended to be innocent.
北海道がいつも寒いわけではない。,It is not always cold in Hokkaido.,時間がないよ。,I don't have time.,子供のころ無邪気だった。,I was innocent as a child.
全ての鳥が飛べるわけではない。,Not all birds can fly.,もう他の約束が。,I have other commitments.,彼女は無邪気に装った。,She pretended to be innocent.
彼はいつも遅刻するわけではない。,He is not always late.,ダンスは下手です。,I'm not a good dancer.,私はこのわんぱくな少年は手に負えない。,I can't handle this rambunctious boy.
私はいつも早起きするわけではない。,I don't always wake up early.,バレーボールは下手です。,I'm not good at volleyball.,彼は少年のころとてもわんぱくだった。,He was very naughty as a boy.
夏休みの間にそれをした。,I did that during my summer vacation.,泳げません。,I can't swim.,わんぱくな子は道に迷ってあたりを見回した。,The naughty boy got lost and looked around.
頭と胴体の間に首がある。,There is a neck between the head and the torso.,おきれいですね。,You're beautiful.,彼は根が優しい。,He is kind-hearted.
休みの間に東京へ一週間行きます。,During my vacation I will go to Tokyo for a week.,いい車ですね!,It's a nice car!,その娘は心が優しい。,The girl has a kind heart.
休暇の間にはフランスへ行きます。,During my vacation I will go to France.,何てかわいい赤ちゃんでしょう。,What a cute baby.,彼は大変忍耐強かった。,He was very patient.
あなたが寝ている間に、私は本を読む。,"While you are sleeping, I will read a book.",ダンスが上手ですね。,You are a good dancer.,彼はとても忍耐強いから頼りになる。,He is very patient and I can count on him.
この１年の間に、物価は２倍になった。,"During the past year, prices have doubled.",料理が上手ですね。,You're a good cook.,私達の先生はばかげた質問をした時でも忍耐強い。,Our teacher was patient even when we asked him ridiculous questions.
６時から７時の間に出発するようにしてください。,Try to leave between six and seven o'clock.,テニスが上手ですね。,You are a good tennis player.,この発明は数年間の忍耐強い実験の結果であった。,This invention was the result of several years of patient experimentation.
３時間待った。,I waited for three hours.,一緒にいるのが楽しい。,I enjoy being with you.,彼女は私に丁寧に頭を下げた。,She bowed politely to me.
両者の間に関係はない。,There is no relationship between the two.,とっても寂しかったわ。,I missed you so much.,彼は丁寧に求人の依頼を断った。,He politely declined the job offer.
私は彼らの間に座った。,I sat between them.,とっても寂しかったよ。,I've missed you so much.,彼らは私の丁寧さと友情を誤解した。,They misunderstood my politeness and friendship.
行と行との間をあける。,Leave some space between the lines.,あなたを夢にみたわ。,I dreamed of you.,丁寧な物腰は日本人に特徴的だ。,A polite manner is characteristic of the Japanese.
命のある間は希望がある。,"While there is life, there is hope.",君を夢にみたよ。,I dreamed of you.,静かにして下さい。,Please be quiet.
二つの家の間に庭がある。,There is a garden between the two houses.,きれいだよ。,You're beautiful.,部屋は静かだった。,The room was quiet.
彼は二十年間教えている。,He has been teaching for twenty years.,すてきよ。,You're beautiful.,金沢は静かな町です。,Kanazawa is a quiet town.
学校は三時半に終わる。,School is over at 3:30.,すてきだよ。,You're beautiful.,嵐のあとは静かだった。,It was quiet after the storm.
講義ってもう終わった？,Have you finished your lecture yet?,セクシー。,Sexy.,彼は頼もしい男だ。,He's a dependable guy.
彼女が来るかどうか疑う。,I doubt if she'll come.,私を見て。,Look at me.,超ロマンティックだわ！,You're super romantic!
彼が来るかどうか疑問だ。,I wonder if he'll come.,僕を見て。,Look at me.,男子より女子の方がロマンチックよ。,Girls are more romantic than boys.
彼が来るかどうか知らない。,I don't know if he'll come.,きれいな瞳だね。,You have beautiful eyes.,私って自己中だな。,I'm so self-centered.
君が明日暇かどうか知りたい。,I want to know if you're free tomorrow.,あなたに夢中なの。,I'm crazy about you.,彼は真面目な性格だ。,He's a serious guy.
君が来るかどうかは問題ではない。,It doesn't matter if you're coming or not.,君に夢中なんだ。,I'm crazy about you.,真面目におやり。,Take it seriously.
それが本当かどうか聞いてみよう。,I'll ask him if it's true.,愛してる。,I love you.,真面目では有りません。,He's not serious.
雨になるかもしれないな。,It might rain.,私の気持ちは違うの。,My feelings are different.,彼女は真面目な学生です。,She's a serious student.
列車に乗り遅れたのかもしれない。,You might have missed the train.,僕の気持ちは違うんだ。,My feelings are different.,めっちゃ恥ずかしい。,I'm so embarrassed.
それは今にも起こるかもしれない。,It could happen at any moment.,もう恋人がいます。,I already have a boyfriend.,恥ずかしくないのですか。,Aren't you embarrassed?
その余裕がないかもしれないから。,We may not be able to afford it.,もう少し待って。,Wait a little longer.,彼は恥ずかしくて顔を赤らめた。,He blushed with embarrassment.
夜から雪が降るかもしれないですね。,It might start snowing at night.,すごく早過ぎるの。,It's too soon.,一生で一番恥ずかしいことです。,It's the most embarrassing thing I've ever done in my life.
見たことがあります。,I've seen it.,すごく早過ぎるよ。,It's too soon.,彼女のほほは恥ずかしさで火照った。,Her cheeks flamed with embarrassment.
金沢では吹雪くことがある。,There are times when it blows in Kanazawa.,触らないで。,Don't touch me.,彼は時々たわいもない空想にふける。,He sometimes indulged in idle fantasies.
野球をしたことがありますか。,Have you ever played baseball?,今夜一緒に泊まらない?,Will you stay with me tonight?,彼はたわいない幻想に取り付かれているようだ。,He seems to be obsessed with idle fantasies.
彼は北海道にいたことがある。,He has been in Hokkaido.,愛したい。,I want to make love.,彼は兄ほど賢くない。,He is not as smart as his brother.
彼女に３回会ったことがある。,I've seen her three times.,コンドームを 使ってくれるなら。,As long as you use a condom.,君は賢い選択をした。,You have made a wise choice.
仮眠をとることにした。,I decided to take a nap.,エイズのこともあるからね。,"You know, because of the AIDS thing.",賢い子供なら出来る。,Smart kids can do that.
彼は試してみる事にした。,He decided to give it a try.,男って皆そういうのね。,All men are like that.,犬って猫より賢いの？,Is a dog smarter than a cat?
私は車を買うことにした。,I decided to buy a car.,危険は避けましょうよ。,Let's not take any chances.,彼女は本当に賢いよね？,"She's really smart, isn't she?"
彼はとても社交的だ。,He's very sociable.,彼らはお互いに座席を交換した。,They exchanged seats with each other.,これをポンドに替えて下さい。,Can you exchange this for pounds?
彼は社交的な性格だ。,He's a social butterfly.,どこで外貨の交換をすることができますか。,Where can I get my money exchanged?,これを現金に換えてもらえますか。,Can you exchange this for cash?
彼女は町の社交的型にあわせようとしない。,She doesn't try to fit into the social mold of the town.,乗り換えキップが必要な方はいますか。,Would anyone like a transfer?,これを小銭に換えてもらえますか。,Can you exchange this for coins?
彼は非社交的だ。,He's unsociable.,乗り換えはありますか。,Is there a transfer point?,政府は外交政策の転換を余儀なくされた。,The government was forced to change its foreign policy.
彼は腕の力が強い。,He has a strong arm.,乗り換えは必要ですか。,Do I need to transfer?,気分転換に散歩しよう。,Let's take a walk for a change.
彼女は個性が強い。,She has a strong personality.,途中で乗り換えが必要ですか。,Is it necessary to change trains along the way?,気分転換に休憩しよう。,Let's take a break for a change.
君は意志が強いな。,You are strong-willed.,池袋駅で乗り換えて下さい。,You transfer at Ikebukuro Station.,気分転換に外食しましょう。,Let's eat out for a change.
この車は錆に強い。,This car is resistant to rust.,あの停留所でバスを乗り換えなさい。,Change buses at that stop.,私は気分転換に音楽を聴こうと提案した。,I suggested that we listen to music for a change.
彼女は他人に思いやりがある。,She is considerate of others.,この列車に乗って次の駅で乗り換えなさい。,Take this train and make a change at the next station.,私はときどき気分転換に温泉にいきます。,I sometimes go to the spa for a change of pace.
あいつは思いやりがない。,He's not considerate.,渋谷で電車をのりかえなければならない。,You have to change trains at Shibuya.,今夜は気分転換に外で食事をしませんか。,Why don't we eat out tonight for a change?
彼女が思いやりのあることは誰でも分かる。,Everyone can see that she is considerate.,私は上野駅で乗り換えた。,I changed trains at Ueno Station.,気分転換に田舎にドライブに行かないかい。,Why don't we go for a drive in the country for a change?
交換のために返却したいと思います。,I would like to return it to you for replacement.,東京駅で列車を乗り換えなさい。,Change trains at Tokyo Station.,彼は何でもお金に換算してしまう。,He converts everything into money.
壊れていたものを早急に交換していただけますか。,Would you please replace the broken one promptly?,どこで乗り換えればいいでしょうか。,Where should I transfer?,君に替わる人はどこにもいない。,There is no one anywhere who can replace you.
あ、今度ケー番交換しませんか？,"Ah, could we swap our mobile numbers next time?",変換にはかなりの時間がかかる。,It takes a long time to convert.,燃料としては石油が石炭に代わりつつあった。,Oil was being replaced by coal as fuel.
社員達は会議で意見を交換した。,The staff exchanged opinions in the meeting.,彼はお金と引換に切符を受け取った。,He received a ticket in return for the money.,日本語が話せる人と替わってもらえませんか。,Can you replace me with someone who speaks Japanese?
円をドルに交換して下さい。,Please exchange yen for dollars.,カーテンを替えると部屋が違ったように見える。,The room looks different after I've changed the curtains.,彼は隣の人と席を替わった。,He switched seats with the person next to him.
この時計を少し安いのと交換したいのです。,I would like to exchange this watch with a cheaper one.,部屋を替えてください。,Please change my room?,僕と席を替わってくれませんか。,Can you switch seats with me?
彼は古い車を新車と交換した。,He exchanged his old car for a new one.,チャンネルを替えてもかまわない？,Do you mind if I change the channel?,この品は３日以内ならお取り替えします。,I can replace this item within three days.
どこでドルをポンドに交換できますか。,Where can I exchange my dollars for pounds?,このシャツを小さいのと替えていただけませんか。,Can you please change this shirt for a smaller one?,これを小さいサイズと取り替えてほしいのです。,I want you to replace this with a smaller size.
妹と私は交換で部屋を掃除します。,My sister and I take turns in cleaning our room.,席を替えてほしいのですが。,I'd like to change my seat.,古いタイヤを新しいのと取り替えて。,Please replace the old tire with a new one.
言い換えれば、彼女は良き女房になった。,"She became, in other words, a good wife.",言いかえると、彼は信念の人です。,"In other words, he is a man of faith.",この品物を取り替えてもらえますか。,Can you please replace this item?
言い換えれば、それは常識の問題である。,"In order words, it is a matter of common sense.",この文章は書き換えなければならない。,You should rewrite this sentence.,もっと大きいのと取り替えてください。,Please replace it with a larger one.
言い換えれば、彼女はそのプロポーズを断りたいのだ。,"In other words, she wants to refuse the proposal.",彼はその話を書き換えてまったく別のものにした。,He rewrote the story into a completely different one.,別の物と取り替えてください。,Please replace it with another one.
