W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
汚れる,よごれる,dirty,面倒,めんどう,troublesome,恨み,うらみ,grudge,武装,ぶそう,armed
億,おく,billion,毛布,もうふ,blanket,恨む,うらむ,resent,武力,ぶりょく,armed force
課長,かちょう,manager,戻す,もどす,return,鎖,くさり,chain,舞う,まう,dance
過ぎる,すぎる,pass,役割,やくわり,role,催し,もよおし,event,部下,ぶか,subordinate
会議,かいぎ,meeting,約,やく,about,砕く,くだく,crush,部門,ぶもん,department
掛ける,かける,hang,輸入,ゆにゅう,import,削る,けずる,shave,封鎖,ふうさ,blockade
割れる,われる,crack,優れる,すぐれる,excellent,削除,さくじょ,delete,風俗,ふうぞく,customs
乾く,かわく,dry,優勝,ゆうしょう,win,索引,さくいん,index,風土,ふうど,climate
慣れる,なれる,get used to,勇気,ゆうき,courage,撮影,さつえい,photograph,復活,ふっかつ,revival
簡単,かんたん,easy,有効,ゆうこう,valid,殺人,さつじん,murder,復旧,ふっきゅう,restoration
間違える,まちがえる,mistake,郵送,ゆうそう,mail,司会,しかい,host,復興,ふっこう,reconstruction
関係,かんけい,relationship,予測,よそく,predict,姿勢,しせい,posture,福,ふく,fortune
危険,きけん,risk,余る,あまる,surplus,市場,しじょう,market,福祉,ふくし,welfare
喜ぶ,よろこぶ,be happy,余計,よけい,extra,氏名,しめい,family name,複合,ふくごう,composite
寄る,よる,stop by,余分,よぶん,extra,紙幣,しへい,bill,覆す,くつがえす,overturn
機会,きかい,chance,与える,あたえる,give,紫,むらさき,purple,物資,ぶっし,supplies
機械,きかい,machine,預かる,あずかる,look after,磁石,じしゃく,magnet,物体,ぶったい,object
祈る,いのる,pray,預ける,あずける,deposit,自衛,じえい,self-defense,分散,ぶんさん,distributed
季節,きせつ,season,幼い,おさない,young,執筆,しっぴつ,writing,分子,ぶんし,molecule
規則,きそく,rule,幼児,ようじ,infant,斜め,ななめ,diagonal,分担,ぶんたん,sharing
技術,ぎじゅつ,technology,容易,ようい,easy,煮る,にる,boil,分配,ぶんぱい,distribution
久しぶり,ひさしぶり,long time no see,溶ける,とける,melt,受け入れる,うけいれる,accept,分離,ぶんり,separation
競争,きょうそう,competition,要するに,ようするに,in short,寿命,じゅみょう,lifespan,分裂,ぶんれつ,division
隅,すみ,corner,要求,ようきゅう,request,就任,しゅうにん,inauguration,紛争,ふんそう,conflict
景色,けしき,scenery,要点,ようてん,the point,修繕,しゅうぜん,repair,文化財,ぶんかざい,cultural property
経験,けいけん,experience,要領,ようりょう,point,醜い,みにくい,ugly,兵器,へいき,weapons
経済,けいざい,economy,理解,りかい,understanding,縦,たて,vertical,兵士,へいし,soldier
警察,けいさつ,police,裏切る,うらぎる,betray,縮める,ちぢめる,shrink,平常,へいじょう,normal
迎える,むかえる,welcome,陸,りく,land,縮小,しゅくしょう,shrink,柄,え,pattern
固い,かたい,hard,両替,りょうがえ,currency exchange,循環,じゅんかん,circulation,並びに,ならびに,and
原因,げんいん,cause,輪,わ,ring,純粋,じゅんすい,pure,閉鎖,へいさ,close
講堂,こうどう,auditorium,涙,なみだ,tears,巡る,めぐる,go around,偏,へん,side
郊外,こうがい,suburbs,冷静,れいせい,calm,順序,じゅんじょ,order,偏見,へんけん,prejudice
国際,こくさい,international,恋,こい,love,初級,しょきゅう,beginner,変革,へんかく,transformation
差し上げる,さしあげる,give,恋人,こいびと,lover,初旬,しょじゅん,early,変遷,へんせん,transition
砂,すな,sand,連想,れんそう,association,助教授,じょきょうじゅ,associate professor,変動,へんどう,fluctuation
最近,さいきん,recently,連続,れんぞく,continue,将棋,しょうぎ,shogi,返還,へんかん,return
最後,さいご,last,老人,ろうじん,old man,小遣い,こづかい,pocket money,返済,へんさい,pay back debt
最初,さいしょ,first time,論じる,ろんじる,discuss,焦点,しょうてん,focus,便宜,べんぎ,convenience
妻,つま,wife,論争,ろんそう,disputation,鐘,かね,bell,弁,べん,valve
済む,すむ,finish,論文,ろんぶん,paper,上級,じょうきゅう,advanced,弁護,べんご,defense
産業,さんぎょう,industry,永久,えいきゅう,permanent,上旬,じょうじゅん,early,弁論,べんろん,argument
残念,ざんねん,disappointing,居る,おる,be there,載る,のる,to be listed,保つ,たもつ,keep
市民,しみん,citizen,最中,さいちゅう,in the middle,蒸し暑い,むしあつい,humid,保育,ほいく,childcare
指輪,ゆびわ,ring,鈍い,にぶい,dull,飾り,かざり,decoration,保管,ほかん,storage
支度,したく,preparation,燃やす,もやす,burn,振り,ふり,swing,保険,ほけん,insurance
枝,えだ,branch,夫婦,ふうふ,couple,新幹線,しんかんせん,bullet train,保護,ほご,protection
事故,じこ,accident,平均,へいきん,average,申請,しんせい,application,保守,ほしゅ,maintenance
事務所,じむしょ,office,抱く,いだく,embrace,診断,しんだん,diagnose,捕獲,ほかく,capture
似る,にる,similar,痛み,いたみ,pain,酢,す,vinegar,捕虜,ほりょ,pow
失敗,しっぱい,failure,位置,いち,position,図鑑,ずかん,picture book,補給,ほきゅう,supply
失礼,しつれい,impoliteness,得る,える,obtain,垂直,すいちょく,vertical,補強,ほきょう,reinforcement
捨てる,すてる,dispose of,収める,おさめる,to fit,推定,すいてい,estimated,補充,ほじゅう,replenishment
取り替える,とりかえる,replace,恐れる,おそれる,fear,水素,すいそ,hydrogen,補助,ほじょ,auxiliary
手袋,てぶくろ,gloves,降ろす,おろす,take down,杉,すぎ,cedar,補償,ほしょう,compensation
習慣,しゅうかん,habits,替える,かえる,change,澄む,すむ,clear,穂,ほ,ear
柔道,じゅうどう,judo,香り,かおり,scent,寸法,すんぽう,size,募る,つのる,recruit
準備,じゅんび,preparation,乾杯,かんぱい,cheers,整備,せいび,maintenance,募金,ぼきん,fundraising
女性,じょせい,woman,効く,きく,works,製作,せいさく,production,母校,ぼこう,alma mater
将来,しょうらい,future,気付く,きづく,notice,西暦,せいれき,year,母国,ぼこく,home country
承知,しょうち,know,寄付,きふ,donation,惜しい,おしい,regrettable,報酬,ほうしゅう,reward
招待,しょうたい,invitation,越える,こえる,cross over,先端,せんたん,tip,報道,ほうどう,press
笑う,わらう,smile,凍る,こおる,freeze,宣伝,せんでん,promotion,奉仕,ほうし,service
紹介,しょうかい,introduction,捜す,さがす,search,洗剤,せんざい,soap,崩壊,ほうかい,collapse
畳,たたみ,tatami,戦い,たたかい,fight,素人,しろうと,amateur,抱っこ,だっこ,hug
触る,さわる,touch,戦う,たたかう,fight,素直,すなお,honest,放り込む,ほうりこむ,throw in
政治,せいじ,politics,頼る,たよる,rely,創作,そうさく,creation,放棄,ほうき,abandoned
席,せき,seat,手続き,てつづき,procedure,倉庫,そうこ,warehouse,放射能,ほうしゃのう,radioactivity
赤ん坊,あかんぼう,baby,飛び込む,とびこむ,jump in,爽やか,さわやか,refreshing,放出,ほうしゅつ,release
折る,おる,fold,年齢,ねんれい,age,葬式,そうしき,funeral,方策,ほうさく,measures
折れる,おれる,break,伸ばす,のばす,extend,あう,あう,match,方式,ほうしき,method
専門,せんもん,specialty,必死,ひっし,desperate,太鼓,たいこ,drum,法案,ほうあん,bill
戦争,せんそう,war,雇う,やとう,hire,妥当,だとう,reasonable,法学,ほうがく,jurisprudence
祖父,そふ,grandfather,郵便,ゆうびん,post,体系,たいけい,system,法廷,ほうてい,courtroom
祖母,そぼ,grandmother,有利,ゆうり,advantageous,体操,たいそう,gymnastics,砲,ほう,cannon
続く,つづく,continue,喜び,よろこび,joy,対策,たいさく,measures,妨害,ぼうがい,interference
続ける,つづける,continue,労働,ろうどう,labor,滝,たき,waterfall,暴動,ぼうどう,riot
卒業,そつぎょう,graduation,泊,はく,night,但し,ただし,however,暴力,ぼうりょく,violence
男性,だんせい,male,最,さい,most,脱線,だっせん,derailment,冒頭,ぼうとう,beginning
地震,じしん,earthquake,論,ろん,theory,弾,たま,bullet,膨張,ぼうちょう,expansion
恥ずかしい,はずかしい,embarrassing,お互い,おたがい,each other,地盤,じばん,ground,防衛,ぼうえい,defense
珍しい,めずらしい,rare,税,ぜい,tax,中旬,ちゅうじゅん,mid,牧師,ぼくし,pastor
程,ほど,about,悪魔,あくま,demon,丁目,ちょうめ,chome,本音,ほんね,real intention
適当,てきとう,properness,握る,にぎる,grasp,張り切る,はりきる,be enthusiastic,本格,ほんかく,authentic
電灯,でんとう,light,握手,あくしゅ,handshake,彫る,ほる,carve,本館,ほんかん,main building
電報,でんぽう,telegram,扱う,あつかう,deal,彫刻,ちょうこく,sculpture,本国,ほんごく,home country
塗る,ぬる,paint,案,あん,draft,調整,ちょうせい,adjustment,本質,ほんしつ,essence
土産,みやげ,gift,意志,いし,will,調節,ちょうせつ,adjustment,本場,ほんば,authentic
怒る,おこる,get angry,慰める,なぐさめる,comfort,定価,ていか,list price,本体,ほんたい,body
倒れる,たおれる,fall down,異なる,ことなる,different,典型,てんけい,typical,本名,ほんみょう,real name
盗む,ぬすむ,steal,異常,いじょう,abnormal,天才,てんさい,genius,麻,あさ,hemp
逃げる,にげる,run away,維持,いじ,maintain,展開,てんかい,deployment,埋める,うずめる,fill in
届ける,とどける,deliver,井戸,いど,well,吐き気,はきけ,nausea,埋め込む,うめこむ,embed
曇る,くもる,cloudy,一瞬,いっしゅん,for a moment,吐く,はく,vomiting,膜,まく,film
熱,ねつ,heat,一斉,いっせい,all at once,統一,とういつ,unification,末,まつ,the end
背中,せなか,back,一致,いっち,match,透明,とうめい,transparent,満たす,みたす,fulfill
泊まる,とまる,stay,稲,いね,rice,瞳,ひとみ,pupil,味わい,あじわい,taste
髪,かみ,hair,隠す,かくす,hide,峠,とうげ,pass,味覚,みかく,taste
比べる,くらべる,compare,隠れる,かくれる,hide,特殊,とくしゅ,special,未だ,いまだ,still
必ず,かならず,surely,宇宙,うちゅう,universe,独り,ひとり,alone,未知,みち,unknown
付く,つく,attach,運命,うんめい,destiny,独り言,ひとりごと,soliloquy,未定,みてい,to be decided
夫,おっと,husband,影響,えいきょう,impact,縄,なわ,rope,密接,みっせつ,closely
布団,ふとん,futon,栄養,えいよう,nutrition,能率,のうりつ,efficiency,密度,みつど,density
普通,ふつう,usually,援助,えんじょ,assistance,派手,はで,vulgar,民謡,みんよう,folk song
復習,ふくしゅう,review,猿,さる,monkey,俳句,はいく,haiku,無言,むごん,silent
複雑,ふくざつ,complicated,遠慮,えんりょ,show reserve,鉢,はち,pot,無効,むこう,invalid
払う,はらう,pay,汚染,おせん,pollution,発射,はっしゃ,firing,無線,むせん,wireless
仏教,ぶっきょう,buddhism,応じる,おうじる,respond,非難,ひなん,blame,無断,むだん,without permission
文法,ぶんぽう,grammar,応募,おうぼ,application,標識,ひょうしき,sign,無難,ぶなん,safe
壁,かべ,wall,殴る,なぐる,hit,標準,ひょうじゅん,standard,無念,むねん,remorse
変,へん,strange,沖,おき,offshore,標本,ひょうほん,specimen,無用,むよう,useless
変える,かえる,change,温暖,おんだん,warm,評論,ひょうろん,criticism,名称,めいしょう,name
変わる,かわる,change,穏やか,おだやか,calm,敷地,しきち,site,名簿,めいぼ,list
片付ける,かたづける,put away,価格,かかく,price,普及,ふきゅう,spread,名誉,めいよ,honor
暮れる,くれる,get dark,価値,かち,worth,噴火,ふんか,eruption,免除,めんじょ,exemption
法律,ほうりつ,law,家賃,やちん,rent,文献,ぶんけん,literature,面会,めんかい,visit
訪ねる,たずねる,visit,火災,かさい,fire,文脈,ぶんみゃく,context,模型,もけい,model
亡くなる,なくなる,die,稼ぐ,かせぐ,earn,兵隊,へいたい,soldier,模索,もさく,groping
眠い,ねむい,sleepy,蚊,か,mosquito,平凡,へいぼん,mediocre,猛烈,もうれつ,furious
眠る,ねむる,sleep,我慢,がまん,patience,別荘,べっそう,villa,問い合わせる,といあわせる,inquire
夢,ゆめ,dream,芽,め,bud,保健,ほけん,health,問う,とう,ask
娘,むすめ,daughter,解釈,かいしゃく,interpretation,包丁,ほうちょう,kitchen knife,野外,やがい,outdoors
戻る,もどる,return,怪我,けが,injury,崩れる,くずれる,collapse,野心,やしん,ambition
約束,やくそく,promise,悔やむ,くやむ,regret,泡,あわ,foam,野生,やせい,wild
踊る,おどる,dance,懐かしい,なつかしい,good old days,縫う,ぬう,sew,野党,やとう,opposition
輸出,ゆしゅつ,export,改善,かいぜん,improvement,望遠鏡,ぼうえんきょう,telescope,矢,や,arrow
優しい,やさしい,kind,街,がい,city,膨らむ,ふくらむ,inflate,役場,やくば,government office
予約,よやく,reserve,拡大,かくだい,expansion,墨,すみ,ink,役職,やくしょく,position
踊り,おどり,dance,覚悟,かくご,prepared,本気,ほんき,seriously,優,ゆう,yu
利用,りよう,use,株,かぶ,stock,盆,ぼん,bon,優位,ゆうい,superiority
裏,うら,back,勘定,かんじょう,account,摩擦,まさつ,friction,優勢,ゆうせい,dominance
冷える,ひえる,get cold,感謝,かんしゃ,thanks,免税,めんぜい,duty free,優先,ゆうせん,priority
歴史,れきし,history,歓迎,かんげい,welcome,矢印,やじるし,arrow,幽霊,ゆうれい,ghost
連れる,つれる,to take someone,環境,かんきょう,environment,愉快,ゆかい,pleasant,有益,ゆうえき,beneficial
連絡,れんらく,contact,監督,かんとく,directed by,只,ただ,only,有機,ゆうき,organic
腕,うで,arm,企業,きぎょう,corporate,幼稚,ようち,childish,有望,ゆうぼう,promising
途中,とちゅう,in the middle,器用,きよう,dexterity,幼稚園,ようちえん,kindergarten,有力,ゆうりょく,influential
包む,つつむ,wrap,基礎,きそ,basics,容器,ようき,container,誘導,ゆうどう,induction
頂く,いただく,receive,基本,きほん,basic,要旨,ようし,summary,融資,ゆうし,loan
受付,うけつけ,reception,奇妙,きみょう,strange,浴室,よくしつ,bathroom,予め,あらかじめ,in advance
贈り物,おくりもの,gift,既に,すでに,already,欄,らん,column,予感,よかん,premonition
遅れる,おくれる,be late,機嫌,きげん,mood,寮,りょう,dormitory,予想,よそう,predict
格好,かっこう,form,記憶,きおく,memory,臨時,りんじ,temporary,余地,よち,room
込む,こむ,get in,貴重,きちょう,valuable,鈴,すず,bell,与党,よとう,ruling party
怖い,こわい,scared,輝く,かがやく,shining,廊下,ろうか,corridor,預金,よきん,deposit
ご存じ,ごぞんじ,you know,鬼,おに,demon,冠,かんむり,crown,様式,ようしき,style
探す,さがす,seek,儀式,ぎしき,ritual,脅かす,おどかす,threaten,様相,ようそう,phase
捕まえる,つかまえる,catch,義務,ぎむ,obligation,消耗,しょうもう,consumable,用紙,ようし,paper
泥棒,どろぼう,thief,休暇,きゅうか,holiday,天皇,てんのう,emperor,用品,ようひん,supplies
治る,なおる,heal,休憩,きゅうけい,rest,武士,ぶし,samurai,要する,ようする,need
値段,ねだん,price,急激,きゅうげき,sudden,牧場,ぼくじょう,ranch,要因,よういん,cause
乗り換える,のりかえる,transfer,救う,すくう,save,納める,おさめる,pay,要請,ようせい,request
増える,ふえる,increase,救助,きゅうじょ,rescue,塊,かたまり,mass,要望,ようぼう,request
舟,ふね,boat,教授,きょうじゅ,professor,基準,きじゅん,standard,養成,ようせい,training
周り,まわり,around,狂う,くるう,go crazy,悔しい,くやしい,regrettable,抑圧,よくあつ,suppression
見舞い,みまい,visit,響く,ひびく,resonate,炊く,たく,cook,抑制,よくせい,suppression
柔らかい,やわらかい,soft,筋,すじ,logic,直径,ちょっけい,diameter,欲,よく,greed
沸く,わく,boil,筋肉,きんにく,muscle,手帳,てちょう,pocket book,欲望,よくぼう,desire
割合,わりあい,ratio,緊張,きんちょう,tension,整う,ととのう,get ready,落ち込む,おちこむ,depressed
お祝い,おいわい,celebration,金銭,きんせん,money,載せる,のせる,put,濫用,らんよう,abuse
お嬢さん,おじょうさん,lady,金属,きんぞく,metal,響き,ひびき,sound,利子,りし,interest
挨拶,あいさつ,greeting,金融,きんゆう,finance,付属,ふぞく,attached,利息,りそく,interest
為,ため,for,繰り返す,くりかえす,repeat,膨大,ぼうだい,huge,利点,りてん,advantage
一生懸命,いっしょうけんめい,with utmost effort,軍隊,ぐんたい,army,湧く,わく,occur,立体,りったい,solid
嘘,うそ,lie,刑事,けいじ,detective,潜る,もぐる,dive,立法,りっぽう,legislation
壊す,こわす,break down,契約,けいやく,contract,沿い,ぞい,along,流通,りゅうつう,distribution
壊れる,こわれる,break,掲示,けいじ,bulletin board,岬,みさき,cape,旅客,りょかく,passenger
滑る,すべる,slide,撃つ,うつ,shoot,やむを得ない,やむをえない,unavoidable,了解,りょうかい,roger that
噛む,かむ,bite,傑作,けっさく,masterpiece,栓,せん,plug,両立,りょうりつ,compatibility
頑張る,がんばる,make effort,欠陥,けっかん,defect,密,みつ,dense,良好,りょうこう,good
嬉しい,うれしい,happy,穴,あな,hole,おしゃれ,おしゃれ,fashionable,良識,りょうしき,good sense
汽車,きしゃ,train,結ぶ,むすぶ,tie,飴,あめ,candy,良質,りょうしつ,good quality
宜しい,よろしい,"good, ok, all right, fine",結果,けっか,result,いったん,いったん,once,領域,りょういき,region
興味,きょうみ,interest,結局,けっきょく,in the end,よる,よる,evening,領土,りょうど,territory
驚く,おどろく,surprised,結論,けつろん,conclusion,くだらない,くだらない,stupid,林業,りんぎょう,forestry
喧嘩,けんか,fight,件,けん,subject,咳,せき,cough,類,るい,kind
絹,きぬ,silk,健康,けんこう,health,釜,かま,kettle,類似,るいじ,similar
厳しい,きびしい,strict,兼ねる,かねる,"to be unable to, also serves as",瓦,かわら,tile,暦,こよみ,calendar
故障,こしょう,malfunction,嫌う,きらう,hate,堪える,こらえる,bear,恋愛,れんあい,love
講義,こうぎ,lecture,憲法,けんぽう,constitution,汲む,くむ,pump,連休,れんきゅう,consecutive holidays
謝る,あやまる,apologize,懸命,けんめい,hard,そば,そば,soba,連帯,れんたい,solidarity
邪魔,じゃま,obstacle,検査,けんさ,test,稽古,けいこ,rehearsal,連中,れんちゅう,they
趣味,しゅみ,hobby,検討,けんとう,consideration,つながり,つながり,connection,連日,れんじつ,every day
飾る,かざる,decorate,原稿,げんこう,manuscript,繋げる,つなげる,connect,連邦,れんぽう,federal
尋ねる,たずねる,ask,虎,とら,tiger,隙間,すきま,gap,連盟,れんめい,federation
随分,ずいぶん,quite a lot,誇り,ほこり,pride,桁,けた,digit,露,つゆ,dew
是非,ぜひ,i'd love to,慌てる,あわてる,panic,くれぐれも,くれぐれも,all the way,露骨,ろこつ,blatant
盛ん,さかん,thriving,攻撃,こうげき,attack,いきなり,いきなり,suddenly,朗読,ろうどく,reading aloud
先輩,せんぱい,senior,考慮,こうりょ,consideration,こする,こする,rub,論議,ろんぎ,discussion
素晴らしい,すばらしい,"wonderful, splendid",行儀,ぎょうぎ,behavior,とっくに,とっくに,for a long time,論理,ろんり,logic
騒ぐ,さわぐ,make a noise,貢献,こうけん,contribution,いとこ,いとこ,cousin,惑星,わくせい,planet
駄目,だめ,no good,高価,こうか,expensive,狙う,ねらう,aim,枠,わく,frame
棚,たな,shelf,豪華,ごうか,luxury,遡る,さかのぼる,go back,駆ける,かける,run
暖房,だんぼう,heating,克服,こくふく,overcome,揃う,そろう,align,依存,いぞん,reliance
致す,いたす,let,穀物,こくもつ,grain,つぶれる,つぶれる,crush,円滑,えんかつ,smooth
注射,ちゅうしゃ,injection,裁判,さいばん,trial,爪,つめ,nail,音色,ねいろ,tone
丁寧,ていねい,polite,酸素,さんそ,oxygen,吊る,つる,hang,幹,みき,stem
釣る,つる,fish,姿,すがた,appearance,這う,はう,crawling,管,かん,tube
田舎,いなか,country,死,し,death,卑怯,ひきょう,cowardly,共存,きょうぞん,coexistence
踏む,ふむ,step on,至る,いたる,to reach,かぶせる,かぶせる,cover,溝,みぞ,groove
濡れる,ぬれる,get wet,詩人,しじん,poets,撫でる,なでる,stroking,合併,がっぺい,merger
翻訳,ほんやく,translation,資源,しげん,resource,呆れる,あきれる,be amazed,施行,しこう,enforcement
漫画,まんが,comic,飼う,かう,keep,あくまで,あくまで,only,出生,しゅっしょう,birth
味噌,みそ,miso,事業,じぎょう,business,姪,めい,niece,情緒,じょうちょ,emotion
揺れる,ゆれる,shake,次第,しだい,depend on,儲かる,もうかる,make a profit,誠,まこと,makoto
冷房,れいぼう,air conditioning,自慢,じまん,proud,もち,もち,rice cake,早急,そうきゅう,quickly
寂しい,さびしい,lonely,実施,じっし,implementation,さすが,さすが,as expected,発足,ほっそく,inauguration
包む,くるむ,wrap,芝居,しばい,play,溜める,ためる,accumulate,避ける,よける,avoid
ご馳走,ごちそう,feast,芝生,しばふ,grass,こぼれる,こぼれる,spill,描く,かく,draw
辞典,じてん,dictionary,主義,しゅぎ,principle,丼,どんぶり,don,文書,ぶんしょ,documents
誉める,ほめる,praise,主張,しゅちょう,claim,唸る,うなる,howl,墓地,ぼち,cemetery
我々,われわれ,we,種,しゅ,seed,はめる,はめる,fit,本文,ほんぶん,text
訳,やく,reason,需要,じゅよう,demand,ふざける,ふざける,playful,万能,ばんのう,all-purpose
きっと,きっと,surely,収穫,しゅうかく,harvest,痒い,かゆい,itchy,問屋,とんや,wholesaler
こう,こう,shell,宗教,しゅうきょう,religion,睨む,にらむ,gaze,言い訳,いいわけ,excuse
これから,これから,from now on,就く,つく,get,やや,やや,kind of,生かす,いかす,make use of
それほど,それほど,so,就職,しゅうしょく,find work,くどい,くどい,difficult,育成,いくせい,nurturing
ちっとも,ちっとも,at least,修正,しゅうせい,fix,うどん,うどん,udon,意向,いこう,intention
やっぱり,やっぱり,"as expected, as i thought",修理,しゅうり,repair,あるいは,あるいは,or,意欲,いよく,motivation
やはり,やはり,also,臭い,くさい,odor,いよいよ,いよいよ,finally,威力,いりょく,power
おかしい,おかしい,funny,従う,したがう,follow,おかず,おかず,side dishes,運送,うんそう,shipping
いじめる,いじめる,bully,従って,したがって,"therefore,",きっかけ,きっかけ,trigger,箇所,かしょ,part
おもちゃ,おもちゃ,toy,渋滞,じゅうたい,traffic jam,芯,しん,core,傍ら,かたわら,beside
びっくり,びっくり,surprised,重視,じゅうし,emphasis,ひとまず,ひとまず,for now,肝心,かんじん,the point
ご,ご,go game,銃,じゅう,gun,もったいない,もったいない,too good to waste,起源,きげん,origin
しばらく,しばらく,for a while,出張,しゅっちょう,business trip,蘇る,よみがえる,revive,規範,きはん,norms
しまう,しまう,end up,瞬間,しゅんかん,moment,めでたい,めでたい,congratulations,綺麗,きれい,pretty
ごみ,ごみ,garbage,書斎,しょさい,study,くわえる,くわえる,in addition,区画,くかく,section
すごい,すごい,very,助け,たすけ,help,なる,なる,become,小売,こうり,retail
つもり,つもり,"intention, plan",女房,にょうぼう,wife,注ぐ,つぐ,pour it up,個々,ここ,individual
ぶつ,ぶつ,"to strike, to beat",症状,しょうじょう,symptoms,うなずく,うなずく,nod,収集,しゅうしゅう,collection
とうとう,とうとう,finally,衝突,しょうとつ,collision,あっさり,あっさり,easy,侵略,しんりゃく,invasion
はず,はず,should be,証明,しょうめい,proof,いざ,いざ,"now, well",専用,せんよう,exclusive
または,または,or,詳しい,くわしい,be familiar with,きちっと,きちっと,neatly,総合,そうごう,comprehensive
もらう,もらう,get,障害,しょうがい,hindrance,きっちり,きっちり,exactly,添える,そえる,attach
わけ,わけ,reason,挙げる,あげる,list,くっきり,くっきり,clearly,建前,たてまえ,tatemae
まま,まま,as it is,揚げる,あげる,fry,ぐっと,ぐっと,much,探検,たんけん,expedition
しっかり,しっかり,tightly,上司,じょうし,boss,しょっちゅう,しょっちゅう,frequently,貯蓄,ちょちく,savings
なかなか,なかなか,quite quite,冗談,じょうだん,joke,じっくり,じっくり,carefully,手当,てあて,allowance
のど,のど,throat,条件,じょうけん,conditions,すんなり,すんなり,smooth,尊い,とうとい,precious
ひどい,ひどい,terrible,状態,じょうたい,situation,てっきり,てっきり,clearly,時折,ときおり,sometimes
痩せる,やせる,lose weight,譲る,ゆずる,give up,でかい,でかい,huge,届,とどけ,notification
そうして,そうして,then,食器,しょっき,tableware,どうにか,どうにか,somehow,取扱,とりあつかい,handling
もうすぐ,もうすぐ,soon,食卓,しょくたく,table,どうやら,どうやら,apparently,取り締まり,とりしまり,control
うっかり,うっかり,inadvertently,食糧,しょくりょう,food,ひょっと,ひょっと,maybe,取引,とりひき,transaction
お前,おまえ,you,信仰,しんこう,faith,ふらふら,ふらふら,fluttering,堂々,どうどう,proudly
がっかり,がっかり,disappointed,侵入,しんにゅう,invasion,ぶらぶら,ぶらぶら,hanging out,同盟,どうめい,alliance
きちんと,きちんと,neatly,唇,くちびる,lips,ほっと,ほっと,relieved,並,なみ,common
きつい,きつい,tight,審判,しんぱん,referee,ぼやく,ぼやく,blurred,値引き,ねびき,discount
こっそり,こっそり,secretly,慎重,しんちょう,carefully,ややこしい,ややこしい,complicated,図る,はかる,plan
こんなに,こんなに,so,振り向く,ふりむく,turn around,ゆとり,ゆとり,clear,華やか,はなやか,gorgeous
さっさと,さっさと,quickly,振る,ふる,shake,なんだかんだ,なんだかんだ,somehow,引き上げる,ひきあげる,pull up
さっぱり,さっぱり,refreshing,新鮮,しんせん,fresh,入る,いる,come in,附属,ふぞく,attached
ざっと,ざっと,roughly,申し訳,もうしわけ,sorry,はる,はる,stretch,普遍,ふへん,universal
しつこい,しつこい,insistent,真剣,しんけん,seriously,見方,みかた,view,保障,ほしょう,security
じっと,じっと,stay still,真実,しんじつ,truth,公開,こうかい,release,勝る,まさる,win
ずっと,ずっと,all the time,診る,みる,to see,持てる,もてる,can have,麻酔,ますい,anesthesia
そっくり,そっくり,just like,診察,しんさつ,consultation,答,こたえ,answer,末期,まっき,terminal stage
そっと,そっと,gently,推薦,すいせん,recommendation,動,どう,movement,見通し,みとおし,outlook
たっぷり,たっぷり,plenty,睡眠,すいみん,sleep,同,どう,same,見なす,みなす,to see
だらけ,だらけ,full of,酔う,よう,get drunk,読者,どくしゃ,reader,民族,みんぞく,people
ちゃんと,ちゃんと,properly,世紀,せいき,century,問答,もんどう,questions and answers,民俗,みんぞく,folklore
どうせ,どうせ,anyway,成功,せいこう,success,有,ゆう,yes,申込,もうしこみ,application
どっと,どっと,dot,整理,せいり,organize,音,おん,sound,漏れる,もれる,leak
どんどん,どんどん,more and more,清潔,せいけつ,cleanliness,風車,かざぐるま,windmill,屋敷,やしき,mansion
どんなに,どんなに,no matter,製造,せいぞう,manufacturing,仕上げ,しあげ,finish,世,よ,world
のんびり,のんびり,laid back,製品,せいひん,product,引き下げる,ひきさげる,reduce,養護,ようご,nursing
ぴったり,ぴったり,exactly,誓う,ちかう,swear,着,ぎ,arrival,世論,せろん,public opinion
ぼんやり,ぼんやり,vaguely,請求,せいきゅう,claim,重,じゅう,heavy,理屈,りくつ,reason
まあ,まあ,oh dear,節約,せつやく,savings,一部,いちぶ,part,略奪,りゃくだつ,looting
オーバー,オーバー,over-,説得,せっとく,persuasion,引き取る,ひきとる,take over,了承,りょうしょう,understand
下る,くだる,go down,絶滅,ぜつめつ,extinction,苦しめる,くるしめる,torment,割,わり,discount
何とか,なんとか,somehow,舌,した,tongue,向き,むき,direction,汚れ,よごれ,dirt
何とも,なんとも,no matter what,専攻,せんこう,major,私鉄,してつ,private railway,密か,ひそか,secretly
火山,かざん,volcano,選択,せんたく,selection,実質,じっしつ,real,衣類,いるい,clothing
外す,はずす,remove,善,ぜん,good,商,しょう,quotient,共和,きょうわ,kyowa
外れる,はずれる,come off,素敵,すてき,splendid,申し出,もうしで,offer,行ける,いける,can go
外出,がいしゅつ,go out,組織,そしき,organization,相,あい,phase,碑,いしぶみ,monument
学ぶ,まなぶ,learn,訴える,うったえる,bring the action,電線,でんせん,electrical wire,菌,きん,fungus
気に入る,きにいる,i like it,喪失,そうしつ,loss,流,りゅう,flow,芸,げい,performing arts
金,きん,money,操作,そうさ,operation,交わす,かわす,dodge,隊,たい,corps
見下ろす,みおろす,looking down,巣,す,nest,実情,じつじょう,real condition,官,かん,government
