Sentences,Translation
牛乳やバターとかは後で買おう。,Let’s get things like milk and butter later.
このお店に入りましょう。,Let’s go into this store.
その書 類はこのオフィスには無いです。,The document is not in this office.
このプロジェクトがいい方 向に行くといいね。,I hope this project goes in the right direction.
本 当のことを言うと、その花瓶は私が壊したんだ。,"To tell you the truth, I broke the vase."
この法 律は19世紀に作られたのだ。,This law was made in the 19th century.
このゴミは彼に片付けさせるつもりです。,I will make him clean up this mess.
どうぞ、これをお持ちください。,Please take this with you.
もう夏 休みは終わりです,The summer break is already over.
新消費税率は10%である。,The new consumption tax rate is 10%.
景気のいい時は、よく物が売れる。,Goods sell well when the economy is good.
この映画はつまらないな。,This movie is so boring!
文句を言わずにいられない。,I cannot stand by without complaining.
値段が高かったので、買うのをやめた。,I did not buy it because it was expensive.
金曜日はレストランが混むんで、土曜日に行こう。,"Since the restaurant will be crowded on Friday, let’s go on Saturday."
世界には多くの人がいます。,There are a lot of people in the world.
急いだほうがいいよ。,We’d better hurry up!
その算数の問 題はこうすると解けるよ。,The math problem can be solved like this.
このプロジェクトが終われば、休みが取れます。,"When this project is over, I can go on a vacation."
赤や黄色の花が咲いている。,Red and yellow flowers are in bloom.
もうすぐ春が来る。,Spring is coming soon.
シフトは5時までです。,My shift is till 5 o’clock.
よく見ると、小さな穴があるね。,"If you look closely, there is a small hole."
歌ったり、踊ったりするのが好きです。,I like doing things like singing and dancing.
今はまだお腹が空いていない。,I am not hungry now.
この前の試験で良い成績をとりました。,I got a good score on the recent exam.
いいレストランを知し っています。,I know a nice restaurant.
住むのに一番便利な所はどこですか。,Where is the most convenient place to live?
自分の問 題は自分で解決しなさい。,Solve your own problems yourself.
んー、よくわかりません。,"Hmm, I am not so sure."
あー、危ない!,"Ah, watch out!"
やはり、私も同じ気持ちです。,"There you have it, still, I am of that train of thought too."
やっぱり、あなたが思った通りになりましたね。,"Ultimately, it turned out just as you expected."
私も一 緒に行きたいです。,I want to go with you.
そのゲームをやると楽しいでしょうね。,It would be fun to play that game.
早く家の中に入りなさい。,Come inside the house quickly!
ドアの向こうにいるのは誰。,Who is behind the door?
テニスが出来るようになるためには練習が必要だ。,Practice is necessary to be able to play tennis.
そのお店には食 器や家具などがあります。,"That store has tableware, furniture, and so on."
私は親として責任があります。,I am responsible as a parent.
この後、日本語のレッスンに行きます。,"After this, I will go to a Japanese lesson."
また会いましょう。,See you again.
ちょっと話しましょう。,Let’s have a little talk.
買い物に行ってくる。,I’m going shopping.
自分の荷物だけ持ってください。,Please hold only your own luggage.
おこずかいは五千円くらいほしい。,I want about five thousand yen for pocket money.
自分の弁当ぐらいは自分で作らないといけない。,You should at least prepare your own lunch.
私は店員ではない。,I am not a staff member.
えーと、今度の母の日のプレゼントは何にしようかな。,"Well, what present should I get for Mother's Day?"
こっちの方にきてください。,Please come this way.
歩いていくならスニーカーを履きましょう。,"If we’re going to walk there, let’s wear sneakers."
明日はどのバッグを持ってくの。,Which bag are you going to take there tomorrow?
けんかになった訳は何なの。,What was the reason for the fight?
先生へ手紙を書こう。,Write a letter to the teacher.
このお店はどうですか。,How about this store?
わたしは宿 題もやったし、庭の掃除もした。,I did my homework and cleaned the garden.
その話は本当ですか。,Is the story true?
私 はいつも右手でペンを持つ。,I always hold my pen in my right hand.
午 前 中にホテルを出る。,I will leave the hotel in the morning.
私は健康の為に野菜を食べます。,I eat vegetables for my health.
サーカスのアクロバットはすごい!,The circus acrobatics are amazing!
自分の未来について考える。,I think about my future.
そこの看 板には何と書いてありますか。,What is written on the signboard there?
映画を観に行こう。,Let’s go see a movie.
あなたの気持ちは分かる。,I understand your feelings.
私は子供に柔道を教えております。,I am teaching judo to children.
日本の歴史について知りたいです。,I want to learn about Japanese history.
この町は子供が多い。それで児童館が作られました,"This town has many children. Because of that, they opened a children’s center."
東の入り口からビルに入る。,Enter the building from the east entrance.
学校で宇宙基地の模型を作る。,We make a model of a space base at school.
新しいレシピでカレーを作ってみる。,I am going to try making curry with a new recipe.
車 でラジオを聴く,I listen to the radio in the car.
駅で行き先を聞く。,I will ask for directions at the station.
私は留 学をしました。そして外交官になりました。,"I studied abroad, and then became a diplomat."
このストーリータイムはぬり絵え をくれる,You will be given a coloring sheet at this story time.
咳がでる場合はマスクをしてください。,"In case you have a cough, please wear a mask."
彼からおもしろい話を聞いた。,I heard an interesting story from him.
車を運 転しながら携帯を見てはいけない。,You mustn’t use a cell phone while driving.
私 はそんなケースを聞いたことがない。,I have never heard of such a case.
今日は新しいカードを使う。,I am using a new card today.
日本は島 国です。,Japan is an island nation.
これは関東風のうどんです。,This is Kanto style udon.
おー、一 番だ!,"Wow, I came first!"
家の前に車をとめる。,Park your car in front of the house.
このタワーマンションは独身の人が多い,This apartment tower has many single people.
このレポートはとてもよく書かれている。,This report is well written.
そのケーキを一つください。,Please give me one piece of cake.
子供部屋のある家を探しています。,We are looking for a house with a children's room.
非 常の時は119番してください。,Please call 119 in the event of an emergency.
やる気になれば何でもできる。,You can do anything if you set your mind to it.
いくら注 意しても、彼は同じ間違いをする。,He makes the same mistakes no matter how careful he tries to be.
テストで満点を取る。,Get a perfect score on the test.
箱のうちがわに説明があります。,There is an explanation on the inside the box.
インターネットで地震についてのニュースを知った。,I became aware of news about an earthquake from the Internet.
私は猫より犬が好きだ。,I like dogs more than cats.
夕食を食べて、それから風呂に入りました。,"I had dinner, and then took a bath."
うー、困ったな!,"Aww, I’m in trouble."
あまり感じのいい店員ではなかった。,The store clerk did not leave a very good impression.
ビーチで子供みたいに遊ぶ。,Play like a kid when you’re at the beach.
私たちのチームはよく 戦いました。でも、ゲームに勝つことはできませんでした。,"Our team fought so hard, but we could not win the game."
ここにあった本がどこにあるか知りませんか。,Do you know what happened to the book that was here?
私はこのくまのキャラクターがとっても好きです。,I like this bear character very much.
今日はとても大きな犬を連れている人に会った。,I met a man with an extremely big dog today.
この本屋はいろいろなジャンルの本を売っている。,This bookstore sells various genres of books.
一から順に数える。,Count in order from one.
一番高い携帯電話はどれですか。,Which is the most expensive cell phone?
ねこを二匹飼っています。,I have two cats.
この前と同じ場所で会いましょう。,See you at the same place as the last time.
まず、あなたの親 切さに感 謝したいと思います。,"First, I would like to thank you for your kindness."
パスポートの更新に必 要な書類を用意する。,Prepare the necessary documents for renewing your passport.
寒いので息が白く見えます。,I can see my breath when it’s cold.
間違った情報が伝わる。,Incorrect information will be relayed.
映画の撮 影が行われた。,A movie was being filmed.
カウンセラーの指導を受ける。,I am getting guidance from a counselor.
宛先の住所を教えてください。,Please provide your mailing address.
迷子になっても彼は平気だった。,"Even when he was lost, he looked unconcerned."
ゴルフのコースを回る。,Go around the golf course.
昔の友達を訪ねる。,I am visiting my old friends.
また家の鍵を無くしてしまった。,I lost my house key again.
世界中の人々と友 達になりたい。,I want to make friends with people from around the world.
彼は掃除が下手だ。,He is poor at cleaning.
日記の代わりに詩を書く。,I write poems instead of a daily journal.
手 術 後の経過はどうですか,How is his progress after the surgery?
客室を整える。,Prepare the guest room.
バスツアーで奈良に行きます。,We are going on a bus tour to Nara.
太 陽は西に沈む。,The sun sets in the west.
質問事項をまとめる。,Summarize the items being questioned.
放課後に塾に通っています。,I go to a cram school after my regular school.
今の会 社を去ることにした。,I have decided to leave the company.
五人が夕食の席に一緒に座りました。,Five people sat together at the dinner table.
入り口はどこですか。,Where is the entrance?
かわいそうに,"poor thing, what a pity"
ナイスオン,"nice one, nice shot"
チョリース,"hi, hello, gotcha understood"
ええっ?,"eh?, what?, come on"
あれっ?,"hey, huh, eh?"
いってき,"bye, see ya, have fun, get going"
何それ?,"what the?, what’s that?, what’s going on?"
何これ?,"what the?, what’s this?, what’s going on?"
ほらほら!,"look, look!"
やりー,"yay, hooray, awesome"
座布団一枚。,"That was a good one!, what a stinger"
よくいらっしゃいました。,"It was very good of you to come, glad to see you."
ようそろ,"Keep it steady, understood, alright."
そうです,"That is so, that is right, it looks to me, that’s my impression, it us said that"
ほいきた,"All right, very well, okay, i got it"
よしきた,"All right, very well, okay, i got it"
何だと,"What did you say?, what’s that?"
へいへい!,"Yes, sure, gotcha!"
よせやい!,"Stop it!, enough!, cut it out!"
してやったり!,"Got you!, tricked you!"
恥を知れ,shame on you
それゆけ,"go, go go, get to it"
ちぇすと,"do it, cheers"
いやん,"oh, no, don’t"
くっそ,"bullshit, shit, damn"
ごちそうさん,"thank you for the meal, that was a delicious meal"
さんきゅう,thank you
最近どう,"how are you?, what’s up?"
いや!,"no, stop, quit it!"
よくやった!,"well done, good job!"
バッチこい!,bring it on!
したっけ!,"goodbye, see you later, bye bye, then, and then, if so"
いやいや。,"no, no no, not at all"
いかにも。,"indeed, really, truly, very, extremely, absolutely, certainly, for sure"
いざ。,"now, come (now), well"
いらっしゃい!,welcome!
うん。,yes
ええ。,"yes, that is correct, right"
えっと。,"Let me see, well"
おやおや!,"My goodness, oh my!, oh dear!"
お帰りなさい!,Welcome home!
おしまい,"That’s it, that’s all"
おはようございます。,Good morning.
げろげろ!,"That’s gross, disgusting!"
こう。,"In this way, thus such, uh"
こんにちは。,Good afternoon.
さあ,"come, come now, cone along, well, who knows, well now, let’s see"
さてさて,"well, now then, well then"
しまった,"darn it!, darn!, oh no!, oops!"
じゃあ,"then, well, so, well then"
そうそう,"oh yes!, that’s it, that’s right, quite, indeed"
そうだ,"that is so, that us right, it looks to me, that is my impression, it is said that"
では,"then, well, so, well then"
どうも,thanks
どういたしまして,"you’re welcome, don’t mention it, not at all, my pkwasure"
まあまあ,so-so
まさか,"by no means, never"
全く,"entirely, completely, indeed, good grief"
お見事,"well done, bravo, wonderful"
いいとも,"sounds good, sure thing, no problem"
やった,"yay, yes, finally done"
がんばって,Do your best
乾杯,Cheers
ありがとう。,Thank you
こいつ。,"This guy, this fellow, this person, hey you!"
無理。,"No way, not a chance, unreasonable, unnatural, impossible"
うるさい!,"shut up!, be quiet!, noisy, loud"
助けて!,Help!
おめでとう!,Congratulations!
ごらん。,"please take a look, please try to"
最悪。,"horrible, horrid, awful, terrible, worst"
すみません。,excuse me
しばらく。,"for now, for a moment"
ただいま!,I’m home!
了解!,"ok, understood!"
わかる。,"I know!, I think so too!"
よし。,"alright, all right, right on, looking good"
ようこそ!,"welcome!, nice to see you!"
もしもし。,hello (e.g. on phone)
しっけい。,"my apologies, I must be going now, so long"
こんにちは。,Hello.
今晩は。,Good evening.
お元気ですか。,How are you?
はい、元気です。あなたは？,"Yes, I'm fine. How are you?"
おかげさまで。,Thanks to you.
まあまあです。,So-so.
じゃあ、失礼します。,"Now, if you'll excuse me."
人を待たせていますので、これで失礼いたします。,"I have people waiting, so I'll be going now."
またあとで。,I'll see you later.
お休みなさい。,Have a good night.
がんばって下さい。,Please do your best.
楽しんで下さい。,Have fun.
楽しい休暇を。,Have a nice vacation.
楽しい旅行を。,Have a nice trip.
誰ですか？,Who is this?
この近くで何か面白いことがありますか。,Are there any interesting things to do near here?
どんなホテルですか。,What kind of hotel is it?
トイレはどこにありますか。,Where are the toilets located?
どちらに行かれますか。,Where are you going?
どこから来ましたか。,Where are you coming from?
どのくらい遠いですか。,How far away is it?
どこで起こりましたか。 ,Where did it happen?
何をなくしましたか。,What did you lose?
何が盗まれましたか。 ,What was stolen?
身分証明書を見せて下さい。 ,Please show me your ID.
それは何時でしたか。 ,What time did it happen?
誰が関係しましたか。 ,Who was involved?
証人がいますか。 ,Do you have any witnesses?
ここに記入してください。 ,Please fill out this form.
ここにサインをして下さい。 ,Please sign here.
通訳が必要ですか。 ,Do you need an interpreter?
保険のために写しをください。,Please provide a copy for insurance purposes.
全部失いました。,I've lost everything.
お金が全部なくなりました。,I've lost all my money.
お金を少し貸して下さいますか。,Can you lend me some money?
通訳が必要です。,I need a translator.
私は無罪です。,I'm not guilty.
何も知りません。,I don't know anything.
英語が話せる弁護士がほしいんです｡,I need a lawyer who speaks English.
そのピザは美味しそうです。,That pizza looks good.
あなたの車は古そうです。,Your car looks old.
このテストは難しそうです。,This test is going to be difficult.
今日は寒なさそうですね。,It doesn't look cold today.
このビールは冷たくなさそうです。,This beer doesn't seem to be cold.
あの公園は静かそうです。,That park looks quiet.
このホテルは便利じゃなさそうです。,This hotel doesn't look convenient.
あれはやそうな車ですね。,That looks like a fast car.
静かそうなこうえんです。,It looks like a quiet park.
元気そうな赤ちゃんですね。,That baby looks healthy.
日本人のふりをしました。,I pretended to be Japanese.
先生のことが好きじゃないけど、好きなふりをしました。,"I didn't like the teacher, but I pretended to like him."
若いふりをしました。,I pretended to be young.
日本語が分からないふりをしました。,I pretended that I didn't understand Japanese.
もう若いふりができません。,I can't pretend to be young anymore.
日本人のふりをしません。,I don't pretend to be Japanese.
友達はよく、寝たふりをしています。 ,My friends often pretend to be asleep.
忙がしいふりをしないで、手伝って下さい。 ,Please help me and don't pretend to be busy.
うちの子は学校が嫌なふりをしているけど、本当は好きです。,"My son pretends to hate school, but he really likes it."
最近、落ち込こんでいます。 ,I've been feeling depressed lately.
落ち込まないで、頑張りましょう。 ,"Don't be depressed, let's do our best."
卒業式でクラスメートと別れるのは、寂しいです。 ,I'm sad to say goodbye to my classmate at the graduation ceremony.
別れたいと言ったけど、彼女は聞いてくれなかった。 ,"I told her I wanted to break up with her, but she didn't listen to me."
別わかれる時は、泣くより笑ったほうがいいです。 ,"When you have to say goodbye, it is better to laugh than to cry."
10年飼っていた犬と別れるのは、辛かったです。,It was hard to say goodbye to the dog I had for 10 years.
若い時は、生活に困っていました。 ,"When I was young, I had a hard time making ends meet."
娘がずっと泣いて、本当に困りました。,"My daughter cried all the time, and I was really troubled."
友達の家があまりにも汚くて、困こまりました。,My friend's house was so dirty that I was in trouble.
海外旅行で困ったことはありますか。,Do you have any problems when traveling abroad?
何で？先週、話してたでしょう？ ,Why? Didn't we talk about it last week?
そうなんだけど..明日、友達に会ってほしかったの。 ,"I know, but... I wanted you to meet my friends tomorrow."
明日、日本に行くから、どきどきしています。,"I'm going to Japan tomorrow, so I'm very excited."
テストの時、いつもドキドキして、あまりよくできません。,"I always feel nervous when I take tests, and I don't do very well."
妹が怒っていて、部屋から出てきません。 ,My sister is angry and won't come out of her room.
私の友達が今晩、テレビに出てきますよ。,My friend is going to be on TV tonight.
財布をなくして、もう見つからないと思ったのに、今日出てきました。 ,"I lost my wallet and thought I'd never find it, but it came out today."
私はテニスをする時、汗をかきます。,"When I play tennis, I sweat a lot."
汗をかいたら、水をたくさん飲みます。,"When I sweat, I drink a lot of water."
天気が暑い時、汗が出でます。 ,"When the weather is hot, I sweat a lot."
夏に汗が凄く出るから、シャワーをよくします。,"In summer, I sweat so much that I often take a shower."
今日は忙しいけど、何とか時間を作つくります。 ,"I'm busy today, but I'll try to make time for you."
給料は少ないですが、何とかお金が貯められました。  ,"The salary was not much, but I managed to save some money."
困っていたけど、何とかなりました。,"I  was troubled, but it all worked  out. "
困っていたけど、何とかしました。 ,"I  was troubled, but I figured it out. "
上着のボタンが取れた。 ,A button has come off my jacket.
シールが取れた。 ,The sticker came off.
この染みはなかなか取れない。 ,This stain will not come out.
手伝って下さいませんか。,Can you help me?
教えて下さいませんか。,Teach me.
連れていって下さいませんか。,Can you take me there?
予約していただけますか。,Can you make a reservation for me?
ベジタリアン料理はありますか。,Do you have any vegetarian dishes?
これを持って行ってもいいですか。,Can I bring this with me?
タバコを吸ってもいいですか。,Can I smoke?
はい 、もちろん 。,"Yes, of course."
はい、どうぞ。,"Yes, please."
ちょっと待って下 さ い 。,"Wait a minute, please."
すみませんが、時間がありません。,"I'm sorry, but I don't have time."
不可能です。,It's impossible.
そう思います。,I think so.
誰もいません。,There's no one here.
何でもありません。,It's nothing.
それで結構です。,That's fine.
違います。,"No, it's not."
賛成です。,I agree.
賛成出来ません。,I don't agree.
どうもありがとうございます。,Thank you very much.
本当に楽しかったです。,I really enjoyed it.
知らなかったので、申し訳ありません。,I'm sorry I didn't know.
どちらがお好きですか。,Which do you like better?
どう思いますか。,What do you think?
踊るのが嫌いですか。,Do you hate to dance?
何でもいいです。,Anything is fine.
よかった。,Good.
悪くいですね!,That's not bad!
すばらしい!,Excellent!
おいしい!,Delicious!
楽しいですねえ!,It's fun!
すてき!,It's great!
とても楽しんでいます。,I'm enjoying it very much.
それを楽しみに待っています。,I'm looking forward to it.
すごい!,Great!
残念!,Too bad!
うんざりだよ。,I'm sick of it.
もうあきた。,I'm tired of it.
自己紹介してもよろしいですか。,May I introduce myself?
お名前は?,What's your name?
これは妻です。,This is my wife.
これは友達です。,This is my friend.
これは母です。,This is my mother.
これは夫です。,This is my husband.
これは息子です。,This is my son.
初めまして 。どうぞよろしく 。,Nice to meet you. Nice to meet you.
お目にかかれて嬉しいです。,It's nice to meet you.
お国はどちらですか。,What country are you from?
どこにお住まいですか。,Where do you live?
もうお長いのですか。,Have you been here long?
それは渋谷に近い所です。,It's near Shibuya.
二三日です。,It's been a few days.
明日立ちます。,I'm standing up tomorrow.
二週間後に立つつもりです。,I'm going to stand in two weeks.
どこにお泊りですか。,Where are you staying?
ホテルに。,In a hotel.
友達の所に。,At a friend's place.
親戚の所に。,At a relative's place.
一人で来られましたか。,Are you here alone?
ご家族とここに来ましたか。,Did you come here with your family?
夫と来ました。,I came with my husband.
妻と来ました。,I came with my wife.
家族と来ました。,I came with my family.
友達と来ました。,I came with friends.
結婚していますか。,Are you married?
恋人はいますか。,Do you have a girlfriend?
関係ないでしょ!,I don't care!
関係ないだろ!,It doesn't matter!
結婚しています,I'm married.
独身です。,I am single.
恋人と住んでいます。,I live with my girlfriend.
離婚ていま す。,I'm divorced.
お子さんは?,Do you have any children?
お孫さんは?,Do you have any grandchildren?
失礼ですが 、おいくつで すか 。,"Excuse me, but how old are you?"
女の子はいくつですか。,How old is the girl?
男の子はいくつですか。,How old are your boys?
お仕事は何ですか。,What do you do for a living?
会社で働いています。,I work in a company.
学生です。,I am a student.
無職です。,I am unemployed.
退職しました。,I am retired.
障害者です。,I am disabled.
主婦です。,I am a housewife.
お仕事は面白いですか,Do you enjoy your work?
たいがいは。,Mostly.
まあまあですが、休みの方が面白いですよね 。,"It's okay, but the vacations are more interesting."
ぜんぜん話せません。,I can't talk at all.
少しだけ話せます。,I can speak only a little.
英語は話せますか。,Do you speak English?
日本語が話せますか。,Can you speak Japanese?
英語が話せますか。,Do you speak English?
何とおっしゃいましたか。,What did you say?
分かりました。,I understand.
もう一度言って下さい。,Please say it again.
ゆっくり話して下さいませんか,Could you please speak slowly?
それはどういう意味ですか。,What do you mean by that?
その言葉はどういう意味ですか。,What does that word mean?
この本の中でそれを指さして下さい ませんか。,Can you point to it in this book?
それを書いて下さいませんか。,Can you write it down?
それは...という意味ですか。,Does it mean...? What does it mean?
ちょっと待って下さい 、捜してみます。,"Wait a minute, I'll look for it."
言葉が見つかりません。,I can't find the word.
それは日本語でどう言いますか。,How do you say it in Japanese?
それはどう発音しますか。,How do you pronounce it?
すみませんが、助けて下さい。,"I'm sorry, but I need your help."
どうしました か。,What's the matter?
何かご用でしょうか。,What can I do for you?
急ぎますので、すみません。,"I'm sorry, I'm in a hurry."
ご一緒させていただいてもよろしい ですか。,May I join you?
写真をとってくださいますか,Can you take a picture for me?
このボタンを押して下さい。,Please press this button.
ほっといてよ!,Please leave me alone!
ほっといてくれよ!,Please leave me alone!
あっちいってよ!,Go away!
あっちいけよ!,Get away from me!
行かないと叫ぶわよ!,Go away or I'll scream!
行かないと叫ぶよ!,I'll scream if you don't go!
今日は暑いですね。,It's hot today.
今日は寒いですね。,It's cold today.
いい天気ですね。,It's a beautiful day.
すごい風ですね。,It's windy.
すごい雨ですね。,It's raining hard.
雪が凄いですね。,It's snowing hard.
深い霧ですね。,It's a deep fog.
この天気はもう長いんですか。,Has this weather been here long?
この辺はいつも暑いんですか。,Is it always hot around here?
この辺はいつも寒いんですか。,Is it always cold around here?
この辺はいつも雨が少ないんですか。,Is it always raining little around here?
この辺はいつも雨が多いですか。,Does it always rain a lot around here?
趣味は?,What are your hobbies?
編みものが好きです。,I like to knit.
読書が好きです。,I like to read.
写真をとるのが好きです。,I like to take pictures.
音楽が好きです。,I like music.
ギターを弾くのが好きです。,I like to play the guitar.
ピ アノを弾くのが好きです。,I like to play the pianos.
映画を見に行くのが好きです。,I like to go to the movies.
旅行するのが好きです。,I like to travel.
スポーツが好きです。,I like sports.
つりに行くのが好きです。,I like to go fishing.
散歩するのが好きです。,I like to go for a walk.
もう今晩の予定は何か決めたの。,Have you decided what you are going to do tonight?
もう今日の計画はたてましたか。,Have you made any plans for today?
もう今晩の計画はたてましたか。,Have you made plans for this evening yet?
一緒に出かけませんか。,Would you like to go out with me?
一緒にダンスに行きませんか。,Would you like to go dancing with me?
一緒に食べませんか。,Would you like to eat with me?
一緒に海岸に行きませんか。,Would you like to go to the beach with me?
一緒に町へ行きませんか。,Would you like to go to town with me?
一緒に友達の所に行きませんか。,Would you like to go to a friend's place with me?
踊りません。,I don't dance.
バーに座りましょうか?,Shall we sit at the bar?
何か飲みましょうか。,Let's have a drink.
散歩に行きましょうか。,Let's go for a walk.
ドライブ に 行 きましょうか。,Let's go for a drive.
いい考え。,Good idea.
いいえ 、けっこうです。,"No, thank you."
多分今度。,Maybe next time.
興味がないわ。,I'm not interested.
興味がないよ。,I'm not interested.
時間がないわ。,I don't have time.
時間がないよ。,I don't have time.
もう他の約束が。,I have other commitments.
ダンスは下手です。,I'm not a good dancer.
バレーボールは下手です。,I'm not good at volleyball.
泳げません。,I can't swim.
おきれいですね。,You're beautiful.
いい車ですね!,It's a nice car!
何てかわいい赤ちゃんでしょう。,What a cute baby.
ダンスが上手ですね。,You are a good dancer.
料理が上手ですね。,You're a good cook.
テニスが上手ですね。,You are a good tennis player.
一緒にいるのが楽しい。,I enjoy being with you.
とっても寂しかったわ。,I missed you so much.
とっても寂しかったよ。,I've missed you so much.
あなたを夢にみたわ。,I dreamed of you.
君を夢にみたよ。,I dreamed of you.
きれいだよ。,You're beautiful.
すてきよ。,You're beautiful.
すてきだよ。,You're beautiful.
セクシー。,Sexy.
私を見て。,Look at me.
僕を見て。,Look at me.
きれいな瞳だね。,You have beautiful eyes.
あなたに夢中なの。,I'm crazy about you.
君に夢中なんだ。,I'm crazy about you.
愛してる。,I love you.
私の気持ちは違うの。,My feelings are different.
僕の気持ちは違うんだ。,My feelings are different.
もう恋人がいます。,I already have a boyfriend.
もう少し待って。,Wait a little longer.
すごく早過ぎるの。,It's too soon.
すごく早過ぎるよ。,It's too soon.
触らないで。,Don't touch me.
今夜一緒に泊まらない?,Will you stay with me tonight?
愛したい。,I want to make love.
コンドームを 使ってくれるなら。,As long as you use a condom.
エイズのこともあるからね。,"You know, because of the AIDS thing."
男って皆そういうのね。,All men are like that.
危険は避けましょうよ。,Let's not take any chances.
危険は避けようよ。,Let's not take any chances.
コンドームもってる?,Do you have a condom?
それなら、やめましょう。,Then let's stop.
それなら、やめよう。,Then let's not.
お誕生日おめでとうございます。,Happy birthday to you.
心からお悔やみ申し上げます。,My deepest sympathies.
今度いつ会えますか。,When can we meet again?
この週末おひまですか。,Are you free this weekend?
何か計画しましょうか。,Shall we plan something?
車で拾ってくださいますか。,Can you pick me up in your car?
車で拾って上げましょうか。,Can I pick you up in my car?
９時までに帰らなければなりません。,I have to be home by nine o'clock.
もう会いたくないわ。,I don't want to see you anymore.
もう会いたくないよ。,I don't want to see you anymore.
何かお飲みになりませんか。,Would you like to have something to drink?
何をお飲みになりますか。,What would you like to drink?
タバコはいかがですか。,Would you like a cigarette?
葉巻はいかがですか。,Would you like a cigar?
アルコールなしの飲み物を下さい。,Please give me a drink without alcohol.
たばこは吸いません。,I don't smoke.
送っていってもいいですか。,Can I give you a ride?
手紙を書いてもいいですか。,Can I write you a letter?
メールをしてもいいですか。,Can I email you?
電話をかけてもいいですか。,Can I call you?
手紙をくれますか。,Can you write me a letter?
電話をくれますか。,Can I call you?
あなたの住所を教えてくれますか。,Will you give me your address?
あなたの電話番号を教くれますか。,Will you give me your phone number?
メールアドレスを教えてください。,Can I have your e-mail address?
いろいろありがとうございました。,Thank you very much for everything.
とても楽しかったです。,It was a lot of fun.
元気でね。,Take care.
いつ帰る?,When are you coming back?
待ってるわ。,I'll be waiting.
待ってるよ。,I'll be waiting for you.
また会いたいわ。,I want to see you again.
また会いたいなあ。,I want to see you again.
この辺でヨガが出来ますか。,Can I do yoga around here?
ここで自転車が借りられますか。,Can I rent a bicycle here?
スノーボードのレッスンが受けられますか。,Can I take snowboarding lessons?
一時間いくらですか。,How much does it cost per hour?
一日いくらですか。,How much does it cost per day?
一回いくらですか。,How much is one time?
許可書が必要ですか。,Do I need a permit?
許可書はどこで発行されますか。,Where is the permit issued?
私の趣味は登山です。,My hobby is mountain climbing.
ハイキングをするならどこがいいですか。,Where is the best place to go hiking?
登山をするならどこがいいですか。,Where is the best place to go mountain climbing?
有名なパワースポットがこのへんにありますか。,Are there any famous power spots in the area?
このへんに良い温泉はありますか。,Are there any good hot springs in this area?
ここから一番近い日帰り温泉はどこですか。,Where is the nearest day trip hot spring from here?
露天風呂はどこですか。,Where are the open-air baths?
混浴するときの決まりは何ですか。,What are the rules for mixed bathing?
混浴するときは、何か着ないといけませんか。,Do I have to wear something when I take a mixed bath?
海岸までまだ遠いですか。,Is it far from the beach?
この辺にプールはありますか。,Is there a swimming pool around here?
この辺に砂浜 はありますか。,Is there a beach around here?
この辺には岩がありますか。,Are there any rocks around here?
いつ満潮ですか。,When is the high tide?
いつ干潮ですか。,When is high tide and when is low tide?
水温は何度ですか。,What is the temperature of the water?
とても深いですか。,Is it very deep?
立てますか。,Can you stand up?
子供が安全に泳げますか。,Is it safe for children to swim?
流れはきついですか。,Is the current too strong?
この川に急流がありますか。,Are there rapids in the river?
この川に滝がありますか。,Is there a waterfall in the river?
あの旗はどういう意味ですか。,What do those flags mean?
あのブイはどういう意味ですか。,What do those buoys mean?
ここでスキーのレッスンが受けられま すか。,Can I take ski lessons here?
初心者でも参加できますか？,Is it possible for beginners to participate?
初心者向けのコースがありますか。,Are there courses for beginners?
この辞書は初級者に、いやそれどころか上級者にも役に立つ。,"This dictionary is useful for beginners, or even for advanced learners."
トムは上級のスノーボーダーだ。,Tom is an advanced snowboarder.
グループは何人ぐらいですか。,How many people are in a group?
何語で教えられますか。,What languages can you teach?
リフトの一日券を下さい。,Can I have a day pass for the lift?
証明写真がいりますか。,Do you need a photo ID?
どこで証明写真を撮ってもらえますか。,Where can I get my picture taken?
初心者のゲレンデはどこですか。,Where is the beginner's slope?
この辺でクロスカントリースキーができますか。,Can I do cross-country skiing around here?
リフトは動いていますか。,Are the lifts running?
ゲレンデは滑降可能ですか。,Can I ski down the slopes?
観光案内所はどこですか。,Where is the tourist information center?
町の地図ありますか。,Do you have a map of the town?
会津若松について教えて下さい。,Please tell me about Aizu Wakamatsu.
主にどこが面白いですか。,What are the main places of interest?
地図で指して下さい。,Could you point them out on the map?
何かおすすめは。,What do you recommend?
温泉に興味がありますが。,"I'm interested in hot springs, though."
市内観光ありますか。,Is there any sightseeing in the city?
どのぐらい時間がかかりますか,How long will it take?
出発点はどこですか。,Where is the starting point?
終点はどこですか。,Where is the last stop?
遊覧船がありますか。,Is there a sightseeing boat?
どこで船に乗れますか。,Where can I get on a boat?
どこでバスに乗れますか。,Where can I take a bus?
観光バスがありますか。,Is there a sightseeing bus?
英語のガイドがいますか。,Are there any English-speaking guides?
どこか楽しい小旅行はありますか。,Do you have any fun excursions?
観光ツアーがありますか。,Are there any sightseeing tours?
どこへ行きますか。,Where do you go?
北海道へ行きたいんですが。,I want to go to Hokkaido.
ツアーは何時間かかりますか。,How long does the tour take?
小坂にはどのくらい滞在しますか。,How long will I stay in Kosaka?
ガイド付きツアーがありますか。,Do you offer guided tours?
